model,K,spk,local_t,gi,method,block_seconds,fade_seconds,selection_rule,ASR,R3_escape,R5_escape,NAC,PESQ,STOI,SI_SDR
audioseal,5,chinese:SSB0261,0,23,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5944,0.9997,33.28
audioseal,5,chinese:SSB0267,0,24,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5758,0.9989,34.60
audioseal,5,chinese:SSB0267,0,24,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9375,4.5139,0.9981,31.38
audioseal,5,chinese:SSB0267,0,24,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9375,4.5139,0.9981,31.38
audioseal,5,chinese:SSB0267,0,24,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5816,0.9994,36.14
audioseal,5,chinese:SSB0267,0,24,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5566,0.9988,35.10
audioseal,5,chinese:SSB0267,0,24,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.2949,0.9963,30.86
audioseal,5,chinese:SSB0267,0,24,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.2452,0.9965,30.82
audioseal,5,chinese:SSB0267,0,24,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5306,0.9980,32.22
audioseal,5,chinese:SSB0273,0,25,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.6149,0.9999,37.66
audioseal,5,chinese:SSB0273,0,25,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6250,4.5723,0.9997,33.00
audioseal,5,chinese:SSB0273,0,25,rp,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9375,4.5956,0.9997,33.96
audioseal,5,chinese:SSB0273,0,25,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6250,4.5723,0.9997,33.00
audioseal,5,chinese:SSB0273,0,25,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5774,0.9997,37.19
audioseal,5,chinese:SSB0273,0,25,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.3708,0.9973,32.55
audioseal,5,chinese:SSB0273,0,25,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.3689,0.9973,32.59
audioseal,5,chinese:SSB0273,0,25,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.5625,4.5819,0.9997,33.84
audioseal,5,chinese:SSB0287,0,26,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5988,0.9997,35.53
audioseal,5,chinese:SSB0287,0,26,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.6061,0.9997,35.10
audioseal,5,chinese:SSB0287,0,26,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5643,0.9993,30.75
audioseal,5,chinese:SSB0287,0,26,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.6120,0.9998,37.81
audioseal,5,chinese:SSB0287,0,26,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5262,0.9995,35.51
audioseal,5,chinese:SSB0287,0,26,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.2248,0.9975,31.55
audioseal,5,chinese:SSB0287,0,26,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.1886,0.9966,31.56
audioseal,5,chinese:SSB0287,0,26,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5875,0.9995,33.76
audioseal,5,chinese:SSB0288,0,27,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5850,0.9981,35.94
audioseal,5,chinese:SSB0288,0,27,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5903,0.9984,36.79
audioseal,5,chinese:SSB0288,0,27,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5903,0.9984,36.79
audioseal,5,chinese:SSB0288,0,27,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5470,0.9971,35.42
audioseal,5,chinese:SSB0288,0,27,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5318,0.9978,34.13
audioseal,5,chinese:SSB0288,0,27,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.3851,0.9974,33.24
audioseal,5,chinese:SSB0288,0,27,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.3877,0.9971,33.17
audioseal,5,chinese:SSB0288,0,27,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5903,0.9984,36.79
audioseal,5,chinese:SSB0299,0,28,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5177,0.9996,32.09
audioseal,5,chinese:SSB0299,0,28,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.4777,0.9995,30.02
audioseal,5,chinese:SSB0299,0,28,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5907,0.9997,35.44
audioseal,5,chinese:SSB0299,0,28,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5648,0.9997,33.82
audioseal,5,chinese:SSB0299,0,28,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.3709,0.9995,31.69
audioseal,5,chinese:SSB0299,0,28,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6250,4.1631,0.9985,29.24
audioseal,5,chinese:SSB0299,0,28,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.1863,0.9987,29.43
audioseal,5,chinese:SSB0299,0,28,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6250,4.4922,0.9996,30.29
audioseal,5,chinese:SSB0307,0,29,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5554,0.9984,29.57
audioseal,5,chinese:SSB0307,0,29,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5445,0.9985,29.69
audioseal,5,chinese:SSB0307,0,29,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4924,0.9957,25.70
audioseal,5,chinese:SSB0307,0,29,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5407,0.9979,27.55
audioseal,5,chinese:SSB0307,0,29,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.2836,0.9971,28.62
audioseal,5,chinese:SSB0307,0,29,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.0767,0.9954,25.92
audioseal,5,chinese:SSB0307,0,29,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.0567,0.9957,25.95
audioseal,5,chinese:SSB0307,0,29,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5445,0.9985,29.69
audioseal,5,chinese:SSB0309,0,30,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5825,0.9987,34.80
audioseal,5,chinese:SSB0309,0,30,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5625,0.9983,33.32
audioseal,5,chinese:SSB0309,0,30,rp,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9375,4.5548,0.9977,31.27
audioseal,5,chinese:SSB0309,0,30,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9375,4.5581,0.9981,32.58
audioseal,5,chinese:SSB0309,0,30,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5117,0.9982,33.86
audioseal,5,chinese:SSB0309,0,30,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.2822,0.9954,31.85
audioseal,5,chinese:SSB0309,0,30,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.3032,0.9959,31.88
audioseal,5,chinese:SSB0309,0,30,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5711,0.9986,33.83
audioseal,5,chinese:SSB0315,0,31,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5958,0.9997,35.48
audioseal,5,chinese:SSB0315,0,31,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5599,0.9994,32.66
audioseal,5,chinese:SSB0315,0,31,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.6077,0.9998,36.42
audioseal,5,chinese:SSB0315,0,31,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5599,0.9994,32.66
audioseal,5,chinese:SSB0315,0,31,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5655,0.9996,34.77
audioseal,5,chinese:SSB0315,0,31,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.3624,0.9975,32.22
audioseal,5,chinese:SSB0315,0,31,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.3655,0.9979,32.26
audioseal,5,chinese:SSB0315,0,31,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5662,0.9996,33.25
audioseal,5,chinese:SSB0316,0,32,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5964,0.9994,35.14
audioseal,5,chinese:SSB0316,0,32,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.6061,0.9995,35.54
audioseal,5,chinese:SSB0316,0,32,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9375,4.5616,0.9988,31.84
audioseal,5,chinese:SSB0316,0,32,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5702,0.9990,32.68
audioseal,5,chinese:SSB0316,0,32,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5881,0.9994,35.42
audioseal,5,chinese:SSB0316,0,32,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4479,0.9991,31.21
audioseal,5,chinese:SSB0316,0,32,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4626,0.9992,31.40
audioseal,5,chinese:SSB0316,0,32,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.6063,0.9995,35.00
audioseal,5,chinese:SSB0323,0,33,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5911,0.9996,35.26
audioseal,5,chinese:SSB0323,0,33,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5873,0.9997,35.86
audioseal,5,chinese:SSB0323,0,33,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5453,0.9991,31.89
audioseal,5,chinese:SSB0323,0,33,eep,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9375,4.5682,0.9993,33.63
audioseal,5,chinese:SSB0323,0,33,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5507,0.9996,35.61
audioseal,5,chinese:SSB0323,0,33,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4254,0.9961,33.17
audioseal,5,chinese:SSB0323,0,33,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4285,0.9961,33.02
audioseal,5,chinese:SSB0323,0,33,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5873,0.9997,35.86
audioseal,5,chinese:SSB0338,0,34,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5540,0.9997,29.26
audioseal,5,chinese:SSB0338,0,34,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5770,0.9997,31.22
audioseal,5,chinese:SSB0338,0,34,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5230,0.9993,25.91
audioseal,5,chinese:SSB0338,0,34,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5897,0.9999,33.39
audioseal,5,chinese:SSB0338,0,34,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.4447,0.9994,28.09
audioseal,5,chinese:SSB0338,0,34,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.1587,0.9977,27.11
audioseal,5,chinese:SSB0338,0,34,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.1735,0.9981,27.19
audioseal,5,chinese:SSB0338,0,34,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5490,0.9996,29.87
audioseal,5,chinese:SSB0339,0,35,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5495,0.9993,32.42
audioseal,5,chinese:SSB0339,0,35,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5137,0.9990,31.23
audioseal,5,chinese:SSB0339,0,35,rp,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9375,4.5227,0.9985,29.16
audioseal,5,chinese:SSB0339,0,35,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5263,0.9987,29.98
audioseal,5,chinese:SSB0339,0,35,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4243,0.9990,31.44
audioseal,5,chinese:SSB0339,0,35,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6250,4.2018,0.9975,29.16
audioseal,5,chinese:SSB0339,0,35,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.2610,0.9979,29.13
audioseal,5,chinese:SSB0339,0,35,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5137,0.9990,31.23
audioseal,5,chinese:SSB0341,0,36,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5996,0.9992,38.60
audioseal,5,chinese:SSB0341,0,36,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5683,0.9987,35.70
audioseal,5,chinese:SSB0341,0,36,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.6054,0.9995,40.14
audioseal,5,chinese:SSB0341,0,36,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5978,0.9992,38.99
audioseal,5,chinese:SSB0341,0,36,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5731,0.9992,37.54
audioseal,5,chinese:SSB0341,0,36,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.4833,0.9981,34.80
audioseal,5,chinese:SSB0341,0,36,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4884,0.9984,35.40
audioseal,5,chinese:SSB0341,0,36,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5737,0.9991,36.79
audioseal,5,chinese:SSB0342,0,37,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9375,4.5863,0.9991,36.98
audioseal,5,chinese:SSB0342,0,37,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5413,0.9981,33.00
audioseal,5,chinese:SSB0342,0,37,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.6118,0.9995,39.63
audioseal,5,chinese:SSB0342,0,37,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5810,0.9992,36.47
audioseal,5,chinese:SSB0342,0,37,median,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.8750,4.4649,0.9991,36.72
audioseal,5,chinese:SSB0342,0,37,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.3212,0.9981,32.72
audioseal,5,chinese:SSB0342,0,37,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.3370,0.9982,32.90
audioseal,5,chinese:SSB0342,0,37,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5413,0.9981,33.00
audioseal,5,chinese:SSB0354,0,38,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5730,0.9979,35.12
audioseal,5,chinese:SSB0354,0,38,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5900,0.9986,36.75
audioseal,5,chinese:SSB0354,0,38,rp,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.8750,4.5075,0.9958,31.62
audioseal,5,chinese:SSB0354,0,38,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5900,0.9986,36.75
audioseal,5,chinese:SSB0354,0,38,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4595,0.9973,33.48
audioseal,5,chinese:SSB0354,0,38,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.1971,0.9920,32.90
audioseal,5,chinese:SSB0354,0,38,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.2075,0.9917,33.03
audioseal,5,chinese:SSB0354,0,38,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5641,0.9977,35.50
audioseal,5,chinese:SSB0366,0,39,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5538,0.9989,30.66
audioseal,5,chinese:SSB0366,0,39,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5220,0.9982,27.41
audioseal,5,chinese:SSB0366,0,39,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5629,0.9988,30.08
audioseal,5,chinese:SSB0366,0,39,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5220,0.9982,27.41
audioseal,5,chinese:SSB0366,0,39,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.4842,0.9988,33.60
audioseal,5,chinese:SSB0366,0,39,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.1185,0.9912,25.69
audioseal,5,chinese:SSB0366,0,39,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.1051,0.9912,25.65
audioseal,5,chinese:SSB0366,0,39,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5123,0.9975,27.86
audioseal,5,chinese:SSB0375,0,40,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5788,0.9995,31.51
audioseal,5,chinese:SSB0375,0,40,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5536,0.9989,29.02
audioseal,5,chinese:SSB0375,0,40,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5976,0.9996,33.59
audioseal,5,chinese:SSB0375,0,40,eep,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9375,4.5863,0.9997,32.57
audioseal,5,chinese:SSB0375,0,40,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5030,0.9995,29.43
audioseal,5,chinese:SSB0375,0,40,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4373,0.9993,27.88
audioseal,5,chinese:SSB0375,0,40,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.4543,0.9993,28.21
audioseal,5,chinese:SSB0375,0,40,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5731,0.9991,31.01
audioseal,5,chinese:SSB0379,0,41,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5478,0.9995,31.00
audioseal,5,chinese:SSB0379,0,41,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5170,0.9992,29.51
audioseal,5,chinese:SSB0379,0,41,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5941,0.9998,34.38
audioseal,5,chinese:SSB0379,0,41,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5316,0.9993,28.02
audioseal,5,chinese:SSB0379,0,41,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.4914,0.9994,29.84
audioseal,5,chinese:SSB0379,0,41,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.1855,0.9979,28.11
audioseal,5,chinese:SSB0379,0,41,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.1789,0.9979,28.00
audioseal,5,chinese:SSB0379,0,41,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5270,0.9994,29.74
audioseal,5,chinese:SSB0380,0,42,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5687,0.9993,29.23
audioseal,5,chinese:SSB0380,0,42,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5371,0.9990,27.54
audioseal,5,chinese:SSB0380,0,42,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5306,0.9991,27.70
audioseal,5,chinese:SSB0380,0,42,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5174,0.9987,25.74
audioseal,5,chinese:SSB0380,0,42,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.3480,0.9989,28.35
audioseal,5,chinese:SSB0380,0,42,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.0791,0.9915,26.12
audioseal,5,chinese:SSB0380,0,42,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.0911,0.9914,26.10
audioseal,5,chinese:SSB0380,0,42,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5371,0.9990,27.54
audioseal,5,chinese:SSB0382,0,43,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5806,0.9996,32.12
audioseal,5,chinese:SSB0382,0,43,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5419,0.9993,30.41
audioseal,5,chinese:SSB0382,0,43,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5732,0.9997,33.40
audioseal,5,chinese:SSB0382,0,43,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5211,0.9990,28.42
audioseal,5,chinese:SSB0382,0,43,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5253,0.9995,32.18
audioseal,5,chinese:SSB0382,0,43,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.2870,0.9970,28.48
audioseal,5,chinese:SSB0382,0,43,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.2935,0.9974,28.53
audioseal,5,chinese:SSB0382,0,43,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5419,0.9993,30.41
audioseal,5,chinese:SSB0385,0,44,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5938,0.9998,36.32
audioseal,5,chinese:SSB0385,0,44,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5618,0.9995,31.89
audioseal,5,chinese:SSB0385,0,44,rp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5607,0.9996,32.86
audioseal,5,chinese:SSB0385,0,44,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5715,0.9997,34.21
audioseal,5,chinese:SSB0385,0,44,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5854,0.9997,37.99
audioseal,5,chinese:SSB0385,0,44,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4191,0.9915,31.46
audioseal,5,chinese:SSB0385,0,44,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4189,0.9910,31.27
audioseal,5,chinese:SSB0385,0,44,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5583,0.9996,31.96
audioseal,5,chinese:SSB0393,0,45,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5602,0.9990,35.59
audioseal,5,chinese:SSB0393,0,45,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5204,0.9983,33.12
audioseal,5,chinese:SSB0393,0,45,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.6079,0.9995,38.04
audioseal,5,chinese:SSB0393,0,45,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5403,0.9983,33.18
audioseal,5,chinese:SSB0393,0,45,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5194,0.9989,35.40
audioseal,5,chinese:SSB0393,0,45,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4531,0.9985,32.30
audioseal,5,chinese:SSB0393,0,45,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4480,0.9985,32.31
audioseal,5,chinese:SSB0393,0,45,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5287,0.9987,33.25
audioseal,5,chinese:SSB0394,0,46,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5888,0.9954,36.02
audioseal,5,chinese:SSB0394,0,46,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5626,0.9927,33.27
audioseal,5,chinese:SSB0394,0,46,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5603,0.9923,33.30
audioseal,5,chinese:SSB0394,0,46,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5924,0.9962,36.15
audioseal,5,chinese:SSB0394,0,46,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5254,0.9950,36.50
audioseal,5,chinese:SSB0394,0,46,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.4207,0.9933,31.55
audioseal,5,chinese:SSB0394,0,46,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.4216,0.9942,31.45
audioseal,5,chinese:SSB0394,0,46,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5626,0.9927,33.27
audioseal,5,chinese:SSB0395,0,47,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5736,0.9955,31.60
audioseal,5,chinese:SSB0395,0,47,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6250,4.5518,0.9932,30.67
audioseal,5,chinese:SSB0395,0,47,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5973,0.9972,32.66
audioseal,5,chinese:SSB0395,0,47,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5590,0.9921,30.36
audioseal,5,chinese:SSB0395,0,47,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4925,0.9944,29.31
audioseal,5,chinese:SSB0395,0,47,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.2464,0.9904,28.82
audioseal,5,chinese:SSB0395,0,47,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.2248,0.9914,28.68
audioseal,5,chinese:SSB0395,0,47,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.5589,0.9920,30.91
audioseal,5,chinese:SSB0407,0,48,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5936,0.9991,35.78
audioseal,5,chinese:SSB0407,0,48,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.6132,0.9995,37.48
