model,K,trial_id,spk,local_t,method,codec,codec_setting,ASR,attribution_margin,PESQ,STOI,SI_SDR
voicemark,5,39,chinese:SSB0122,0,fwp,none,none,1,29.61417634,3.5967,0.9534,10.66
voicemark,5,39,chinese:SSB0122,0,mean,mp3_128k,MP3 128 kbps,1,19.07196391,3.9423,0.9732,14.12
voicemark,5,39,chinese:SSB0122,0,fwp,mp3_128k,MP3 128 kbps,1,26.28380225,3.4163,0.9534,10.46
voicemark,5,39,chinese:SSB0122,0,mean,opus_64k,Opus 64 kbps,1,24.04542889,4.1708,0.9731,14.46
voicemark,5,39,chinese:SSB0122,0,fwp,opus_64k,Opus 64 kbps,1,25.16467303,3.5818,0.9531,10.59
voicemark,5,40,chinese:SSB0122,1,mean,none,none,1,24.89472138,3.9627,0.9655,14.59
voicemark,5,40,chinese:SSB0122,1,fwp,none,none,1,9.45183548,3.7059,0.9468,12.24
voicemark,5,40,chinese:SSB0122,1,mean,mp3_128k,MP3 128 kbps,1,27.94284714,3.7723,0.9655,14.39
voicemark,5,40,chinese:SSB0122,1,fwp,mp3_128k,MP3 128 kbps,1,8.19358957,3.5631,0.9468,12.16
voicemark,5,40,chinese:SSB0122,1,mean,opus_64k,Opus 64 kbps,1,18.02725907,3.9616,0.9655,14.59
voicemark,5,40,chinese:SSB0122,1,fwp,opus_64k,Opus 64 kbps,1,2.22547159,3.6983,0.9467,12.25
voicemark,5,41,chinese:SSB0122,2,mean,none,none,1,34.42625390,4.2539,0.9799,14.22
voicemark,5,41,chinese:SSB0122,2,fwp,none,none,1,22.17339667,4.2873,0.9865,15.28
voicemark,5,41,chinese:SSB0122,2,mean,mp3_128k,MP3 128 kbps,1,29.89654918,4.0446,0.9799,13.87
voicemark,5,41,chinese:SSB0122,2,fwp,mp3_128k,MP3 128 kbps,1,23.18815101,4.0583,0.9864,14.86
voicemark,5,41,chinese:SSB0122,2,mean,opus_64k,Opus 64 kbps,1,29.14244222,4.2500,0.9797,14.18
voicemark,5,41,chinese:SSB0122,2,fwp,opus_64k,Opus 64 kbps,1,20.31254957,4.2766,0.9862,15.18
voicemark,5,42,chinese:SSB0133,0,mean,none,none,1,27.54499231,4.1654,0.9666,14.78
voicemark,5,42,chinese:SSB0133,0,fwp,none,none,1,22.39954967,3.6782,0.9454,12.12
voicemark,5,42,chinese:SSB0133,0,mean,mp3_128k,MP3 128 kbps,1,32.95501915,3.9555,0.9666,14.42
voicemark,5,42,chinese:SSB0133,0,fwp,mp3_128k,MP3 128 kbps,1,28.10620832,3.5143,0.9454,11.93
voicemark,5,42,chinese:SSB0133,0,mean,opus_64k,Opus 64 kbps,1,27.61488438,4.1484,0.9663,14.66
voicemark,5,42,chinese:SSB0133,0,fwp,opus_64k,Opus 64 kbps,1,27.00642788,3.6664,0.9450,12.05
voicemark,5,43,chinese:SSB0133,1,mean,none,none,1,28.24683541,4.1565,0.9716,16.52
voicemark,5,43,chinese:SSB0133,1,fwp,none,none,1,22.29148569,3.5138,0.9525,13.42
voicemark,5,43,chinese:SSB0133,1,mean,mp3_128k,MP3 128 kbps,1,28.55852630,3.9078,0.9716,16.07
voicemark,5,43,chinese:SSB0133,1,fwp,mp3_128k,MP3 128 kbps,1,23.31096864,3.2936,0.9525,13.21
voicemark,5,43,chinese:SSB0133,1,mean,opus_64k,Opus 64 kbps,1,18.41012500,4.1519,0.9715,16.43
voicemark,5,43,chinese:SSB0133,1,fwp,opus_64k,Opus 64 kbps,1,22.54165295,3.4956,0.9522,13.42
voicemark,5,44,chinese:SSB0133,2,mean,none,none,1,37.74674400,3.9837,0.9628,16.33
voicemark,5,44,chinese:SSB0133,2,fwp,none,none,1,13.57350588,3.5326,0.9448,14.30
voicemark,5,44,chinese:SSB0133,2,mean,mp3_128k,MP3 128 kbps,1,38.34056181,3.6913,0.9629,15.49
voicemark,5,44,chinese:SSB0133,2,fwp,mp3_128k,MP3 128 kbps,1,20.91869350,3.2831,0.9448,13.79
voicemark,5,44,chinese:SSB0133,2,mean,opus_64k,Opus 64 kbps,1,38.25724803,3.9795,0.9626,15.99
voicemark,5,44,chinese:SSB0133,2,fwp,opus_64k,Opus 64 kbps,1,17.80910296,3.5272,0.9442,14.07
voicemark,5,45,chinese:SSB0139,0,mean,none,none,1,13.14791862,4.0413,0.9745,13.46
voicemark,5,45,chinese:SSB0139,0,fwp,none,none,1,10.97955595,4.0319,0.9821,14.78
voicemark,5,45,chinese:SSB0139,0,mean,mp3_128k,MP3 128 kbps,1,23.08211181,3.9280,0.9744,13.40
voicemark,5,45,chinese:SSB0139,0,fwp,mp3_128k,MP3 128 kbps,1,21.33036929,3.9357,0.9821,14.72
voicemark,5,45,chinese:SSB0139,0,mean,opus_64k,Opus 64 kbps,1,15.17336479,4.0363,0.9743,13.41
voicemark,5,45,chinese:SSB0139,0,fwp,opus_64k,Opus 64 kbps,1,15.12669884,4.0282,0.9819,14.66
voicemark,5,46,chinese:SSB0139,1,mean,none,none,1,20.41315158,4.2001,0.9789,15.93
voicemark,5,46,chinese:SSB0139,1,fwp,none,none,1,41.02149035,3.7481,0.9702,13.28
voicemark,5,46,chinese:SSB0139,1,mean,mp3_128k,MP3 128 kbps,1,25.26389946,3.9575,0.9789,15.55
voicemark,5,46,chinese:SSB0139,1,fwp,mp3_128k,MP3 128 kbps,1,38.30489619,3.5608,0.9702,13.12
voicemark,5,46,chinese:SSB0139,1,mean,opus_64k,Opus 64 kbps,1,19.78719576,4.1925,0.9789,15.59
voicemark,5,46,chinese:SSB0139,1,fwp,opus_64k,Opus 64 kbps,1,40.13093400,3.7465,0.9699,13.07
voicemark,5,47,chinese:SSB0139,2,mean,none,none,1,27.38955985,3.7529,0.9728,15.26
voicemark,5,47,chinese:SSB0139,2,fwp,none,none,1,6.24641598,3.1008,0.9652,11.33
voicemark,5,47,chinese:SSB0139,2,mean,mp3_128k,MP3 128 kbps,1,32.75688126,3.6263,0.9728,15.06
voicemark,5,47,chinese:SSB0139,2,fwp,mp3_128k,MP3 128 kbps,1,9.16345609,3.0141,0.9652,11.25
voicemark,5,47,chinese:SSB0139,2,mean,opus_64k,Opus 64 kbps,1,26.07881975,3.7514,0.9727,15.07
voicemark,5,47,chinese:SSB0139,2,fwp,opus_64k,Opus 64 kbps,1,8.38702417,3.0939,0.9649,11.25
voicemark,5,48,chinese:SSB0145,0,mean,none,none,1,31.93753982,3.9465,0.9690,15.84
voicemark,5,48,chinese:SSB0145,0,fwp,none,none,1,14.26004946,3.3658,0.9539,12.75
voicemark,5,48,chinese:SSB0145,0,mean,mp3_128k,MP3 128 kbps,1,29.19636461,3.7000,0.9690,15.20
voicemark,5,48,chinese:SSB0145,0,fwp,mp3_128k,MP3 128 kbps,1,10.52151835,3.1823,0.9539,12.42
voicemark,5,48,chinese:SSB0145,0,mean,opus_64k,Opus 64 kbps,1,33.36397907,3.9428,0.9689,15.70
voicemark,5,48,chinese:SSB0145,0,fwp,opus_64k,Opus 64 kbps,1,12.00699848,3.3521,0.9537,12.66
voicemark,5,49,chinese:SSB0145,1,mean,none,none,1,31.64255192,4.2969,0.9720,14.95
voicemark,5,49,chinese:SSB0145,1,fwp,none,none,1,17.90946816,3.9179,0.9518,11.29
voicemark,5,49,chinese:SSB0145,1,mean,mp3_128k,MP3 128 kbps,1,28.55754581,4.1236,0.9720,14.61
voicemark,5,49,chinese:SSB0145,1,fwp,mp3_128k,MP3 128 kbps,1,12.85435152,3.7868,0.9517,11.16
voicemark,5,49,chinese:SSB0145,1,mean,opus_64k,Opus 64 kbps,1,32.96566066,4.2934,0.9720,14.87
voicemark,5,49,chinese:SSB0145,1,fwp,opus_64k,Opus 64 kbps,1,16.39177501,3.9084,0.9516,11.27
voicemark,5,50,chinese:SSB0145,2,mean,none,none,1,6.39433468,4.0770,0.9768,14.03
voicemark,5,50,chinese:SSB0145,2,fwp,none,none,1,15.41790462,4.1507,0.9856,16.21
voicemark,5,50,chinese:SSB0145,2,mean,mp3_128k,MP3 128 kbps,1,13.45902920,3.8349,0.9768,13.61
voicemark,5,50,chinese:SSB0145,2,fwp,mp3_128k,MP3 128 kbps,1,18.19856544,3.9180,0.9855,15.54
voicemark,5,50,chinese:SSB0145,2,mean,opus_64k,Opus 64 kbps,1,10.50499225,4.0739,0.9766,13.99
voicemark,5,50,chinese:SSB0145,2,fwp,opus_64k,Opus 64 kbps,1,21.87173267,4.1376,0.9852,16.09
voicemark,5,51,chinese:SSB0149,0,mean,none,none,1,18.80594837,3.5091,0.9614,11.90
voicemark,5,51,chinese:SSB0149,0,fwp,none,none,1,9.32040611,2.8038,0.9408,8.40
voicemark,5,51,chinese:SSB0149,0,mean,mp3_128k,MP3 128 kbps,1,18.66627764,3.4472,0.9614,11.88
voicemark,5,51,chinese:SSB0149,0,fwp,mp3_128k,MP3 128 kbps,1,10.48649201,2.7668,0.9409,8.39
voicemark,5,51,chinese:SSB0149,0,mean,opus_64k,Opus 64 kbps,1,18.23812392,3.4974,0.9613,11.91
voicemark,5,51,chinese:SSB0149,0,fwp,opus_64k,Opus 64 kbps,1,10.48017918,2.7930,0.9406,8.42
voicemark,5,52,chinese:SSB0149,1,mean,none,none,1,4.29722175,4.3130,0.9824,13.72
voicemark,5,52,chinese:SSB0149,1,fwp,none,none,1,22.86417832,4.0068,0.9711,10.68
voicemark,5,52,chinese:SSB0149,1,mean,mp3_128k,MP3 128 kbps,1,18.55348073,4.2541,0.9824,13.70
voicemark,5,52,chinese:SSB0149,1,fwp,mp3_128k,MP3 128 kbps,1,26.62454961,3.9637,0.9711,10.67
voicemark,5,52,chinese:SSB0149,1,mean,opus_64k,Opus 64 kbps,1,8.08967771,4.3098,0.9822,13.70
voicemark,5,52,chinese:SSB0149,1,fwp,opus_64k,Opus 64 kbps,1,25.98701444,3.9957,0.9707,10.68
voicemark,5,53,chinese:SSB0149,2,mean,none,none,1,26.77608634,3.9410,0.9731,12.40
voicemark,5,53,chinese:SSB0149,2,fwp,none,none,1,16.47681834,3.4414,0.9604,9.50
voicemark,5,53,chinese:SSB0149,2,mean,mp3_128k,MP3 128 kbps,1,25.83852905,3.8851,0.9731,12.38
voicemark,5,53,chinese:SSB0149,2,fwp,mp3_128k,MP3 128 kbps,1,15.39207926,3.3915,0.9604,9.49
voicemark,5,53,chinese:SSB0149,2,mean,opus_64k,Opus 64 kbps,1,25.63647704,3.9371,0.9728,12.38
voicemark,5,53,chinese:SSB0149,2,fwp,opus_64k,Opus 64 kbps,1,15.43357435,3.4369,0.9601,9.49
voicemark,5,54,chinese:SSB0193,0,mean,none,none,1,18.72697457,3.9993,0.9687,13.63
voicemark,5,54,chinese:SSB0193,0,fwp,none,none,1,34.50678581,3.4852,0.9474,11.53
voicemark,5,54,chinese:SSB0193,0,mean,mp3_128k,MP3 128 kbps,1,16.34010978,3.9073,0.9687,13.54
voicemark,5,54,chinese:SSB0193,0,fwp,mp3_128k,MP3 128 kbps,1,38.92972646,3.4024,0.9474,11.49
voicemark,5,54,chinese:SSB0193,0,mean,opus_64k,Opus 64 kbps,1,14.29587411,3.9913,0.9685,13.62
voicemark,5,54,chinese:SSB0193,0,fwp,opus_64k,Opus 64 kbps,1,35.06030300,3.4717,0.9471,11.54
voicemark,5,55,chinese:SSB0193,1,mean,none,none,1,30.60500889,4.0704,0.9672,14.17
voicemark,5,55,chinese:SSB0193,1,fwp,none,none,1,21.82997810,3.5335,0.9437,10.41
voicemark,5,55,chinese:SSB0193,1,mean,mp3_128k,MP3 128 kbps,1,24.19057350,3.8259,0.9672,13.73
voicemark,5,55,chinese:SSB0193,1,fwp,mp3_128k,MP3 128 kbps,1,19.39517026,3.3545,0.9437,10.24
voicemark,5,55,chinese:SSB0193,1,mean,opus_64k,Opus 64 kbps,1,24.84689244,4.0657,0.9671,13.99
voicemark,5,55,chinese:SSB0193,1,fwp,opus_64k,Opus 64 kbps,1,22.55816824,3.5237,0.9435,10.34
voicemark,5,56,chinese:SSB0193,2,mean,none,none,1,25.99304687,4.2006,0.9703,14.04
voicemark,5,56,chinese:SSB0193,2,fwp,none,none,1,17.14679157,3.7366,0.9575,11.91
voicemark,5,56,chinese:SSB0193,2,mean,mp3_128k,MP3 128 kbps,1,25.70460178,4.0873,0.9703,13.93
voicemark,5,56,chinese:SSB0193,2,fwp,mp3_128k,MP3 128 kbps,1,17.65944787,3.6397,0.9575,11.87
voicemark,5,56,chinese:SSB0193,2,mean,opus_64k,Opus 64 kbps,1,25.96593287,4.1986,0.9702,13.97
voicemark,5,56,chinese:SSB0193,2,fwp,opus_64k,Opus 64 kbps,1,15.05074045,3.7207,0.9572,11.88
voicemark,5,57,chinese:SSB0197,0,mean,none,none,1,15.02801495,3.9008,0.9638,17.62
voicemark,5,57,chinese:SSB0197,0,fwp,none,none,1,24.20164707,4.2227,0.9795,20.24
voicemark,5,57,chinese:SSB0197,0,mean,mp3_128k,MP3 128 kbps,1,21.50353765,3.6993,0.9638,16.90
voicemark,5,57,chinese:SSB0197,0,fwp,mp3_128k,MP3 128 kbps,1,20.00187620,3.9826,0.9795,18.98
voicemark,5,57,chinese:SSB0197,0,mean,opus_64k,Opus 64 kbps,1,19.77506545,3.8999,0.9635,17.40
voicemark,5,57,chinese:SSB0197,0,fwp,opus_64k,Opus 64 kbps,1,21.77526467,4.2141,0.9790,19.68
voicemark,5,58,chinese:SSB0197,1,mean,none,none,1,29.31657857,4.0693,0.9684,16.01
voicemark,5,58,chinese:SSB0197,1,fwp,none,none,1,25.42749990,3.9782,0.9747,16.54
voicemark,5,58,chinese:SSB0197,1,mean,mp3_128k,MP3 128 kbps,1,31.33536236,3.7458,0.9684,15.04
voicemark,5,58,chinese:SSB0197,1,fwp,mp3_128k,MP3 128 kbps,1,36.64006374,3.6421,0.9747,15.35
voicemark,5,58,chinese:SSB0197,1,mean,opus_64k,Opus 64 kbps,1,30.74526639,4.0632,0.9681,15.63
voicemark,5,58,chinese:SSB0197,1,fwp,opus_64k,Opus 64 kbps,1,27.80537630,3.9642,0.9742,16.02
voicemark,5,59,chinese:SSB0197,2,mean,none,none,1,13.35905986,4.3868,0.9675,16.00
voicemark,5,59,chinese:SSB0197,2,fwp,none,none,1,9.53973072,4.3765,0.9779,16.60
voicemark,5,59,chinese:SSB0197,2,mean,mp3_128k,MP3 128 kbps,1,10.93996139,4.1812,0.9675,15.60
voicemark,5,59,chinese:SSB0197,2,fwp,mp3_128k,MP3 128 kbps,1,12.91249463,4.1747,0.9779,16.14
voicemark,5,59,chinese:SSB0197,2,mean,opus_64k,Opus 64 kbps,1,12.71094732,4.3806,0.9674,15.82
voicemark,5,59,chinese:SSB0197,2,fwp,opus_64k,Opus 64 kbps,1,9.50926754,4.3704,0.9774,16.33
voicemark,5,60,chinese:SSB0200,0,mean,none,none,1,15.29707727,4.3023,0.9649,14.02
voicemark,5,60,chinese:SSB0200,0,fwp,none,none,1,17.70211426,4.3394,0.9744,15.60
voicemark,5,60,chinese:SSB0200,0,mean,mp3_128k,MP3 128 kbps,1,12.86464333,4.1378,0.9649,13.84
voicemark,5,60,chinese:SSB0200,0,fwp,mp3_128k,MP3 128 kbps,1,4.18470007,4.1344,0.9744,15.30
voicemark,5,60,chinese:SSB0200,0,mean,opus_64k,Opus 64 kbps,1,14.58596567,4.2965,0.9648,13.95
voicemark,5,60,chinese:SSB0200,0,fwp,opus_64k,Opus 64 kbps,1,16.42615851,4.3364,0.9739,15.48
voicemark,5,61,chinese:SSB0200,1,mean,none,none,1,24.37021425,3.5902,0.9659,12.46
voicemark,5,61,chinese:SSB0200,1,fwp,none,none,1,4.65126552,3.7684,0.9714,15.40
voicemark,5,61,chinese:SSB0200,1,mean,mp3_128k,MP3 128 kbps,1,13.58135974,3.5060,0.9659,12.41
voicemark,5,61,chinese:SSB0200,1,fwp,mp3_128k,MP3 128 kbps,1,7.73564015,3.6695,0.9714,15.28
voicemark,5,61,chinese:SSB0200,1,mean,opus_64k,Opus 64 kbps,1,20.71226903,3.5882,0.9658,12.50
voicemark,5,61,chinese:SSB0200,1,fwp,opus_64k,Opus 64 kbps,1,6.02577591,3.7537,0.9710,15.37
voicemark,5,62,chinese:SSB0200,2,mean,none,none,1,29.97717435,4.2223,0.9664,13.47
voicemark,5,62,chinese:SSB0200,2,fwp,none,none,1,18.38357690,4.2994,0.9796,13.95
voicemark,5,62,chinese:SSB0200,2,mean,mp3_128k,MP3 128 kbps,1,24.78359955,4.0651,0.9664,13.25
voicemark,5,62,chinese:SSB0200,2,fwp,mp3_128k,MP3 128 kbps,1,26.82169941,4.1218,0.9796,13.71
voicemark,5,62,chinese:SSB0200,2,mean,opus_64k,Opus 64 kbps,1,27.23693575,4.2209,0.9664,13.39
voicemark,5,62,chinese:SSB0200,2,fwp,opus_64k,Opus 64 kbps,1,22.05700352,4.2969,0.9791,13.84
voicemark,5,63,chinese:SSB0241,0,mean,none,none,1,26.38055409,3.7011,0.9584,13.15
voicemark,5,63,chinese:SSB0241,0,fwp,none,none,1,22.46255475,3.2873,0.9454,11.30
voicemark,5,63,chinese:SSB0241,0,mean,mp3_128k,MP3 128 kbps,1,38.83539338,3.5762,0.9584,13.04
voicemark,5,63,chinese:SSB0241,0,fwp,mp3_128k,MP3 128 kbps,1,19.82704686,3.1839,0.9454,11.23
voicemark,5,63,chinese:SSB0241,0,mean,opus_64k,Opus 64 kbps,1,32.15699276,3.6901,0.9582,13.09
voicemark,5,63,chinese:SSB0241,0,fwp,opus_64k,Opus 64 kbps,1,23.62763634,3.2767,0.9450,11.27
voicemark,5,64,chinese:SSB0241,1,mean,none,none,1,25.08902679,4.2181,0.9726,15.06
voicemark,5,64,chinese:SSB0241,1,fwp,none,none,1,14.07760092,3.8473,0.9582,12.52
voicemark,5,64,chinese:SSB0241,1,mean,mp3_128k,MP3 128 kbps,1,27.31065961,4.0833,0.9726,14.89
voicemark,5,64,chinese:SSB0241,1,fwp,mp3_128k,MP3 128 kbps,1,20.29763013,3.7338,0.9582,12.42
voicemark,5,64,chinese:SSB0241,1,mean,opus_64k,Opus 64 kbps,1,24.45107977,4.2104,0.9724,14.93
voicemark,5,64,chinese:SSB0241,1,fwp,opus_64k,Opus 64 kbps,1,15.74696953,3.8335,0.9578,12.41
voicemark,5,65,chinese:SSB0241,2,mean,none,none,1,24.12460467,4.2896,0.9764,16.47
voicemark,5,65,chinese:SSB0241,2,fwp,none,none,1,16.58019711,4.0188,0.9645,13.40
voicemark,5,65,chinese:SSB0241,2,mean,mp3_128k,MP3 128 kbps,1,20.97007712,4.0860,0.9764,15.98
voicemark,5,65,chinese:SSB0241,2,fwp,mp3_128k,MP3 128 kbps,1,9.15933528,3.8571,0.9645,13.15
voicemark,5,65,chinese:SSB0241,2,mean,opus_64k,Opus 64 kbps,1,19.92034621,4.2820,0.9762,16.25
voicemark,5,65,chinese:SSB0241,2,fwp,opus_64k,Opus 64 kbps,1,13.12107210,3.9996,0.9642,13.29
voicemark,5,66,chinese:SSB0246,0,mean,none,none,1,19.46572328,4.1913,0.9779,18.14
voicemark,5,66,chinese:SSB0246,0,fwp,none,none,1,28.83462548,4.3427,0.9816,18.62
voicemark,5,66,chinese:SSB0246,0,mean,mp3_128k,MP3 128 kbps,1,18.48547624,4.0372,0.9779,17.83
voicemark,5,66,chinese:SSB0246,0,fwp,mp3_128k,MP3 128 kbps,1,21.38394029,4.1524,0.9816,18.30
voicemark,5,66,chinese:SSB0246,0,mean,opus_64k,Opus 64 kbps,1,17.46593305,4.1883,0.9777,17.93
voicemark,5,66,chinese:SSB0246,0,fwp,opus_64k,Opus 64 kbps,1,27.72471320,4.3265,0.9813,18.34
voicemark,5,67,chinese:SSB0246,1,mean,none,none,1,9.96560976,4.1918,0.9773,17.55
voicemark,5,67,chinese:SSB0246,1,fwp,none,none,1,30.11875147,3.7924,0.9648,15.24
voicemark,5,67,chinese:SSB0246,1,mean,mp3_128k,MP3 128 kbps,1,15.59406615,3.9578,0.9773,16.92
voicemark,5,67,chinese:SSB0246,1,fwp,mp3_128k,MP3 128 kbps,1,35.93363731,3.5802,0.9648,14.84
voicemark,5,67,chinese:SSB0246,1,mean,opus_64k,Opus 64 kbps,1,10.90981516,4.1838,0.9770,17.19
voicemark,5,67,chinese:SSB0246,1,fwp,opus_64k,Opus 64 kbps,1,38.30674005,3.7709,0.9640,14.99
voicemark,5,68,chinese:SSB0246,2,mean,none,none,1,43.97278198,4.1361,0.9743,16.35
voicemark,5,68,chinese:SSB0246,2,fwp,none,none,1,12.48604375,3.5256,0.9588,12.90
voicemark,5,68,chinese:SSB0246,2,mean,mp3_128k,MP3 128 kbps,1,34.66369760,3.9805,0.9743,16.20
voicemark,5,68,chinese:SSB0246,2,fwp,mp3_128k,MP3 128 kbps,1,18.90914213,3.3991,0.9588,12.88
voicemark,5,68,chinese:SSB0246,2,mean,opus_64k,Opus 64 kbps,1,45.34203473,4.1320,0.9740,16.06
voicemark,5,68,chinese:SSB0246,2,fwp,opus_64k,Opus 64 kbps,1,18.81513988,3.5168,0.9583,12.81
voicemark,5,69,chinese:SSB0261,0,mean,none,none,1,30.64364328,4.1048,0.9709,14.60
voicemark,5,69,chinese:SSB0261,0,fwp,none,none,1,18.94509548,3.5867,0.9510,12.08
voicemark,5,69,chinese:SSB0261,0,mean,mp3_128k,MP3 128 kbps,1,25.77266941,3.9743,0.9709,14.40
voicemark,5,69,chinese:SSB0261,0,fwp,mp3_128k,MP3 128 kbps,1,14.62529484,3.4750,0.9510,11.97
voicemark,5,69,chinese:SSB0261,0,mean,opus_64k,Opus 64 kbps,1,26.26315696,4.0970,0.9710,14.54
voicemark,5,69,chinese:SSB0261,0,fwp,opus_64k,Opus 64 kbps,1,17.12250829,3.5757,0.9511,12.02
voicemark,5,70,chinese:SSB0261,1,mean,none,none,1,26.85266551,3.9288,0.9657,16.85
voicemark,5,70,chinese:SSB0261,1,fwp,none,none,1,23.79016018,3.6765,0.9613,14.53
voicemark,5,70,chinese:SSB0261,1,mean,mp3_128k,MP3 128 kbps,1,23.60865908,3.8276,0.9656,16.68
voicemark,5,70,chinese:SSB0261,1,fwp,mp3_128k,MP3 128 kbps,1,24.92796054,3.5869,0.9613,14.44
voicemark,5,70,chinese:SSB0261,1,mean,opus_64k,Opus 64 kbps,1,26.81316104,3.9224,0.9656,16.78
voicemark,5,70,chinese:SSB0261,1,fwp,opus_64k,Opus 64 kbps,1,24.14893341,3.6619,0.9610,14.47
voicemark,5,71,chinese:SSB0261,2,mean,none,none,1,23.92168148,3.7623,0.9531,12.09
voicemark,5,71,chinese:SSB0261,2,fwp,none,none,1,4.57097912,3.2139,0.9407,10.16
voicemark,5,71,chinese:SSB0261,2,mean,mp3_128k,MP3 128 kbps,1,12.16641045,3.6815,0.9531,12.04
voicemark,5,71,chinese:SSB0261,2,fwp,mp3_128k,MP3 128 kbps,1,7.21633919,3.1571,0.9407,10.14
voicemark,5,71,chinese:SSB0261,2,mean,opus_64k,Opus 64 kbps,1,19.73381284,3.7635,0.9530,12.04
voicemark,5,71,chinese:SSB0261,2,fwp,opus_64k,Opus 64 kbps,1,2.05642889,3.2043,0.9404,10.12
voicemark,5,72,chinese:SSB0267,0,mean,none,none,1,30.13213720,4.2058,0.9611,16.35
voicemark,5,72,chinese:SSB0267,0,fwp,none,none,1,29.00027934,3.9268,0.9503,14.61
voicemark,5,72,chinese:SSB0267,0,mean,mp3_128k,MP3 128 kbps,1,30.10603504,3.9437,0.9610,16.08
voicemark,5,72,chinese:SSB0267,0,fwp,mp3_128k,MP3 128 kbps,1,21.60947116,3.6997,0.9503,14.52
voicemark,5,72,chinese:SSB0267,0,mean,opus_64k,Opus 64 kbps,1,33.14563815,4.2026,0.9609,16.40
voicemark,5,72,chinese:SSB0267,0,fwp,opus_64k,Opus 64 kbps,1,20.19532168,3.9272,0.9501,14.68
voicemark,5,73,chinese:SSB0267,1,mean,none,none,1,32.96828714,4.3456,0.9668,18.57
voicemark,5,73,chinese:SSB0267,1,fwp,none,none,1,22.92960963,3.9379,0.9434,15.42
voicemark,5,73,chinese:SSB0267,1,mean,mp3_128k,MP3 128 kbps,1,36.61103066,4.0407,0.9668,17.52
voicemark,5,73,chinese:SSB0267,1,fwp,mp3_128k,MP3 128 kbps,1,14.05268255,3.6913,0.9434,14.90
voicemark,5,73,chinese:SSB0267,1,mean,opus_64k,Opus 64 kbps,1,34.75064491,4.3390,0.9667,18.31
voicemark,5,73,chinese:SSB0267,1,fwp,opus_64k,Opus 64 kbps,1,19.15640479,3.9217,0.9431,15.25
voicemark,5,74,chinese:SSB0267,2,mean,none,none,1,26.12168431,4.1414,0.9640,19.20
voicemark,5,74,chinese:SSB0267,2,fwp,none,none,1,22.67505508,3.6474,0.9411,16.62
voicemark,5,74,chinese:SSB0267,2,mean,mp3_128k,MP3 128 kbps,1,27.04750969,3.8742,0.9640,18.16
voicemark,5,74,chinese:SSB0267,2,fwp,mp3_128k,MP3 128 kbps,1,18.32032609,3.4179,0.9411,16.04
voicemark,5,74,chinese:SSB0267,2,mean,opus_64k,Opus 64 kbps,1,25.37638928,4.1384,0.9640,18.93
voicemark,5,74,chinese:SSB0267,2,fwp,opus_64k,Opus 64 kbps,1,21.04463559,3.6386,0.9411,16.48
voicemark,5,75,chinese:SSB0273,0,mean,none,none,1,15.86662559,4.2488,0.9778,18.41
voicemark,5,75,chinese:SSB0273,0,fwp,none,none,1,12.65662441,3.7577,0.9605,14.69
voicemark,5,75,chinese:SSB0273,0,mean,mp3_128k,MP3 128 kbps,1,11.29882193,4.0939,0.9778,18.18
voicemark,5,75,chinese:SSB0273,0,fwp,mp3_128k,MP3 128 kbps,1,0.08665943,3.6263,0.9605,14.62
voicemark,5,75,chinese:SSB0273,0,mean,opus_64k,Opus 64 kbps,1,16.50493693,4.2432,0.9777,18.44
voicemark,5,75,chinese:SSB0273,0,fwp,opus_64k,Opus 64 kbps,1,0.96034762,3.7424,0.9602,14.74
voicemark,5,76,chinese:SSB0273,1,mean,none,none,1,20.82239639,4.0916,0.9718,14.80
voicemark,5,76,chinese:SSB0273,1,fwp,none,none,1,19.14894339,4.0760,0.9723,16.32
voicemark,5,76,chinese:SSB0273,1,mean,mp3_128k,MP3 128 kbps,1,19.53244464,3.9150,0.9718,14.62
voicemark,5,76,chinese:SSB0273,1,fwp,mp3_128k,MP3 128 kbps,1,21.66962928,3.8924,0.9722,16.06
voicemark,5,76,chinese:SSB0273,1,mean,opus_64k,Opus 64 kbps,1,21.01005239,4.0875,0.9717,14.79
voicemark,5,76,chinese:SSB0273,1,fwp,opus_64k,Opus 64 kbps,1,22.06160626,4.0664,0.9719,16.28
voicemark,5,77,chinese:SSB0273,2,mean,none,none,1,25.77956476,4.3313,0.9807,17.83
voicemark,5,77,chinese:SSB0273,2,fwp,none,none,1,18.40144113,4.0574,0.9675,16.32
voicemark,5,77,chinese:SSB0273,2,mean,mp3_128k,MP3 128 kbps,1,13.37301928,4.1652,0.9807,17.55
voicemark,5,77,chinese:SSB0273,2,fwp,mp3_128k,MP3 128 kbps,1,18.38971763,3.9041,0.9675,16.13
voicemark,5,77,chinese:SSB0273,2,mean,opus_64k,Opus 64 kbps,1,24.31831076,4.3281,0.9806,17.75
voicemark,5,77,chinese:SSB0273,2,fwp,opus_64k,Opus 64 kbps,1,24.63635997,4.0431,0.9673,16.23
voicemark,5,78,chinese:SSB0287,0,mean,none,none,1,29.15590996,4.2660,0.9653,14.65
voicemark,5,78,chinese:SSB0287,0,fwp,none,none,1,16.92633201,3.9839,0.9536,11.56
voicemark,5,78,chinese:SSB0287,0,mean,mp3_128k,MP3 128 kbps,1,40.97490159,4.1910,0.9653,14.62
voicemark,5,78,chinese:SSB0287,0,fwp,mp3_128k,MP3 128 kbps,1,16.14159054,3.9311,0.9536,11.54
