model,K,spk,local_t,gi,restart,start_id,objective,weights
voicemark,5,chinese:SSB0016,0,4,2,6,0.0000188009,0.37745044;0.00000000;0.00000000;0.37609929;0.24645028
voicemark,5,chinese:SSB0016,0,4,3,0,0.0000188009,0.37745062;0.00000000;0.00000000;0.37609920;0.24645018
voicemark,5,chinese:SSB0016,0,4,3,1,0.0000188009,0.37745043;0.00000000;0.00000000;0.37609929;0.24645028
voicemark,5,chinese:SSB0016,0,4,3,2,0.0000188009,0.37745043;0.00000000;0.00000000;0.37609929;0.24645028
voicemark,5,chinese:SSB0016,0,4,3,3,0.0000188009,0.37745044;0.00000000;0.00000000;0.37609929;0.24645027
voicemark,5,chinese:SSB0016,0,4,3,4,0.0000188009,0.37745318;0.00000000;0.00000000;0.37609898;0.24644785
voicemark,5,chinese:SSB0016,0,4,3,5,0.0000188009,0.37744965;0.00000000;0.00000000;0.37610060;0.24644974
voicemark,5,chinese:SSB0016,0,4,3,6,0.0000188009,0.37745044;0.00000000;0.00000000;0.37609929;0.24645027
voicemark,5,chinese:SSB0018,0,5,0,0,0.0003026433,0.00000000;0.03261408;0.43483595;0.45770257;0.07484741
voicemark,5,chinese:SSB0018,0,5,0,1,0.0003026433,0.00000000;0.03261407;0.43483596;0.45770258;0.07484739
voicemark,5,chinese:SSB0018,0,5,0,2,0.0003026433,0.00000000;0.03261280;0.43483510;0.45770273;0.07484937
voicemark,5,chinese:SSB0018,0,5,0,3,0.0003026433,0.00000000;0.03261408;0.43483594;0.45770258;0.07484741
voicemark,5,chinese:SSB0018,0,5,0,4,0.0003026433,0.00000000;0.03261387;0.43483601;0.45770272;0.07484740
voicemark,5,chinese:SSB0018,0,5,0,5,0.0003026433,0.00000000;0.03261382;0.43483600;0.45770274;0.07484744
voicemark,5,chinese:SSB0018,0,5,0,6,0.0003026433,0.00000000;0.03261408;0.43483594;0.45770258;0.07484741
voicemark,5,chinese:SSB0018,0,5,1,0,0.0003026433,0.00000000;0.03261408;0.43483595;0.45770257;0.07484741
voicemark,5,chinese:SSB0018,0,5,1,1,0.0003026433,0.00000000;0.03261407;0.43483596;0.45770258;0.07484739
voicemark,5,chinese:SSB0018,0,5,1,2,0.0003026433,0.00000000;0.03261387;0.43483601;0.45770272;0.07484740
voicemark,5,chinese:SSB0018,0,5,1,3,0.0003026433,0.00000000;0.03261382;0.43483600;0.45770274;0.07484744
voicemark,5,chinese:SSB0018,0,5,1,4,0.0003026433,0.00000000;0.03261408;0.43483594;0.45770257;0.07484741
voicemark,5,chinese:SSB0018,0,5,1,5,0.0003026433,0.00000000;0.03261408;0.43483594;0.45770258;0.07484741
voicemark,5,chinese:SSB0018,0,5,1,6,0.0003026433,0.00000000;0.03261313;0.43483574;0.45770344;0.07484769
voicemark,5,chinese:SSB0018,0,5,2,0,0.0003026433,0.00000000;0.03261408;0.43483595;0.45770257;0.07484741
voicemark,5,chinese:SSB0018,0,5,2,1,0.0003026433,0.00000000;0.03261407;0.43483596;0.45770258;0.07484739
voicemark,5,chinese:SSB0018,0,5,2,2,0.0003026433,0.00000000;0.03261150;0.43483790;0.45770328;0.07484732
voicemark,5,chinese:SSB0018,0,5,2,3,0.0003026433,0.00000000;0.03261387;0.43483601;0.45770272;0.07484740
voicemark,5,chinese:SSB0018,0,5,2,4,0.0003026433,0.00000000;0.03261387;0.43483601;0.45770272;0.07484740
voicemark,5,chinese:SSB0018,0,5,2,5,0.0003026433,0.00000000;0.03261150;0.43483790;0.45770328;0.07484732
voicemark,5,chinese:SSB0018,0,5,2,6,0.0003026433,0.00000000;0.03261408;0.43483595;0.45770258;0.07484739
voicemark,5,chinese:SSB0018,0,5,3,0,0.0003026433,0.00000000;0.03261408;0.43483595;0.45770257;0.07484741
voicemark,5,chinese:SSB0018,0,5,3,1,0.0003026433,0.00000000;0.03261407;0.43483596;0.45770258;0.07484739
voicemark,5,chinese:SSB0018,0,5,3,2,0.0003026433,0.00000000;0.03261408;0.43483595;0.45770258;0.07484739
voicemark,5,chinese:SSB0018,0,5,3,3,0.0003026433,0.00000000;0.03261280;0.43483510;0.45770273;0.07484937
voicemark,5,chinese:SSB0018,0,5,3,4,0.0003026433,0.00000000;0.03261150;0.43483790;0.45770328;0.07484732
voicemark,5,chinese:SSB0018,0,5,3,5,0.0003026433,0.00000000;0.03261150;0.43483790;0.45770328;0.07484732
voicemark,5,chinese:SSB0018,0,5,3,6,0.0003026433,0.00000000;0.03261387;0.43483601;0.45770272;0.07484740
voicemark,5,chinese:SSB0033,0,6,0,0,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,0,1,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,0,2,0.0001271856,0.05240026;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,0,3,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,0,4,0.0001271856,0.05240004;0.22327708;0.17029372;0.20698331;0.34704585
voicemark,5,chinese:SSB0033,0,6,0,5,0.0001271856,0.05240025;0.22327712;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,0,6,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,1,0,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,1,1,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,1,2,0.0001271856,0.05234374;0.22312702;0.17033203;0.20714459;0.34705261
voicemark,5,chinese:SSB0033,0,6,1,3,0.0001271856,0.05240026;0.22327710;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,1,4,0.0001271856,0.05240025;0.22327711;0.17029409;0.20698284;0.34704571
voicemark,5,chinese:SSB0033,0,6,1,5,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,1,6,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
