model,K,spk,local_t,gi,restart,start_id,objective,weights
timbrewm,5,chinese:SSB0012,0,3,3,1,0.0000024067,0.20832617;0.25214083;0.26358607;0.18856686;0.08738008
timbrewm,5,chinese:SSB0012,0,3,3,2,0.0000024056,0.22239563;0.24748911;0.27714965;0.18396691;0.06899870
timbrewm,5,chinese:SSB0012,0,3,3,3,0.0000024066,0.20963499;0.24870138;0.26400469;0.18718588;0.09047306
timbrewm,5,chinese:SSB0012,0,3,3,4,0.0000024066,0.20963499;0.24870138;0.26400469;0.18718588;0.09047306
timbrewm,5,chinese:SSB0012,0,3,3,5,0.0000024066,0.20606048;0.25444866;0.26501473;0.18660203;0.08787410
timbrewm,5,chinese:SSB0012,0,3,3,6,0.0000024067,0.20928278;0.25229935;0.26285968;0.18714876;0.08840944
timbrewm,5,chinese:SSB0016,0,4,0,0,0.0000007040,0.37956275;0.38828411;0.06734898;0.07238991;0.09241424
timbrewm,5,chinese:SSB0016,0,4,0,1,0.0000007045,0.38744749;0.38744735;0.09876129;0.06559164;0.06075222
timbrewm,5,chinese:SSB0016,0,4,0,2,0.0000006990,0.37020090;0.42084301;0.00000027;0.13971073;0.06924509
timbrewm,5,chinese:SSB0016,0,4,0,3,0.0000007046,0.38781070;0.38080560;0.09574108;0.06398744;0.07165517
timbrewm,5,chinese:SSB0016,0,4,0,4,0.0000007037,0.37768640;0.39827455;0.06495840;0.09932117;0.05975947
timbrewm,5,chinese:SSB0016,0,4,0,5,0.0000007046,0.39247931;0.38110882;0.10322587;0.05687503;0.06631097
timbrewm,5,chinese:SSB0016,0,4,0,6,0.0000007037,0.37768640;0.39827455;0.06495840;0.09932117;0.05975947
timbrewm,5,chinese:SSB0016,0,4,1,0,0.0000007040,0.37956275;0.38828411;0.06734898;0.07238991;0.09241424
timbrewm,5,chinese:SSB0016,0,4,1,1,0.0000007045,0.38744749;0.38744735;0.09876129;0.06559164;0.06075222
timbrewm,5,chinese:SSB0016,0,4,1,2,0.0000007037,0.37768640;0.39827455;0.06495840;0.09932117;0.05975947
timbrewm,5,chinese:SSB0016,0,4,1,3,0.0000007011,0.39121845;0.42193564;0.02058569;0.10119910;0.06506112
timbrewm,5,chinese:SSB0016,0,4,1,4,0.0000006990,0.37020090;0.42084301;0.00000027;0.13971073;0.06924509
timbrewm,5,chinese:SSB0016,0,4,1,5,0.0000006990,0.37020090;0.42084301;0.00000027;0.13971073;0.06924509
timbrewm,5,chinese:SSB0016,0,4,1,6,0.0000007041,0.38395063;0.39567405;0.06680699;0.08426568;0.06930265
timbrewm,5,chinese:SSB0016,0,4,2,0,0.0000007040,0.37956275;0.38828411;0.06734898;0.07238991;0.09241424
timbrewm,5,chinese:SSB0016,0,4,2,1,0.0000007045,0.38744749;0.38744735;0.09876129;0.06559164;0.06075222
timbrewm,5,chinese:SSB0016,0,4,2,2,0.0000007036,0.41466234;0.37746335;0.12648142;0.01741988;0.06397301
timbrewm,5,chinese:SSB0016,0,4,2,3,0.0000006990,0.37020090;0.42084301;0.00000027;0.13971073;0.06924509
timbrewm,5,chinese:SSB0016,0,4,2,4,0.0000007046,0.38781070;0.38080560;0.09574108;0.06398744;0.07165517
timbrewm,5,chinese:SSB0016,0,4,2,5,0.0000006990,0.37020090;0.42084301;0.00000027;0.13971073;0.06924509
timbrewm,5,chinese:SSB0016,0,4,2,6,0.0000007036,0.41466234;0.37746335;0.12648142;0.01741988;0.06397301
timbrewm,5,chinese:SSB0016,0,4,3,0,0.0000007040,0.37956275;0.38828411;0.06734898;0.07238991;0.09241424
timbrewm,5,chinese:SSB0016,0,4,3,1,0.0000007045,0.38744749;0.38744735;0.09876129;0.06559164;0.06075222
timbrewm,5,chinese:SSB0016,0,4,3,2,0.0000007012,0.37407340;0.41736210;0.02152508;0.12030638;0.06673304
timbrewm,5,chinese:SSB0016,0,4,3,3,0.0000006990,0.37020090;0.42084301;0.00000027;0.13971073;0.06924509
timbrewm,5,chinese:SSB0016,0,4,3,4,0.0000007037,0.37768640;0.39827455;0.06495840;0.09932117;0.05975947
timbrewm,5,chinese:SSB0016,0,4,3,5,0.0000007046,0.39247931;0.38110882;0.10322587;0.05687503;0.06631097
timbrewm,5,chinese:SSB0016,0,4,3,6,0.0000007037,0.41386991;0.38557358;0.11739685;0.02038175;0.06277792
timbrewm,5,chinese:SSB0018,0,5,0,0,0.0000014272,0.21972777;0.20660451;0.23133456;0.10518277;0.23715040
timbrewm,5,chinese:SSB0018,0,5,0,1,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0018,0,5,0,2,0.0000014265,0.21560256;0.21281410;0.25003387;0.10218203;0.21936743
timbrewm,5,chinese:SSB0018,0,5,0,3,0.0000014263,0.20305606;0.20414627;0.23382422;0.12514911;0.23382434
timbrewm,5,chinese:SSB0018,0,5,0,4,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0018,0,5,0,5,0.0000014272,0.21849720;0.20727440;0.23553473;0.10392827;0.23476541
timbrewm,5,chinese:SSB0018,0,5,0,6,0.0000014263,0.20305606;0.20414627;0.23382422;0.12514911;0.23382434
timbrewm,5,chinese:SSB0018,0,5,1,0,0.0000014272,0.21972777;0.20660451;0.23133456;0.10518277;0.23715040
timbrewm,5,chinese:SSB0018,0,5,1,1,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0018,0,5,1,2,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0018,0,5,1,3,0.0000014272,0.21849720;0.20727440;0.23553473;0.10392827;0.23476541
timbrewm,5,chinese:SSB0018,0,5,1,4,0.0000014268,0.22028354;0.19654071;0.24425264;0.10956550;0.22935762
timbrewm,5,chinese:SSB0018,0,5,1,5,0.0000014263,0.20305606;0.20414627;0.23382422;0.12514911;0.23382434
timbrewm,5,chinese:SSB0018,0,5,1,6,0.0000014269,0.21129739;0.19837736;0.23673451;0.11341188;0.24017887
timbrewm,5,chinese:SSB0018,0,5,2,0,0.0000014272,0.21972777;0.20660451;0.23133456;0.10518277;0.23715040
timbrewm,5,chinese:SSB0018,0,5,2,1,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0018,0,5,2,2,0.0000014269,0.22789474;0.20516411;0.24026467;0.10273306;0.22394342
timbrewm,5,chinese:SSB0018,0,5,2,3,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
timbrewm,5,chinese:SSB0018,0,5,2,4,0.0000014267,0.21202597;0.21185438;0.24717927;0.09335968;0.23558070
