model,K,spk,local_t,eps,r0,ASR
wavmark,3,chinese:SSB0366,0,0.05,0.3,1
wavmark,3,chinese:SSB0375,0,0.0,0.05,1
wavmark,3,chinese:SSB0375,0,0.0,0.1,1
wavmark,3,chinese:SSB0375,0,0.0,0.3,1
wavmark,3,chinese:SSB0375,0,0.001,0.05,1
wavmark,3,chinese:SSB0375,0,0.001,0.1,1
wavmark,3,chinese:SSB0375,0,0.001,0.3,1
wavmark,3,chinese:SSB0375,0,0.01,0.05,1
wavmark,3,chinese:SSB0375,0,0.01,0.1,1
wavmark,3,chinese:SSB0375,0,0.01,0.3,1
wavmark,3,chinese:SSB0375,0,0.05,0.05,1
wavmark,3,chinese:SSB0375,0,0.05,0.1,1
wavmark,3,chinese:SSB0375,0,0.05,0.3,1
wavmark,3,chinese:SSB0379,0,0.0,0.05,1
wavmark,3,chinese:SSB0379,0,0.0,0.1,1
wavmark,3,chinese:SSB0379,0,0.0,0.3,1
wavmark,3,chinese:SSB0379,0,0.001,0.05,1
wavmark,3,chinese:SSB0379,0,0.001,0.1,1
wavmark,3,chinese:SSB0379,0,0.001,0.3,1
wavmark,3,chinese:SSB0379,0,0.01,0.05,1
wavmark,3,chinese:SSB0379,0,0.01,0.1,1
wavmark,3,chinese:SSB0379,0,0.01,0.3,1
wavmark,3,chinese:SSB0379,0,0.05,0.05,1
wavmark,3,chinese:SSB0379,0,0.05,0.1,1
wavmark,3,chinese:SSB0379,0,0.05,0.3,1
wavmark,3,chinese:SSB0380,0,0.0,0.05,1
wavmark,3,chinese:SSB0380,0,0.0,0.1,1
wavmark,3,chinese:SSB0380,0,0.0,0.3,1
wavmark,3,chinese:SSB0380,0,0.001,0.05,1
wavmark,3,chinese:SSB0380,0,0.001,0.1,1
wavmark,3,chinese:SSB0380,0,0.001,0.3,1
wavmark,3,chinese:SSB0380,0,0.01,0.05,1
wavmark,3,chinese:SSB0380,0,0.01,0.1,1
wavmark,3,chinese:SSB0380,0,0.01,0.3,1
wavmark,3,chinese:SSB0380,0,0.05,0.05,1
wavmark,3,chinese:SSB0380,0,0.05,0.1,1
wavmark,3,chinese:SSB0380,0,0.05,0.3,1
wavmark,3,chinese:SSB0382,0,0.0,0.05,1
wavmark,3,chinese:SSB0382,0,0.0,0.1,1
wavmark,3,chinese:SSB0382,0,0.0,0.3,1
wavmark,3,chinese:SSB0382,0,0.001,0.05,1
wavmark,3,chinese:SSB0382,0,0.001,0.1,1
wavmark,3,chinese:SSB0382,0,0.001,0.3,1
wavmark,3,chinese:SSB0382,0,0.01,0.05,1
wavmark,3,chinese:SSB0382,0,0.01,0.1,1
wavmark,3,chinese:SSB0382,0,0.01,0.3,1
wavmark,3,chinese:SSB0382,0,0.05,0.05,1
wavmark,3,chinese:SSB0382,0,0.05,0.1,1
wavmark,3,chinese:SSB0382,0,0.05,0.3,1
wavmark,3,chinese:SSB0385,0,0.0,0.05,1
wavmark,3,chinese:SSB0385,0,0.0,0.1,1
wavmark,3,chinese:SSB0385,0,0.0,0.3,1
wavmark,3,chinese:SSB0385,0,0.001,0.05,1
wavmark,3,chinese:SSB0385,0,0.001,0.1,1
wavmark,3,chinese:SSB0385,0,0.001,0.3,1
wavmark,3,chinese:SSB0385,0,0.01,0.05,1
wavmark,3,chinese:SSB0385,0,0.01,0.1,1
wavmark,3,chinese:SSB0385,0,0.01,0.3,1
wavmark,3,chinese:SSB0385,0,0.05,0.05,1
wavmark,3,chinese:SSB0385,0,0.05,0.1,1
wavmark,3,chinese:SSB0385,0,0.05,0.3,1
wavmark,3,chinese:SSB0393,0,0.0,0.05,1
wavmark,3,chinese:SSB0393,0,0.0,0.1,1
wavmark,3,chinese:SSB0393,0,0.0,0.3,1
wavmark,3,chinese:SSB0393,0,0.001,0.05,1
wavmark,3,chinese:SSB0393,0,0.001,0.1,1
wavmark,3,chinese:SSB0393,0,0.001,0.3,1
wavmark,3,chinese:SSB0393,0,0.01,0.05,1
wavmark,3,chinese:SSB0393,0,0.01,0.1,1
wavmark,3,chinese:SSB0393,0,0.01,0.3,1
wavmark,3,chinese:SSB0393,0,0.05,0.05,1
wavmark,3,chinese:SSB0393,0,0.05,0.1,1
wavmark,3,chinese:SSB0393,0,0.05,0.3,1
wavmark,3,chinese:SSB0394,0,0.0,0.05,1
wavmark,3,chinese:SSB0394,0,0.0,0.1,1
wavmark,3,chinese:SSB0394,0,0.0,0.3,1
wavmark,3,chinese:SSB0394,0,0.001,0.05,1
wavmark,3,chinese:SSB0394,0,0.001,0.1,1
wavmark,3,chinese:SSB0394,0,0.001,0.3,1
wavmark,3,chinese:SSB0394,0,0.01,0.05,1
wavmark,3,chinese:SSB0394,0,0.01,0.1,1
wavmark,3,chinese:SSB0394,0,0.01,0.3,1
wavmark,3,chinese:SSB0394,0,0.05,0.05,1
wavmark,3,chinese:SSB0394,0,0.05,0.1,1
wavmark,3,chinese:SSB0394,0,0.05,0.3,1
wavmark,3,chinese:SSB0395,0,0.0,0.05,1
wavmark,3,chinese:SSB0395,0,0.0,0.1,1
wavmark,3,chinese:SSB0395,0,0.0,0.3,1
wavmark,3,chinese:SSB0395,0,0.001,0.05,1
wavmark,3,chinese:SSB0395,0,0.001,0.1,1
wavmark,3,chinese:SSB0395,0,0.001,0.3,1
wavmark,3,chinese:SSB0395,0,0.01,0.05,1
wavmark,3,chinese:SSB0395,0,0.01,0.1,1
wavmark,3,chinese:SSB0395,0,0.01,0.3,1
wavmark,3,chinese:SSB0395,0,0.05,0.05,1
wavmark,3,chinese:SSB0395,0,0.05,0.1,1
wavmark,3,chinese:SSB0395,0,0.05,0.3,1
wavmark,3,chinese:SSB0407,0,0.0,0.05,1
wavmark,3,chinese:SSB0407,0,0.0,0.1,1
wavmark,3,chinese:SSB0407,0,0.0,0.3,1
wavmark,3,chinese:SSB0407,0,0.001,0.05,1
wavmark,3,chinese:SSB0407,0,0.001,0.1,1
wavmark,3,chinese:SSB0407,0,0.001,0.3,1
wavmark,3,chinese:SSB0407,0,0.01,0.05,1
wavmark,3,chinese:SSB0407,0,0.01,0.1,1
wavmark,3,chinese:SSB0407,0,0.01,0.3,1
wavmark,3,chinese:SSB0407,0,0.05,0.05,1
wavmark,3,chinese:SSB0407,0,0.05,0.1,1
wavmark,3,chinese:SSB0407,0,0.05,0.3,1
wavmark,3,chinese:SSB0415,0,0.0,0.05,1
wavmark,3,chinese:SSB0415,0,0.0,0.1,1
wavmark,3,chinese:SSB0415,0,0.0,0.3,1
wavmark,3,chinese:SSB0415,0,0.001,0.05,1
wavmark,3,chinese:SSB0415,0,0.001,0.1,1
wavmark,3,chinese:SSB0415,0,0.001,0.3,1
wavmark,3,chinese:SSB0415,0,0.01,0.05,1
wavmark,3,chinese:SSB0415,0,0.01,0.1,1
wavmark,3,chinese:SSB0415,0,0.01,0.3,1
wavmark,3,chinese:SSB0415,0,0.05,0.05,1
wavmark,3,chinese:SSB0415,0,0.05,0.1,1
wavmark,3,chinese:SSB0415,0,0.05,0.3,1
