model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
wavmark,8,chinese:SSB0005,0,0,single_copy,0,1.0000,-0.0000,1.0000,4.6439,1.0000,147.65,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,mean,1,1.0000,-1.0000,-1.0000,4.5679,0.9973,43.52,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,rp,1,1.0000,-5.0000,-5.0000,4.4975,0.9957,40.56,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,random_dirichlet,1,1.0000,-4.0000,-4.0000,4.5459,0.9966,42.06,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,eep,1,1.0000,-3.0000,-3.0000,4.5059,0.9957,40.65,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,fwp,1,1.0000,-3.0000,-3.0000,4.5059,0.9957,40.65,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,dm,1,1.0000,-4.0000,-4.0000,4.5661,0.9973,43.48,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,tct,1,1.0000,-3.0000,-3.0000,4.5545,0.9972,43.09,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,0,0,payload_farthest,1,1.0000,-5.0000,-5.0000,4.5809,0.9985,45.03,0.9751,-0.9604,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,1,1,single_copy,0,1.0000,-0.0000,1.0000,4.6439,1.0000,147.65,0.9420,-0.8790,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,1,1,mean,1,1.0000,-2.0000,-2.0000,4.5535,0.9976,44.23,0.9420,-0.8790,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,1,1,rp,1,1.0000,-3.0000,-3.0000,4.5065,0.9965,41.69,0.9420,-0.8790,-3.0000,-3.0000
wavmark,8,chinese:SSB0005,1,1,random_dirichlet,1,1.0000,-1.0000,-1.0000,4.5205,0.9968,42.91,0.9420,-0.8790,-3.0000,-3.0000
