model,K,scheme,code_bits,info_bits,codebook_size,spk,local_t,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,PESQ,STOI,SI_SDR
voicemark,5,ecc1,16,11,2048,chinese:SSB0005,0,0,mean,1,1,1,8,0.7273,4.3873,0.9729,16.35
voicemark,5,ecc1,16,11,2048,chinese:SSB0005,0,0,fwp,1,1,1,6,0.5455,4.3708,0.9847,16.19
voicemark,5,ecc1,16,11,2048,chinese:SSB0005,1,1,mean,0,0,0,11,1.0000,4.4991,0.9830,20.79
voicemark,5,ecc1,16,11,2048,chinese:SSB0005,1,1,fwp,1,1,1,7,0.6364,4.2073,0.9630,17.68
voicemark,5,ecc1,16,11,2048,chinese:SSB0005,2,2,mean,1,1,1,9,0.8182,4.2459,0.9788,18.74
voicemark,5,ecc1,16,11,2048,chinese:SSB0005,2,2,fwp,1,1,1,8,0.7273,3.7308,0.9681,16.26
voicemark,5,ecc1,16,11,2048,chinese:SSB0009,0,3,mean,1,1,1,7,0.6364,3.6315,0.9625,12.45
voicemark,5,ecc1,16,11,2048,chinese:SSB0009,0,3,fwp,1,1,1,7,0.6364,3.3032,0.9538,10.18
voicemark,5,ecc1,16,11,2048,chinese:SSB0009,1,4,mean,1,1,1,9,0.8182,4.0082,0.9668,11.62
voicemark,5,ecc1,16,11,2048,chinese:SSB0009,1,4,fwp,0,0,0,9,0.8182,3.5760,0.9518,9.26
voicemark,5,ecc1,16,11,2048,chinese:SSB0009,2,5,mean,1,1,1,8,0.7273,4.0789,0.9753,12.44
voicemark,5,ecc1,16,11,2048,chinese:SSB0009,2,5,fwp,1,1,1,10,0.9091,3.6938,0.9687,9.56
voicemark,5,ecc1,16,11,2048,chinese:SSB0011,0,6,mean,1,1,1,8,0.7273,3.7622,0.9605,17.02
voicemark,5,ecc1,16,11,2048,chinese:SSB0011,0,6,fwp,1,1,1,8,0.7273,3.5127,0.9603,17.67
voicemark,5,ecc1,16,11,2048,chinese:SSB0011,1,7,mean,1,1,1,8,0.7273,4.0401,0.9493,14.72
voicemark,5,ecc1,16,11,2048,chinese:SSB0011,1,7,fwp,1,1,1,6,0.5455,4.1729,0.9734,16.43
voicemark,5,ecc1,16,11,2048,chinese:SSB0011,2,8,mean,1,1,1,8,0.7273,4.0736,0.9737,17.82
voicemark,5,ecc1,16,11,2048,chinese:SSB0011,2,8,fwp,1,1,0,7,0.6364,3.5500,0.9447,14.86
voicemark,5,ecc1,16,11,2048,chinese:SSB0012,0,9,mean,1,1,1,8,0.7273,4.1613,0.9598,12.35
voicemark,5,ecc1,16,11,2048,chinese:SSB0012,0,9,fwp,1,1,1,9,0.8182,4.1582,0.9754,13.89
voicemark,5,ecc1,16,11,2048,chinese:SSB0012,1,10,mean,1,1,1,9,0.8182,4.2039,0.9621,14.55
voicemark,5,ecc1,16,11,2048,chinese:SSB0012,1,10,fwp,0,0,0,8,0.7273,3.6968,0.9322,11.92
voicemark,5,ecc1,16,11,2048,chinese:SSB0012,2,11,mean,1,1,1,6,0.5455,3.8562,0.9588,16.27
voicemark,5,ecc1,16,11,2048,chinese:SSB0012,2,11,fwp,0,0,0,8,0.7273,3.2790,0.9343,12.44
voicemark,5,ecc1,16,11,2048,chinese:SSB0016,0,12,mean,1,1,1,8,0.7273,4.3184,0.9731,16.36
voicemark,5,ecc1,16,11,2048,chinese:SSB0016,0,12,fwp,1,1,1,7,0.6364,4.0450,0.9571,13.81
voicemark,5,ecc1,16,11,2048,chinese:SSB0016,1,13,mean,1,1,1,7,0.6364,4.1472,0.9573,15.67
