model,K,spk,local_t,gi,target,method,d_hull,target_hit,target_margin
timbrewm,3,chinese:SSB0005,0,0,884,mean,0.854850,0,-0.543132
timbrewm,3,chinese:SSB0005,0,0,884,tct,0.854850,0,-0.219562
timbrewm,3,chinese:SSB0005,0,0,636,mean,0.854850,0,-0.511174
timbrewm,3,chinese:SSB0005,0,0,636,tct,0.854850,0,-0.172172
timbrewm,3,chinese:SSB0005,0,0,348,mean,0.877058,0,-0.682041
timbrewm,3,chinese:SSB0005,0,0,348,tct,0.877058,0,-0.032843
timbrewm,3,chinese:SSB0005,0,0,861,mean,0.877058,0,-0.675262
timbrewm,3,chinese:SSB0005,0,0,861,tct,0.877058,0,-0.010501
timbrewm,3,chinese:SSB0005,0,0,381,mean,0.877058,0,-0.695544
timbrewm,3,chinese:SSB0005,0,0,381,tct,0.877058,0,-0.053061
timbrewm,3,chinese:SSB0005,0,0,341,mean,0.894427,0,-1.569556
timbrewm,3,chinese:SSB0005,0,0,341,tct,0.894427,0,-0.206467
timbrewm,3,chinese:SSB0005,0,0,596,mean,0.894427,0,-1.385186
timbrewm,3,chinese:SSB0005,0,0,596,tct,0.894427,0,-0.518567
timbrewm,3,chinese:SSB0005,0,0,116,mean,0.894427,0,-1.405468
timbrewm,3,chinese:SSB0005,0,0,116,tct,0.894427,0,-0.542400
timbrewm,3,chinese:SSB0005,0,0,93,mean,0.894427,0,-1.537598
timbrewm,3,chinese:SSB0005,0,0,93,tct,0.894427,0,-0.175557
timbrewm,3,chinese:SSB0005,0,0,629,mean,0.894427,0,-1.398689
timbrewm,3,chinese:SSB0005,0,0,629,tct,0.894427,0,-0.529983
timbrewm,3,chinese:SSB0005,1,1,144,mean,0.774597,1,0.276022
timbrewm,3,chinese:SSB0005,1,1,144,tct,0.774597,1,0.341237
timbrewm,3,chinese:SSB0005,1,1,0,mean,0.856349,0,-0.729315
timbrewm,3,chinese:SSB0005,1,1,0,tct,0.856349,0,-0.161469
timbrewm,3,chinese:SSB0005,1,1,404,mean,0.856349,0,-0.681063
timbrewm,3,chinese:SSB0005,1,1,404,tct,0.856349,0,-0.118052
timbrewm,3,chinese:SSB0005,1,1,464,mean,0.856349,0,-0.612865
timbrewm,3,chinese:SSB0005,1,1,464,tct,0.856349,1,0.052098
timbrewm,3,chinese:SSB0005,1,1,212,mean,0.856349,0,-0.741884
timbrewm,3,chinese:SSB0005,1,1,212,tct,0.856349,0,-0.147818
timbrewm,3,chinese:SSB0005,1,1,48,mean,0.856349,0,-0.739260
timbrewm,3,chinese:SSB0005,1,1,48,tct,0.856349,0,-0.130607
timbrewm,3,chinese:SSB0005,1,1,160,mean,0.856349,0,-0.591932
timbrewm,3,chinese:SSB0005,1,1,160,tct,0.856349,1,0.017987
timbrewm,3,chinese:SSB0005,1,1,402,mean,0.866025,0,-0.958636
timbrewm,3,chinese:SSB0005,1,1,402,tct,0.866025,0,-0.375853
timbrewm,3,chinese:SSB0005,1,1,130,mean,0.866025,0,-0.973607
timbrewm,3,chinese:SSB0005,1,1,130,tct,0.866025,0,-0.447025
timbrewm,3,chinese:SSB0005,1,1,34,mean,0.866025,0,-1.712867
timbrewm,3,chinese:SSB0005,1,1,34,tct,0.866025,0,-0.375041
timbrewm,3,chinese:SSB0005,2,2,152,mean,0.845154,0,-0.397400
timbrewm,3,chinese:SSB0005,2,2,152,tct,0.845154,0,-0.083627
timbrewm,3,chinese:SSB0005,2,2,185,mean,0.845154,0,-0.361478
timbrewm,3,chinese:SSB0005,2,2,185,tct,0.845154,0,-0.033861
timbrewm,3,chinese:SSB0005,2,2,48,mean,0.872872,0,-0.924060
timbrewm,3,chinese:SSB0005,2,2,48,tct,0.872872,0,-0.355604
timbrewm,3,chinese:SSB0005,2,2,424,mean,0.872872,0,-0.785764
timbrewm,3,chinese:SSB0005,2,2,424,tct,0.872872,0,-0.146218
timbrewm,3,chinese:SSB0005,2,2,680,mean,0.872872,0,-0.713282
timbrewm,3,chinese:SSB0005,2,2,680,tct,0.872872,0,-0.077552
timbrewm,3,chinese:SSB0005,2,2,952,mean,0.872872,0,-0.695357
timbrewm,3,chinese:SSB0005,2,2,952,tct,0.872872,0,-0.062674
timbrewm,3,chinese:SSB0005,2,2,120,mean,0.872872,0,-0.651628
timbrewm,3,chinese:SSB0005,2,2,120,tct,0.872872,0,-0.096097
timbrewm,3,chinese:SSB0005,2,2,240,mean,0.872872,0,-0.774994
timbrewm,3,chinese:SSB0005,2,2,240,tct,0.872872,0,-0.210162
timbrewm,3,chinese:SSB0005,2,2,80,mean,0.894427,0,-1.572741
timbrewm,3,chinese:SSB0005,2,2,80,tct,0.894427,0,-0.322522
timbrewm,3,chinese:SSB0005,2,2,137,mean,0.894427,0,-1.160723
timbrewm,3,chinese:SSB0005,2,2,137,tct,0.894427,0,-0.330446
timbrewm,3,chinese:SSB0009,0,3,539,mean,0.738549,1,0.133481
timbrewm,3,chinese:SSB0009,0,3,539,tct,0.738549,1,0.049145
timbrewm,3,chinese:SSB0009,0,3,531,mean,0.797724,0,-0.613653
timbrewm,3,chinese:SSB0009,0,3,531,tct,0.797724,0,-0.296671
timbrewm,3,chinese:SSB0009,0,3,27,mean,0.797724,0,-0.287094
timbrewm,3,chinese:SSB0009,0,3,27,tct,0.797724,1,0.044638
timbrewm,3,chinese:SSB0009,0,3,91,mean,0.816497,0,-0.681125
timbrewm,3,chinese:SSB0009,0,3,91,tct,0.816497,1,0.028554
timbrewm,3,chinese:SSB0009,0,3,595,mean,0.816497,0,-1.007684
timbrewm,3,chinese:SSB0009,0,3,595,tct,0.816497,0,-0.255211
timbrewm,3,chinese:SSB0009,0,3,83,mean,0.816497,0,-1.294778
timbrewm,3,chinese:SSB0009,0,3,83,tct,0.816497,0,-0.186848
timbrewm,3,chinese:SSB0009,0,3,536,mean,0.852803,0,-0.428768
timbrewm,3,chinese:SSB0009,0,3,536,tct,0.852803,0,-0.170961
timbrewm,3,chinese:SSB0009,0,3,666,mean,0.852803,0,-0.444769
timbrewm,3,chinese:SSB0009,0,3,666,tct,0.852803,0,-0.188208
timbrewm,3,chinese:SSB0009,0,3,665,mean,0.852803,0,-0.282962
timbrewm,3,chinese:SSB0009,0,3,665,tct,0.852803,0,-0.013539
timbrewm,3,chinese:SSB0009,0,3,602,mean,0.866025,0,-0.689319
timbrewm,3,chinese:SSB0009,0,3,602,tct,0.866025,0,-0.219212
timbrewm,3,chinese:SSB0009,1,4,525,mean,0.666667,1,0.085422
timbrewm,3,chinese:SSB0009,1,4,525,tct,0.666667,1,0.026349
timbrewm,3,chinese:SSB0009,1,4,797,mean,0.707107,0,-0.688779
timbrewm,3,chinese:SSB0009,1,4,797,tct,0.707107,0,-0.138335
timbrewm,3,chinese:SSB0009,1,4,37,mean,0.881917,0,-1.212639
timbrewm,3,chinese:SSB0009,1,4,37,tct,0.881917,0,-0.490979
timbrewm,3,chinese:SSB0009,1,4,133,mean,0.881917,0,-0.967455
timbrewm,3,chinese:SSB0009,1,4,133,tct,0.881917,0,-0.228880
timbrewm,3,chinese:SSB0009,1,4,173,mean,0.881917,0,-0.755327
timbrewm,3,chinese:SSB0009,1,4,173,tct,0.881917,0,-0.025751
timbrewm,3,chinese:SSB0009,1,4,677,mean,0.881917,0,-0.958761
timbrewm,3,chinese:SSB0009,1,4,677,tct,0.881917,0,-0.229728
timbrewm,3,chinese:SSB0009,1,4,773,mean,0.894427,0,-0.804439
timbrewm,3,chinese:SSB0009,1,4,773,tct,0.894427,0,-0.602271
timbrewm,3,chinese:SSB0009,1,4,29,mean,0.894427,0,-0.766374
timbrewm,3,chinese:SSB0009,1,4,29,tct,0.894427,0,-0.502526
timbrewm,3,chinese:SSB0009,1,4,269,mean,0.894427,0,-0.601005
timbrewm,3,chinese:SSB0009,1,4,269,tct,0.894427,0,-0.392601
timbrewm,3,chinese:SSB0009,1,4,533,mean,0.894427,0,-0.969808
timbrewm,3,chinese:SSB0009,1,4,533,tct,0.894427,0,-0.707096
timbrewm,3,chinese:SSB0009,2,5,656,mean,0.861357,0,-0.424348
timbrewm,3,chinese:SSB0009,2,5,656,tct,0.861357,0,-0.108634
timbrewm,3,chinese:SSB0009,2,5,721,mean,0.861357,0,-0.299606
timbrewm,3,chinese:SSB0009,2,5,721,tct,0.861357,1,0.022817
timbrewm,3,chinese:SSB0009,2,5,600,mean,0.879883,0,-0.894687
timbrewm,3,chinese:SSB0009,2,5,600,tct,0.879883,0,-0.284858
timbrewm,3,chinese:SSB0009,2,5,594,mean,0.879883,0,-1.107780
timbrewm,3,chinese:SSB0009,2,5,594,tct,0.879883,0,-0.509527
timbrewm,3,chinese:SSB0009,2,5,730,mean,0.879883,0,-0.802404
timbrewm,3,chinese:SSB0009,2,5,730,tct,0.879883,0,-0.184511
timbrewm,3,chinese:SSB0009,2,5,603,mean,0.894427,0,-1.702042
timbrewm,3,chinese:SSB0009,2,5,603,tct,0.894427,0,-0.490320
timbrewm,3,chinese:SSB0009,2,5,659,mean,0.894427,0,-1.231703
timbrewm,3,chinese:SSB0009,2,5,659,tct,0.894427,0,-0.385474
timbrewm,3,chinese:SSB0009,2,5,665,mean,0.894427,0,-1.018610
timbrewm,3,chinese:SSB0009,2,5,665,tct,0.894427,0,-0.142120
timbrewm,3,chinese:SSB0009,2,5,529,mean,0.894427,0,-1.323985
timbrewm,3,chinese:SSB0009,2,5,529,tct,0.894427,0,-0.492638
timbrewm,3,chinese:SSB0009,2,5,538,mean,0.894427,0,-1.826784
timbrewm,3,chinese:SSB0009,2,5,538,tct,0.894427,0,-0.557288
timbrewm,3,chinese:SSB0011,0,6,176,mean,0.829156,0,-0.375966
timbrewm,3,chinese:SSB0011,0,6,176,tct,0.829156,0,-0.047416
timbrewm,3,chinese:SSB0011,0,6,241,mean,0.829156,0,-0.330533
timbrewm,3,chinese:SSB0011,0,6,241,tct,0.829156,0,-0.010812
timbrewm,3,chinese:SSB0011,0,6,208,mean,0.829156,0,-0.352396
timbrewm,3,chinese:SSB0011,0,6,208,tct,0.829156,0,-0.026257
timbrewm,3,chinese:SSB0011,0,6,752,mean,0.829156,0,-0.327015
timbrewm,3,chinese:SSB0011,0,6,752,tct,0.829156,0,-0.001910
