model,K,spk,local_t,gi,target,method,d_hull,target_hit,target_margin
timbrewm,5,chinese:SSB0005,0,0,712,mean,0.738549,1,0.132760
timbrewm,5,chinese:SSB0005,0,0,712,tct,0.738549,1,0.367738
timbrewm,5,chinese:SSB0005,0,0,962,mean,0.774597,0,-0.917906
timbrewm,5,chinese:SSB0005,0,0,962,tct,0.774597,0,-0.260242
timbrewm,5,chinese:SSB0005,0,0,747,mean,0.774597,0,-0.785038
timbrewm,5,chinese:SSB0005,0,0,747,tct,0.774597,0,-0.228503
timbrewm,5,chinese:SSB0005,0,0,617,mean,0.794719,0,-0.591083
timbrewm,5,chinese:SSB0005,0,0,617,tct,0.794719,0,-0.091021
timbrewm,5,chinese:SSB0005,0,0,832,mean,0.794719,0,-0.723952
timbrewm,5,chinese:SSB0005,0,0,832,tct,0.794719,0,-0.024374
timbrewm,5,chinese:SSB0005,0,0,968,mean,0.797724,0,-0.132760
timbrewm,5,chinese:SSB0005,0,0,968,tct,0.797724,1,0.088571
timbrewm,5,chinese:SSB0005,0,0,648,mean,0.797724,0,-0.813153
timbrewm,5,chinese:SSB0005,0,0,648,tct,0.797724,0,-0.100060
timbrewm,5,chinese:SSB0005,0,0,714,mean,0.797724,0,-0.476494
timbrewm,5,chinese:SSB0005,0,0,714,tct,0.797724,0,-0.283125
timbrewm,5,chinese:SSB0005,0,0,744,mean,0.797724,0,-0.159921
timbrewm,5,chinese:SSB0005,0,0,744,tct,0.797724,1,0.001392
timbrewm,5,chinese:SSB0005,0,0,713,mean,0.797724,0,-0.148623
timbrewm,5,chinese:SSB0005,0,0,713,tct,0.797724,0,-0.010554
timbrewm,5,chinese:SSB0005,1,1,437,mean,0.666667,1,0.053454
timbrewm,5,chinese:SSB0005,1,1,437,tct,0.666667,1,0.002271
timbrewm,5,chinese:SSB0005,1,1,373,mean,0.707107,0,-0.431437
timbrewm,5,chinese:SSB0005,1,1,373,tct,0.707107,0,-0.095897
timbrewm,5,chinese:SSB0005,1,1,292,mean,0.774597,0,-0.670762
timbrewm,5,chinese:SSB0005,1,1,292,tct,0.774597,0,-0.000806
timbrewm,5,chinese:SSB0005,1,1,308,mean,0.806226,0,-0.453259
timbrewm,5,chinese:SSB0005,1,1,308,tct,0.806226,0,-0.044820
timbrewm,5,chinese:SSB0005,1,1,293,mean,0.806226,0,-0.509743
timbrewm,5,chinese:SSB0005,1,1,293,tct,0.806226,0,-0.103200
timbrewm,5,chinese:SSB0005,1,1,277,mean,0.816497,0,-0.940006
timbrewm,5,chinese:SSB0005,1,1,277,tct,0.816497,0,-0.191271
timbrewm,5,chinese:SSB0005,1,1,261,mean,0.816497,0,-1.157510
timbrewm,5,chinese:SSB0005,1,1,261,tct,0.816497,0,-0.120261
timbrewm,5,chinese:SSB0005,1,1,276,mean,0.816497,0,-1.101027
timbrewm,5,chinese:SSB0005,1,1,276,tct,0.816497,0,-0.049281
timbrewm,5,chinese:SSB0005,1,1,689,mean,0.816497,0,-0.464112
timbrewm,5,chinese:SSB0005,1,1,689,tct,0.816497,1,0.183889
timbrewm,5,chinese:SSB0005,1,1,755,mean,0.845154,0,-1.420753
timbrewm,5,chinese:SSB0005,1,1,755,tct,0.845154,0,-0.152755
timbrewm,5,chinese:SSB0005,2,2,930,mean,0.738549,0,-0.626041
timbrewm,5,chinese:SSB0005,2,2,930,tct,0.738549,0,-0.122268
timbrewm,5,chinese:SSB0005,2,2,938,mean,0.755929,0,-0.174688
timbrewm,5,chinese:SSB0005,2,2,938,tct,0.755929,1,0.061180
timbrewm,5,chinese:SSB0005,2,2,642,mean,0.774597,0,-0.690837
timbrewm,5,chinese:SSB0005,2,2,642,tct,0.774597,1,0.106576
timbrewm,5,chinese:SSB0005,2,2,934,mean,0.797724,0,-0.918168
timbrewm,5,chinese:SSB0005,2,2,934,tct,0.797724,0,-0.255992
timbrewm,5,chinese:SSB0005,2,2,1002,mean,0.801784,0,-0.711247
timbrewm,5,chinese:SSB0005,2,2,1002,tct,0.801784,1,0.096466
timbrewm,5,chinese:SSB0005,2,2,675,mean,0.807573,0,-0.711337
timbrewm,5,chinese:SSB0005,2,2,675,tct,0.807573,1,0.087767
timbrewm,5,chinese:SSB0005,2,2,1006,mean,0.816497,0,-1.003375
timbrewm,5,chinese:SSB0005,2,2,1006,tct,0.816497,1,0.019892
timbrewm,5,chinese:SSB0005,2,2,998,mean,0.816497,0,-1.454727
timbrewm,5,chinese:SSB0005,2,2,998,tct,0.816497,0,-0.205810
timbrewm,5,chinese:SSB0005,2,2,651,mean,0.819680,0,-0.499468
timbrewm,5,chinese:SSB0005,2,2,651,tct,0.819680,1,0.080126
timbrewm,5,chinese:SSB0005,2,2,666,mean,0.819680,0,-0.466526
timbrewm,5,chinese:SSB0005,2,2,666,tct,0.819680,0,-0.015202
timbrewm,5,chinese:SSB0009,0,3,807,mean,0.738549,0,-1.044741
timbrewm,5,chinese:SSB0009,0,3,807,tct,0.738549,0,-0.044178
timbrewm,5,chinese:SSB0009,0,3,613,mean,0.738549,0,-0.632565
timbrewm,5,chinese:SSB0009,0,3,613,tct,0.738549,1,0.059543
timbrewm,5,chinese:SSB0009,0,3,805,mean,0.797724,0,-0.634890
timbrewm,5,chinese:SSB0009,0,3,805,tct,0.797724,1,0.079442
timbrewm,5,chinese:SSB0009,0,3,551,mean,0.797724,0,-0.885644
timbrewm,5,chinese:SSB0009,0,3,551,tct,0.797724,0,-0.283092
timbrewm,5,chinese:SSB0009,0,3,869,mean,0.797724,0,-0.791662
timbrewm,5,chinese:SSB0009,0,3,869,tct,0.797724,1,0.072277
timbrewm,5,chinese:SSB0009,0,3,615,mean,0.797724,0,-1.042417
timbrewm,5,chinese:SSB0009,0,3,615,tct,0.797724,0,-0.255711
timbrewm,5,chinese:SSB0009,0,3,692,mean,0.806226,0,-0.519199
timbrewm,5,chinese:SSB0009,0,3,692,tct,0.806226,1,0.032945
timbrewm,5,chinese:SSB0009,0,3,677,mean,0.806226,1,0.151547
timbrewm,5,chinese:SSB0009,0,3,677,tct,0.806226,1,0.239647
timbrewm,5,chinese:SSB0009,0,3,757,mean,0.806947,0,-0.436594
timbrewm,5,chinese:SSB0009,0,3,757,tct,0.806947,1,0.087872
timbrewm,5,chinese:SSB0009,0,3,423,mean,0.807573,0,-0.720495
timbrewm,5,chinese:SSB0009,0,3,423,tct,0.807573,1,0.097451
timbrewm,5,chinese:SSB0009,1,4,839,mean,0.632456,0,-0.618913
timbrewm,5,chinese:SSB0009,1,4,839,tct,0.632456,1,0.193182
timbrewm,5,chinese:SSB0009,1,4,326,mean,0.663325,0,-0.133302
