model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
voicemark,2,chinese:SSB0005,0,0,single_copy,0,0.7202,-0.0006,8.4140,4.6439,1.0000,149.69,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,mean,0,0.7204,-1.0135,0.0470,4.4320,0.9879,19.42,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,rp,0,0.7204,-1.0135,0.0470,4.4320,0.9879,19.42,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,random_dirichlet,1,0.7177,-8.0235,-7.9944,4.2414,0.9754,16.63,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,eep,0,0.7204,-1.0135,0.0470,4.4320,0.9879,19.42,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,fwp,0,0.7204,-1.0135,0.0470,4.4320,0.9879,19.42,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,dm,0,0.7204,-1.0135,0.0470,4.4320,0.9879,19.42,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,tct,0,0.7204,-1.0135,0.0470,4.4320,0.9879,19.42,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,0,0,payload_farthest,0,0.7204,-1.0135,0.0470,4.4320,0.9879,19.42,nan,nan,0.0470,0.0470
voicemark,2,chinese:SSB0005,1,1,single_copy,0,0.7277,-0.0014,7.4270,4.6439,1.0000,149.65,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,mean,1,0.7233,-18.6877,-18.6682,4.4143,0.9719,18.22,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,rp,1,0.7233,-18.6877,-18.6682,4.4143,0.9719,18.22,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,random_dirichlet,1,0.7266,-1.0976,-0.6891,4.2457,0.9577,14.76,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,eep,1,0.7233,-18.6877,-18.6682,4.4143,0.9719,18.22,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,fwp,1,0.7233,-18.6877,-18.6682,4.4143,0.9719,18.22,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,dm,1,0.7233,-18.6877,-18.6682,4.4143,0.9719,18.22,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,tct,1,0.7233,-18.6877,-18.6682,4.4143,0.9719,18.22,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,1,1,payload_farthest,1,0.7233,-18.6877,-18.6682,4.4143,0.9719,18.22,nan,nan,-18.6682,-18.6682
voicemark,2,chinese:SSB0005,2,2,single_copy,0,0.7416,-0.0001,10.3411,4.6439,1.0000,149.82,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,mean,1,0.7403,-7.4867,-7.2837,4.1638,0.9861,19.28,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,rp,1,0.7403,-7.4867,-7.2837,4.1638,0.9861,19.28,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,random_dirichlet,1,0.7404,-10.4035,-9.7051,4.2183,0.9875,20.02,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,eep,1,0.7403,-7.4867,-7.2837,4.1638,0.9861,19.28,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,fwp,1,0.7403,-7.4867,-7.2837,4.1638,0.9861,19.28,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,dm,1,0.7403,-7.4867,-7.2837,4.1638,0.9861,19.28,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,tct,1,0.7403,-7.4867,-7.2837,4.1638,0.9861,19.28,nan,nan,-7.2837,-7.2837
voicemark,2,chinese:SSB0005,2,2,payload_farthest,1,0.7403,-7.4867,-7.2837,4.1638,0.9861,19.28,nan,nan,-7.2837,-7.2837
