model,K,spk,local_t,gi,method,block_seconds,fade_seconds,num_blocks,selection_rule,ASR,R3_escape,R5_escape,NAC,PESQ,STOI,SI_SDR
timbrewm,5,chinese:SSB0394,0,46,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.5923,0.9962,35.74
timbrewm,5,chinese:SSB0394,0,46,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.8000,4.4748,0.9925,32.28
timbrewm,5,chinese:SSB0394,0,46,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3614,0.9919,31.69
timbrewm,5,chinese:SSB0394,0,46,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3755,0.9916,31.71
timbrewm,5,chinese:SSB0394,0,46,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5554,0.9939,33.52
timbrewm,5,chinese:SSB0395,0,47,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5031,0.9961,32.59
timbrewm,5,chinese:SSB0395,0,47,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.2311,0.9928,29.53
timbrewm,5,chinese:SSB0395,0,47,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.6071,0.9979,34.93
timbrewm,5,chinese:SSB0395,0,47,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.6028,0.9970,34.72
timbrewm,5,chinese:SSB0395,0,47,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.4494,0.9952,32.55
timbrewm,5,chinese:SSB0395,0,47,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.1361,0.9921,28.60
timbrewm,5,chinese:SSB0395,0,47,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.1286,0.9922,28.58
timbrewm,5,chinese:SSB0395,0,47,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.2323,0.9931,29.84
timbrewm,5,chinese:SSB0407,0,48,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5786,0.9967,34.55
timbrewm,5,chinese:SSB0407,0,48,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4322,0.9917,30.63
timbrewm,5,chinese:SSB0407,0,48,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4367,0.9922,30.40
timbrewm,5,chinese:SSB0407,0,48,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4367,0.9922,30.40
timbrewm,5,chinese:SSB0407,0,48,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5022,0.9968,34.48
timbrewm,5,chinese:SSB0407,0,48,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3583,0.9951,30.49
timbrewm,5,chinese:SSB0407,0,48,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3468,0.9951,30.51
timbrewm,5,chinese:SSB0407,0,48,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4594,0.9934,31.77
timbrewm,5,chinese:SSB0415,0,49,mean,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.5729,0.9970,33.04
timbrewm,5,chinese:SSB0415,0,49,fwp,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5636,0.9978,34.09
timbrewm,5,chinese:SSB0415,0,49,rp,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5636,0.9978,34.09
timbrewm,5,chinese:SSB0415,0,49,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4636,0.9940,30.08
timbrewm,5,chinese:SSB0415,0,49,median,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4966,0.9964,32.18
timbrewm,5,chinese:SSB0415,0,49,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.4581,0.9957,30.86
timbrewm,5,chinese:SSB0415,0,49,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.4592,0.9957,30.82
timbrewm,5,chinese:SSB0415,0,49,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.5622,0.9977,33.99
