model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
wmcodec,5,chinese:SSB0012,0,9,rp,1,,-10.2441,-9.8865,4.3874,0.9889,16.29,0.0711,-0.7567,-12.2311,-12.2313
wmcodec,5,chinese:SSB0012,0,9,random_dirichlet,1,,-5.4745,-4.9366,4.1005,0.9783,11.86,0.0711,-0.7567,-12.2311,-12.2313
wmcodec,5,chinese:SSB0012,0,9,eep,1,,-11.1330,-10.1917,3.9429,0.9728,10.96,0.0711,-0.7567,-12.2311,-12.2313
wmcodec,5,chinese:SSB0012,0,9,fwp,1,,-31.4750,-30.8026,3.9930,0.9729,10.98,0.0711,-0.7567,-12.2311,-12.2313
wmcodec,5,chinese:SSB0012,0,9,dm,1,,-22.9081,-22.8547,4.2430,0.9825,13.72,0.0711,-0.7567,-12.2311,-12.2313
wmcodec,5,chinese:SSB0012,0,9,tct,1,,-12.6228,-12.2311,4.0085,0.9764,10.93,0.0711,-0.7567,-12.2311,-12.2313
wmcodec,5,chinese:SSB0012,0,9,payload_farthest,1,,-16.7018,-16.2985,4.3411,0.9895,16.00,0.0711,-0.7567,-12.2311,-12.2313
wmcodec,5,chinese:SSB0012,1,10,single_copy,1,,-5.5807,-5.0791,4.6439,1.0000,145.75,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,mean,1,,-10.9422,-9.7923,4.3262,0.9834,13.95,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,rp,1,,-10.9968,-10.2685,4.1446,0.9757,11.17,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,random_dirichlet,1,,-19.0533,-18.2463,4.2217,0.9807,12.90,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,eep,1,,-12.0957,-12.0340,3.9816,0.9739,11.03,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,fwp,1,,-11.5726,-10.1990,4.1568,0.9749,11.68,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,dm,1,,-17.7827,-16.5471,4.2781,0.9816,13.43,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,tct,1,,-18.1587,-17.6884,4.5026,0.9916,18.00,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,1,10,payload_farthest,1,,-18.2835,-16.9882,4.4164,0.9880,15.86,0.2992,-0.7905,-17.6884,-17.6886
wmcodec,5,chinese:SSB0012,2,11,single_copy,1,,-1.1875,-0.8214,4.6439,1.0000,145.60,-0.5161,0.2963,-13.1217,-13.1205
