model,K,n_trials,n_restarts,starts_per_restart,restart_cosine_mean,restart_cosine_median,all_start_cosine_mean,all_start_cosine_median,restart_objective_std_mean,detail_csv
wavmark,8,20,4,7,0.942136,0.975340,0.736364,0.803478,0.0000000004,dm_restart_stability_detail_wavmark_K8.csv
