model,K,spk,local_t,gi,target,method,d_hull,target_hit,target_margin
wmcodec,2,chinese:SSB0005,0,0,48190,mean,0.942809,0,-57.188758
wmcodec,2,chinese:SSB0005,0,0,48190,tct,0.942809,0,-57.188758
wmcodec,2,chinese:SSB0005,0,0,22712,mean,0.942809,0,-38.788268
wmcodec,2,chinese:SSB0005,0,0,22712,tct,0.942809,0,-38.788268
wmcodec,2,chinese:SSB0005,0,0,35898,mean,1.247219,0,-72.083212
wmcodec,2,chinese:SSB0005,0,0,35898,tct,1.247219,0,-72.083212
wmcodec,2,chinese:SSB0005,0,0,63640,mean,1.247219,0,-45.101140
wmcodec,2,chinese:SSB0005,0,0,63640,tct,1.247219,0,-45.101140
wmcodec,2,chinese:SSB0005,0,0,48174,mean,1.374369,0,-53.477200
wmcodec,2,chinese:SSB0005,0,0,48174,tct,1.374369,0,-53.477200
wmcodec,2,chinese:SSB0005,0,0,20634,mean,1.374369,0,-56.756029
wmcodec,2,chinese:SSB0005,0,0,20634,tct,1.374369,0,-56.756029
wmcodec,2,chinese:SSB0005,0,0,36414,mean,1.374369,0,-67.337684
wmcodec,2,chinese:SSB0005,0,0,36414,tct,1.374369,0,-67.337684
wmcodec,2,chinese:SSB0005,0,0,19096,mean,1.374369,0,-26.132859
wmcodec,2,chinese:SSB0005,0,0,19096,tct,1.374369,0,-26.132859
wmcodec,2,chinese:SSB0005,0,0,18488,mean,1.414214,0,-36.032334
wmcodec,2,chinese:SSB0005,0,0,18488,tct,1.414214,0,-36.032334
wmcodec,2,chinese:SSB0005,0,0,47134,mean,1.414214,0,-52.126547
wmcodec,2,chinese:SSB0005,0,0,47134,tct,1.414214,0,-52.126547
wmcodec,2,chinese:SSB0005,1,1,33986,mean,0.948683,0,-21.925134
wmcodec,2,chinese:SSB0005,1,1,33986,tct,0.948683,0,-21.925134
wmcodec,2,chinese:SSB0005,1,1,16551,mean,1.264911,0,-35.094867
wmcodec,2,chinese:SSB0005,1,1,16551,tct,1.264911,0,-35.094867
wmcodec,2,chinese:SSB0005,1,1,23203,mean,1.264911,0,-30.666177
wmcodec,2,chinese:SSB0005,1,1,23203,tct,1.264911,0,-30.666177
wmcodec,2,chinese:SSB0005,1,1,23206,mean,1.264911,0,-30.346284
wmcodec,2,chinese:SSB0005,1,1,23206,tct,1.264911,0,-30.346284
wmcodec,2,chinese:SSB0005,1,1,35014,mean,1.264911,0,-45.944852
wmcodec,2,chinese:SSB0005,1,1,35014,tct,1.264911,0,-45.944852
wmcodec,2,chinese:SSB0005,1,1,20999,mean,1.378405,0,-16.593198
wmcodec,2,chinese:SSB0005,1,1,20999,tct,1.378405,0,-16.593198
wmcodec,2,chinese:SSB0005,1,1,3522,mean,1.378405,0,-43.912889
wmcodec,2,chinese:SSB0005,1,1,3522,tct,1.378405,0,-43.912889
wmcodec,2,chinese:SSB0005,1,1,39042,mean,1.449138,0,-34.649441
wmcodec,2,chinese:SSB0005,1,1,39042,tct,1.449138,0,-34.649441
wmcodec,2,chinese:SSB0005,1,1,20642,mean,1.449138,0,-30.776627
wmcodec,2,chinese:SSB0005,1,1,20642,tct,1.449138,0,-30.776627
wmcodec,2,chinese:SSB0005,1,1,53922,mean,1.449138,0,-15.182801
wmcodec,2,chinese:SSB0005,1,1,53922,tct,1.449138,0,-15.182801
wmcodec,2,chinese:SSB0005,2,2,38982,mean,1.000000,0,-48.337691
wmcodec,2,chinese:SSB0005,2,2,38982,tct,1.000000,0,-48.337691
wmcodec,2,chinese:SSB0005,2,2,39008,mean,1.322876,0,-40.398992
wmcodec,2,chinese:SSB0005,2,2,39008,tct,1.322876,0,-40.398992
wmcodec,2,chinese:SSB0005,2,2,36938,mean,1.414214,0,-46.703182
wmcodec,2,chinese:SSB0005,2,2,36938,tct,1.414214,0,-46.703182
wmcodec,2,chinese:SSB0005,2,2,35842,mean,1.414214,0,-41.578981
wmcodec,2,chinese:SSB0005,2,2,35842,tct,1.414214,0,-41.578981
wmcodec,2,chinese:SSB0005,2,2,35394,mean,1.414214,0,-37.196154
wmcodec,2,chinese:SSB0005,2,2,35394,tct,1.414214,0,-37.196154
wmcodec,2,chinese:SSB0005,2,2,35010,mean,1.414214,0,-42.164654
wmcodec,2,chinese:SSB0005,2,2,35010,tct,1.414214,0,-42.164654
wmcodec,2,chinese:SSB0005,2,2,14338,mean,1.414214,0,-54.266986
wmcodec,2,chinese:SSB0005,2,2,14338,tct,1.414214,0,-54.266986
wmcodec,2,chinese:SSB0005,2,2,39114,mean,1.414214,0,-39.509775
wmcodec,2,chinese:SSB0005,2,2,39114,tct,1.414214,0,-39.509775
wmcodec,2,chinese:SSB0005,2,2,40290,mean,1.414214,0,-33.707421
wmcodec,2,chinese:SSB0005,2,2,40290,tct,1.414214,0,-33.707421
wmcodec,2,chinese:SSB0005,2,2,4131,mean,1.658312,0,-50.184815
wmcodec,2,chinese:SSB0005,2,2,4131,tct,1.658312,0,-50.184815
wmcodec,2,chinese:SSB0009,0,3,8368,mean,1.000000,0,-48.444054
wmcodec,2,chinese:SSB0009,0,3,8368,tct,1.000000,0,-48.444054
wmcodec,2,chinese:SSB0009,0,3,62512,mean,1.000000,0,-44.209906
wmcodec,2,chinese:SSB0009,0,3,62512,tct,1.000000,0,-44.209906
wmcodec,2,chinese:SSB0009,0,3,40976,mean,1.290994,0,-27.934514
wmcodec,2,chinese:SSB0009,0,3,40976,tct,1.290994,0,-27.934514
wmcodec,2,chinese:SSB0009,0,3,43168,mean,1.414214,0,-31.715721
wmcodec,2,chinese:SSB0009,0,3,43168,tct,1.414214,0,-31.715721
wmcodec,2,chinese:SSB0009,0,3,60528,mean,1.414214,0,-47.099992
wmcodec,2,chinese:SSB0009,0,3,60528,tct,1.414214,0,-47.099992
wmcodec,2,chinese:SSB0009,0,3,59184,mean,1.414214,0,-40.513315
wmcodec,2,chinese:SSB0009,0,3,59184,tct,1.414214,0,-40.513315
wmcodec,2,chinese:SSB0009,0,3,43188,mean,1.414214,0,-50.277602
wmcodec,2,chinese:SSB0009,0,3,43188,tct,1.414214,0,-50.277602
wmcodec,2,chinese:SSB0009,0,3,41652,mean,1.414214,0,-62.179621
wmcodec,2,chinese:SSB0009,0,3,41652,tct,1.414214,0,-62.179621
wmcodec,2,chinese:SSB0009,0,3,60976,mean,1.414214,0,-36.221628
wmcodec,2,chinese:SSB0009,0,3,60976,tct,1.414214,0,-36.221628
wmcodec,2,chinese:SSB0009,0,3,41145,mean,1.414214,0,-49.157350
wmcodec,2,chinese:SSB0009,0,3,41145,tct,1.414214,0,-49.157350
wmcodec,2,chinese:SSB0009,1,4,54824,mean,1.247219,0,-20.469711
wmcodec,2,chinese:SSB0009,1,4,54824,tct,1.247219,0,-20.469711
wmcodec,2,chinese:SSB0009,1,4,50296,mean,1.247219,0,-32.116924
wmcodec,2,chinese:SSB0009,1,4,50296,tct,1.247219,0,-32.116924
wmcodec,2,chinese:SSB0009,1,4,47137,mean,1.374369,0,-32.709362
wmcodec,2,chinese:SSB0009,1,4,47137,tct,1.374369,0,-32.709362
wmcodec,2,chinese:SSB0009,1,4,33896,mean,1.374369,0,-13.595866
wmcodec,2,chinese:SSB0009,1,4,33896,tct,1.374369,0,-13.595866
wmcodec,2,chinese:SSB0009,1,4,50797,mean,1.374369,0,-13.105562
wmcodec,2,chinese:SSB0009,1,4,50797,tct,1.374369,0,-13.105562
wmcodec,2,chinese:SSB0009,1,4,63540,mean,1.374369,0,-20.026888
wmcodec,2,chinese:SSB0009,1,4,63540,tct,1.374369,0,-20.026888
wmcodec,2,chinese:SSB0009,1,4,63777,mean,1.374369,0,-22.235057
wmcodec,2,chinese:SSB0009,1,4,63777,tct,1.374369,0,-22.235057
wmcodec,2,chinese:SSB0009,1,4,59569,mean,1.374369,0,-39.285146
wmcodec,2,chinese:SSB0009,1,4,59569,tct,1.374369,0,-39.285146
wmcodec,2,chinese:SSB0009,1,4,58988,mean,1.374369,0,-22.890340
wmcodec,2,chinese:SSB0009,1,4,58988,tct,1.374369,0,-22.890340
wmcodec,2,chinese:SSB0009,1,4,58464,mean,1.414214,0,-32.881049
wmcodec,2,chinese:SSB0009,1,4,58464,tct,1.414214,0,-32.881049
wmcodec,2,chinese:SSB0009,2,5,51485,mean,1.247219,0,-47.538649
wmcodec,2,chinese:SSB0009,2,5,51485,tct,1.247219,0,-47.538649
wmcodec,2,chinese:SSB0009,2,5,53592,mean,1.247219,0,-49.381360
wmcodec,2,chinese:SSB0009,2,5,53592,tct,1.247219,0,-49.381360
wmcodec,2,chinese:SSB0009,2,5,59655,mean,1.374369,0,-44.611248
wmcodec,2,chinese:SSB0009,2,5,59655,tct,1.374369,0,-44.611248
wmcodec,2,chinese:SSB0009,2,5,51214,mean,1.374369,0,-33.668549
wmcodec,2,chinese:SSB0009,2,5,51214,tct,1.374369,0,-33.668549
wmcodec,2,chinese:SSB0009,2,5,45394,mean,1.374369,0,-52.040211
wmcodec,2,chinese:SSB0009,2,5,45394,tct,1.374369,0,-52.040211
wmcodec,2,chinese:SSB0009,2,5,38225,mean,1.374369,0,-61.698597
wmcodec,2,chinese:SSB0009,2,5,38225,tct,1.374369,0,-61.698597
wmcodec,2,chinese:SSB0009,2,5,37189,mean,1.414214,0,-43.276756
wmcodec,2,chinese:SSB0009,2,5,37189,tct,1.414214,0,-43.276756
wmcodec,2,chinese:SSB0009,2,5,37142,mean,1.414214,0,-66.823171
wmcodec,2,chinese:SSB0009,2,5,37142,tct,1.414214,0,-66.823171
wmcodec,2,chinese:SSB0009,2,5,55616,mean,1.414214,0,-56.241543
wmcodec,2,chinese:SSB0009,2,5,55616,tct,1.414214,0,-56.241543
wmcodec,2,chinese:SSB0009,2,5,51525,mean,1.414214,0,-41.212392
wmcodec,2,chinese:SSB0009,2,5,51525,tct,1.414214,0,-41.212392
wmcodec,2,chinese:SSB0011,0,6,25271,mean,1.000000,0,-41.691636
wmcodec,2,chinese:SSB0011,0,6,25271,tct,1.000000,0,-41.691636
wmcodec,2,chinese:SSB0011,0,6,37946,mean,1.000000,0,-35.787524
wmcodec,2,chinese:SSB0011,0,6,37946,tct,1.000000,0,-35.787524
wmcodec,2,chinese:SSB0011,0,6,13371,mean,1.224745,0,-40.212019
wmcodec,2,chinese:SSB0011,0,6,13371,tct,1.224745,0,-40.212019
wmcodec,2,chinese:SSB0011,0,6,45112,mean,1.369306,0,-60.265747
wmcodec,2,chinese:SSB0011,0,6,45112,tct,1.369306,0,-60.265747
wmcodec,2,chinese:SSB0011,0,6,25143,mean,1.369306,0,-46.596974
wmcodec,2,chinese:SSB0011,0,6,25143,tct,1.369306,0,-46.596974
wmcodec,2,chinese:SSB0011,0,6,46262,mean,1.369306,0,-43.995005
wmcodec,2,chinese:SSB0011,0,6,46262,tct,1.369306,0,-43.995005
wmcodec,2,chinese:SSB0011,0,6,58426,mean,1.369306,0,-40.119122
wmcodec,2,chinese:SSB0011,0,6,58426,tct,1.369306,0,-40.119122
wmcodec,2,chinese:SSB0011,0,6,29878,mean,1.369306,0,-43.260639
wmcodec,2,chinese:SSB0011,0,6,29878,tct,1.369306,0,-43.260639
wmcodec,2,chinese:SSB0011,0,6,13883,mean,1.369306,0,-55.166362
wmcodec,2,chinese:SSB0011,0,6,13883,tct,1.369306,0,-55.166362
wmcodec,2,chinese:SSB0011,0,6,28735,mean,1.369306,0,-68.269493
wmcodec,2,chinese:SSB0011,0,6,28735,tct,1.369306,0,-68.269493
wmcodec,2,chinese:SSB0011,1,7,30085,mean,1.224745,0,-28.606114
wmcodec,2,chinese:SSB0011,1,7,30085,tct,1.224745,0,-28.606114
wmcodec,2,chinese:SSB0011,1,7,42756,mean,1.369306,0,-39.198397
wmcodec,2,chinese:SSB0011,1,7,42756,tct,1.369306,0,-39.198397
wmcodec,2,chinese:SSB0011,1,7,14229,mean,1.369306,0,-55.813855
wmcodec,2,chinese:SSB0011,1,7,14229,tct,1.369306,0,-55.813855
