model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
audioseal,8,chinese:SSB0005,0,0,single_copy,0,0.9999,-4.3588,0.9283,4.6439,1.0000,147.63,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,mean,1,1.0000,-7.7769,-3.5035,4.5955,0.9992,36.74,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,rp,1,1.0000,-8.9466,-3.3371,4.5600,0.9987,33.59,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,random_dirichlet,1,1.0000,-7.7021,-2.1406,4.5801,0.9990,34.85,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,eep,1,0.9999,-7.5533,-1.4208,4.5840,0.9990,34.32,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,fwp,1,1.0000,-7.9335,-2.8557,4.5631,0.9987,33.86,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,dm,1,1.0000,-9.2348,-3.6967,4.5810,0.9990,35.57,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,tct,1,1.0000,-8.2727,-3.4782,4.5940,0.9992,36.42,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,0,0,payload_farthest,1,1.0000,-10.1220,-3.7187,4.5968,0.9995,38.15,0.5921,-0.9563,-3.4782,-3.4782
audioseal,8,chinese:SSB0005,1,1,single_copy,0,0.9998,-4.5512,0.8774,4.6439,1.0000,147.62,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,mean,1,1.0000,-9.2924,-3.2651,4.6048,0.9994,36.39,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,rp,1,0.9998,-7.3188,-2.1640,4.5905,0.9992,35.41,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,random_dirichlet,1,1.0000,-5.4220,-0.5501,4.5928,0.9992,34.95,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,eep,1,0.9999,-7.6777,-1.8496,4.6204,0.9997,38.74,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,fwp,1,1.0000,-8.4211,-1.7770,4.5931,0.9992,33.36,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,dm,1,1.0000,-9.3042,-2.8641,4.6002,0.9993,35.31,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,tct,1,0.9996,-6.8119,-1.7981,4.5846,0.9993,35.41,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,1,1,payload_farthest,1,1.0000,-8.8828,-4.0523,4.5838,0.9990,33.49,0.5327,-0.8737,-1.7981,-1.7982
audioseal,8,chinese:SSB0005,2,2,single_copy,0,1.0000,-4.3166,0.8361,4.6439,1.0000,147.63,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,mean,1,1.0000,-8.3162,-2.2104,4.6052,0.9995,37.22,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,rp,1,1.0000,-6.8777,-0.9867,4.5951,0.9992,35.17,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,random_dirichlet,1,1.0000,-6.7091,-1.5068,4.6174,0.9997,38.22,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,eep,1,1.0000,-7.8946,-1.9403,4.5805,0.9990,34.25,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,fwp,1,1.0000,-7.7738,-1.4130,4.6109,0.9995,36.06,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,dm,1,1.0000,-8.3574,-2.7902,4.6102,0.9996,36.94,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,tct,1,1.0000,-9.5149,-4.0847,4.5989,0.9995,36.67,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0005,2,2,payload_farthest,1,1.0000,-7.6462,-1.0187,4.6086,0.9996,37.94,0.5010,-0.8276,-4.0847,-4.0846
audioseal,8,chinese:SSB0009,0,3,single_copy,0,1.0000,-4.5439,0.8605,4.6439,1.0000,145.15,0.7157,-0.1209,0.1003,0.1005
audioseal,8,chinese:SSB0009,0,3,mean,1,1.0000,-8.3646,-2.8898,4.5950,0.9996,33.00,0.7157,-0.1209,0.1003,0.1005
audioseal,8,chinese:SSB0009,0,3,rp,1,1.0000,-5.2003,-0.3605,4.5495,0.9992,30.29,0.7157,-0.1209,0.1003,0.1005
audioseal,8,chinese:SSB0009,0,3,random_dirichlet,1,1.0000,-7.2288,-2.3771,4.5836,0.9995,31.79,0.7157,-0.1209,0.1003,0.1005
audioseal,8,chinese:SSB0009,0,3,eep,1,0.9999,-6.3415,-0.5942,4.5695,0.9994,31.95,0.7157,-0.1209,0.1003,0.1005
audioseal,8,chinese:SSB0009,0,3,fwp,1,1.0000,-9.3152,-4.6341,4.5540,0.9993,31.57,0.7157,-0.1209,0.1003,0.1005
