model,K,spk,local_t,gi,target,method,d_hull,target_hit,target_margin
wmcodec,5,chinese:SSB0005,0,0,63605,mean,0.859727,0,-38.058643
wmcodec,5,chinese:SSB0005,0,0,63605,tct,0.859727,0,-8.413593
wmcodec,5,chinese:SSB0005,0,0,38789,mean,0.912871,0,-25.313400
wmcodec,5,chinese:SSB0005,0,0,38789,tct,0.912871,0,-18.005038
wmcodec,5,chinese:SSB0005,0,0,47819,mean,0.919866,0,-55.415903
wmcodec,5,chinese:SSB0005,0,0,47819,tct,0.919866,0,-27.473111
wmcodec,5,chinese:SSB0005,0,0,38885,mean,0.925820,0,-17.107204
wmcodec,5,chinese:SSB0005,0,0,38885,tct,0.925820,1,1.787422
wmcodec,5,chinese:SSB0005,0,0,38727,mean,1.154701,0,-28.782703
wmcodec,5,chinese:SSB0005,0,0,38727,tct,1.154701,0,-31.390482
wmcodec,5,chinese:SSB0005,0,0,62325,mean,1.176697,0,-34.105797
wmcodec,5,chinese:SSB0005,0,0,62325,tct,1.176697,0,-22.653659
wmcodec,5,chinese:SSB0005,0,0,38629,mean,1.195229,0,-35.957515
wmcodec,5,chinese:SSB0005,0,0,38629,tct,1.195229,0,-32.434233
wmcodec,5,chinese:SSB0005,0,0,33735,mean,1.206864,0,-57.456130
wmcodec,5,chinese:SSB0005,0,0,33735,tct,1.206864,0,-45.555920
wmcodec,5,chinese:SSB0005,0,0,63607,mean,1.214496,0,-48.632509
wmcodec,5,chinese:SSB0005,0,0,63607,tct,1.214496,0,-16.297875
wmcodec,5,chinese:SSB0005,0,0,38599,mean,1.219500,0,-59.924009
wmcodec,5,chinese:SSB0005,0,0,38599,tct,1.219500,0,-59.223561
wmcodec,5,chinese:SSB0005,1,1,27987,mean,0.881917,0,-46.467066
wmcodec,5,chinese:SSB0005,1,1,27987,tct,0.881917,0,-23.516839
wmcodec,5,chinese:SSB0005,1,1,14993,mean,0.939336,0,-48.144755
wmcodec,5,chinese:SSB0005,1,1,14993,tct,0.939336,0,-13.624814
wmcodec,5,chinese:SSB0005,1,1,47760,mean,0.945905,0,-34.272910
wmcodec,5,chinese:SSB0005,1,1,47760,tct,0.945905,0,-14.297755
wmcodec,5,chinese:SSB0005,1,1,32114,mean,1.118034,0,-35.514540
wmcodec,5,chinese:SSB0005,1,1,32114,tct,1.118034,0,-20.647549
wmcodec,5,chinese:SSB0005,1,1,23930,mean,1.118034,0,-34.365652
wmcodec,5,chinese:SSB0005,1,1,23930,tct,1.118034,0,-22.155426
wmcodec,5,chinese:SSB0005,1,1,17746,mean,1.145644,0,-47.271462
wmcodec,5,chinese:SSB0005,1,1,17746,tct,1.145644,0,-34.242914
wmcodec,5,chinese:SSB0005,1,1,15672,mean,1.154701,0,-40.438776
wmcodec,5,chinese:SSB0005,1,1,15672,tct,1.154701,0,-44.669006
wmcodec,5,chinese:SSB0005,1,1,60713,mean,1.194121,0,-39.616728
wmcodec,5,chinese:SSB0005,1,1,60713,tct,1.194121,0,-50.475073
wmcodec,5,chinese:SSB0005,1,1,23931,mean,1.206045,0,-19.535918
wmcodec,5,chinese:SSB0005,1,1,23931,tct,1.206045,0,-22.445376
wmcodec,5,chinese:SSB0005,1,1,16017,mean,1.236694,0,-54.175317
wmcodec,5,chinese:SSB0005,1,1,16017,tct,1.236694,0,-19.661791
wmcodec,5,chinese:SSB0005,2,2,60561,mean,0.869757,0,-33.728200
wmcodec,5,chinese:SSB0005,2,2,60561,tct,0.869757,0,-17.428471
wmcodec,5,chinese:SSB0005,2,2,44163,mean,1.064726,0,-27.421174
wmcodec,5,chinese:SSB0005,2,2,44163,tct,1.064726,0,-44.290468
wmcodec,5,chinese:SSB0005,2,2,64664,mean,1.123687,0,-31.749757
wmcodec,5,chinese:SSB0005,2,2,64664,tct,1.123687,0,-20.060601
wmcodec,5,chinese:SSB0005,2,2,42881,mean,1.129822,0,-33.683242
wmcodec,5,chinese:SSB0005,2,2,42881,tct,1.129822,0,-51.689298
wmcodec,5,chinese:SSB0005,2,2,41379,mean,1.185013,0,-38.652786
wmcodec,5,chinese:SSB0005,2,2,41379,tct,1.185013,0,-40.133248
wmcodec,5,chinese:SSB0005,2,2,36753,mean,1.193734,0,-30.924779
wmcodec,5,chinese:SSB0005,2,2,36753,tct,1.193734,0,-38.656123
wmcodec,5,chinese:SSB0005,2,2,64665,mean,1.209717,0,-37.163705
wmcodec,5,chinese:SSB0005,2,2,64665,tct,1.209717,0,-40.879945
wmcodec,5,chinese:SSB0005,2,2,58547,mean,1.214900,0,-34.696625
wmcodec,5,chinese:SSB0005,2,2,58547,tct,1.214900,0,-37.273085
wmcodec,5,chinese:SSB0005,2,2,41675,mean,1.221501,0,-24.173494
wmcodec,5,chinese:SSB0005,2,2,41675,tct,1.221501,0,-29.989226
wmcodec,5,chinese:SSB0005,2,2,55472,mean,1.246046,0,-39.629750
wmcodec,5,chinese:SSB0005,2,2,55472,tct,1.246046,0,-17.120310
wmcodec,5,chinese:SSB0009,0,3,28035,mean,0.920575,0,-63.627327
wmcodec,5,chinese:SSB0009,0,3,28035,tct,0.920575,0,-16.887665
wmcodec,5,chinese:SSB0009,0,3,11902,mean,0.926906,0,-31.228853
