model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
audioseal,5,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,5,5,0,mean,1,1,1,13,0.8125,0.180000,4.5878,0.9992,35.72
audioseal,5,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,5,5,1,mean,1,1,1,14,0.8750,0.140000,4.5960,0.9994,32.47
audioseal,5,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,5,5,2,mean,1,1,1,13,0.8125,0.160000,4.5923,0.9993,33.75
audioseal,5,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,5,5,3,mean,1,1,1,13,0.8125,0.120000,4.5860,0.9996,34.18
audioseal,5,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,5,5,4,mean,1,1,1,12,0.7500,0.260000,4.5986,0.9995,33.19
audioseal,5,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,5,5,5,mean,1,1,1,14,0.8750,0.220000,4.5883,0.9996,34.69
audioseal,5,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,5,5,6,mean,1,1,1,14,0.8750,0.220000,4.5812,0.9993,36.31
audioseal,5,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,5,5,7,mean,1,1,1,11,0.6875,0.180000,4.5655,0.9989,34.43
audioseal,5,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,5,5,8,mean,1,1,1,13,0.8125,0.260000,4.5745,0.9990,32.70
audioseal,5,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,5,5,9,mean,1,1,1,14,0.8750,0.280000,4.5913,0.9993,31.66
audioseal,5,chinese:SSB0012,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,5,5,10,mean,1,1,1,13,0.8125,0.200000,4.6053,0.9998,35.44
audioseal,5,chinese:SSB0012,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,5,5,11,mean,1,1,1,11,0.6875,0.160000,4.5967,0.9998,33.21
audioseal,5,chinese:SSB0016,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,5,5,12,mean,1,1,1,14,0.8750,0.220000,4.5480,0.9986,32.04
audioseal,5,chinese:SSB0016,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,5,5,13,mean,1,1,1,10,0.6250,0.080000,4.5267,0.9987,30.57
audioseal,5,chinese:SSB0016,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,5,5,14,mean,1,1,1,13,0.8125,0.160000,4.5401,0.9974,33.04
audioseal,5,chinese:SSB0018,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,5,5,15,mean,1,1,1,13,0.8125,0.200000,4.5900,0.9996,34.73
audioseal,5,chinese:SSB0018,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,5,5,16,mean,1,1,1,12,0.7500,0.100000,4.5712,0.9994,33.46
