model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
audioseal,2,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,2,2,0,mean,1,1,1,12,0.7500,0.375000,4.6157,0.9997,39.08
audioseal,2,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,2,2,1,mean,1,1,1,11,0.6875,0.375000,4.5997,0.9995,33.49
audioseal,2,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,2,2,2,mean,1,0,0,15,0.9375,0.750000,4.6200,0.9997,36.91
audioseal,2,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,2,2,3,mean,1,1,0,15,0.9375,0.812500,4.6324,0.9999,41.99
audioseal,2,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,2,2,4,mean,1,1,1,15,0.9375,0.437500,4.6116,0.9998,37.17
audioseal,2,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,2,2,5,mean,1,1,1,12,0.7500,0.500000,4.6175,0.9999,38.14
audioseal,2,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,2,2,6,mean,1,1,1,12,0.7500,0.500000,4.5913,0.9993,33.83
audioseal,2,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,2,2,7,mean,1,1,1,11,0.6875,0.375000,4.5627,0.9989,32.96
audioseal,2,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,2,2,8,mean,1,1,1,12,0.7500,0.437500,4.5891,0.9991,36.26
audioseal,2,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,2,2,9,mean,1,1,1,12,0.7500,0.500000,4.5908,0.9996,33.51
audioseal,2,chinese:SSB0012,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,2,2,10,mean,1,1,1,12,0.7500,0.437500,4.6086,0.9998,37.52
audioseal,2,chinese:SSB0012,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,2,2,11,mean,1,1,1,14,0.8750,0.687500,4.6172,0.9999,36.50
audioseal,2,chinese:SSB0016,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,2,2,12,mean,0,0,0,16,1.0000,0.687500,4.6072,0.9994,36.18
audioseal,2,chinese:SSB0016,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,2,2,13,mean,1,1,1,13,0.8125,0.437500,4.5780,0.9994,32.63
audioseal,2,chinese:SSB0016,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,2,2,14,mean,0,0,0,16,1.0000,0.812500,4.5862,0.9988,37.38
audioseal,2,chinese:SSB0018,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,2,2,15,mean,1,1,1,13,0.8125,0.375000,4.5818,0.9996,34.66
audioseal,2,chinese:SSB0018,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,2,2,16,mean,1,1,1,13,0.8125,0.312500,4.5860,0.9995,35.78
audioseal,2,chinese:SSB0018,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,2,2,17,mean,1,1,1,13,0.8125,0.625000,4.5992,0.9997,36.83
audioseal,2,chinese:SSB0033,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,2,2,18,mean,1,1,1,12,0.7500,0.375000,4.6037,0.9996,40.81
audioseal,2,chinese:SSB0033,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,2,2,19,mean,1,1,1,13,0.8125,0.500000,4.6029,0.9997,41.72
audioseal,2,chinese:SSB0033,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,2,2,20,mean,1,1,1,12,0.7500,0.437500,4.5975,0.9997,39.35
