model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
voicemark,5,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,5,6,0,mean,1,1,1,13,0.8125,0.160000,3.8725,0.9711,16.70
voicemark,5,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,5,6,1,mean,1,1,1,11,0.6875,0.080000,4.3074,0.9830,14.70
voicemark,5,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,5,7,2,mean,1,1,1,11,0.6875,0.180000,4.3588,0.9770,13.20
voicemark,5,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,5,6,3,mean,1,1,1,10,0.6250,0.140000,3.8374,0.9636,13.24
voicemark,5,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,5,5,4,mean,1,1,1,8,0.5000,0.260000,4.0296,0.9634,13.13
voicemark,5,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,5,6,5,mean,1,1,1,12,0.7500,0.160000,4.1893,0.9771,11.98
voicemark,5,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,5,5,6,mean,1,1,1,15,0.9375,0.220000,4.3882,0.9803,19.77
voicemark,5,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,5,5,7,mean,1,1,1,12,0.7500,0.180000,4.0910,0.9578,12.82
voicemark,5,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,5,5,8,mean,1,1,1,13,0.8125,0.260000,4.2840,0.9730,17.02
voicemark,5,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,5,8,9,mean,1,1,1,10,0.6250,0.160000,4.1306,0.9665,13.46
voicemark,5,chinese:SSB0012,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,5,5,10,mean,1,1,1,13,0.8125,0.200000,4.1661,0.9637,13.31
