model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
wavmark,3,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,3,3,0,mean,1,1,1,14,0.8750,0.222222,4.5832,0.9967,45.80
wavmark,3,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,3,3,1,mean,1,1,0,15,0.9375,0.333333,4.5969,0.9988,45.90
wavmark,3,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,3,3,2,mean,1,1,1,13,0.8125,0.388889,4.5911,0.9984,44.45
wavmark,3,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,3,3,3,mean,1,1,1,14,0.8750,0.611111,4.5973,0.9999,45.07
wavmark,3,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,3,3,4,mean,1,1,1,13,0.8125,0.333333,4.5897,0.9999,44.03
wavmark,3,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,3,3,5,mean,1,1,1,13,0.8125,0.111111,4.6007,0.9998,42.19
wavmark,3,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,3,3,6,mean,1,1,1,14,0.8750,0.388889,4.5331,0.9996,44.62
wavmark,3,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,3,3,7,mean,1,1,1,14,0.8750,0.444444,4.4698,0.9993,42.22
wavmark,3,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,3,3,8,mean,1,1,1,13,0.8125,0.111111,4.4876,0.9994,42.37
wavmark,3,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,3,3,9,mean,1,1,1,13,0.8125,0.388889,4.4850,0.9998,43.14
wavmark,3,chinese:SSB0012,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,3,3,10,mean,1,1,1,14,0.8750,0.333333,4.6048,0.9999,43.10
wavmark,3,chinese:SSB0012,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,3,3,11,mean,1,1,1,11,0.6875,0.222222,4.5655,0.9999,43.81
wavmark,3,chinese:SSB0016,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,3,3,12,mean,1,1,1,14,0.8750,0.500000,4.4443,0.9984,39.23
wavmark,3,chinese:SSB0016,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,3,3,13,mean,1,1,0,15,0.9375,0.444444,4.4883,0.9987,39.58
wavmark,3,chinese:SSB0016,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,3,3,14,mean,1,1,1,13,0.8125,0.333333,4.4684,0.9967,39.63
wavmark,3,chinese:SSB0018,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,3,3,15,mean,1,1,1,14,0.8750,0.277778,4.5598,0.9995,45.68
wavmark,3,chinese:SSB0018,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,3,3,16,mean,1,1,1,14,0.8750,0.500000,4.5849,0.9998,45.18
wavmark,3,chinese:SSB0018,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,3,3,17,mean,1,1,1,13,0.8125,0.444444,4.5656,0.9997,44.36
wavmark,3,chinese:SSB0033,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,3,3,18,mean,1,1,1,13,0.8125,0.166667,4.4776,0.9997,44.40
wavmark,3,chinese:SSB0033,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,3,3,19,mean,1,1,1,15,0.9375,0.611111,4.5817,0.9986,48.70
wavmark,3,chinese:SSB0033,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,3,3,20,mean,1,1,1,14,0.8750,0.444444,4.4926,0.9992,45.14
wavmark,3,chinese:SSB0038,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,3,3,21,mean,1,1,1,13,0.8125,0.333333,4.5427,0.9998,43.29
wavmark,3,chinese:SSB0038,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_02.wav,3,3,22,mean,1,1,1,13,0.8125,0.222222,4.5434,0.9999,43.84
wavmark,3,chinese:SSB0038,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_03.wav,3,3,23,mean,1,1,1,13,0.8125,0.222222,4.5448,0.9999,43.02
wavmark,3,chinese:SSB0043,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_01.wav,3,3,24,mean,1,1,1,15,0.9375,0.388889,4.5480,0.9991,43.60
wavmark,3,chinese:SSB0043,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_02.wav,3,3,25,mean,1,1,1,13,0.8125,0.333333,4.5381,0.9991,43.11
wavmark,3,chinese:SSB0043,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_03.wav,3,3,26,mean,1,1,1,13,0.8125,0.222222,4.5520,0.9990,43.23
