model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
timbrewm,2,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,2,2,0,mean,1,1,1,7,0.7000,0.400000,4.4966,0.9967,34.63
timbrewm,2,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,2,2,1,mean,1,1,1,8,0.8000,0.300000,4.4429,0.9974,32.90
timbrewm,2,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,2,2,2,mean,0,0,0,10,1.0000,0.700000,4.5798,0.9973,34.63
timbrewm,2,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,2,2,3,mean,1,0,0,9,0.9000,0.700000,4.6040,0.9988,33.49
timbrewm,2,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,2,2,4,mean,1,1,1,7,0.7000,0.400000,4.6098,0.9992,33.25
timbrewm,2,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,2,2,5,mean,1,0,0,9,0.9000,0.600000,4.5149,0.9991,33.47
timbrewm,2,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,2,2,6,mean,1,1,1,9,0.9000,0.500000,4.5585,0.9970,32.47
timbrewm,2,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,2,2,7,mean,1,1,1,7,0.7000,0.400000,4.4474,0.9970,32.03
timbrewm,2,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,2,2,8,mean,1,1,1,7,0.7000,0.300000,4.5715,0.9963,32.07
timbrewm,2,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,2,2,9,mean,1,1,1,8,0.8000,0.500000,4.5612,0.9978,33.50
timbrewm,2,chinese:SSB0012,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,2,2,10,mean,1,1,1,8,0.8000,0.400000,4.5171,0.9979,30.71
timbrewm,2,chinese:SSB0012,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,2,2,11,mean,1,1,0,9,0.9000,0.700000,4.5947,0.9989,34.38
timbrewm,2,chinese:SSB0016,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,2,2,12,mean,1,0,0,9,0.9000,0.600000,4.6128,0.9980,32.02
timbrewm,2,chinese:SSB0016,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,2,2,13,mean,1,1,0,8,0.8000,0.600000,4.5749,0.9977,29.01
timbrewm,2,chinese:SSB0016,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,2,2,14,mean,0,0,0,10,1.0000,0.800000,4.5792,0.9988,34.87
timbrewm,2,chinese:SSB0018,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,2,2,15,mean,1,1,1,8,0.8000,0.500000,4.5766,0.9981,36.82
timbrewm,2,chinese:SSB0018,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,2,2,16,mean,1,1,1,7,0.7000,0.300000,4.5384,0.9975,33.42
timbrewm,2,chinese:SSB0018,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,2,2,17,mean,1,0,0,9,0.9000,0.800000,4.5944,0.9991,38.44
timbrewm,2,chinese:SSB0033,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,2,2,18,mean,1,1,1,8,0.8000,0.500000,4.5400,0.9987,37.28
timbrewm,2,chinese:SSB0033,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,2,2,19,mean,1,1,1,8,0.8000,0.500000,4.5652,0.9981,38.48
timbrewm,2,chinese:SSB0033,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,2,2,20,mean,1,1,1,9,0.9000,0.400000,4.5730,0.9974,37.16
timbrewm,2,chinese:SSB0038,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,2,2,21,mean,1,1,1,8,0.8000,0.400000,4.5558,0.9971,33.04
timbrewm,2,chinese:SSB0038,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_02.wav,2,2,22,mean,1,1,1,8,0.8000,0.300000,4.5768,0.9975,32.43
timbrewm,2,chinese:SSB0038,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_03.wav,2,2,23,mean,1,1,1,8,0.8000,0.600000,4.5907,0.9976,32.43
timbrewm,2,chinese:SSB0043,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_01.wav,2,2,24,mean,1,1,0,8,0.8000,0.500000,4.5721,0.9975,33.58
timbrewm,2,chinese:SSB0043,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_02.wav,2,2,25,mean,1,1,1,9,0.9000,0.400000,4.5443,0.9950,30.46
timbrewm,2,chinese:SSB0043,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_03.wav,2,2,26,mean,1,1,1,8,0.8000,0.200000,4.3699,0.9955,32.36
timbrewm,2,chinese:SSB0057,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_01.wav,2,2,27,mean,1,1,1,9,0.9000,0.400000,4.5959,0.9983,36.34
timbrewm,2,chinese:SSB0057,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,2,2,28,mean,0,0,0,10,1.0000,0.600000,4.6120,0.9996,40.00
timbrewm,2,chinese:SSB0057,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,2,2,29,mean,1,0,0,9,0.9000,0.800000,4.6212,0.9996,40.43
timbrewm,2,chinese:SSB0073,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,2,2,30,mean,0,0,0,10,1.0000,0.600000,4.6017,0.9990,35.52
timbrewm,2,chinese:SSB0073,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,2,2,31,mean,1,0,0,9,0.9000,0.800000,4.6225,0.9992,37.40
timbrewm,2,chinese:SSB0073,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,2,2,32,mean,1,1,1,8,0.8000,0.400000,4.5460,0.9988,34.52
timbrewm,2,chinese:SSB0080,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,2,2,33,mean,0,0,0,10,1.0000,0.500000,4.5316,0.9970,32.14
timbrewm,2,chinese:SSB0080,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,2,2,34,mean,1,1,1,7,0.7000,0.400000,4.5005,0.9957,32.05
timbrewm,2,chinese:SSB0080,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,2,2,35,mean,1,1,1,8,0.8000,0.500000,4.5082,0.9976,33.45
timbrewm,2,chinese:SSB0112,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,2,2,36,mean,0,0,0,10,1.0000,0.800000,4.6229,0.9990,32.79
timbrewm,2,chinese:SSB0112,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,2,2,37,mean,1,1,1,8,0.8000,0.500000,4.5039,0.9973,28.31
timbrewm,2,chinese:SSB0112,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_03.wav,2,2,38,mean,1,1,0,9,0.9000,0.700000,4.5779,0.9980,30.87
timbrewm,2,chinese:SSB0122,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_01.wav,2,2,39,mean,1,1,1,8,0.8000,0.500000,4.6037,0.9985,34.09
timbrewm,2,chinese:SSB0122,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_02.wav,2,2,40,mean,0,0,0,10,1.0000,0.700000,4.4888,0.9988,36.00
timbrewm,2,chinese:SSB0122,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_03.wav,2,2,41,mean,1,1,1,8,0.8000,0.400000,4.5768,0.9986,33.92
timbrewm,2,chinese:SSB0133,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_01.wav,2,2,42,mean,1,1,1,9,0.9000,0.500000,4.6157,0.9978,32.96
timbrewm,2,chinese:SSB0133,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_02.wav,2,2,43,mean,1,1,1,7,0.7000,0.300000,4.4961,0.9971,31.64
timbrewm,2,chinese:SSB0133,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_03.wav,2,2,44,mean,1,1,0,9,0.9000,0.600000,4.5279,0.9986,34.40
timbrewm,2,chinese:SSB0139,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_01.wav,2,2,45,mean,1,1,0,9,0.9000,0.400000,4.4555,0.9988,34.61
timbrewm,2,chinese:SSB0139,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_02.wav,2,2,46,mean,1,1,0,9,0.9000,0.600000,4.6138,0.9994,37.01
timbrewm,2,chinese:SSB0139,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_03.wav,2,2,47,mean,1,1,1,8,0.8000,0.600000,4.5679,0.9992,36.58
timbrewm,2,chinese:SSB0145,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_01.wav,2,2,48,mean,1,1,1,8,0.8000,0.500000,4.5830,0.9986,32.73
timbrewm,2,chinese:SSB0145,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_02.wav,2,2,49,mean,1,0,0,9,0.9000,0.600000,4.6195,0.9993,35.85
timbrewm,2,chinese:SSB0145,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_03.wav,2,2,50,mean,1,1,1,8,0.8000,0.400000,4.5268,0.9990,32.63
timbrewm,2,chinese:SSB0149,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_01.wav,2,2,51,mean,1,1,1,8,0.8000,0.400000,4.5113,0.9985,34.20
timbrewm,2,chinese:SSB0149,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_02.wav,2,2,52,mean,1,1,1,7,0.7000,0.300000,4.5464,0.9981,32.87
timbrewm,2,chinese:SSB0149,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_03.wav,2,2,53,mean,1,1,0,9,0.9000,0.500000,4.5881,0.9984,34.81
timbrewm,2,chinese:SSB0193,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_01.wav,2,2,54,mean,1,0,0,9,0.9000,0.800000,4.5658,0.9989,34.10
timbrewm,2,chinese:SSB0193,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_02.wav,2,2,55,mean,0,0,0,10,1.0000,0.300000,4.5275,0.9960,28.66
timbrewm,2,chinese:SSB0193,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_03.wav,2,2,56,mean,1,1,1,7,0.7000,0.400000,4.5188,0.9975,31.54
timbrewm,2,chinese:SSB0197,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_01.wav,2,2,57,mean,1,1,1,7,0.7000,0.300000,4.4512,0.9952,26.25
timbrewm,2,chinese:SSB0197,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_02.wav,2,2,58,mean,0,0,0,10,1.0000,0.700000,4.5990,0.9973,31.65
timbrewm,2,chinese:SSB0197,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_03.wav,2,2,59,mean,1,1,1,7,0.7000,0.100000,4.3948,0.9939,26.39
timbrewm,2,chinese:SSB0200,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_01.wav,2,2,60,mean,1,1,1,8,0.8000,0.400000,4.4740,0.9977,29.49
timbrewm,2,chinese:SSB0200,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_02.wav,2,2,61,mean,1,1,1,8,0.8000,0.600000,4.5761,0.9979,29.57
