model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
wmcodec,5,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,5,8,0,mean,1,1,1,11,0.6875,0.200000,4.4116,0.9880,18.58
wmcodec,5,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,5,12,1,mean,1,1,1,10,0.6250,0.280000,4.3060,0.9831,15.37
wmcodec,5,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,5,10,2,mean,1,1,1,12,0.7500,0.260000,4.4014,0.9824,15.38
wmcodec,5,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,5,13,3,mean,1,1,1,9,0.5625,0.180000,4.3439,0.9855,13.85
wmcodec,5,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,5,10,4,mean,1,1,1,10,0.6250,0.260000,4.2565,0.9853,13.00
wmcodec,5,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,5,9,5,mean,1,1,1,13,0.8125,0.300000,4.1530,0.9827,12.59
wmcodec,5,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,5,10,6,mean,1,1,1,11,0.6875,0.380000,4.2316,0.9833,16.30
wmcodec,5,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,5,9,7,mean,1,1,1,11,0.6875,0.220000,3.8905,0.9824,15.46
wmcodec,5,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,5,10,8,mean,1,1,1,9,0.5625,0.300000,4.2854,0.9823,16.02
wmcodec,5,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,5,10,9,mean,1,1,1,10,0.6250,0.280000,4.2427,0.9813,13.41
