model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
voicemark,2,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,2,2,0,mean,1,1,0,15,0.9375,0.375000,4.4692,0.9836,19.35
voicemark,2,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,2,2,1,mean,1,1,1,11,0.6875,0.375000,4.3835,0.9889,17.64
voicemark,2,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,2,2,2,mean,1,1,0,13,0.8125,0.750000,4.1278,0.9852,17.08
voicemark,2,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,2,2,3,mean,1,0,0,12,0.7500,0.812500,4.4169,0.9887,14.65
voicemark,2,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,2,3,4,mean,1,1,1,11,0.6875,0.437500,4.3965,0.9860,15.41
voicemark,2,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,2,2,5,mean,1,1,1,12,0.7500,0.500000,4.1611,0.9762,12.90
voicemark,2,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,2,2,6,mean,1,1,1,10,0.6250,0.500000,3.9627,0.9715,18.84
voicemark,2,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,2,2,7,mean,1,1,1,10,0.6250,0.375000,4.1060,0.9671,14.73
voicemark,2,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,2,2,8,mean,1,1,1,13,0.8125,0.437500,4.0884,0.9784,14.94
voicemark,2,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,2,3,9,mean,0,0,0,16,1.0000,0.375000,4.3415,0.9760,17.62
voicemark,2,chinese:SSB0012,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,2,2,10,mean,1,1,1,8,0.5000,0.437500,3.8251,0.9722,14.79
voicemark,2,chinese:SSB0012,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,2,2,11,mean,1,1,1,13,0.8125,0.687500,4.3517,0.9851,12.86
voicemark,2,chinese:SSB0016,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,2,2,12,mean,1,0,0,14,0.8750,0.687500,4.5330,0.9911,24.07
voicemark,2,chinese:SSB0016,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,2,2,13,mean,1,1,0,13,0.8125,0.437500,3.6111,0.9786,16.77
voicemark,2,chinese:SSB0016,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,2,2,14,mean,1,1,1,15,0.9375,0.812500,4.4198,0.9806,20.92
voicemark,2,chinese:SSB0018,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,2,2,15,mean,1,1,1,11,0.6875,0.375000,3.9861,0.9729,15.10
voicemark,2,chinese:SSB0018,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,2,2,16,mean,1,1,1,12,0.7500,0.312500,4.4218,0.9848,18.99
voicemark,2,chinese:SSB0018,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,2,2,17,mean,1,1,1,14,0.8750,0.625000,4.4832,0.9860,22.34
voicemark,2,chinese:SSB0033,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,2,2,18,mean,1,1,1,11,0.6875,0.375000,4.0539,0.9752,21.26
voicemark,2,chinese:SSB0033,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,2,2,19,mean,1,1,1,10,0.6250,0.500000,4.1669,0.9840,20.44
voicemark,2,chinese:SSB0033,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,2,2,20,mean,1,1,1,15,0.9375,0.437500,4.2941,0.9889,20.61
voicemark,2,chinese:SSB0038,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,2,2,21,mean,1,1,1,11,0.6875,0.375000,4.2921,0.9769,17.92
voicemark,2,chinese:SSB0038,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_02.wav,2,2,22,mean,1,1,1,13,0.8125,0.375000,4.4086,0.9805,17.52
voicemark,2,chinese:SSB0038,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_03.wav,2,2,23,mean,1,1,0,13,0.8125,0.562500,4.4199,0.9814,19.15
voicemark,2,chinese:SSB0043,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_01.wav,2,2,24,mean,1,1,1,11,0.6875,0.562500,4.0981,0.9553,15.95
voicemark,2,chinese:SSB0043,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_02.wav,2,2,25,mean,1,1,1,14,0.8750,0.437500,4.3354,0.9733,19.34
voicemark,2,chinese:SSB0043,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_03.wav,2,2,26,mean,1,1,1,9,0.5625,0.375000,3.8849,0.9494,16.93
voicemark,2,chinese:SSB0057,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_01.wav,2,2,27,mean,1,0,0,15,0.9375,0.437500,4.2150,0.9862,17.84
voicemark,2,chinese:SSB0057,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,2,4,28,mean,0,0,0,16,1.0000,0.750000,4.3689,0.9879,17.27
voicemark,2,chinese:SSB0057,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,2,4,29,mean,1,0,0,15,0.9375,0.500000,4.4023,0.9871,17.43
voicemark,2,chinese:SSB0073,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,2,2,30,mean,0,0,0,16,1.0000,0.562500,3.8171,0.9790,13.29
voicemark,2,chinese:SSB0073,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,2,2,31,mean,1,1,1,12,0.7500,0.750000,4.0916,0.9701,16.17
voicemark,2,chinese:SSB0073,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,2,2,32,mean,1,1,1,14,0.8750,0.375000,4.2590,0.9821,14.62
voicemark,2,chinese:SSB0080,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,2,2,33,mean,1,1,1,9,0.5625,0.437500,4.2554,0.9779,17.61
voicemark,2,chinese:SSB0080,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,2,2,34,mean,1,1,1,12,0.7500,0.375000,4.3735,0.9820,19.72
voicemark,2,chinese:SSB0080,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,2,2,35,mean,0,0,0,16,1.0000,0.500000,4.4624,0.9888,19.74
voicemark,2,chinese:SSB0112,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,2,2,36,mean,1,0,0,15,0.9375,0.687500,4.4573,0.9868,20.33
voicemark,2,chinese:SSB0112,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,2,3,37,mean,1,1,1,12,0.7500,0.562500,4.3729,0.9853,16.52
voicemark,2,chinese:SSB0112,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_03.wav,2,2,38,mean,1,0,0,13,0.8125,0.562500,4.4884,0.9868,18.26
voicemark,2,chinese:SSB0122,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_01.wav,2,3,39,mean,1,1,1,14,0.8750,0.625000,3.8209,0.9751,16.76
voicemark,2,chinese:SSB0122,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_02.wav,2,2,40,mean,1,1,1,12,0.7500,0.687500,4.3778,0.9927,18.60
voicemark,2,chinese:SSB0122,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_03.wav,2,3,41,mean,1,1,1,13,0.8125,0.375000,3.6303,0.9773,16.09
voicemark,2,chinese:SSB0133,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_01.wav,2,2,42,mean,1,1,1,14,0.8750,0.625000,4.1502,0.9797,16.81
voicemark,2,chinese:SSB0133,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_02.wav,2,2,43,mean,1,1,1,13,0.8125,0.375000,3.5664,0.9670,15.07
voicemark,2,chinese:SSB0133,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_03.wav,2,2,44,mean,1,1,1,12,0.7500,0.437500,3.9542,0.9829,17.15
voicemark,2,chinese:SSB0139,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_01.wav,2,2,45,mean,1,1,1,14,0.8750,0.437500,4.4362,0.9907,16.05
voicemark,2,chinese:SSB0139,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_02.wav,2,2,46,mean,1,1,0,14,0.8750,0.625000,4.3665,0.9928,16.97
voicemark,2,chinese:SSB0139,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_03.wav,2,2,47,mean,0,0,0,16,1.0000,0.625000,4.2402,0.9766,15.42
voicemark,2,chinese:SSB0145,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_01.wav,2,2,48,mean,1,1,1,14,0.8750,0.562500,4.2774,0.9870,17.61
voicemark,2,chinese:SSB0145,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_02.wav,2,2,49,mean,0,0,0,16,1.0000,0.562500,4.3882,0.9880,16.57
voicemark,2,chinese:SSB0145,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_03.wav,2,2,50,mean,1,1,1,13,0.8125,0.437500,4.4450,0.9873,16.99
voicemark,2,chinese:SSB0149,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_01.wav,2,2,51,mean,1,0,0,14,0.8750,0.562500,4.2867,0.9894,17.56
voicemark,2,chinese:SSB0149,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_02.wav,2,2,52,mean,1,1,1,11,0.6875,0.375000,4.0926,0.9772,13.46
voicemark,2,chinese:SSB0149,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_03.wav,2,2,53,mean,1,1,1,14,0.8750,0.562500,3.7936,0.9815,14.15
voicemark,2,chinese:SSB0193,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_01.wav,2,2,54,mean,1,1,1,13,0.8125,0.687500,3.7441,0.9804,14.15
voicemark,2,chinese:SSB0193,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_02.wav,2,2,55,mean,1,1,1,13,0.8125,0.250000,4.3455,0.9784,17.28
voicemark,2,chinese:SSB0193,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_03.wav,2,2,56,mean,1,0,0,14,0.8750,0.312500,4.2388,0.9904,16.32
voicemark,2,chinese:SSB0197,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_01.wav,2,2,57,mean,1,1,1,12,0.7500,0.562500,4.3087,0.9740,19.96
voicemark,2,chinese:SSB0197,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_02.wav,2,2,58,mean,0,0,0,16,1.0000,0.687500,4.4576,0.9727,22.66
voicemark,2,chinese:SSB0197,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_03.wav,2,2,59,mean,1,0,0,12,0.7500,0.312500,4.5071,0.9861,16.88
voicemark,2,chinese:SSB0200,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_01.wav,2,2,60,mean,1,1,1,11,0.6875,0.500000,4.2259,0.9769,16.93
voicemark,2,chinese:SSB0200,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_02.wav,2,2,61,mean,1,1,1,13,0.8125,0.562500,4.1269,0.9606,18.47
voicemark,2,chinese:SSB0200,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_03.wav,2,3,62,mean,1,1,1,13,0.8125,0.375000,4.4101,0.9823,20.38
voicemark,2,chinese:SSB0241,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_01.wav,2,2,63,mean,1,1,1,11,0.6875,0.562500,4.3477,0.9805,14.86
voicemark,2,chinese:SSB0241,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_02.wav,2,2,64,mean,1,1,1,13,0.8125,0.562500,3.9429,0.9838,15.39
voicemark,2,chinese:SSB0241,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_03.wav,2,2,65,mean,1,1,1,12,0.7500,0.562500,4.0861,0.9763,17.51
voicemark,2,chinese:SSB0246,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_01.wav,2,3,66,mean,1,1,1,15,0.9375,0.562500,4.4391,0.9851,19.55
voicemark,2,chinese:SSB0246,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_02.wav,2,2,67,mean,1,1,0,13,0.8125,0.312500,4.2855,0.9852,17.59
voicemark,2,chinese:SSB0246,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_03.wav,2,2,68,mean,1,1,1,13,0.8125,0.437500,4.4539,0.9885,19.70
voicemark,2,chinese:SSB0261,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_01.wav,2,2,69,mean,1,1,1,15,0.9375,0.375000,4.3753,0.9844,18.92
voicemark,2,chinese:SSB0261,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_02.wav,2,2,70,mean,0,0,0,16,1.0000,0.437500,4.4209,0.9887,16.85
voicemark,2,chinese:SSB0261,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_03.wav,2,2,71,mean,1,1,1,15,0.9375,0.500000,4.2007,0.9766,13.86
voicemark,2,chinese:SSB0267,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_01.wav,2,2,72,mean,1,1,1,10,0.6250,0.375000,4.2974,0.9828,20.41
voicemark,2,chinese:SSB0267,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_02.wav,2,3,73,mean,1,1,1,10,0.6250,0.562500,4.1985,0.9738,15.96
