model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
timbrewm,5,chinese:SSB0012,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,5,5,10,mean,1,1,1,7,0.7000,0.200000,4.5301,0.9986,32.01
timbrewm,5,chinese:SSB0012,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,5,5,11,mean,1,1,1,8,0.8000,0.200000,4.5418,0.9977,31.70
timbrewm,5,chinese:SSB0016,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,5,5,12,mean,0,0,0,10,1.0000,0.264000,4.5531,0.9953,28.92
timbrewm,5,chinese:SSB0016,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,5,5,13,mean,1,1,1,8,0.8000,0.072000,4.3195,0.9950,26.85
timbrewm,5,chinese:SSB0016,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,5,5,14,mean,0,0,0,10,1.0000,0.232000,4.5305,0.9949,27.87
timbrewm,5,chinese:SSB0018,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,5,5,15,mean,1,1,1,9,0.9000,0.104000,4.5496,0.9968,34.64
timbrewm,5,chinese:SSB0018,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,5,5,16,mean,1,1,1,8,0.8000,0.072000,4.5291,0.9962,31.28
timbrewm,5,chinese:SSB0018,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,5,5,17,mean,1,1,1,8,0.8000,0.104000,4.5526,0.9959,32.09
timbrewm,5,chinese:SSB0033,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,5,5,18,mean,1,1,1,8,0.8000,0.264000,4.5360,0.9966,35.05
timbrewm,5,chinese:SSB0033,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,5,5,19,mean,1,1,1,7,0.7000,0.232000,4.5944,0.9976,38.08
timbrewm,5,chinese:SSB0033,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,5,5,20,mean,1,1,1,7,0.7000,0.168000,4.5381,0.9960,35.19
timbrewm,5,chinese:SSB0038,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,5,5,21,mean,1,1,1,8,0.8000,0.136000,4.5867,0.9969,32.27
timbrewm,5,chinese:SSB0038,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_02.wav,5,5,22,mean,1,1,0,9,0.9000,0.136000,4.4827,0.9966,31.74
timbrewm,5,chinese:SSB0038,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_03.wav,5,5,23,mean,1,0,0,9,0.9000,0.200000,4.4763,0.9955,29.42
timbrewm,5,chinese:SSB0043,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_01.wav,5,5,24,mean,1,1,1,8,0.8000,0.136000,4.4661,0.9951,30.56
timbrewm,5,chinese:SSB0043,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_02.wav,5,5,25,mean,1,1,0,9,0.9000,0.136000,4.4235,0.9963,30.39
timbrewm,5,chinese:SSB0043,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_03.wav,5,5,26,mean,1,1,1,8,0.8000,0.328000,4.4010,0.9931,30.82
timbrewm,5,chinese:SSB0057,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_01.wav,5,5,27,mean,1,1,0,9,0.9000,0.360000,4.5800,0.9986,36.48
timbrewm,5,chinese:SSB0057,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,5,5,28,mean,1,1,1,7,0.7000,0.168000,4.5435,0.9990,37.49
timbrewm,5,chinese:SSB0057,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,5,5,29,mean,1,1,1,8,0.8000,0.136000,4.5780,0.9987,34.09
timbrewm,5,chinese:SSB0073,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,5,5,30,mean,1,0,0,9,0.9000,0.424000,4.6088,0.9989,35.61
timbrewm,5,chinese:SSB0073,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,5,5,31,mean,1,1,1,8,0.8000,0.168000,4.5575,0.9974,32.73
timbrewm,5,chinese:SSB0073,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,5,5,32,mean,1,1,1,8,0.8000,0.232000,4.4755,0.9973,30.23
timbrewm,5,chinese:SSB0080,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,5,5,33,mean,1,1,1,8,0.8000,0.264000,4.4028,0.9927,26.86
timbrewm,5,chinese:SSB0080,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,5,5,34,mean,1,1,1,8,0.8000,0.200000,4.5341,0.9949,32.24
timbrewm,5,chinese:SSB0080,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,5,5,35,mean,1,1,1,9,0.9000,0.168000,4.5717,0.9975,33.02
timbrewm,5,chinese:SSB0112,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,5,5,36,mean,1,0,0,9,0.9000,0.168000,4.5320,0.9962,28.33
timbrewm,5,chinese:SSB0112,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,5,5,37,mean,1,0,0,9,0.9000,0.200000,4.4126,0.9965,25.22
timbrewm,5,chinese:SSB0112,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_03.wav,5,5,38,mean,1,1,1,8,0.8000,0.136000,4.4516,0.9948,27.10
timbrewm,5,chinese:SSB0122,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_01.wav,5,5,39,mean,1,1,1,7,0.7000,0.168000,4.4850,0.9973,31.87
timbrewm,5,chinese:SSB0122,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_02.wav,5,5,40,mean,1,1,1,8,0.8000,0.168000,4.5745,0.9986,34.46
timbrewm,5,chinese:SSB0122,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_03.wav,5,5,41,mean,1,1,1,8,0.8000,0.296000,4.5290,0.9987,32.54
timbrewm,5,chinese:SSB0133,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_01.wav,5,5,42,mean,1,1,1,8,0.8000,0.072000,4.4275,0.9959,30.02
timbrewm,5,chinese:SSB0133,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_02.wav,5,5,43,mean,1,1,0,9,0.9000,0.136000,4.4559,0.9949,29.39
timbrewm,5,chinese:SSB0133,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_03.wav,5,5,44,mean,1,1,1,8,0.8000,0.072000,4.5481,0.9977,31.24
timbrewm,5,chinese:SSB0139,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_01.wav,5,5,45,mean,1,1,1,8,0.8000,0.232000,4.5782,0.9989,35.84
timbrewm,5,chinese:SSB0139,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_02.wav,5,5,46,mean,1,1,1,8,0.8000,0.168000,4.5835,0.9983,32.69
timbrewm,5,chinese:SSB0139,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_03.wav,5,5,47,mean,1,1,0,8,0.8000,0.136000,4.5777,0.9982,33.07
timbrewm,5,chinese:SSB0145,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_01.wav,5,5,48,mean,1,1,1,8,0.8000,0.136000,4.5402,0.9978,29.84
timbrewm,5,chinese:SSB0145,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_02.wav,5,5,49,mean,1,1,1,8,0.8000,0.200000,4.5482,0.9978,32.32
timbrewm,5,chinese:SSB0145,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_03.wav,5,5,50,mean,1,1,1,8,0.8000,0.200000,4.5908,0.9986,31.37
timbrewm,5,chinese:SSB0149,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_01.wav,5,5,51,mean,1,1,1,8,0.8000,0.136000,4.4334,0.9965,31.16
timbrewm,5,chinese:SSB0149,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_02.wav,5,5,52,mean,1,1,1,8,0.8000,0.232000,4.5409,0.9981,32.04
timbrewm,5,chinese:SSB0149,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_03.wav,5,5,53,mean,1,1,1,7,0.7000,0.136000,4.5560,0.9984,30.97
timbrewm,5,chinese:SSB0193,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_01.wav,5,5,54,mean,1,1,0,9,0.9000,0.296000,4.4321,0.9931,26.21
timbrewm,5,chinese:SSB0193,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_02.wav,5,5,55,mean,1,1,1,8,0.8000,0.104000,4.5827,0.9961,29.32
timbrewm,5,chinese:SSB0193,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_03.wav,5,5,56,mean,1,1,0,9,0.9000,0.328000,4.5325,0.9974,29.07
timbrewm,5,chinese:SSB0197,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_01.wav,5,5,57,mean,1,0,0,9,0.9000,0.392000,4.5212,0.9940,26.98
timbrewm,5,chinese:SSB0197,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_02.wav,5,5,58,mean,1,1,1,8,0.8000,0.232000,4.5795,0.9953,30.08
timbrewm,5,chinese:SSB0197,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_03.wav,5,5,59,mean,1,1,0,9,0.9000,0.264000,4.5576,0.9964,28.25
timbrewm,5,chinese:SSB0200,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_01.wav,5,5,60,mean,1,1,1,8,0.8000,0.104000,4.4838,0.9948,26.99
timbrewm,5,chinese:SSB0200,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_02.wav,5,5,61,mean,0,0,0,10,1.0000,0.168000,4.4189,0.9934,25.55
timbrewm,5,chinese:SSB0200,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_03.wav,5,5,62,mean,1,1,1,9,0.9000,0.200000,4.5344,0.9938,29.32
timbrewm,5,chinese:SSB0241,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_01.wav,5,5,63,mean,0,0,0,10,1.0000,0.104000,4.5922,0.9976,32.41
timbrewm,5,chinese:SSB0241,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_02.wav,5,5,64,mean,1,1,1,9,0.9000,0.328000,4.6211,0.9989,36.33
timbrewm,5,chinese:SSB0241,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_03.wav,5,5,65,mean,0,0,0,10,1.0000,0.136000,4.5798,0.9984,33.74
timbrewm,5,chinese:SSB0246,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_01.wav,5,5,66,mean,1,1,0,9,0.9000,0.296000,4.5536,0.9977,31.80
timbrewm,5,chinese:SSB0246,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_02.wav,5,5,67,mean,1,1,1,8,0.8000,0.168000,4.5495,0.9978,32.41
timbrewm,5,chinese:SSB0246,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_03.wav,5,5,68,mean,1,1,1,8,0.8000,0.168000,4.5045,0.9958,29.19
timbrewm,5,chinese:SSB0261,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_01.wav,5,5,69,mean,1,1,1,8,0.8000,0.104000,4.5060,0.9967,29.89
timbrewm,5,chinese:SSB0261,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_02.wav,5,5,70,mean,1,0,0,9,0.9000,0.232000,4.6030,0.9978,32.54
timbrewm,5,chinese:SSB0261,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_03.wav,5,5,71,mean,1,1,1,8,0.8000,0.200000,4.6019,0.9975,30.21
timbrewm,5,chinese:SSB0267,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_01.wav,5,5,72,mean,0,0,0,10,1.0000,0.040000,4.4139,0.9904,29.72
timbrewm,5,chinese:SSB0267,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_02.wav,5,5,73,mean,1,0,0,9,0.9000,0.200000,4.5813,0.9968,30.77
timbrewm,5,chinese:SSB0267,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_03.wav,5,5,74,mean,1,0,0,9,0.9000,0.136000,4.5790,0.9965,31.29
timbrewm,5,chinese:SSB0273,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_01.wav,5,5,75,mean,1,0,0,9,0.9000,0.200000,4.5779,0.9988,37.84
timbrewm,5,chinese:SSB0273,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_02.wav,5,5,76,mean,1,1,1,8,0.8000,0.136000,4.5935,0.9981,37.42
timbrewm,5,chinese:SSB0273,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_03.wav,5,5,77,mean,1,0,0,9,0.9000,0.264000,4.6007,0.9993,39.25
timbrewm,5,chinese:SSB0287,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_01.wav,5,5,78,mean,1,1,1,8,0.8000,0.136000,4.5435,0.9972,35.03
timbrewm,5,chinese:SSB0287,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_02.wav,5,5,79,mean,1,1,1,8,0.8000,0.136000,4.4836,0.9949,30.02
timbrewm,5,chinese:SSB0287,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_03.wav,5,5,80,mean,1,0,0,9,0.9000,0.328000,4.4405,0.9953,28.66
timbrewm,5,chinese:SSB0288,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_01.wav,5,5,81,mean,1,1,1,9,0.9000,0.264000,4.5276,0.9974,32.98
timbrewm,5,chinese:SSB0288,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,5,5,82,mean,1,1,1,8,0.8000,0.136000,4.5616,0.9963,31.04
timbrewm,5,chinese:SSB0288,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_03.wav,5,5,83,mean,1,1,1,8,0.8000,0.136000,4.5455,0.9962,31.35
timbrewm,5,chinese:SSB0299,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_01.wav,5,5,84,mean,1,1,1,8,0.8000,0.072000,4.5258,0.9981,29.81
timbrewm,5,chinese:SSB0299,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_02.wav,5,5,85,mean,1,1,1,9,0.9000,0.264000,4.5563,0.9972,30.74
timbrewm,5,chinese:SSB0299,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_03.wav,5,5,86,mean,1,1,1,8,0.8000,0.296000,4.4451,0.9965,29.54
timbrewm,5,chinese:SSB0307,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,5,5,87,mean,1,1,0,9,0.9000,0.232000,4.5458,0.9935,25.91
timbrewm,5,chinese:SSB0307,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,5,5,88,mean,1,1,1,9,0.9000,0.200000,4.5931,0.9950,30.58
timbrewm,5,chinese:SSB0307,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,5,5,89,mean,1,1,1,9,0.9000,0.136000,4.5355,0.9930,28.67
timbrewm,5,chinese:SSB0309,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,5,5,90,mean,1,0,0,9,0.9000,0.360000,4.3998,0.9967,30.16
timbrewm,5,chinese:SSB0309,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,5,5,91,mean,1,1,0,9,0.9000,0.168000,4.5371,0.9986,32.62
timbrewm,5,chinese:SSB0309,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,5,5,92,mean,1,0,0,9,0.9000,0.264000,4.5559,0.9972,32.32
timbrewm,5,chinese:SSB0315,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,5,5,93,mean,0,0,0,10,1.0000,0.264000,4.5979,0.9989,35.98
timbrewm,5,chinese:SSB0315,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,5,5,94,mean,1,1,1,7,0.7000,0.072000,4.5958,0.9989,33.45
timbrewm,5,chinese:SSB0315,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,5,5,95,mean,1,1,0,9,0.9000,0.168000,4.5680,0.9991,35.03
timbrewm,5,chinese:SSB0316,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,5,5,96,mean,1,1,1,9,0.9000,0.232000,4.5330,0.9981,32.54
timbrewm,5,chinese:SSB0316,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,5,5,97,mean,1,1,1,8,0.8000,0.200000,4.5964,0.9983,34.10
timbrewm,5,chinese:SSB0316,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,5,5,98,mean,1,1,1,8,0.8000,0.136000,4.5832,0.9964,33.03
timbrewm,5,chinese:SSB0323,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,5,5,99,mean,1,1,1,8,0.8000,0.200000,4.4955,0.9987,31.46
timbrewm,5,chinese:SSB0323,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,5,5,100,mean,1,0,0,9,0.9000,0.200000,4.5096,0.9971,30.80
timbrewm,5,chinese:SSB0323,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,5,5,101,mean,1,1,1,8,0.8000,0.264000,4.5546,0.9984,33.94
timbrewm,5,chinese:SSB0338,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,5,5,102,mean,1,0,0,9,0.9000,0.168000,4.5719,0.9982,29.54
timbrewm,5,chinese:SSB0338,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,5,5,103,mean,1,1,1,8,0.8000,0.232000,4.4407,0.9961,25.98
timbrewm,5,chinese:SSB0338,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,5,5,104,mean,1,1,0,9,0.9000,0.392000,4.5493,0.9975,27.98
timbrewm,5,chinese:SSB0339,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,5,5,105,mean,1,1,1,8,0.8000,0.136000,4.5089,0.9972,28.93
timbrewm,5,chinese:SSB0339,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,5,5,106,mean,1,1,1,9,0.9000,0.296000,4.5305,0.9979,30.12
timbrewm,5,chinese:SSB0339,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,5,5,107,mean,1,1,1,9,0.9000,0.296000,4.3186,0.9961,26.39
timbrewm,5,chinese:SSB0341,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,5,5,108,mean,1,1,1,9,0.9000,0.328000,4.5849,0.9976,35.65
timbrewm,5,chinese:SSB0341,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,5,5,109,mean,1,1,1,8,0.8000,0.136000,4.5604,0.9979,34.48
timbrewm,5,chinese:SSB0341,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,5,5,110,mean,1,1,1,8,0.8000,0.104000,4.5881,0.9980,35.89
timbrewm,5,chinese:SSB0342,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,5,5,111,mean,1,1,0,9,0.9000,0.296000,4.5205,0.9964,30.10
