model,K,spk,local_t,clip_index,source_path,source_exact_count,source_payload_attempts,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,AggResid,PESQ,STOI,SI_SDR
wavmark,5,chinese:SSB0005,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,5,5,0,mean,1,1,1,15,0.9375,0.180000,4.5735,0.9980,43.53
wavmark,5,chinese:SSB0005,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,5,5,1,mean,1,1,1,14,0.8750,0.140000,4.6045,0.9995,43.60
wavmark,5,chinese:SSB0005,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,5,5,2,mean,1,1,1,13,0.8125,0.160000,4.5895,0.9980,43.39
wavmark,5,chinese:SSB0009,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,5,5,3,mean,1,1,1,15,0.9375,0.120000,4.5967,0.9999,42.71
wavmark,5,chinese:SSB0009,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,5,5,4,mean,1,1,1,13,0.8125,0.260000,4.5716,0.9999,43.30
wavmark,5,chinese:SSB0009,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,5,5,5,mean,1,1,1,13,0.8125,0.220000,4.5922,0.9998,41.99
wavmark,5,chinese:SSB0011,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,5,5,6,mean,0,0,0,16,1.0000,0.220000,4.5023,0.9997,44.23
wavmark,5,chinese:SSB0011,1,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,5,5,7,mean,1,1,1,13,0.8125,0.180000,4.5222,0.9993,41.79
wavmark,5,chinese:SSB0011,2,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,5,5,8,mean,1,1,1,13,0.8125,0.260000,4.5542,0.9994,43.38
wavmark,5,chinese:SSB0012,0,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,5,5,9,mean,1,1,1,14,0.8750,0.280000,4.4770,0.9997,41.82
