model,K,spk,local_t,gi,target,method,target_top1
timbrewm,8,chinese:SSB0005,0,0,726,mean,0
timbrewm,8,chinese:SSB0005,0,0,726,tct,0
timbrewm,8,chinese:SSB0005,0,0,320,mean,0
timbrewm,8,chinese:SSB0005,0,0,320,tct,0
timbrewm,8,chinese:SSB0005,0,0,696,mean,0
timbrewm,8,chinese:SSB0005,0,0,696,tct,0
timbrewm,8,chinese:SSB0005,0,0,116,mean,0
timbrewm,8,chinese:SSB0005,0,0,116,tct,0
timbrewm,8,chinese:SSB0005,0,0,570,mean,0
timbrewm,8,chinese:SSB0005,0,0,570,tct,0
timbrewm,8,chinese:SSB0005,0,0,89,mean,0
timbrewm,8,chinese:SSB0005,0,0,89,tct,0
timbrewm,8,chinese:SSB0005,0,0,987,mean,0
timbrewm,8,chinese:SSB0005,0,0,987,tct,0
timbrewm,8,chinese:SSB0005,0,0,0,mean,0
timbrewm,8,chinese:SSB0005,0,0,0,tct,0
timbrewm,8,chinese:SSB0005,0,0,912,mean,0
timbrewm,8,chinese:SSB0005,0,0,912,tct,0
timbrewm,8,chinese:SSB0005,0,0,858,mean,0
timbrewm,8,chinese:SSB0005,0,0,858,tct,0
timbrewm,8,chinese:SSB0005,1,1,102,mean,0
timbrewm,8,chinese:SSB0005,1,1,102,tct,0
timbrewm,8,chinese:SSB0005,1,1,335,mean,0
timbrewm,8,chinese:SSB0005,1,1,335,tct,0
timbrewm,8,chinese:SSB0005,1,1,608,mean,0
timbrewm,8,chinese:SSB0005,1,1,608,tct,0
timbrewm,8,chinese:SSB0005,1,1,149,mean,0
timbrewm,8,chinese:SSB0005,1,1,149,tct,0
timbrewm,8,chinese:SSB0005,1,1,781,mean,0
timbrewm,8,chinese:SSB0005,1,1,781,tct,0
timbrewm,8,chinese:SSB0005,1,1,980,mean,0
timbrewm,8,chinese:SSB0005,1,1,980,tct,0
timbrewm,8,chinese:SSB0005,1,1,656,mean,0
timbrewm,8,chinese:SSB0005,1,1,656,tct,0
timbrewm,8,chinese:SSB0005,1,1,173,mean,0
timbrewm,8,chinese:SSB0005,1,1,173,tct,0
timbrewm,8,chinese:SSB0005,1,1,464,mean,0
timbrewm,8,chinese:SSB0005,1,1,464,tct,1
timbrewm,8,chinese:SSB0005,1,1,155,mean,0
timbrewm,8,chinese:SSB0005,1,1,155,tct,0
timbrewm,8,chinese:SSB0005,2,2,318,mean,0
timbrewm,8,chinese:SSB0005,2,2,318,tct,0
timbrewm,8,chinese:SSB0005,2,2,893,mean,0
timbrewm,8,chinese:SSB0005,2,2,893,tct,0
timbrewm,8,chinese:SSB0005,2,2,212,mean,0
timbrewm,8,chinese:SSB0005,2,2,212,tct,0
timbrewm,8,chinese:SSB0005,2,2,958,mean,0
timbrewm,8,chinese:SSB0005,2,2,958,tct,1
timbrewm,8,chinese:SSB0005,2,2,562,mean,0
timbrewm,8,chinese:SSB0005,2,2,562,tct,0
timbrewm,8,chinese:SSB0005,2,2,357,mean,0
timbrewm,8,chinese:SSB0005,2,2,357,tct,0
timbrewm,8,chinese:SSB0005,2,2,285,mean,0
timbrewm,8,chinese:SSB0005,2,2,285,tct,0
timbrewm,8,chinese:SSB0005,2,2,144,mean,0
timbrewm,8,chinese:SSB0005,2,2,144,tct,0
timbrewm,8,chinese:SSB0005,2,2,612,mean,0
timbrewm,8,chinese:SSB0005,2,2,612,tct,0
timbrewm,8,chinese:SSB0005,2,2,512,mean,0
timbrewm,8,chinese:SSB0005,2,2,512,tct,0
timbrewm,8,chinese:SSB0009,0,3,303,mean,0
timbrewm,8,chinese:SSB0009,0,3,303,tct,0
timbrewm,8,chinese:SSB0009,0,3,417,mean,0
timbrewm,8,chinese:SSB0009,0,3,417,tct,0
