model,k,trial_id,condition,decoded_payload,bit_count,minimum_confidence,weakest_bit_index,source_path,target_rank,confidence_source
wmcodec,8,69,average,15366,16,0.4861848950,7,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_01.wav,,native decoder bit marginal
wmcodec,8,70,single,44113,16,0.9846134270,3,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_02.wav,,native decoder bit marginal
wmcodec,8,70,average,29288,16,0.8101354837,8,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_02.wav,,native decoder bit marginal
wmcodec,8,71,single,35077,16,0.9987002232,4,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_03.wav,,native decoder bit marginal
wmcodec,8,71,targeted,35813,16,0.9693748578,4,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_03.wav,7,native decoder bit marginal
wmcodec,8,71,average,5993,16,0.5066352487,4,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_03.wav,,native decoder bit marginal
wmcodec,8,72,single,45300,16,0.9987992048,5,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_01.wav,,native decoder bit marginal
wmcodec,8,72,average,53345,16,0.4633274078,3,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_01.wav,,native decoder bit marginal
wmcodec,8,73,single,29112,16,0.9890727997,3,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_02.wav,,native decoder bit marginal
wmcodec,8,73,average,3462,16,0.7049000859,5,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_02.wav,,native decoder bit marginal
wmcodec,8,74,single,39252,16,0.9998427313,7,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_03.wav,,native decoder bit marginal
wmcodec,8,74,average,2924,16,0.9710038304,6,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_03.wav,,native decoder bit marginal
wmcodec,8,75,single,52752,16,0.6536604464,0,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_01.wav,,native decoder bit marginal
wmcodec,8,75,targeted,41584,16,0.7740111053,0,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_01.wav,10,native decoder bit marginal
wmcodec,8,75,average,25079,16,0.8417264074,10,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_01.wav,,native decoder bit marginal
wmcodec,8,76,single,25156,16,0.9996034503,14,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_02.wav,,native decoder bit marginal
wmcodec,8,76,average,13613,16,0.4693757892,13,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_02.wav,,native decoder bit marginal
wmcodec,8,77,single,13735,16,0.7559555769,0,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_03.wav,,native decoder bit marginal
wmcodec,8,77,average,51342,16,0.6029570103,15,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_03.wav,,native decoder bit marginal
wmcodec,8,78,single,22002,16,0.9393126257,2,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_01.wav,,native decoder bit marginal
wmcodec,8,78,average,1523,16,0.4492973089,12,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_01.wav,,native decoder bit marginal
wmcodec,8,79,single,31835,16,0.9957949584,7,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_02.wav,,native decoder bit marginal
wmcodec,8,79,average,49597,16,0.5815504789,6,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_02.wav,,native decoder bit marginal
wmcodec,8,80,single,16693,16,0.9993935227,2,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_03.wav,,native decoder bit marginal
wmcodec,8,80,average,34809,16,0.4460862577,5,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_03.wav,,native decoder bit marginal
wmcodec,8,81,single,2196,16,0.9989517072,5,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_01.wav,,native decoder bit marginal
wmcodec,8,81,average,9606,16,0.5782439113,7,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_01.wav,,native decoder bit marginal
