model,K,trial_id,condition,identity,nbits,min_bit_confidence,weakest_bit,source_path,target_rank,confidence_kind
voicemark,8,130,uniform_collusion,19774,16,0.5730561018,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_02.wav,,native decoder bit marginal
voicemark,8,131,benign_copy,10448,16,0.9876961112,13,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_03.wav,,native decoder bit marginal
voicemark,8,131,uniform_collusion,20727,16,0.4994270504,7,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_03.wav,,native decoder bit marginal
voicemark,8,132,benign_copy,22795,16,0.9996897384,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_01.wav,,native decoder bit marginal
voicemark,8,132,uniform_collusion,38727,16,0.7718002796,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_01.wav,,native decoder bit marginal
voicemark,8,133,benign_copy,27690,16,0.9989808116,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_02.wav,,native decoder bit marginal
voicemark,8,133,uniform_collusion,17145,16,0.6615681350,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_02.wav,,native decoder bit marginal
voicemark,8,134,benign_copy,24917,16,0.9981786436,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_03.wav,,native decoder bit marginal
voicemark,8,134,uniform_collusion,17395,16,0.9523740560,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_03.wav,,native decoder bit marginal
voicemark,8,135,benign_copy,30417,16,0.9997920990,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_01.wav,,native decoder bit marginal
voicemark,8,135,uniform_collusion,8177,16,0.7213658690,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_01.wav,,native decoder bit marginal
voicemark,8,136,benign_copy,56184,16,0.9999659061,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_02.wav,,native decoder bit marginal
voicemark,8,136,uniform_collusion,23366,16,0.7417689562,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_02.wav,,native decoder bit marginal
voicemark,8,137,benign_copy,47642,16,0.9998276830,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_03.wav,,native decoder bit marginal
voicemark,8,137,uniform_collusion,28794,16,0.5821487904,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_03.wav,,native decoder bit marginal
voicemark,8,138,benign_copy,64746,16,0.9947560430,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_01.wav,,native decoder bit marginal
voicemark,8,138,uniform_collusion,47177,16,0.5733862519,13,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_01.wav,,native decoder bit marginal
voicemark,8,139,benign_copy,8536,16,0.9891572706,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_02.wav,,native decoder bit marginal
voicemark,8,139,uniform_collusion,65278,16,0.9874211010,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_02.wav,,native decoder bit marginal
voicemark,8,140,benign_copy,45332,16,0.9999226901,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_03.wav,,native decoder bit marginal
voicemark,8,140,uniform_collusion,28995,16,0.5057238936,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_03.wav,,native decoder bit marginal
voicemark,8,141,benign_copy,44632,16,0.9996251246,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_01.wav,,native decoder bit marginal
voicemark,8,141,uniform_collusion,63230,16,0.7763617039,12,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_01.wav,,native decoder bit marginal
voicemark,8,142,benign_copy,11784,16,0.9996148348,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_02.wav,,native decoder bit marginal
voicemark,8,142,successful_mrc,8704,16,0.9196843952,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_02.wav,3,native decoder bit marginal
voicemark,8,142,uniform_collusion,36871,16,0.9926818190,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_02.wav,,native decoder bit marginal
voicemark,8,143,benign_copy,15412,16,0.9588212334,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_03.wav,,native decoder bit marginal
voicemark,8,143,uniform_collusion,4524,16,0.5299295485,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_03.wav,,native decoder bit marginal
voicemark,8,144,benign_copy,28331,16,0.9997274876,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_01.wav,,native decoder bit marginal
