model,k,trial_id,condition,decoded_payload,bit_count,minimum_confidence,weakest_bit_index,source_path,target_rank,confidence_source
wavmark,8,27,targeted,41589,16,0.6818181818,11,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_01.wav,1,valid-window vote fraction
wavmark,8,27,average,60154,16,0.6956521739,1,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_01.wav,,valid-window vote fraction (proxy)
wavmark,8,28,single,25157,16,0.9756097561,3,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,,valid-window vote fraction
wavmark,8,28,targeted,7248,16,0.5111111111,13,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,1,valid-window vote fraction
wavmark,8,28,average,28575,16,0.5000000000,14,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,,valid-window vote fraction (proxy)
wavmark,8,29,single,57578,16,0.9555555556,10,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,,valid-window vote fraction
wavmark,8,29,targeted,51476,16,0.5652173913,13,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,4,valid-window vote fraction
wavmark,8,29,average,50807,16,0.5319148936,10,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,,valid-window vote fraction (proxy)
wavmark,8,30,single,28402,16,0.9523809524,3,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,,valid-window vote fraction
wavmark,8,30,targeted,28336,16,0.8333333333,8,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,1,valid-window vote fraction
wavmark,8,30,average,28667,16,0.5952380952,0,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,,valid-window vote fraction (proxy)
wavmark,8,31,single,5218,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,,valid-window vote fraction
wavmark,8,31,targeted,38187,16,0.5652173913,4,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,2,valid-window vote fraction
wavmark,8,31,average,48443,16,0.8297872340,11,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,,valid-window vote fraction (proxy)
wavmark,8,32,single,35874,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,,valid-window vote fraction
wavmark,8,32,targeted,14864,16,0.8409090909,5,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,1,valid-window vote fraction
wavmark,8,32,average,43305,16,0.6511627907,9,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,,valid-window vote fraction (proxy)
wavmark,8,33,single,14507,16,0.9555555556,4,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,,valid-window vote fraction
