model,K,N_registry,trial_id,spk,local_t,method,colluder_ids,top1_identity,top1_is_colluder,max_colluder_score,max_noncolluder_score,attribution_margin,best_colluder_rank,ASR,R3_escape,R5_escape
timbrewm,3,1024,0,chinese:SSB0005,0,mean,"[349, 628, 936]",892,0,-5.926362991333008,-4.899938106536865,1.0264248847961426,56,1,1,1
timbrewm,3,1024,0,chinese:SSB0005,0,fwp,"[349, 628, 936]",984,0,-5.5142011642456055,-5.428682327270508,0.08551883697509766,22,1,1,1
timbrewm,3,1024,1,chinese:SSB0005,1,mean,"[32, 146, 468]",144,0,-5.251860618591309,-4.569251537322998,0.6826090812683105,15,1,1,1
timbrewm,3,1024,1,chinese:SSB0005,1,fwp,"[32, 146, 468]",416,0,-5.293789863586426,-5.124622821807861,0.16916704177856445,32,1,1,1
timbrewm,3,1024,2,chinese:SSB0005,2,mean,"[112, 153, 936]",184,0,-5.492262363433838,-4.7333760261535645,0.7588863372802734,22,1,1,1
timbrewm,3,1024,2,chinese:SSB0005,2,fwp,"[112, 153, 936]",248,0,-4.876829624176025,-4.774264812469482,0.10256481170654297,10,1,1,1
timbrewm,3,1024,3,chinese:SSB0009,0,mean,"[19, 603, 664]",539,0,-4.960958480834961,-4.566922187805176,0.39403629302978516,7,1,1,1
timbrewm,3,1024,3,chinese:SSB0009,0,fwp,"[19, 603, 664]",152,0,-4.675564289093018,-4.640904426574707,0.03465986251831055,2,1,0,0
timbrewm,3,1024,4,chinese:SSB0009,1,mean,"[165, 541, 781]",525,0,-4.766689300537109,-4.504983901977539,0.2617053985595703,3,1,0,0
timbrewm,3,1024,4,chinese:SSB0009,1,fwp,"[165, 541, 781]",429,0,-5.012468338012695,-4.746526718139648,0.2659416198730469,16,1,1,1
timbrewm,3,1024,5,chinese:SSB0009,2,mean,"[484, 602, 657]",720,0,-5.930293560028076,-5.206340789794922,0.7239527702331543,31,1,1,1
timbrewm,3,1024,5,chinese:SSB0009,2,fwp,"[484, 602, 657]",449,0,-5.596261978149414,-5.464776992797852,0.1314849853515625,28,1,1,1
timbrewm,3,1024,6,chinese:SSB0011,0,mean,"[177, 502, 720]",240,0,-5.281535625457764,-4.602121829986572,0.6794137954711914,14,1,1,1
timbrewm,3,1024,6,chinese:SSB0011,0,fwp,"[177, 502, 720]",496,0,-4.953575134277344,-4.883776664733887,0.06979846954345703,8,1,1,1
timbrewm,3,1024,7,chinese:SSB0011,1,mean,"[364, 520, 845]",844,0,-4.766555309295654,-4.328130722045898,0.43842458724975586,6,1,1,1
timbrewm,3,1024,7,chinese:SSB0011,1,fwp,"[364, 520, 845]",332,0,-4.167891979217529,-4.057570457458496,0.1103215217590332,4,1,1,0
timbrewm,3,1024,8,chinese:SSB0011,2,mean,"[236, 504, 790]",508,0,-5.225561141967773,-5.004384517669678,0.2211766242980957,2,1,0,0
timbrewm,3,1024,8,chinese:SSB0011,2,fwp,"[236, 504, 790]",1016,0,-5.433716773986816,-5.418156147003174,0.015560626983642578,2,1,0,0
timbrewm,3,1024,9,chinese:SSB0012,0,mean,"[22, 261, 569]",21,0,-5.573196887969971,-4.9591240882873535,0.6140727996826172,16,1,1,1
timbrewm,3,1024,9,chinese:SSB0012,0,fwp,"[22, 261, 569]",265,0,-5.250444412231445,-5.11842679977417,0.1320176124572754,30,1,1,1
