occupancy_pct,systems,coalition_trace_pct,registered_nonmember_pct,unassigned_pct,escape_pct,ideal_coalition_trace_pct,ideal_registered_nonmember_pct,ideal_unassigned_pct,ideal_escape_pct
1,5,5.0,0.9097175532851084,94.0902824467149,95.0,3.8491862000000054,0.9199828158244742,95.23083098417551,96.1508138
10,5,5.0,9.461170436399357,85.53882956360064,95.0,3.8491862000000054,9.575028387362494,86.57578541263749,96.1508138
50,5,5.0,47.48191887009608,47.51808112990392,95.0,3.8491862000000054,48.05676640154072,48.09404739845927,96.1508138
100,5,5.0,95.0,0.0,95.0,3.8491862000000054,96.1508138,0.0,96.1508138
