model,K,spk,local_t,gi,target,method,d_hull,target_hit,target_margin
audioseal,8,chinese:SSB0005,0,0,47706,mean,0.812047,0,-4.854641
audioseal,8,chinese:SSB0005,0,0,47706,tct,0.812047,1,0.321975
audioseal,8,chinese:SSB0005,0,0,47963,mean,0.812926,0,-2.431642
audioseal,8,chinese:SSB0005,0,0,47963,tct,0.812926,1,0.660867
audioseal,8,chinese:SSB0005,0,0,56146,mean,0.837931,0,-7.238115
audioseal,8,chinese:SSB0005,0,0,56146,tct,0.837931,0,-0.872332
audioseal,8,chinese:SSB0005,0,0,43566,mean,0.845154,0,-6.506267
audioseal,8,chinese:SSB0005,0,0,43566,tct,0.845154,1,0.658682
audioseal,8,chinese:SSB0005,0,0,49050,mean,0.872070,0,-5.105722
audioseal,8,chinese:SSB0005,0,0,49050,tct,0.872070,0,-1.116132
audioseal,8,chinese:SSB0005,0,0,9062,mean,0.920187,0,-9.998656
audioseal,8,chinese:SSB0005,0,0,9062,tct,0.920187,0,-1.333085
audioseal,8,chinese:SSB0005,0,0,55618,mean,0.920447,0,-9.318875
audioseal,8,chinese:SSB0005,0,0,55618,tct,0.920447,0,-0.353016
audioseal,8,chinese:SSB0005,0,0,64677,mean,0.937691,0,-10.836425
audioseal,8,chinese:SSB0005,0,0,64677,tct,0.937691,0,-0.233019
audioseal,8,chinese:SSB0005,0,0,27813,mean,0.939336,0,-13.655639
audioseal,8,chinese:SSB0005,0,0,27813,tct,0.939336,0,-2.722953
audioseal,8,chinese:SSB0005,0,0,11054,mean,1.085620,0,-6.898578
audioseal,8,chinese:SSB0005,0,0,11054,tct,1.085620,0,-0.991059
audioseal,8,chinese:SSB0005,1,1,42843,mean,0.892759,0,-4.929585
audioseal,8,chinese:SSB0005,1,1,42843,tct,0.892759,0,-1.782971
audioseal,8,chinese:SSB0005,1,1,50517,mean,0.912871,0,-4.279390
audioseal,8,chinese:SSB0005,1,1,50517,tct,0.912871,0,-1.296522
audioseal,8,chinese:SSB0005,1,1,44890,mean,0.933700,0,-7.206804
audioseal,8,chinese:SSB0005,1,1,44890,tct,0.933700,0,-2.292001
audioseal,8,chinese:SSB0005,1,1,58759,mean,1.033679,0,-2.809206
audioseal,8,chinese:SSB0005,1,1,58759,tct,1.033679,1,0.097661
audioseal,8,chinese:SSB0005,1,1,49031,mean,1.047270,0,-2.472126
