model,K,spk,local_t,gi,target,method,d_hull,target_hit,target_margin
voicemark,5,chinese:SSB0005,0,0,63605,mean,0.859727,0,-38.236107
voicemark,5,chinese:SSB0005,0,0,63605,tct,0.859727,0,-40.201567
voicemark,5,chinese:SSB0005,0,0,38789,mean,0.912871,0,-26.686831
voicemark,5,chinese:SSB0005,0,0,38789,tct,0.912871,0,-7.149547
voicemark,5,chinese:SSB0005,0,0,47819,mean,0.919866,0,-49.688783
voicemark,5,chinese:SSB0005,0,0,47819,tct,0.919866,0,-29.190883
voicemark,5,chinese:SSB0005,0,0,38885,mean,0.925820,0,-18.454983
voicemark,5,chinese:SSB0005,0,0,38885,tct,0.925820,0,-1.303989
voicemark,5,chinese:SSB0005,0,0,38727,mean,1.154701,0,-26.619923
voicemark,5,chinese:SSB0005,0,0,38727,tct,1.154701,0,-33.593858
voicemark,5,chinese:SSB0005,0,0,62325,mean,1.176697,0,-33.119201
voicemark,5,chinese:SSB0005,0,0,62325,tct,1.176697,0,-28.825944
voicemark,5,chinese:SSB0005,0,0,38629,mean,1.195229,0,-33.431790
voicemark,5,chinese:SSB0005,0,0,38629,tct,1.195229,0,-16.766681
voicemark,5,chinese:SSB0005,0,0,33735,mean,1.206864,0,-59.255362
voicemark,5,chinese:SSB0005,0,0,33735,tct,1.206864,0,-51.660093
voicemark,5,chinese:SSB0005,0,0,63607,mean,1.214496,0,-48.780081
voicemark,5,chinese:SSB0005,0,0,63607,tct,1.214496,0,-46.456334
voicemark,5,chinese:SSB0005,0,0,38599,mean,1.219500,0,-54.504613
voicemark,5,chinese:SSB0005,0,0,38599,tct,1.219500,0,-41.084516
voicemark,5,chinese:SSB0005,1,1,27987,mean,0.881917,0,-42.523237
voicemark,5,chinese:SSB0005,1,1,27987,tct,0.881917,0,-20.726348
voicemark,5,chinese:SSB0005,1,1,14993,mean,0.939336,0,-26.827819
voicemark,5,chinese:SSB0005,1,1,14993,tct,0.939336,0,-13.647486
voicemark,5,chinese:SSB0005,1,1,47760,mean,0.945905,0,-16.621389
voicemark,5,chinese:SSB0005,1,1,47760,tct,0.945905,0,-21.157721
voicemark,5,chinese:SSB0005,1,1,32114,mean,1.118034,0,-47.415067
voicemark,5,chinese:SSB0005,1,1,32114,tct,1.118034,0,-37.414165
voicemark,5,chinese:SSB0005,1,1,23930,mean,1.118034,0,-45.093425
voicemark,5,chinese:SSB0005,1,1,23930,tct,1.118034,0,-45.086474
voicemark,5,chinese:SSB0005,1,1,17746,mean,1.145644,0,-53.187768
voicemark,5,chinese:SSB0005,1,1,17746,tct,1.145644,0,-54.459066
voicemark,5,chinese:SSB0005,1,1,15672,mean,1.154701,0,-28.382402
voicemark,5,chinese:SSB0005,1,1,15672,tct,1.154701,0,-35.413556
voicemark,5,chinese:SSB0005,1,1,60713,mean,1.194121,0,-22.401089
voicemark,5,chinese:SSB0005,1,1,60713,tct,1.194121,0,-31.531129
voicemark,5,chinese:SSB0005,1,1,23931,mean,1.206045,0,-45.373527
voicemark,5,chinese:SSB0005,1,1,23931,tct,1.206045,0,-57.153537
voicemark,5,chinese:SSB0005,1,1,16017,mean,1.236694,0,-41.021484
