dataset,model,k,method,trial_id,speaker,clip_index,source_path,coalition_payloads,valid_copy_count,payloads_tested,target_rank,target_payload,selection_rule,candidate_count,selection_score,payload_distance,weights,effective_members,max_weight,weights_valid,decoded_payload,target_hit,target_margin,hits_out_of_10,escaped,closest_member_bit_accuracy,watermark_score,decoded_bits,target_bit_accuracy,quality_reference,pesq,stoi,si_sdr
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,1,749,largest_minimum_bit_margin,1016,-0.03727508,,"[0.0003533875148851267, 8.80302536173536e-06, 0.20942732956624788, 0.17784006194130778, 0.05445573726669418, 0.3128833328910941, 0.12962301380617905, 0.11540833398823032]",4.84332719,0.31288333,1,749,1,0.23055458,9,1,0.90000000,,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",1.00000000,first_coalition_copy,4.4415,0.9922,30.52
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,2,621,largest_minimum_bit_margin,1016,-0.04093790,,"[6.145558470841791e-05, 0.05838355373849311, 0.2814197691619618, 0.1032900930656542, 0.09107818320651645, 0.13592604570319147, 0.295093652748529, 0.03474724679094563]",4.80000000,0.29509365,1,621,1,0.23884773,9,1,0.90000000,,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",1.00000000,first_coalition_copy,4.4385,0.9922,30.56
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,3,685,largest_minimum_bit_margin,1016,-0.06747811,,"[0.060973761418408344, 1.1328010895574001e-05, 0.1455905727241789, 0.2854163994829293, 0.28389138192600766, 0.05107567483490337, 0.13000482316404616, 0.04303605843863061]",4.80000000,0.28541640,1,685,1,0.13934040,9,1,0.90000000,,"[1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1.00000000,first_coalition_copy,4.4534,0.9929,30.91
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,4,617,largest_minimum_bit_margin,1016,-0.07137424,,"[0.0008360250308124298, 0.19136296566497268, 0.13724854374301917, 0.0008797883823430013, 0.1744649033547078, 0.24657182097700875, 0.24827226044316833, 0.0003636924039678236]",4.80000000,0.24827226,1,617,1,0.14361095,9,1,0.90000000,,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1.00000000,first_coalition_copy,4.4689,0.9927,31.03
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,5,751,largest_minimum_bit_margin,1016,-0.07311559,,"[0.06693756830612232, 4.093833791672756e-05, 0.04637434304517599, 0.08419851763010118, 0.08655651772583883, 0.16315702215048855, 0.3385866652327788, 0.21414842757157762]",4.80000000,0.33858667,1,751,1,0.02813530,9,1,0.90000000,,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",1.00000000,first_coalition_copy,4.4360,0.9926,31.07
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,6,717,largest_minimum_bit_margin,1016,-0.08253500,,"[4.477005523423524e-05, 0.04477515268044954, 0.13776419075989393, 0.2922491746097264, 0.03401998734884453, 0.18233838720413648, 0.0547697792204049, 0.2540385581213101]",4.80000000,0.29224917,1,717,1,0.17414904,9,1,0.80000000,,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",1.00000000,first_coalition_copy,4.4587,0.9925,30.94
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,7,873,largest_minimum_bit_margin,1016,-0.08911027,,"[0.07601328153035215, 0.22542604778356645, 0.31634081205606995, 0.0008046486040334318, 0.12507326867334248, 0.16829205576194342, 0.0877532217910698, 0.00029666379962227054]",4.80000000,0.31634081,1,873,1,0.22810030,9,1,0.90000000,,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1]",1.00000000,first_coalition_copy,4.5355,0.9942,32.05
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,8,747,largest_minimum_bit_margin,1016,-0.09580921,,"[0.17118879061136502, 0.01521176616934013, 0.008112240293161235, 0.005604025736405595, 0.14293414472226254, 0.27014390094938195, 0.2657977247592734, 0.12100740675881023]",4.80000000,0.27014390,1,745,0,-0.10794830,9,0,1.00000000,,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 1]",0.90000000,first_coalition_copy,4.4766,0.9940,31.99
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,9,1001,largest_minimum_bit_margin,1016,-0.09691710,,"[0.17367636091903618, 0.1135085073145781, 0.2705327725337948, 0.020434304194108258, 0.1306014676237424, 0.2728329002233994, 0.00637265694173037, 0.012041030249610481]",4.80000000,0.27283290,1,1001,1,0.13641500,9,1,0.90000000,,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 1]",1.00000000,first_coalition_copy,4.5449,0.9951,32.64
collusion_300,timbrewm,8,bit_margin,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[946, 320, 877, 141, 681, 745, 623, 734]",8,8,10,653,largest_minimum_bit_margin,1016,-0.10731009,,"[0.04684372753049391, 0.034494005885643206, 0.0836235043375668, 0.3506226525837913, 0.1926388761441313, 0.05655480824274983, 0.058251927407811536, 0.1769704978678121]",4.80000000,0.35062265,1,653,1,0.00815010,9,1,0.90000000,,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1]",1.00000000,first_coalition_copy,4.4628,0.9928,31.13
