model,K,scheme,code_bits,info_bits,codebook_size,spk,local_t,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,PESQ,STOI,SI_SDR
audioseal,2,ecc1,16,11,2048,chinese:SSB0005,0,0,mean,1,1,1,8,0.7273,4.6063,0.9996,38.28
audioseal,2,ecc1,16,11,2048,chinese:SSB0005,0,0,fwp,1,1,1,8,0.7273,4.6063,0.9996,38.28
audioseal,2,ecc1,16,11,2048,chinese:SSB0005,1,1,mean,1,1,1,8,0.7273,4.6104,0.9995,37.51
audioseal,2,ecc1,16,11,2048,chinese:SSB0005,1,1,fwp,1,1,1,8,0.7273,4.6104,0.9995,37.51
audioseal,2,ecc1,16,11,2048,chinese:SSB0005,2,2,mean,0,0,0,11,1.0000,4.6228,0.9999,45.33
audioseal,2,ecc1,16,11,2048,chinese:SSB0005,2,2,fwp,0,0,0,11,1.0000,4.6228,0.9999,45.33
audioseal,2,ecc1,16,11,2048,chinese:SSB0009,0,3,mean,1,0,0,10,0.9091,4.6144,0.9998,36.89
audioseal,2,ecc1,16,11,2048,chinese:SSB0009,0,3,fwp,1,0,0,10,0.9091,4.6144,0.9998,36.89
audioseal,2,ecc1,16,11,2048,chinese:SSB0009,1,4,mean,1,1,1,9,0.8182,4.6066,0.9997,35.20
audioseal,2,ecc1,16,11,2048,chinese:SSB0009,1,4,fwp,1,1,1,9,0.8182,4.6066,0.9997,35.20
audioseal,2,ecc1,16,11,2048,chinese:SSB0009,2,5,mean,1,0,0,9,0.8182,4.6235,0.9999,38.10
audioseal,2,ecc1,16,11,2048,chinese:SSB0009,2,5,fwp,1,0,0,9,0.8182,4.6235,0.9999,38.10
audioseal,2,ecc1,16,11,2048,chinese:SSB0011,0,6,mean,1,1,0,9,0.8182,4.5801,0.9994,35.26
audioseal,2,ecc1,16,11,2048,chinese:SSB0011,0,6,fwp,1,1,0,9,0.8182,4.5801,0.9994,35.26
audioseal,2,ecc1,16,11,2048,chinese:SSB0011,1,7,mean,1,1,1,6,0.5455,4.5676,0.9988,33.43
audioseal,2,ecc1,16,11,2048,chinese:SSB0011,1,7,fwp,1,1,1,6,0.5455,4.5676,0.9988,33.43
audioseal,2,ecc1,16,11,2048,chinese:SSB0011,2,8,mean,1,1,1,7,0.6364,4.5472,0.9989,33.76
audioseal,2,ecc1,16,11,2048,chinese:SSB0011,2,8,fwp,1,1,1,7,0.6364,4.5472,0.9989,33.76
audioseal,2,ecc1,16,11,2048,chinese:SSB0012,0,9,mean,1,1,0,7,0.6364,4.6214,0.9997,36.51
audioseal,2,ecc1,16,11,2048,chinese:SSB0012,0,9,fwp,1,1,0,7,0.6364,4.6214,0.9997,36.51
audioseal,2,ecc1,16,11,2048,chinese:SSB0012,1,10,mean,1,0,0,8,0.7273,4.6079,0.9995,34.72
audioseal,2,ecc1,16,11,2048,chinese:SSB0012,1,10,fwp,1,0,0,8,0.7273,4.6079,0.9995,34.72
audioseal,2,ecc1,16,11,2048,chinese:SSB0012,2,11,mean,1,1,1,9,0.8182,4.6030,0.9998,35.19
audioseal,2,ecc1,16,11,2048,chinese:SSB0012,2,11,fwp,1,1,1,9,0.8182,4.6030,0.9998,35.19
audioseal,2,ecc1,16,11,2048,chinese:SSB0016,0,12,mean,1,1,1,10,0.9091,4.5704,0.9991,33.33
audioseal,2,ecc1,16,11,2048,chinese:SSB0016,0,12,fwp,1,1,1,10,0.9091,4.5704,0.9991,33.33
audioseal,2,ecc1,16,11,2048,chinese:SSB0016,1,13,mean,1,1,1,8,0.7273,4.5646,0.9990,34.31
audioseal,2,ecc1,16,11,2048,chinese:SSB0016,1,13,fwp,1,1,1,8,0.7273,4.5646,0.9990,34.31
audioseal,2,ecc1,16,11,2048,chinese:SSB0016,2,14,mean,0,0,0,11,1.0000,4.6261,0.9995,38.10
audioseal,2,ecc1,16,11,2048,chinese:SSB0016,2,14,fwp,0,0,0,11,1.0000,4.6261,0.9995,38.10
audioseal,2,ecc1,16,11,2048,chinese:SSB0018,0,15,mean,1,0,0,8,0.7273,4.6061,0.9998,39.64
audioseal,2,ecc1,16,11,2048,chinese:SSB0018,0,15,fwp,1,0,0,8,0.7273,4.6061,0.9998,39.64
audioseal,2,ecc1,16,11,2048,chinese:SSB0018,1,16,mean,1,1,1,8,0.7273,4.5903,0.9997,35.93
audioseal,2,ecc1,16,11,2048,chinese:SSB0018,1,16,fwp,1,1,1,8,0.7273,4.5903,0.9997,35.93
audioseal,2,ecc1,16,11,2048,chinese:SSB0018,2,17,mean,0,0,0,11,1.0000,4.6282,0.9999,39.25
audioseal,2,ecc1,16,11,2048,chinese:SSB0018,2,17,fwp,0,0,0,11,1.0000,4.6282,0.9999,39.25
audioseal,2,ecc1,16,11,2048,chinese:SSB0033,0,18,mean,0,0,0,11,1.0000,4.6033,0.9997,41.73
