dataset,model,k,method,trial_id,speaker,clip_index,source_path,coalition_payloads,valid_copy_count,payloads_tested,target_rank,target_payload,selection_rule,candidate_count,selection_score,payload_distance,weights,effective_members,max_weight,weights_valid,decoded_payload,target_hit,target_margin,hits_out_of_10,escaped,closest_member_bit_accuracy,watermark_score,decoded_bits,target_bit_accuracy,quality_reference,pesq,stoi,si_sdr
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,1,60586,nearest_nonmember_payloads,65528,-0.84515425,0.84515425,"[0.49999999999999584, 7.216449660063488e-16, 0.2499999999999975, 9.853229343548223e-16, 9.136628222314154e-16, 0.2500000000000008, 2.914251835369951e-15, 3.747002708109888e-16]",2.66666667,0.50000000,1,60586,1,0.64651489,4,1,0.93750000,0.999982,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1]",1.00000000,first_coalition_copy,4.6252,0.9998,41.23
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,2,44466,nearest_nonmember_payloads,65528,-0.85083863,0.85083863,"[0.16666667778687091, 0.18888889543056853, 0.4999999999999998, 0.055555542154016965, 0.0, 0.0, 0.08888888462854354, 2.107370131307361e-16]",3.08219174,0.50000000,1,11698,0,-0.15919018,4,0,1.00000000,0.999981,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",0.93750000,first_coalition_copy,4.5921,0.9993,35.72
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,3,52689,nearest_nonmember_payloads,65528,-0.85485041,0.85485041,"[0.09523809204432435, 0.0, 1.233120623129059e-16, 0.09523808917298054, 0.09523809882397939, 1.3153432755302841e-16, 0.4999999999999999, 0.2142857199587156]",3.09473683,0.50000000,1,52561,0,-0.84748030,4,0,1.00000000,0.999977,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",0.93750000,first_coalition_copy,4.5922,0.9994,36.91
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,4,59563,nearest_nonmember_payloads,65528,-0.85539892,0.85539892,"[0.49999999999999917, 1.5150117389563836e-15, 2.7063922595746196e-16, 0.2272727236804858, 0.0, 0.2727272763195125, 9.623529616427802e-16, 0.0]",2.65934066,0.50000000,1,59563,1,0.21168184,4,1,0.93750000,0.999978,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1]",1.00000000,first_coalition_copy,4.6302,0.9998,43.46
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,5,46994,nearest_nonmember_payloads,65528,-0.85839508,0.85839508,"[0.0, 0.4999999999999999, 0.20000000205194002, 0.09999999618233733, 0.20000000176572227, 1.987084650448829e-16, 0.0, 2.504644519958214e-16]",2.94117646,0.50000000,1,46994,1,0.44717836,4,1,0.93750000,0.999861,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1]",1.00000000,first_coalition_copy,4.5708,0.9991,34.95
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,6,11666,nearest_nonmember_payloads,65528,-0.85906418,0.85906418,"[2.3950357613533275e-16, 0.25833332818519256, 0.4999999999999982, 9.234016702330237e-16, 0.016666669282387143, 0.0, 0.06666666787511409, 0.1583333346573069]",2.88577156,0.50000000,1,11666,1,0.82919025,4,1,0.93750000,0.999982,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1.00000000,first_coalition_copy,4.5798,0.9991,34.32
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,7,51537,nearest_nonmember_payloads,65528,-0.85941213,0.85941213,"[0.0, 2.4342486832887985e-16, 7.798593910716681e-17, 0.18253967790203193, 1.205080169557688e-15, 0.11904762090427, 0.4999999999999989, 0.1984127011936976]",2.96858639,0.50000000,1,59729,0,-0.42634439,4,1,0.87500000,0.999980,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",0.93750000,first_coalition_copy,4.5926,0.9994,36.75
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,8,65457,nearest_nonmember_payloads,65528,-0.85948667,0.85948667,"[0.11818181494013409, 0.09545454275927966, 0.05000000330223519, 0.499999999999999, 0.10909091086246361, 0.0, 0.12727272813588855, 0.0]",3.29296503,0.50000000,1,64401,0,-1.96702576,4,1,0.93750000,0.999973,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0.87500000,first_coalition_copy,4.5958,0.9994,37.49
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,9,57546,nearest_nonmember_payloads,65528,-0.86396098,0.86396098,"[0.21126760378141993, 0.12676056190626397, 3.596298606134419e-16, 4.520038857092069e-16, 2.1609233425651985e-16, 0.5000000000000001, 0.0, 0.161971834312315]",2.96791286,0.50000000,1,57418,0,-0.62778282,4,0,1.00000000,0.999984,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0.93750000,first_coalition_copy,4.6013,0.9995,36.79
collusion_300,audioseal,8,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[60587, 47002, 11698, 64433, 14273, 57418, 52561, 18644]",8,64,10,14234,nearest_nonmember_payloads,65528,-0.86602540,0.86602540,"[1.068729758437825e-16, 0.49999999999999634, 0.2500000000000036, 0.0, 0.24999999999999917, 4.92735540116028e-16, 0.0, 2.9911361832329565e-16]",2.66666667,0.50000000,1,14226,0,-0.95487595,4,1,0.87500000,0.999974,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",0.93750000,first_coalition_copy,4.5667,0.9990,34.53
