model,K,N_registry,trial_id,spk,local_t,method,colluder_ids,top1_identity,top1_is_colluder,max_colluder_score,max_noncolluder_score,attribution_margin,best_colluder_rank,ASR,R3_escape,R5_escape
wavmark,3,256,0,chinese:SSB0005,0,mean,"[22380, 40286, 59923]",53086,0,-2.0,-1.0,1.0,2,1,0,0
wavmark,3,1024,0,chinese:SSB0005,0,mean,"[22380, 40286, 59923]",55134,0,-2.0,-1.0,1.0,2,1,0,0
wavmark,3,4096,0,chinese:SSB0005,0,mean,"[22380, 40286, 59923]",57310,0,-2.0,-1.0,1.0,2,1,1,1
wavmark,3,16384,0,chinese:SSB0005,0,mean,"[22380, 40286, 59923]",57310,0,-2.0,-1.0,1.0,6,1,1,1
wavmark,3,65536,0,chinese:SSB0005,0,mean,"[22380, 40286, 59923]",57182,0,-2.0,-0.0,2.0,18,1,1,1
wavmark,3,256,0,chinese:SSB0005,0,fwp,"[22380, 40286, 59923]",19823,0,-6.0,-3.0,3.0,30,1,1,1
wavmark,3,1024,0,chinese:SSB0005,0,fwp,"[22380, 40286, 59923]",20287,0,-6.0,-2.0,4.0,110,1,1,1
wavmark,3,4096,0,chinese:SSB0005,0,fwp,"[22380, 40286, 59923]",32639,0,-6.0,-1.0,5.0,420,1,1,1
wavmark,3,16384,0,chinese:SSB0005,0,fwp,"[22380, 40286, 59923]",32639,0,-6.0,-1.0,5.0,1744,1,1,1
wavmark,3,65536,0,chinese:SSB0005,0,fwp,"[22380, 40286, 59923]",28543,0,-6.0,-0.0,6.0,6886,1,1,1
wavmark,3,256,1,chinese:SSB0005,1,mean,"[2112, 9383, 29991]",9383,1,-1.0,-2.0,-1.0,1,0,0,0
wavmark,3,1024,1,chinese:SSB0005,1,mean,"[2112, 9383, 29991]",9383,1,-1.0,-2.0,-1.0,1,0,0,0
wavmark,3,4096,1,chinese:SSB0005,1,mean,"[2112, 9383, 29991]",9383,1,-1.0,-2.0,-1.0,1,0,0,0
wavmark,3,16384,1,chinese:SSB0005,1,mean,"[2112, 9383, 29991]",25639,0,-1.0,-1.0,0.0,1,1,0,0
wavmark,3,65536,1,chinese:SSB0005,1,mean,"[2112, 9383, 29991]",9255,0,-1.0,-0.0,1.0,2,1,1,1
wavmark,3,256,1,chinese:SSB0005,1,fwp,"[2112, 9383, 29991]",11575,0,-4.0,-2.0,2.0,6,1,1,1
wavmark,3,1024,1,chinese:SSB0005,1,fwp,"[2112, 9383, 29991]",11747,0,-4.0,-2.0,2.0,9,1,1,1
wavmark,3,4096,1,chinese:SSB0005,1,fwp,"[2112, 9383, 29991]",28003,0,-4.0,-2.0,2.0,54,1,1,1
wavmark,3,16384,1,chinese:SSB0005,1,fwp,"[2112, 9383, 29991]",44391,0,-4.0,-1.0,3.0,175,1,1,1
wavmark,3,65536,1,chinese:SSB0005,1,fwp,"[2112, 9383, 29991]",11623,0,-4.0,-0.0,4.0,698,1,1,1
wavmark,3,256,2,chinese:SSB0005,2,mean,"[7177, 9867, 59937]",9867,1,-3.0,-4.0,-1.0,1,0,0,0
wavmark,3,1024,2,chinese:SSB0005,2,mean,"[7177, 9867, 59937]",11913,0,-3.0,-1.0,2.0,3,1,1,1
wavmark,3,4096,2,chinese:SSB0005,2,mean,"[7177, 9867, 59937]",11784,0,-3.0,-1.0,2.0,9,1,1,1
wavmark,3,16384,2,chinese:SSB0005,2,mean,"[7177, 9867, 59937]",11785,0,-3.0,-0.0,3.0,37,1,1,1
wavmark,3,65536,2,chinese:SSB0005,2,mean,"[7177, 9867, 59937]",11785,0,-3.0,-0.0,3.0,138,1,1,1
wavmark,3,256,2,chinese:SSB0005,2,fwp,"[7177, 9867, 59937]",59937,1,-2.0,-3.0,-1.0,1,0,0,0
