model,K,trial_id,spk,local_t,method,quality_reference,PESQ,STOI,SI_SDR,presence_supported,presence_score,presence_decision
wmcodec,8,0,chinese:SSB0005,0,mean,first_legitimate_watermarked_coalition_copy,4.3862,0.9852,17.71,0,,
wmcodec,8,0,chinese:SSB0005,0,fwp,first_legitimate_watermarked_coalition_copy,4.1722,0.9789,14.77,0,,
wmcodec,8,1,chinese:SSB0005,1,mean,first_legitimate_watermarked_coalition_copy,4.3716,0.9847,16.55,0,,
wmcodec,8,1,chinese:SSB0005,1,fwp,first_legitimate_watermarked_coalition_copy,4.3996,0.9895,18.32,0,,
wmcodec,8,2,chinese:SSB0005,2,mean,first_legitimate_watermarked_coalition_copy,4.4453,0.9863,17.48,0,,
wmcodec,8,2,chinese:SSB0005,2,fwp,first_legitimate_watermarked_coalition_copy,4.0969,0.9794,14.89,0,,
wmcodec,8,3,chinese:SSB0009,0,mean,first_legitimate_watermarked_coalition_copy,4.2447,0.9846,13.98,0,,
wmcodec,8,3,chinese:SSB0009,0,fwp,first_legitimate_watermarked_coalition_copy,3.9610,0.9772,11.43,0,,
wmcodec,8,4,chinese:SSB0009,1,mean,first_legitimate_watermarked_coalition_copy,4.3477,0.9858,13.17,0,,
wmcodec,8,4,chinese:SSB0009,1,fwp,first_legitimate_watermarked_coalition_copy,4.4439,0.9898,14.96,0,,
wmcodec,8,5,chinese:SSB0009,2,mean,first_legitimate_watermarked_coalition_copy,4.1231,0.9831,13.15,0,,
wmcodec,8,5,chinese:SSB0009,2,fwp,first_legitimate_watermarked_coalition_copy,3.7229,0.9751,10.78,0,,
wmcodec,8,6,chinese:SSB0011,0,mean,first_legitimate_watermarked_coalition_copy,3.9813,0.9804,15.30,0,,
wmcodec,8,6,chinese:SSB0011,0,fwp,first_legitimate_watermarked_coalition_copy,4.1701,0.9849,16.97,0,,
wmcodec,8,7,chinese:SSB0011,1,mean,first_legitimate_watermarked_coalition_copy,4.1077,0.9795,16.66,0,,
wmcodec,8,7,chinese:SSB0011,1,fwp,first_legitimate_watermarked_coalition_copy,3.8492,0.9706,14.03,0,,
wmcodec,8,8,chinese:SSB0011,2,mean,first_legitimate_watermarked_coalition_copy,4.0981,0.9836,16.83,0,,
wmcodec,8,8,chinese:SSB0011,2,fwp,first_legitimate_watermarked_coalition_copy,3.5314,0.9744,14.32,0,,
wmcodec,8,9,chinese:SSB0012,0,mean,first_legitimate_watermarked_coalition_copy,4.2925,0.9810,13.43,0,,
wmcodec,8,9,chinese:SSB0012,0,fwp,first_legitimate_watermarked_coalition_copy,4.1386,0.9746,11.27,0,,
wmcodec,8,10,chinese:SSB0012,1,mean,first_legitimate_watermarked_coalition_copy,4.2537,0.9808,12.44,0,,
