model,K,trial_id,spk,local_t,method,quality_reference,PESQ,STOI,SI_SDR,presence_supported,presence_score,presence_decision
voicemark,8,0,chinese:SSB0005,0,mean,first_legitimate_watermarked_coalition_copy,4.1673,0.9545,16.07,1,0.6862,1
voicemark,8,0,chinese:SSB0005,0,fwp,first_legitimate_watermarked_coalition_copy,3.8448,0.9485,13.42,1,0.7173,1
voicemark,8,1,chinese:SSB0005,1,mean,first_legitimate_watermarked_coalition_copy,4.4043,0.9727,17.86,1,0.6320,1
voicemark,8,1,chinese:SSB0005,1,fwp,first_legitimate_watermarked_coalition_copy,3.9932,0.9477,14.13,1,0.7012,1
voicemark,8,2,chinese:SSB0005,2,mean,first_legitimate_watermarked_coalition_copy,4.2621,0.9749,15.55,1,0.6833,1
voicemark,8,2,chinese:SSB0005,2,fwp,first_legitimate_watermarked_coalition_copy,4.1929,0.9614,14.08,1,0.7188,1
voicemark,8,3,chinese:SSB0009,0,mean,first_legitimate_watermarked_coalition_copy,3.8791,0.9557,10.69,1,0.6958,1
voicemark,8,3,chinese:SSB0009,0,fwp,first_legitimate_watermarked_coalition_copy,3.4079,0.9408,8.80,1,0.7016,1
voicemark,8,4,chinese:SSB0009,1,mean,first_legitimate_watermarked_coalition_copy,3.9510,0.9663,12.79,1,0.6912,1
voicemark,8,4,chinese:SSB0009,1,fwp,first_legitimate_watermarked_coalition_copy,3.6385,0.9517,10.98,1,0.7727,1
voicemark,8,5,chinese:SSB0009,2,mean,first_legitimate_watermarked_coalition_copy,4.2719,0.9742,11.89,1,0.6890,1
voicemark,8,5,chinese:SSB0009,2,fwp,first_legitimate_watermarked_coalition_copy,4.0849,0.9718,10.10,1,0.7131,1
voicemark,8,6,chinese:SSB0011,0,mean,first_legitimate_watermarked_coalition_copy,3.8309,0.9540,16.46,1,0.6407,1
voicemark,8,6,chinese:SSB0011,0,fwp,first_legitimate_watermarked_coalition_copy,3.9053,0.9690,18.82,1,0.6924,1
voicemark,8,7,chinese:SSB0011,1,mean,first_legitimate_watermarked_coalition_copy,3.9918,0.9641,16.65,1,0.5954,1
voicemark,8,7,chinese:SSB0011,1,fwp,first_legitimate_watermarked_coalition_copy,3.4586,0.9497,13.47,1,0.6000,1
voicemark,8,8,chinese:SSB0011,2,mean,first_legitimate_watermarked_coalition_copy,4.0975,0.9588,16.00,1,0.6076,1
voicemark,8,8,chinese:SSB0011,2,fwp,first_legitimate_watermarked_coalition_copy,3.8933,0.9481,15.13,1,0.5397,1
voicemark,8,9,chinese:SSB0012,0,mean,first_legitimate_watermarked_coalition_copy,3.9872,0.9589,12.54,1,0.6502,1
voicemark,8,9,chinese:SSB0012,0,fwp,first_legitimate_watermarked_coalition_copy,3.2007,0.9332,11.07,1,0.6616,1
voicemark,8,10,chinese:SSB0012,1,mean,first_legitimate_watermarked_coalition_copy,4.0959,0.9526,15.69,1,0.7224,1
voicemark,8,10,chinese:SSB0012,1,fwp,first_legitimate_watermarked_coalition_copy,3.8048,0.9476,14.16,1,0.7619,1
voicemark,8,11,chinese:SSB0012,2,mean,first_legitimate_watermarked_coalition_copy,3.8797,0.9560,12.96,1,0.7091,1
voicemark,8,11,chinese:SSB0012,2,fwp,first_legitimate_watermarked_coalition_copy,2.9785,0.9360,9.36,1,0.7314,1
voicemark,8,12,chinese:SSB0016,0,mean,first_legitimate_watermarked_coalition_copy,3.9914,0.9485,15.66,1,0.3456,0
voicemark,8,12,chinese:SSB0016,0,fwp,first_legitimate_watermarked_coalition_copy,3.6900,0.9391,17.11,1,0.3436,0
voicemark,8,13,chinese:SSB0016,1,mean,first_legitimate_watermarked_coalition_copy,3.8866,0.9515,15.71,1,0.3678,0
voicemark,8,13,chinese:SSB0016,1,fwp,first_legitimate_watermarked_coalition_copy,3.3806,0.9365,13.97,1,0.3894,0
voicemark,8,14,chinese:SSB0016,2,mean,first_legitimate_watermarked_coalition_copy,4.1742,0.9635,13.87,1,0.3135,0
voicemark,8,14,chinese:SSB0016,2,fwp,first_legitimate_watermarked_coalition_copy,3.9620,0.9366,12.23,1,0.3592,0
