model,K,trial_id,spk,local_t,method,quality_reference,PESQ,STOI,SI_SDR,presence_supported,presence_score,presence_decision
wmcodec,3,0,chinese:SSB0005,0,mean,first_legitimate_watermarked_coalition_copy,4.4270,0.9886,18.92,0,,
wmcodec,3,0,chinese:SSB0005,0,fwp,first_legitimate_watermarked_coalition_copy,4.2162,0.9784,15.26,0,,
wmcodec,3,1,chinese:SSB0005,1,mean,first_legitimate_watermarked_coalition_copy,4.3749,0.9883,17.54,0,,
wmcodec,3,1,chinese:SSB0005,1,fwp,first_legitimate_watermarked_coalition_copy,4.4407,0.9910,18.93,0,,
wmcodec,3,2,chinese:SSB0005,2,mean,first_legitimate_watermarked_coalition_copy,4.1449,0.9865,17.54,0,,
wmcodec,3,2,chinese:SSB0005,2,fwp,first_legitimate_watermarked_coalition_copy,4.2071,0.9893,18.79,0,,
wmcodec,3,3,chinese:SSB0009,0,mean,first_legitimate_watermarked_coalition_copy,4.3911,0.9879,15.29,0,,
wmcodec,3,3,chinese:SSB0009,0,fwp,first_legitimate_watermarked_coalition_copy,4.0705,0.9800,11.63,0,,
wmcodec,3,4,chinese:SSB0009,1,mean,first_legitimate_watermarked_coalition_copy,4.2760,0.9868,13.84,0,,
wmcodec,3,4,chinese:SSB0009,1,fwp,first_legitimate_watermarked_coalition_copy,4.2847,0.9885,15.13,0,,
wmcodec,3,5,chinese:SSB0009,2,mean,first_legitimate_watermarked_coalition_copy,4.3857,0.9869,14.28,0,,
wmcodec,3,5,chinese:SSB0009,2,fwp,first_legitimate_watermarked_coalition_copy,4.4499,0.9885,15.80,0,,
wmcodec,3,6,chinese:SSB0011,0,mean,first_legitimate_watermarked_coalition_copy,4.3743,0.9880,18.68,0,,
wmcodec,3,6,chinese:SSB0011,0,fwp,first_legitimate_watermarked_coalition_copy,3.9948,0.9903,20.15,0,,
wmcodec,3,7,chinese:SSB0011,1,mean,first_legitimate_watermarked_coalition_copy,3.9192,0.9865,16.74,0,,
wmcodec,3,7,chinese:SSB0011,1,fwp,first_legitimate_watermarked_coalition_copy,4.2411,0.9892,18.10,0,,
wmcodec,3,8,chinese:SSB0011,2,mean,first_legitimate_watermarked_coalition_copy,4.3601,0.9875,17.67,0,,
wmcodec,3,8,chinese:SSB0011,2,fwp,first_legitimate_watermarked_coalition_copy,4.4503,0.9901,18.84,0,,
wmcodec,3,9,chinese:SSB0012,0,mean,first_legitimate_watermarked_coalition_copy,4.4448,0.9853,14.36,0,,
wmcodec,3,9,chinese:SSB0012,0,fwp,first_legitimate_watermarked_coalition_copy,4.4632,0.9878,15.62,0,,
wmcodec,3,10,chinese:SSB0012,1,mean,first_legitimate_watermarked_coalition_copy,4.3707,0.9850,14.46,0,,
wmcodec,3,10,chinese:SSB0012,1,fwp,first_legitimate_watermarked_coalition_copy,4.3244,0.9875,15.72,0,,
wmcodec,3,11,chinese:SSB0012,2,mean,first_legitimate_watermarked_coalition_copy,4.3213,0.9869,15.16,0,,
