model,K,trial_id,spk,local_t,method,quality_reference,PESQ,STOI,SI_SDR,presence_supported,presence_score,presence_decision
timbrewm,8,0,chinese:SSB0005,0,mean,first_legitimate_watermarked_coalition_copy,4.5638,0.9952,33.76,0,,
timbrewm,8,0,chinese:SSB0005,0,fwp,first_legitimate_watermarked_coalition_copy,4.4743,0.9928,31.77,0,,
timbrewm,8,1,chinese:SSB0005,1,mean,first_legitimate_watermarked_coalition_copy,4.5657,0.9973,35.02,0,,
timbrewm,8,1,chinese:SSB0005,1,fwp,first_legitimate_watermarked_coalition_copy,4.4204,0.9946,32.64,0,,
timbrewm,8,2,chinese:SSB0005,2,mean,first_legitimate_watermarked_coalition_copy,4.4981,0.9978,34.57,0,,
timbrewm,8,2,chinese:SSB0005,2,fwp,first_legitimate_watermarked_coalition_copy,4.4430,0.9966,32.45,0,,
timbrewm,8,3,chinese:SSB0009,0,mean,first_legitimate_watermarked_coalition_copy,4.5248,0.9973,27.88,0,,
timbrewm,8,3,chinese:SSB0009,0,fwp,first_legitimate_watermarked_coalition_copy,4.5225,0.9984,30.21,0,,
timbrewm,8,4,chinese:SSB0009,1,mean,first_legitimate_watermarked_coalition_copy,4.5813,0.9983,31.48,0,,
timbrewm,8,4,chinese:SSB0009,1,fwp,first_legitimate_watermarked_coalition_copy,4.5345,0.9967,28.28,0,,
timbrewm,8,5,chinese:SSB0009,2,mean,first_legitimate_watermarked_coalition_copy,4.5462,0.9974,30.04,0,,
timbrewm,8,5,chinese:SSB0009,2,fwp,first_legitimate_watermarked_coalition_copy,4.4200,0.9954,27.36,0,,
timbrewm,8,6,chinese:SSB0011,0,mean,first_legitimate_watermarked_coalition_copy,4.5445,0.9961,31.13,0,,
timbrewm,8,6,chinese:SSB0011,0,fwp,first_legitimate_watermarked_coalition_copy,4.3933,0.9934,29.53,0,,
timbrewm,8,7,chinese:SSB0011,1,mean,first_legitimate_watermarked_coalition_copy,4.5340,0.9952,30.95,0,,
timbrewm,8,7,chinese:SSB0011,1,fwp,first_legitimate_watermarked_coalition_copy,4.5481,0.9970,32.71,0,,
timbrewm,8,8,chinese:SSB0011,2,mean,first_legitimate_watermarked_coalition_copy,4.4813,0.9928,28.65,0,,
timbrewm,8,8,chinese:SSB0011,2,fwp,first_legitimate_watermarked_coalition_copy,4.5626,0.9952,30.55,0,,
timbrewm,8,9,chinese:SSB0012,0,mean,first_legitimate_watermarked_coalition_copy,4.4194,0.9941,30.34,0,,
timbrewm,8,9,chinese:SSB0012,0,fwp,first_legitimate_watermarked_coalition_copy,4.1357,0.9904,28.02,0,,
timbrewm,8,10,chinese:SSB0012,1,mean,first_legitimate_watermarked_coalition_copy,4.4705,0.9949,31.49,0,,
timbrewm,8,10,chinese:SSB0012,1,fwp,first_legitimate_watermarked_coalition_copy,4.1663,0.9922,28.96,0,,
timbrewm,8,11,chinese:SSB0012,2,mean,first_legitimate_watermarked_coalition_copy,4.4556,0.9957,31.50,0,,
timbrewm,8,11,chinese:SSB0012,2,fwp,first_legitimate_watermarked_coalition_copy,4.3995,0.9950,30.46,0,,
timbrewm,8,12,chinese:SSB0016,0,mean,first_legitimate_watermarked_coalition_copy,4.5571,0.9958,29.05,0,,
timbrewm,8,12,chinese:SSB0016,0,fwp,first_legitimate_watermarked_coalition_copy,4.5323,0.9933,26.83,0,,
timbrewm,8,13,chinese:SSB0016,1,mean,first_legitimate_watermarked_coalition_copy,4.5324,0.9947,27.52,0,,
timbrewm,8,13,chinese:SSB0016,1,fwp,first_legitimate_watermarked_coalition_copy,4.4385,0.9923,25.11,0,,
timbrewm,8,14,chinese:SSB0016,2,mean,first_legitimate_watermarked_coalition_copy,4.4544,0.9959,27.29,0,,
timbrewm,8,14,chinese:SSB0016,2,fwp,first_legitimate_watermarked_coalition_copy,4.3411,0.9922,25.14,0,,
timbrewm,8,15,chinese:SSB0018,0,mean,first_legitimate_watermarked_coalition_copy,4.5204,0.9964,32.34,0,,
timbrewm,8,15,chinese:SSB0018,0,fwp,first_legitimate_watermarked_coalition_copy,4.5001,0.9976,34.27,0,,
timbrewm,8,16,chinese:SSB0018,1,mean,first_legitimate_watermarked_coalition_copy,4.4584,0.9974,33.08,0,,
timbrewm,8,16,chinese:SSB0018,1,fwp,first_legitimate_watermarked_coalition_copy,4.3919,0.9968,31.89,0,,
timbrewm,8,17,chinese:SSB0018,2,mean,first_legitimate_watermarked_coalition_copy,4.5334,0.9968,32.73,0,,
timbrewm,8,17,chinese:SSB0018,2,fwp,first_legitimate_watermarked_coalition_copy,4.5362,0.9975,33.65,0,,
timbrewm,8,18,chinese:SSB0033,0,mean,first_legitimate_watermarked_coalition_copy,4.5444,0.9983,36.19,0,,
timbrewm,8,18,chinese:SSB0033,0,fwp,first_legitimate_watermarked_coalition_copy,4.4544,0.9971,34.14,0,,
timbrewm,8,19,chinese:SSB0033,1,mean,first_legitimate_watermarked_coalition_copy,4.4294,0.9961,33.82,0,,
timbrewm,8,19,chinese:SSB0033,1,fwp,first_legitimate_watermarked_coalition_copy,4.3929,0.9978,35.84,0,,
timbrewm,8,20,chinese:SSB0033,2,mean,first_legitimate_watermarked_coalition_copy,4.5060,0.9953,34.71,0,,
timbrewm,8,20,chinese:SSB0033,2,fwp,first_legitimate_watermarked_coalition_copy,4.5154,0.9973,36.82,0,,
timbrewm,8,21,chinese:SSB0038,0,mean,first_legitimate_watermarked_coalition_copy,4.5539,0.9969,31.38,0,,
timbrewm,8,21,chinese:SSB0038,0,fwp,first_legitimate_watermarked_coalition_copy,4.5032,0.9951,29.66,0,,
timbrewm,8,22,chinese:SSB0038,1,mean,first_legitimate_watermarked_coalition_copy,4.5644,0.9966,31.48,0,,
timbrewm,8,22,chinese:SSB0038,1,fwp,first_legitimate_watermarked_coalition_copy,4.5301,0.9953,30.15,0,,
timbrewm,8,23,chinese:SSB0038,2,mean,first_legitimate_watermarked_coalition_copy,4.5259,0.9958,30.81,0,,
timbrewm,8,23,chinese:SSB0038,2,fwp,first_legitimate_watermarked_coalition_copy,4.4273,0.9929,28.34,0,,
