model,K,trial_id,spk,local_t,method,quality_reference,PESQ,STOI,SI_SDR,presence_supported,presence_score,presence_decision
wavmark,3,0,chinese:SSB0005,0,mean,first_legitimate_watermarked_coalition_copy,4.5834,0.9972,44.24,1,1.0000,1
wavmark,3,0,chinese:SSB0005,0,fwp,first_legitimate_watermarked_coalition_copy,4.5787,0.9978,44.54,1,1.0000,1
wavmark,3,1,chinese:SSB0005,1,mean,first_legitimate_watermarked_coalition_copy,4.4767,0.9958,42.31,1,1.0000,1
wavmark,3,1,chinese:SSB0005,1,fwp,first_legitimate_watermarked_coalition_copy,4.5043,0.9968,43.95,1,1.0000,1
wavmark,3,2,chinese:SSB0005,2,mean,first_legitimate_watermarked_coalition_copy,4.5875,0.9973,45.59,1,1.0000,1
wavmark,3,2,chinese:SSB0005,2,fwp,first_legitimate_watermarked_coalition_copy,4.5927,0.9979,45.99,1,1.0000,1
wavmark,3,3,chinese:SSB0009,0,mean,first_legitimate_watermarked_coalition_copy,4.6051,0.9999,45.54,1,1.0000,1
wavmark,3,3,chinese:SSB0009,0,fwp,first_legitimate_watermarked_coalition_copy,4.6157,1.0000,46.51,1,1.0000,1
wavmark,3,4,chinese:SSB0009,1,mean,first_legitimate_watermarked_coalition_copy,4.5780,0.9999,42.05,1,1.0000,1
wavmark,3,4,chinese:SSB0009,1,fwp,first_legitimate_watermarked_coalition_copy,4.5914,0.9999,43.17,1,1.0000,1
wavmark,3,5,chinese:SSB0009,2,mean,first_legitimate_watermarked_coalition_copy,4.5763,0.9999,41.79,1,1.0000,1
wavmark,3,5,chinese:SSB0009,2,fwp,first_legitimate_watermarked_coalition_copy,4.5971,0.9999,42.85,1,1.0000,1
wavmark,3,6,chinese:SSB0011,0,mean,first_legitimate_watermarked_coalition_copy,4.4135,0.9995,43.80,1,1.0000,1
wavmark,3,6,chinese:SSB0011,0,fwp,first_legitimate_watermarked_coalition_copy,4.4365,0.9996,44.42,1,1.0000,1
wavmark,3,7,chinese:SSB0011,1,mean,first_legitimate_watermarked_coalition_copy,4.5120,0.9995,43.62,1,1.0000,1
wavmark,3,7,chinese:SSB0011,1,fwp,first_legitimate_watermarked_coalition_copy,4.5000,0.9995,43.49,1,1.0000,1
wavmark,3,8,chinese:SSB0011,2,mean,first_legitimate_watermarked_coalition_copy,4.5131,0.9996,43.35,1,1.0000,1
wavmark,3,8,chinese:SSB0011,2,fwp,first_legitimate_watermarked_coalition_copy,4.5343,0.9996,42.98,1,1.0000,1
wavmark,3,9,chinese:SSB0012,0,mean,first_legitimate_watermarked_coalition_copy,4.5368,0.9998,43.97,1,1.0000,1
wavmark,3,9,chinese:SSB0012,0,fwp,first_legitimate_watermarked_coalition_copy,4.4596,0.9996,40.45,1,1.0000,1
wavmark,3,10,chinese:SSB0012,1,mean,first_legitimate_watermarked_coalition_copy,4.5293,0.9998,42.82,1,1.0000,1
wavmark,3,10,chinese:SSB0012,1,fwp,first_legitimate_watermarked_coalition_copy,4.5621,0.9998,44.16,1,1.0000,1
wavmark,3,11,chinese:SSB0012,2,mean,first_legitimate_watermarked_coalition_copy,4.5330,0.9998,43.04,1,1.0000,1
wavmark,3,11,chinese:SSB0012,2,fwp,first_legitimate_watermarked_coalition_copy,4.5569,0.9998,44.26,1,1.0000,1
wavmark,3,12,chinese:SSB0016,0,mean,first_legitimate_watermarked_coalition_copy,4.4516,0.9986,39.68,1,1.0000,1
wavmark,3,12,chinese:SSB0016,0,fwp,first_legitimate_watermarked_coalition_copy,4.4707,0.9990,40.66,1,1.0000,1
wavmark,3,13,chinese:SSB0016,1,mean,first_legitimate_watermarked_coalition_copy,4.4227,0.9983,38.90,1,1.0000,1
wavmark,3,13,chinese:SSB0016,1,fwp,first_legitimate_watermarked_coalition_copy,4.4851,0.9987,40.15,1,1.0000,1
wavmark,3,14,chinese:SSB0016,2,mean,first_legitimate_watermarked_coalition_copy,4.3943,0.9978,38.96,1,1.0000,1
wavmark,3,14,chinese:SSB0016,2,fwp,first_legitimate_watermarked_coalition_copy,4.4149,0.9982,39.93,1,1.0000,1
wavmark,3,15,chinese:SSB0018,0,mean,first_legitimate_watermarked_coalition_copy,4.5249,0.9994,43.99,1,1.0000,1
wavmark,3,15,chinese:SSB0018,0,fwp,first_legitimate_watermarked_coalition_copy,4.5413,0.9995,44.70,1,1.0000,1
wavmark,3,16,chinese:SSB0018,1,mean,first_legitimate_watermarked_coalition_copy,4.4564,0.9995,43.84,1,1.0000,1
wavmark,3,16,chinese:SSB0018,1,fwp,first_legitimate_watermarked_coalition_copy,4.4802,0.9996,45.00,1,1.0000,1
wavmark,3,17,chinese:SSB0018,2,mean,first_legitimate_watermarked_coalition_copy,4.5710,0.9995,44.55,1,1.0000,1
wavmark,3,17,chinese:SSB0018,2,fwp,first_legitimate_watermarked_coalition_copy,4.5798,0.9995,45.01,1,1.0000,1
wavmark,3,18,chinese:SSB0033,0,mean,first_legitimate_watermarked_coalition_copy,4.2784,0.9995,42.63,1,1.0000,1
wavmark,3,18,chinese:SSB0033,0,fwp,first_legitimate_watermarked_coalition_copy,4.3209,0.9996,44.07,1,1.0000,1
wavmark,3,19,chinese:SSB0033,1,mean,first_legitimate_watermarked_coalition_copy,4.5085,0.9998,45.91,1,1.0000,1
wavmark,3,19,chinese:SSB0033,1,fwp,first_legitimate_watermarked_coalition_copy,4.4141,0.9995,42.39,1,1.0000,1
wavmark,3,20,chinese:SSB0033,2,mean,first_legitimate_watermarked_coalition_copy,4.5228,0.9997,44.14,1,1.0000,1
wavmark,3,20,chinese:SSB0033,2,fwp,first_legitimate_watermarked_coalition_copy,4.5256,0.9998,45.52,1,1.0000,1
