model,K,trial_id,spk,local_t,method,quality_reference,PESQ,STOI,SI_SDR,presence_supported,presence_score,presence_decision
timbrewm,3,0,chinese:SSB0005,0,mean,first_legitimate_watermarked_coalition_copy,4.5268,0.9965,35.23,0,,
timbrewm,3,0,chinese:SSB0005,0,fwp,first_legitimate_watermarked_coalition_copy,4.5119,0.9975,36.12,0,,
timbrewm,3,1,chinese:SSB0005,1,mean,first_legitimate_watermarked_coalition_copy,4.5625,0.9962,34.56,0,,
timbrewm,3,1,chinese:SSB0005,1,fwp,first_legitimate_watermarked_coalition_copy,4.5654,0.9970,35.67,0,,
timbrewm,3,2,chinese:SSB0005,2,mean,first_legitimate_watermarked_coalition_copy,4.5862,0.9969,35.40,0,,
timbrewm,3,2,chinese:SSB0005,2,fwp,first_legitimate_watermarked_coalition_copy,4.6032,0.9975,36.41,0,,
timbrewm,3,3,chinese:SSB0009,0,mean,first_legitimate_watermarked_coalition_copy,4.5792,0.9989,32.34,0,,
timbrewm,3,3,chinese:SSB0009,0,fwp,first_legitimate_watermarked_coalition_copy,4.5712,0.9987,32.33,0,,
timbrewm,3,4,chinese:SSB0009,1,mean,first_legitimate_watermarked_coalition_copy,4.5511,0.9984,30.73,0,,
timbrewm,3,4,chinese:SSB0009,1,fwp,first_legitimate_watermarked_coalition_copy,4.5908,0.9988,32.28,0,,
timbrewm,3,5,chinese:SSB0009,2,mean,first_legitimate_watermarked_coalition_copy,4.5824,0.9983,30.48,0,,
timbrewm,3,5,chinese:SSB0009,2,fwp,first_legitimate_watermarked_coalition_copy,4.5965,0.9989,31.65,0,,
timbrewm,3,6,chinese:SSB0011,0,mean,first_legitimate_watermarked_coalition_copy,4.5919,0.9969,32.96,0,,
timbrewm,3,6,chinese:SSB0011,0,fwp,first_legitimate_watermarked_coalition_copy,4.5926,0.9975,33.97,0,,
timbrewm,3,7,chinese:SSB0011,1,mean,first_legitimate_watermarked_coalition_copy,4.5369,0.9964,31.74,0,,
timbrewm,3,7,chinese:SSB0011,1,fwp,first_legitimate_watermarked_coalition_copy,4.5780,0.9975,33.20,0,,
timbrewm,3,8,chinese:SSB0011,2,mean,first_legitimate_watermarked_coalition_copy,4.5530,0.9972,33.42,0,,
timbrewm,3,8,chinese:SSB0011,2,fwp,first_legitimate_watermarked_coalition_copy,4.4530,0.9938,29.89,0,,
timbrewm,3,9,chinese:SSB0012,0,mean,first_legitimate_watermarked_coalition_copy,4.5251,0.9968,32.40,0,,
timbrewm,3,9,chinese:SSB0012,0,fwp,first_legitimate_watermarked_coalition_copy,4.3019,0.9927,28.88,0,,
timbrewm,3,10,chinese:SSB0012,1,mean,first_legitimate_watermarked_coalition_copy,4.5811,0.9970,33.25,0,,
timbrewm,3,10,chinese:SSB0012,1,fwp,first_legitimate_watermarked_coalition_copy,4.5336,0.9972,33.19,0,,
timbrewm,3,11,chinese:SSB0012,2,mean,first_legitimate_watermarked_coalition_copy,4.5383,0.9976,33.56,0,,
timbrewm,3,11,chinese:SSB0012,2,fwp,first_legitimate_watermarked_coalition_copy,4.3700,0.9949,30.03,0,,
timbrewm,3,12,chinese:SSB0016,0,mean,first_legitimate_watermarked_coalition_copy,4.4089,0.9917,24.41,0,,
timbrewm,3,12,chinese:SSB0016,0,fwp,first_legitimate_watermarked_coalition_copy,4.3707,0.9942,25.83,0,,
timbrewm,3,13,chinese:SSB0016,1,mean,first_legitimate_watermarked_coalition_copy,4.5415,0.9972,29.25,0,,
timbrewm,3,13,chinese:SSB0016,1,fwp,first_legitimate_watermarked_coalition_copy,4.5709,0.9978,30.67,0,,
timbrewm,3,14,chinese:SSB0016,2,mean,first_legitimate_watermarked_coalition_copy,4.5549,0.9962,30.29,0,,
timbrewm,3,14,chinese:SSB0016,2,fwp,first_legitimate_watermarked_coalition_copy,4.4698,0.9918,26.77,0,,
timbrewm,3,15,chinese:SSB0018,0,mean,first_legitimate_watermarked_coalition_copy,4.5097,0.9975,33.76,0,,
timbrewm,3,15,chinese:SSB0018,0,fwp,first_legitimate_watermarked_coalition_copy,4.5080,0.9982,34.73,0,,
timbrewm,3,16,chinese:SSB0018,1,mean,first_legitimate_watermarked_coalition_copy,4.5984,0.9987,37.99,0,,
timbrewm,3,16,chinese:SSB0018,1,fwp,first_legitimate_watermarked_coalition_copy,4.5399,0.9971,34.46,0,,
timbrewm,3,17,chinese:SSB0018,2,mean,first_legitimate_watermarked_coalition_copy,4.5297,0.9979,34.21,0,,
timbrewm,3,17,chinese:SSB0018,2,fwp,first_legitimate_watermarked_coalition_copy,4.5141,0.9983,34.59,0,,
timbrewm,3,18,chinese:SSB0033,0,mean,first_legitimate_watermarked_coalition_copy,4.5252,0.9971,34.91,0,,
timbrewm,3,18,chinese:SSB0033,0,fwp,first_legitimate_watermarked_coalition_copy,4.5228,0.9980,36.87,0,,
timbrewm,3,19,chinese:SSB0033,1,mean,first_legitimate_watermarked_coalition_copy,4.5934,0.9979,38.23,0,,
timbrewm,3,19,chinese:SSB0033,1,fwp,first_legitimate_watermarked_coalition_copy,4.5115,0.9953,34.71,0,,
timbrewm,3,20,chinese:SSB0033,2,mean,first_legitimate_watermarked_coalition_copy,4.5815,0.9976,36.79,0,,
timbrewm,3,20,chinese:SSB0033,2,fwp,first_legitimate_watermarked_coalition_copy,4.5745,0.9981,37.77,0,,
timbrewm,3,21,chinese:SSB0038,0,mean,first_legitimate_watermarked_coalition_copy,4.5758,0.9976,33.57,0,,
timbrewm,3,21,chinese:SSB0038,0,fwp,first_legitimate_watermarked_coalition_copy,4.5668,0.9983,34.87,0,,
timbrewm,3,22,chinese:SSB0038,1,mean,first_legitimate_watermarked_coalition_copy,4.4514,0.9966,31.83,0,,
timbrewm,3,22,chinese:SSB0038,1,fwp,first_legitimate_watermarked_coalition_copy,4.4892,0.9969,33.01,0,,
timbrewm,3,23,chinese:SSB0038,2,mean,first_legitimate_watermarked_coalition_copy,4.5718,0.9970,31.61,0,,
timbrewm,3,23,chinese:SSB0038,2,fwp,first_legitimate_watermarked_coalition_copy,4.5804,0.9975,32.72,0,,
timbrewm,3,24,chinese:SSB0043,0,mean,first_legitimate_watermarked_coalition_copy,4.5655,0.9953,33.14,0,,
timbrewm,3,24,chinese:SSB0043,0,fwp,first_legitimate_watermarked_coalition_copy,4.5981,0.9969,34.41,0,,
timbrewm,3,25,chinese:SSB0043,1,mean,first_legitimate_watermarked_coalition_copy,4.3947,0.9946,30.19,0,,
timbrewm,3,25,chinese:SSB0043,1,fwp,first_legitimate_watermarked_coalition_copy,4.3865,0.9961,31.34,0,,
timbrewm,3,26,chinese:SSB0043,2,mean,first_legitimate_watermarked_coalition_copy,4.5422,0.9942,31.21,0,,
timbrewm,3,26,chinese:SSB0043,2,fwp,first_legitimate_watermarked_coalition_copy,4.5602,0.9959,32.55,0,,
timbrewm,3,27,chinese:SSB0057,0,mean,first_legitimate_watermarked_coalition_copy,4.6001,0.9978,35.74,0,,
timbrewm,3,27,chinese:SSB0057,0,fwp,first_legitimate_watermarked_coalition_copy,4.5251,0.9952,32.21,0,,
