model,K,trial_id,spk,local_t,method,quality_reference,PESQ,STOI,SI_SDR,presence_supported,presence_score,presence_decision
timbrewm,2,0,chinese:SSB0005,0,mean,first_legitimate_watermarked_coalition_copy,4.5630,0.9969,34.63,0,,
timbrewm,2,0,chinese:SSB0005,0,fwp,first_legitimate_watermarked_coalition_copy,4.5630,0.9969,34.63,0,,
timbrewm,2,1,chinese:SSB0005,1,mean,first_legitimate_watermarked_coalition_copy,4.5914,0.9976,35.55,0,,
timbrewm,2,1,chinese:SSB0005,1,fwp,first_legitimate_watermarked_coalition_copy,4.5914,0.9976,35.55,0,,
timbrewm,2,2,chinese:SSB0005,2,mean,first_legitimate_watermarked_coalition_copy,4.6009,0.9979,37.51,0,,
timbrewm,2,2,chinese:SSB0005,2,fwp,first_legitimate_watermarked_coalition_copy,4.6009,0.9979,37.51,0,,
timbrewm,2,3,chinese:SSB0009,0,mean,first_legitimate_watermarked_coalition_copy,4.4706,0.9986,32.39,0,,
timbrewm,2,3,chinese:SSB0009,0,fwp,first_legitimate_watermarked_coalition_copy,4.4706,0.9986,32.39,0,,
timbrewm,2,4,chinese:SSB0009,1,mean,first_legitimate_watermarked_coalition_copy,4.4825,0.9985,32.45,0,,
timbrewm,2,4,chinese:SSB0009,1,fwp,first_legitimate_watermarked_coalition_copy,4.4825,0.9985,32.45,0,,
timbrewm,2,5,chinese:SSB0009,2,mean,first_legitimate_watermarked_coalition_copy,4.5752,0.9993,34.54,0,,
timbrewm,2,5,chinese:SSB0009,2,fwp,first_legitimate_watermarked_coalition_copy,4.5752,0.9993,34.54,0,,
timbrewm,2,6,chinese:SSB0011,0,mean,first_legitimate_watermarked_coalition_copy,4.5585,0.9970,32.47,0,,
timbrewm,2,6,chinese:SSB0011,0,fwp,first_legitimate_watermarked_coalition_copy,4.5585,0.9970,32.47,0,,
timbrewm,2,7,chinese:SSB0011,1,mean,first_legitimate_watermarked_coalition_copy,4.5351,0.9968,32.63,0,,
timbrewm,2,7,chinese:SSB0011,1,fwp,first_legitimate_watermarked_coalition_copy,4.5351,0.9968,32.63,0,,
timbrewm,2,8,chinese:SSB0011,2,mean,first_legitimate_watermarked_coalition_copy,4.3149,0.9957,32.17,0,,
timbrewm,2,8,chinese:SSB0011,2,fwp,first_legitimate_watermarked_coalition_copy,4.3149,0.9957,32.17,0,,
timbrewm,2,9,chinese:SSB0012,0,mean,first_legitimate_watermarked_coalition_copy,4.5615,0.9978,33.50,0,,
timbrewm,2,9,chinese:SSB0012,0,fwp,first_legitimate_watermarked_coalition_copy,4.5615,0.9978,33.50,0,,
timbrewm,2,10,chinese:SSB0012,1,mean,first_legitimate_watermarked_coalition_copy,4.5262,0.9975,33.57,0,,
timbrewm,2,10,chinese:SSB0012,1,fwp,first_legitimate_watermarked_coalition_copy,4.5262,0.9975,33.57,0,,
timbrewm,2,11,chinese:SSB0012,2,mean,first_legitimate_watermarked_coalition_copy,4.5965,0.9983,35.59,0,,
timbrewm,2,11,chinese:SSB0012,2,fwp,first_legitimate_watermarked_coalition_copy,4.5965,0.9983,35.59,0,,
timbrewm,2,12,chinese:SSB0016,0,mean,first_legitimate_watermarked_coalition_copy,4.5669,0.9974,30.86,0,,
timbrewm,2,12,chinese:SSB0016,0,fwp,first_legitimate_watermarked_coalition_copy,4.5669,0.9974,30.86,0,,
timbrewm,2,13,chinese:SSB0016,1,mean,first_legitimate_watermarked_coalition_copy,4.6050,0.9974,30.11,0,,
timbrewm,2,13,chinese:SSB0016,1,fwp,first_legitimate_watermarked_coalition_copy,4.6050,0.9974,30.11,0,,
timbrewm,2,14,chinese:SSB0016,2,mean,first_legitimate_watermarked_coalition_copy,4.6036,0.9988,34.47,0,,
timbrewm,2,14,chinese:SSB0016,2,fwp,first_legitimate_watermarked_coalition_copy,4.6036,0.9988,34.47,0,,
timbrewm,2,15,chinese:SSB0018,0,mean,first_legitimate_watermarked_coalition_copy,4.5772,0.9983,37.07,0,,
timbrewm,2,15,chinese:SSB0018,0,fwp,first_legitimate_watermarked_coalition_copy,4.5772,0.9983,37.07,0,,
timbrewm,2,16,chinese:SSB0018,1,mean,first_legitimate_watermarked_coalition_copy,4.5158,0.9981,35.10,0,,
timbrewm,2,16,chinese:SSB0018,1,fwp,first_legitimate_watermarked_coalition_copy,4.5158,0.9981,35.10,0,,
timbrewm,2,17,chinese:SSB0018,2,mean,first_legitimate_watermarked_coalition_copy,4.6116,0.9993,40.18,0,,
timbrewm,2,17,chinese:SSB0018,2,fwp,first_legitimate_watermarked_coalition_copy,4.6116,0.9993,40.18,0,,
timbrewm,2,18,chinese:SSB0033,0,mean,first_legitimate_watermarked_coalition_copy,4.5400,0.9987,37.28,0,,
timbrewm,2,18,chinese:SSB0033,0,fwp,first_legitimate_watermarked_coalition_copy,4.5400,0.9987,37.28,0,,
timbrewm,2,19,chinese:SSB0033,1,mean,first_legitimate_watermarked_coalition_copy,4.5821,0.9980,38.17,0,,
timbrewm,2,19,chinese:SSB0033,1,fwp,first_legitimate_watermarked_coalition_copy,4.5821,0.9980,38.17,0,,
timbrewm,2,20,chinese:SSB0033,2,mean,first_legitimate_watermarked_coalition_copy,4.4144,0.9976,36.68,0,,
timbrewm,2,20,chinese:SSB0033,2,fwp,first_legitimate_watermarked_coalition_copy,4.4144,0.9976,36.68,0,,
timbrewm,2,21,chinese:SSB0038,0,mean,first_legitimate_watermarked_coalition_copy,4.5419,0.9976,34.04,0,,
timbrewm,2,21,chinese:SSB0038,0,fwp,first_legitimate_watermarked_coalition_copy,4.5419,0.9976,34.04,0,,
timbrewm,2,22,chinese:SSB0038,1,mean,first_legitimate_watermarked_coalition_copy,4.6071,0.9972,33.12,0,,
timbrewm,2,22,chinese:SSB0038,1,fwp,first_legitimate_watermarked_coalition_copy,4.6071,0.9972,33.12,0,,
timbrewm,2,23,chinese:SSB0038,2,mean,first_legitimate_watermarked_coalition_copy,4.6076,0.9975,33.69,0,,
timbrewm,2,23,chinese:SSB0038,2,fwp,first_legitimate_watermarked_coalition_copy,4.6076,0.9975,33.69,0,,
timbrewm,2,24,chinese:SSB0043,0,mean,first_legitimate_watermarked_coalition_copy,4.5721,0.9975,33.58,0,,
timbrewm,2,24,chinese:SSB0043,0,fwp,first_legitimate_watermarked_coalition_copy,4.5721,0.9975,33.58,0,,
timbrewm,2,25,chinese:SSB0043,1,mean,first_legitimate_watermarked_coalition_copy,4.5342,0.9951,30.93,0,,
timbrewm,2,25,chinese:SSB0043,1,fwp,first_legitimate_watermarked_coalition_copy,4.5342,0.9951,30.93,0,,
timbrewm,2,26,chinese:SSB0043,2,mean,first_legitimate_watermarked_coalition_copy,4.3927,0.9951,31.84,0,,
timbrewm,2,26,chinese:SSB0043,2,fwp,first_legitimate_watermarked_coalition_copy,4.3927,0.9951,31.84,0,,
timbrewm,2,27,chinese:SSB0057,0,mean,first_legitimate_watermarked_coalition_copy,4.6041,0.9985,36.41,0,,
timbrewm,2,27,chinese:SSB0057,0,fwp,first_legitimate_watermarked_coalition_copy,4.6041,0.9985,36.41,0,,
timbrewm,2,28,chinese:SSB0057,1,mean,first_legitimate_watermarked_coalition_copy,4.5658,0.9990,38.02,0,,
timbrewm,2,28,chinese:SSB0057,1,fwp,first_legitimate_watermarked_coalition_copy,4.5658,0.9990,38.02,0,,
timbrewm,2,29,chinese:SSB0057,2,mean,first_legitimate_watermarked_coalition_copy,4.6196,0.9995,40.34,0,,
timbrewm,2,29,chinese:SSB0057,2,fwp,first_legitimate_watermarked_coalition_copy,4.6196,0.9995,40.34,0,,
timbrewm,2,30,chinese:SSB0073,0,mean,first_legitimate_watermarked_coalition_copy,4.6017,0.9990,35.52,0,,
timbrewm,2,30,chinese:SSB0073,0,fwp,first_legitimate_watermarked_coalition_copy,4.6017,0.9990,35.52,0,,
timbrewm,2,31,chinese:SSB0073,1,mean,first_legitimate_watermarked_coalition_copy,4.6168,0.9994,37.58,0,,
timbrewm,2,31,chinese:SSB0073,1,fwp,first_legitimate_watermarked_coalition_copy,4.6168,0.9994,37.58,0,,
timbrewm,2,32,chinese:SSB0073,2,mean,first_legitimate_watermarked_coalition_copy,4.5906,0.9987,34.18,0,,
timbrewm,2,32,chinese:SSB0073,2,fwp,first_legitimate_watermarked_coalition_copy,4.5906,0.9987,34.18,0,,
timbrewm,2,33,chinese:SSB0080,0,mean,first_legitimate_watermarked_coalition_copy,4.5826,0.9984,35.42,0,,
timbrewm,2,33,chinese:SSB0080,0,fwp,first_legitimate_watermarked_coalition_copy,4.5826,0.9984,35.42,0,,
timbrewm,2,34,chinese:SSB0080,1,mean,first_legitimate_watermarked_coalition_copy,4.6050,0.9965,33.39,0,,
timbrewm,2,34,chinese:SSB0080,1,fwp,first_legitimate_watermarked_coalition_copy,4.6050,0.9965,33.39,0,,
timbrewm,2,35,chinese:SSB0080,2,mean,first_legitimate_watermarked_coalition_copy,4.5409,0.9970,32.59,0,,
timbrewm,2,35,chinese:SSB0080,2,fwp,first_legitimate_watermarked_coalition_copy,4.5409,0.9970,32.59,0,,
timbrewm,2,36,chinese:SSB0112,0,mean,first_legitimate_watermarked_coalition_copy,4.6265,0.9987,33.45,0,,
timbrewm,2,36,chinese:SSB0112,0,fwp,first_legitimate_watermarked_coalition_copy,4.6265,0.9987,33.45,0,,
timbrewm,2,37,chinese:SSB0112,1,mean,first_legitimate_watermarked_coalition_copy,4.5094,0.9962,29.29,0,,
timbrewm,2,37,chinese:SSB0112,1,fwp,first_legitimate_watermarked_coalition_copy,4.5094,0.9962,29.29,0,,
timbrewm,2,38,chinese:SSB0112,2,mean,first_legitimate_watermarked_coalition_copy,4.5944,0.9980,31.49,0,,
timbrewm,2,38,chinese:SSB0112,2,fwp,first_legitimate_watermarked_coalition_copy,4.5944,0.9980,31.49,0,,
timbrewm,2,39,chinese:SSB0122,0,mean,first_legitimate_watermarked_coalition_copy,4.5952,0.9985,34.09,0,,
timbrewm,2,39,chinese:SSB0122,0,fwp,first_legitimate_watermarked_coalition_copy,4.5952,0.9985,34.09,0,,
timbrewm,2,40,chinese:SSB0122,1,mean,first_legitimate_watermarked_coalition_copy,4.4966,0.9988,35.08,0,,
timbrewm,2,40,chinese:SSB0122,1,fwp,first_legitimate_watermarked_coalition_copy,4.4966,0.9988,35.08,0,,
timbrewm,2,41,chinese:SSB0122,2,mean,first_legitimate_watermarked_coalition_copy,4.5840,0.9985,34.42,0,,
timbrewm,2,41,chinese:SSB0122,2,fwp,first_legitimate_watermarked_coalition_copy,4.5840,0.9985,34.42,0,,
timbrewm,2,42,chinese:SSB0133,0,mean,first_legitimate_watermarked_coalition_copy,4.5706,0.9978,32.96,0,,
