model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
audioseal,2,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,2,2,uniform,1,12,0.7500,4.6157,0.9997,39.08
audioseal,2,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,2,2,uniform,1,11,0.6875,4.5997,0.9995,33.49
audioseal,2,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,2,2,uniform,1,15,0.9375,4.6200,0.9997,36.91
audioseal,2,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,2,2,uniform,1,15,0.9375,4.6324,0.9999,41.99
audioseal,2,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,2,2,uniform,1,15,0.9375,4.6116,0.9998,37.17
audioseal,2,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,2,2,uniform,1,12,0.7500,4.6175,0.9999,38.14
audioseal,2,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,2,2,uniform,1,12,0.7500,4.5913,0.9993,33.83
audioseal,2,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,2,2,uniform,1,11,0.6875,4.5627,0.9989,32.96
audioseal,2,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,2,2,uniform,1,12,0.7500,4.5891,0.9991,36.26
audioseal,2,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,2,2,uniform,1,12,0.7500,4.5908,0.9996,33.51
audioseal,2,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,2,2,uniform,1,12,0.7500,4.6086,0.9998,37.52
audioseal,2,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,2,2,uniform,1,14,0.8750,4.6172,0.9999,36.50
audioseal,2,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,2,2,uniform,0,16,1.0000,4.6072,0.9994,36.18
audioseal,2,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,2,2,uniform,1,13,0.8125,4.5780,0.9994,32.63
