model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
wmcodec,2,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,2,2,uniform,1,11,0.6875,4.1942,0.9890,18.28
wmcodec,2,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,2,2,uniform,1,11,0.6875,4.4917,0.9896,18.03
wmcodec,2,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,2,2,uniform,1,12,0.7500,4.5154,0.9900,18.03
wmcodec,2,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,2,2,uniform,1,10,0.6250,4.4001,0.9913,16.20
wmcodec,2,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,2,2,uniform,1,12,0.7500,4.2936,0.9909,15.43
wmcodec,2,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,2,2,uniform,1,11,0.6875,4.3419,0.9898,15.00
wmcodec,2,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,2,2,uniform,1,9,0.5625,4.1514,0.9883,18.12
wmcodec,2,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,2,2,uniform,1,8,0.5000,4.3813,0.9893,16.69
wmcodec,2,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,2,2,uniform,1,11,0.6875,4.3735,0.9893,18.96
wmcodec,2,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,2,2,uniform,1,10,0.6250,4.4871,0.9896,15.42
wmcodec,2,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,2,2,uniform,1,10,0.6250,4.4493,0.9882,16.06
wmcodec,2,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,2,2,uniform,1,12,0.7500,4.3553,0.9912,15.99
wmcodec,2,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,2,2,uniform,1,12,0.7500,4.3630,0.9889,17.94
