model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
voicemark,2,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,2,2,uniform,1,15,0.9375,4.4692,0.9836,19.35
voicemark,2,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,2,2,uniform,1,11,0.6875,4.3835,0.9889,17.64
voicemark,2,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,2,2,uniform,1,13,0.8125,4.1278,0.9852,17.08
voicemark,2,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,2,2,uniform,1,12,0.7500,4.4169,0.9887,14.65
voicemark,2,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,2,3,uniform,1,11,0.6875,4.3965,0.9860,15.41
voicemark,2,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,2,2,uniform,1,12,0.7500,4.1611,0.9762,12.90
voicemark,2,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,2,2,uniform,1,10,0.6250,3.9627,0.9715,18.84
voicemark,2,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,2,2,uniform,1,10,0.6250,4.1060,0.9671,14.73
voicemark,2,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,2,2,uniform,1,13,0.8125,4.0884,0.9784,14.94
voicemark,2,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,2,3,uniform,0,16,1.0000,4.3415,0.9760,17.62
voicemark,2,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,2,2,uniform,1,8,0.5000,3.8251,0.9722,14.79
voicemark,2,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,2,2,uniform,1,13,0.8125,4.3517,0.9851,12.86
voicemark,2,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,2,2,uniform,1,14,0.8750,4.5330,0.9911,24.07
voicemark,2,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,2,2,uniform,1,13,0.8125,3.6111,0.9786,16.77
voicemark,2,14,chinese:SSB0016,3,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,2,2,uniform,1,15,0.9375,4.4198,0.9806,20.92
voicemark,2,15,chinese:SSB0018,1,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,2,2,uniform,1,11,0.6875,3.9861,0.9729,15.10
voicemark,2,16,chinese:SSB0018,2,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,2,2,uniform,1,12,0.7500,4.4218,0.9848,18.99
voicemark,2,17,chinese:SSB0018,3,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,2,2,uniform,1,14,0.8750,4.4832,0.9860,22.34
voicemark,2,18,chinese:SSB0033,1,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,2,2,uniform,1,11,0.6875,4.0539,0.9752,21.26
voicemark,2,19,chinese:SSB0033,2,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,2,2,uniform,1,10,0.6250,4.1669,0.9840,20.44
voicemark,2,20,chinese:SSB0033,3,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,2,2,uniform,1,15,0.9375,4.2941,0.9889,20.61
voicemark,2,21,chinese:SSB0038,1,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,2,2,uniform,1,11,0.6875,4.2921,0.9769,17.92
voicemark,2,22,chinese:SSB0038,2,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_02.wav,2,2,uniform,1,13,0.8125,4.4086,0.9805,17.52
voicemark,2,23,chinese:SSB0038,3,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_03.wav,2,2,uniform,1,13,0.8125,4.4199,0.9814,19.15
voicemark,2,24,chinese:SSB0043,1,dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_01.wav,2,2,uniform,1,11,0.6875,4.0981,0.9553,15.95
voicemark,2,25,chinese:SSB0043,2,dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_02.wav,2,2,uniform,1,14,0.8750,4.3354,0.9733,19.34
voicemark,2,26,chinese:SSB0043,3,dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_03.wav,2,2,uniform,1,9,0.5625,3.8849,0.9494,16.93
voicemark,2,27,chinese:SSB0057,1,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_01.wav,2,2,uniform,1,15,0.9375,4.2150,0.9862,17.84
voicemark,2,28,chinese:SSB0057,2,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,2,4,uniform,0,16,1.0000,4.3689,0.9879,17.27
voicemark,2,29,chinese:SSB0057,3,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,2,4,uniform,1,15,0.9375,4.4023,0.9871,17.43
voicemark,2,30,chinese:SSB0073,1,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,2,2,uniform,0,16,1.0000,3.8171,0.9790,13.29
voicemark,2,31,chinese:SSB0073,2,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,2,2,uniform,1,12,0.7500,4.0916,0.9701,16.17
voicemark,2,32,chinese:SSB0073,3,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,2,2,uniform,1,14,0.8750,4.2590,0.9821,14.62
voicemark,2,33,chinese:SSB0080,1,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,2,2,uniform,1,9,0.5625,4.2554,0.9779,17.61
voicemark,2,34,chinese:SSB0080,2,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,2,2,uniform,1,12,0.7500,4.3735,0.9820,19.72
voicemark,2,35,chinese:SSB0080,3,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,2,2,uniform,0,16,1.0000,4.4624,0.9888,19.74
voicemark,2,36,chinese:SSB0112,1,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,2,2,uniform,1,15,0.9375,4.4573,0.9868,20.33
voicemark,2,37,chinese:SSB0112,2,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,2,3,uniform,1,12,0.7500,4.3729,0.9853,16.52
