model,k,trial_id,speaker,clip_index,source_path,coalition_payloads,reference_payload,published_pesq,published_stoi,published_si_sdr,recomputed_si_sdr,snr,si_sdr_abs_error,visqol,si_sdr_for_table
audioseal,2,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[44095, 22680]",44095,4.6157,0.9997,39.08,39.077547,39.076443,0.002453,4.97935001,39.08
audioseal,2,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,"[36034, 21159]",36034,4.5997,0.9995,33.49,33.486939,33.488273,0.003061,4.97414719,33.49
audioseal,2,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,"[7202, 38978]",7202,4.62,0.9997,36.91,36.905338,36.90556,0.004662,4.98646385,36.91
audioseal,2,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,"[58416, 41136]",58416,4.6324,0.9999,41.99,41.992573,41.992649,0.002573,4.9899852,41.99
audioseal,2,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,"[63538, 50792]",63538,4.6116,0.9998,37.17,37.167086,37.167746,0.002914,4.97222083,37.17
audioseal,2,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,"[37201, 51471]",37201,4.6175,0.9999,38.14,38.140467,38.141101,0.000467,4.98250253,38.14
audioseal,2,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,"[29367, 46138]",29367,4.5913,0.9993,33.83,33.832811,33.833742,0.002811,4.95679672,33.83
audioseal,2,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,"[44806, 30097]",44806,4.5627,0.9989,32.96,32.956775,32.958156,0.003225,4.90913958,32.96
audioseal,2,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,"[58057, 4419]",58057,4.5891,0.9991,36.26,36.262152,36.262421,0.002152,4.91474815,36.26
audioseal,2,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,"[15714, 8824]",15714,4.5908,0.9996,33.51,33.505423,33.506742,0.004577,4.97727885,33.51
audioseal,2,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,"[14127, 50757]",14127,4.6086,0.9998,37.52,37.517588,37.517973,0.002412,4.97234854,37.52
audioseal,2,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,"[35914, 19657]",35914,4.6172,0.9999,36.5,36.496769,36.496803,0.003231,4.98945561,36.5
audioseal,2,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,"[30851, 11915]",30851,4.6072,0.9994,36.18,36.176037,36.177778,0.003963,4.9579155,36.18
audioseal,2,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,"[647, 20528]",647,4.578,0.9994,32.63,32.632684,32.636929,0.002684,4.93352394,32.63
audioseal,2,14,chinese:SSB0016,3,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,"[17834, 16683]",17834,4.5862,0.9988,37.38,37.377694,37.379955,0.002306,4.90840743,37.38
audioseal,2,15,chinese:SSB0018,1,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,"[24523, 15670]",24523,4.5818,0.9996,34.66,34.655842,34.656265,0.004158,4.78166035,34.66
audioseal,2,16,chinese:SSB0018,2,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,"[17834, 48479]",17834,4.586,0.9995,35.78,35.784405,35.785693,0.004405,4.84563683,35.78
audioseal,2,17,chinese:SSB0018,3,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,"[15404, 16177]",15404,4.5992,0.9997,36.83,36.82857,36.828596,0.00143,4.95827062,36.83
audioseal,2,18,chinese:SSB0033,1,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,"[30368, 57935]",30368,4.6037,0.9996,40.81,40.810766,40.811098,0.000766,4.90594366,40.81
audioseal,2,19,chinese:SSB0033,2,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,"[49478, 35582]",49478,4.6029,0.9997,41.72,41.719255,41.719367,0.000745,4.96240127,41.72
audioseal,2,20,chinese:SSB0033,3,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,"[60455, 17004]",60455,4.5975,0.9997,39.35,39.349425,39.348766,0.000575,4.95124518,39.35
audioseal,2,21,chinese:SSB0038,1,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,"[64133, 35867]",64133,4.6043,0.9994,36.36,36.361862,36.362886,0.001862,4.94395517,36.36
audioseal,2,22,chinese:SSB0038,2,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_02.wav,"[29683, 52453]",29683,4.6024,0.9996,37.76,37.76336,37.763451,0.00336,4.85187816,37.76
audioseal,2,23,chinese:SSB0038,3,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_03.wav,"[57097, 3970]",57097,4.5953,0.9994,37.78,37.782972,37.783627,0.002972,4.90334841,37.78
audioseal,2,24,chinese:SSB0043,1,dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_01.wav,"[3662, 19866]",3662,4.605,0.9994,37.85,37.854124,37.85517,0.004124,4.9347266,37.85
audioseal,2,25,chinese:SSB0043,2,dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_02.wav,"[19106, 54309]",19106,4.5643,0.9994,36.15,36.145092,36.146646,0.004908,4.97997969,36.15
audioseal,2,26,chinese:SSB0043,3,dataset/collusion_300/chinese/SSB0043/chinese_SSB0043_03.wav,"[9996, 59584]",9996,4.5863,0.9994,36.53,36.53288,36.532419,0.00288,4.97431894,36.53
audioseal,2,27,chinese:SSB0057,1,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_01.wav,"[52517, 1646]",52517,4.6067,0.9992,37.92,37.922899,37.923203,0.002899,4.93642329,37.92
audioseal,2,28,chinese:SSB0057,2,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_02.wav,"[59973, 44674]",59973,4.6244,0.9999,38.35,38.3518,38.35218,0.0018,4.93651368,38.35
audioseal,2,29,chinese:SSB0057,3,dataset/collusion_300/chinese/SSB0057/chinese_SSB0057_03.wav,"[8927, 12488]",8927,4.6199,0.9997,38.85,38.847486,38.843243,0.002514,4.984803,38.85
audioseal,2,30,chinese:SSB0073,1,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_01.wav,"[744, 12838]",744,4.6188,0.9998,36.76,36.759726,36.75945,0.000274,4.91857946,36.76
audioseal,2,31,chinese:SSB0073,2,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_02.wav,"[12723, 61842]",12723,4.6174,0.9997,37.37,37.370776,37.371161,0.000776,4.95750856,37.37
audioseal,2,32,chinese:SSB0073,3,dataset/collusion_300/chinese/SSB0073/chinese_SSB0073_03.wav,"[22936, 11126]",22936,4.6018,0.9999,33.09,33.087111,33.089351,0.002889,4.89466773,33.09
audioseal,2,33,chinese:SSB0080,1,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,"[29189, 21864]",29189,4.6101,0.9989,31.45,31.445963,31.443226,0.004037,4.96009854,31.45
audioseal,2,34,chinese:SSB0080,2,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,"[57939, 21418]",57939,4.6058,0.9977,33.99,33.994334,33.99518,0.004334,4.91521391,33.99
audioseal,2,35,chinese:SSB0080,3,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,"[699, 15548]",699,4.5928,0.9993,32.4,32.400386,32.403071,0.000386,4.9547646,32.4
audioseal,2,36,chinese:SSB0112,1,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,"[64182, 61978]",64182,4.6006,0.9997,33.41,33.409831,33.412631,0.000169,4.96507878,33.41
audioseal,2,37,chinese:SSB0112,2,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,"[5936, 9188]",5936,4.5994,0.9998,30.34,30.340704,30.345183,0.000704,4.9029821,30.34
audioseal,2,38,chinese:SSB0112,3,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_03.wav,"[2875, 15269]",2875,4.5832,0.9991,30.88,30.880401,30.884694,0.000401,4.87323766,30.88
audioseal,2,39,chinese:SSB0122,1,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_01.wav,"[40123, 11545]",40123,4.614,0.9998,41.99,41.986253,41.984217,0.003747,4.96744094,41.99
audioseal,2,40,chinese:SSB0122,2,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_02.wav,"[57303, 64222]",57303,4.6129,0.9999,36.76,36.764823,36.765002,0.004823,4.94733074,36.76
audioseal,2,41,chinese:SSB0122,3,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_03.wav,"[38140, 22921]",38140,4.5981,0.9997,36.63,36.631137,36.632057,0.001137,4.97922365,36.63
audioseal,2,42,chinese:SSB0133,1,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_01.wav,"[25242, 20794]",25242,4.6109,0.9997,41.79,41.785907,41.78626,0.004093,4.97064344,41.79
audioseal,2,43,chinese:SSB0133,2,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_02.wav,"[62339, 24166]",62339,4.5881,0.9996,36.69,36.691324,36.692349,0.001324,4.88203235,36.69
audioseal,2,44,chinese:SSB0133,3,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_03.wav,"[5969, 21518]",5969,4.6022,0.9995,38.27,38.269997,38.269867,3e-06,4.95580378,38.27
audioseal,2,45,chinese:SSB0139,1,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_01.wav,"[54003, 34133]",54003,4.6126,0.9999,38.9,38.897779,38.89629,0.002221,4.92611608,38.9
audioseal,2,46,chinese:SSB0139,2,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_02.wav,"[47077, 4977]",47077,4.6199,0.9999,39.17,39.16713,39.167572,0.00287,4.96253926,39.17
audioseal,2,47,chinese:SSB0139,3,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_03.wav,"[44159, 15862]",44159,4.6029,0.9997,35.3,35.296961,35.296558,0.003039,4.96851629,35.3
audioseal,2,48,chinese:SSB0145,1,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_01.wav,"[45971, 311]",45971,4.6182,0.9997,36.7,36.695594,36.696608,0.004406,4.93347296,36.7
audioseal,2,49,chinese:SSB0145,2,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_02.wav,"[54839, 23685]",54839,4.6128,0.9998,37.94,37.941205,37.941444,0.001205,4.98264518,37.94
audioseal,2,50,chinese:SSB0145,3,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_03.wav,"[57427, 15552]",57427,4.6093,0.9999,34.41,34.413969,34.414542,0.003969,4.98298379,34.41
audioseal,2,51,chinese:SSB0149,1,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_01.wav,"[61225, 16441]",61225,4.6061,0.9998,35.22,35.219912,35.220004,8.8e-05,4.87882106,35.22
audioseal,2,52,chinese:SSB0149,2,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_02.wav,"[14079, 20249]",14079,4.5972,0.9998,34.75,34.746668,34.747096,0.003332,4.92702279,34.75
audioseal,2,53,chinese:SSB0149,3,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_03.wav,"[14280, 58756]",14280,4.6098,0.9999,37.97,37.974352,37.975053,0.004352,4.95732096,37.97
audioseal,2,54,chinese:SSB0193,1,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_01.wav,"[47386, 45424]",47386,4.6025,0.9998,36.72,36.723781,36.725022,0.003781,4.92709894,36.72
audioseal,2,55,chinese:SSB0193,2,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_02.wav,"[1468, 15041]",1468,4.5666,0.9987,30.35,30.34756,30.352202,0.00244,4.68899262,30.35
audioseal,2,56,chinese:SSB0193,3,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_03.wav,"[29093, 11274]",29093,4.5666,0.9998,30.53,30.534317,30.537467,0.004317,4.92870024,30.53
audioseal,2,57,chinese:SSB0197,1,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_01.wav,"[40658, 33042]",40658,4.5815,0.9947,31.49,31.485928,31.490775,0.004072,4.95121163,31.49
audioseal,2,58,chinese:SSB0197,2,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_02.wav,"[18364, 19240]",18364,4.606,0.9909,32.83,32.826753,32.829731,0.003247,4.89870169,32.83
audioseal,2,59,chinese:SSB0197,3,dataset/collusion_300/chinese/SSB0197/chinese_SSB0197_03.wav,"[49717, 15777]",49717,4.5288,0.9926,28.36,28.361657,28.368542,0.001657,4.8291307,28.36
audioseal,2,60,chinese:SSB0200,1,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_01.wav,"[40194, 49258]",40194,4.5566,0.9994,27.89,27.893489,27.899979,0.003489,4.91533998,27.89
audioseal,2,61,chinese:SSB0200,2,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_02.wav,"[41333, 37264]",41333,4.5985,0.9994,31.36,31.357322,31.361241,0.002678,4.89522379,31.36
audioseal,2,62,chinese:SSB0200,3,dataset/collusion_300/chinese/SSB0200/chinese_SSB0200_03.wav,"[23951, 61649]",23951,4.5942,0.999,31.19,31.191216,31.194509,0.001216,4.95522402,31.19
audioseal,2,63,chinese:SSB0241,1,dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_01.wav,"[53833, 34908]",53833,4.6164,0.9997,39.63,39.62606,39.625368,0.00394,4.90594882,39.63
audioseal,2,64,chinese:SSB0241,2,dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_02.wav,"[8687, 41025]",8687,4.616,0.9998,32.98,32.982966,32.984928,0.002966,4.85555912,32.98
audioseal,2,65,chinese:SSB0241,3,dataset/collusion_300/chinese/SSB0241/chinese_SSB0241_03.wav,"[9607, 22495]",9607,4.6148,0.9997,39.83,39.827337,39.8269,0.002663,4.84750355,39.83
audioseal,2,66,chinese:SSB0246,1,dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_01.wav,"[8051, 12094]",8051,4.6114,0.9995,36.15,36.146455,36.144655,0.003545,4.87772461,36.15
audioseal,2,67,chinese:SSB0246,2,dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_02.wav,"[31311, 39728]",31311,4.5831,0.9993,31.81,31.81099,31.811982,0.00099,4.96566915,31.81
audioseal,2,68,chinese:SSB0246,3,dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_03.wav,"[10488, 6977]",10488,4.5743,0.9995,33.13,33.133624,33.135811,0.003624,4.94328401,33.13
audioseal,2,69,chinese:SSB0261,1,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_01.wav,"[34341, 31534]",34341,4.6053,0.9997,36.12,36.122402,36.123368,0.002402,4.96055023,36.12
audioseal,2,70,chinese:SSB0261,2,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_02.wav,"[36956, 7570]",36956,4.6024,0.9998,35.69,35.686664,35.687906,0.003336,4.89416541,35.69
audioseal,2,71,chinese:SSB0261,3,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_03.wav,"[24579, 19877]",24579,4.5943,0.9994,35.74,35.736414,35.735731,0.003586,4.96528773,35.74
audioseal,2,72,chinese:SSB0267,1,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_01.wav,"[62277, 5416]",62277,4.5931,0.9994,35.88,35.878693,35.88003,0.001307,4.96579809,35.88
audioseal,2,73,chinese:SSB0267,2,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_02.wav,"[23721, 55104]",23721,4.5948,0.9986,33.66,33.658194,33.659346,0.001806,4.9307242,33.66
audioseal,2,74,chinese:SSB0267,3,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_03.wav,"[44796, 27368]",44796,4.6098,0.9995,37.45,37.450513,37.45057,0.000513,4.94721848,37.45
audioseal,2,75,chinese:SSB0273,1,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_01.wav,"[46521, 7436]",46521,4.6036,0.9998,34.98,34.9812,34.980624,0.0012,4.90151735,34.98
audioseal,2,76,chinese:SSB0273,2,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_02.wav,"[54645, 62111]",54645,4.6123,0.9999,39.67,39.671284,39.670301,0.001284,4.98476221,39.67
audioseal,2,77,chinese:SSB0273,3,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_03.wav,"[44768, 55139]",44768,4.5933,0.9999,36.03,36.028292,36.028021,0.001708,4.96431517,36.03
audioseal,2,78,chinese:SSB0287,1,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_01.wav,"[22213, 24421]",22213,4.624,0.9999,37.5,37.501351,37.498253,0.001351,4.98383829,37.5
audioseal,2,79,chinese:SSB0287,2,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_02.wav,"[45766, 59692]",45766,4.5622,0.9986,31.17,31.165624,31.165783,0.004376,4.94386119,31.17
audioseal,2,80,chinese:SSB0287,3,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_03.wav,"[41463, 30445]",41463,4.6099,0.9998,34.7,34.699738,34.695785,0.000262,4.97076965,34.7
audioseal,2,81,chinese:SSB0288,1,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_01.wav,"[30060, 51294]",30060,4.6089,0.9985,40.45,40.454726,40.453779,0.004726,4.89549075,40.45
audioseal,2,82,chinese:SSB0288,2,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,"[20574, 37969]",20574,4.6067,0.9991,36.1,36.097378,36.098548,0.002622,4.93165866,36.1
audioseal,2,83,chinese:SSB0288,3,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_03.wav,"[15494, 62288]",15494,4.6069,0.9983,36.29,36.290244,36.290672,0.000244,4.89622805,36.29
audioseal,2,84,chinese:SSB0299,1,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_01.wav,"[58323, 56181]",58323,4.5872,0.9999,36.64,36.641355,36.641572,0.001355,4.93941145,36.64
audioseal,2,85,chinese:SSB0299,2,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_02.wav,"[18178, 65278]",18178,4.587,0.9987,34.0,33.995244,33.996747,0.004756,4.87753894,34.0
audioseal,2,86,chinese:SSB0299,3,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_03.wav,"[18664, 29647]",18664,4.5924,0.9991,35.77,35.768397,35.76887,0.001603,4.94598121,35.77
audioseal,2,87,chinese:SSB0307,1,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,"[62166, 38851]",62166,4.5665,0.9993,30.62,30.619431,30.624528,0.000569,4.93647467,30.62
audioseal,2,88,chinese:SSB0307,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,"[36351, 53887]",36351,4.5709,0.9988,36.42,36.416886,36.419629,0.003114,4.92688951,36.42
audioseal,2,89,chinese:SSB0307,3,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,"[55506, 9773]",55506,4.5383,0.9975,32.17,32.168211,32.168038,0.001789,4.81154046,32.17
audioseal,2,90,chinese:SSB0309,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,"[60762, 45941]",60762,4.5931,0.9995,35.88,35.883678,35.884319,0.003678,4.9536295,35.88
audioseal,2,91,chinese:SSB0309,2,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,"[5921, 10278]",5921,4.6037,0.9998,36.73,36.732612,36.731357,0.002612,4.94312479,36.73
audioseal,2,92,chinese:SSB0309,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,"[15069, 24729]",15069,4.6032,0.9998,40.22,40.224988,40.225444,0.004988,4.97993785,40.22
audioseal,2,93,chinese:SSB0315,1,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,"[26557, 27679]",26557,4.6147,0.9999,40.61,40.613241,40.611939,0.003241,4.94342173,40.61
audioseal,2,94,chinese:SSB0315,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,"[2794, 1802]",2794,4.6209,1.0,39.98,39.980609,39.980439,0.000609,4.97360644,39.98
audioseal,2,95,chinese:SSB0315,3,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,"[27487, 8266]",27487,4.6152,1.0,38.73,38.734465,38.734757,0.004465,4.98849841,38.73
audioseal,2,96,chinese:SSB0316,1,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,"[31896, 62387]",31896,4.5986,0.9996,36.66,36.663908,36.664624,0.003908,4.98758305,36.66
audioseal,2,97,chinese:SSB0316,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,"[7068, 51560]",7068,4.6103,0.9995,37.73,37.731407,37.731578,0.001407,4.98916059,37.73
audioseal,2,98,chinese:SSB0316,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,"[41840, 31863]",41840,4.6185,0.9996,36.83,36.831179,36.831656,0.001179,4.99142422,36.83
audioseal,2,99,chinese:SSB0323,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,"[8113, 50370]",8113,4.5999,0.9998,36.82,36.823725,36.823789,0.003725,4.93928419,36.82
audioseal,2,100,chinese:SSB0323,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,"[65101, 10614]",65101,4.6017,0.9998,36.24,36.238602,36.239558,0.001398,4.94648251,36.24
audioseal,2,101,chinese:SSB0323,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,"[12039, 56672]",12039,4.5962,0.9997,36.29,36.290789,36.2914,0.000789,4.9642142,36.29
audioseal,2,102,chinese:SSB0338,1,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,"[45052, 2389]",45052,4.5712,0.9998,29.39,29.38582,29.391067,0.00418,4.95690668,29.39
audioseal,2,103,chinese:SSB0338,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,"[6050, 19063]",6050,4.5712,0.9997,31.75,31.753637,31.756185,0.003637,4.82759104,31.75
audioseal,2,104,chinese:SSB0338,3,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,"[64536, 21749]",64536,4.5982,0.9998,31.25,31.253358,31.256041,0.003358,4.92866784,31.25
audioseal,2,105,chinese:SSB0339,1,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,"[14182, 39794]",14182,4.6079,0.9997,35.59,35.587266,35.588069,0.002734,4.96692244,35.59
audioseal,2,106,chinese:SSB0339,2,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,"[10943, 28183]",10943,4.6068,0.9997,34.99,34.992369,34.994172,0.002369,4.97277136,34.99
audioseal,2,107,chinese:SSB0339,3,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,"[21840, 53602]",21840,4.6113,0.9995,35.08,35.079721,35.080274,0.000279,4.9617987,35.08
audioseal,2,108,chinese:SSB0341,1,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,"[28127, 37696]",28127,4.5926,0.9992,38.54,38.539782,38.536973,0.000218,4.94107484,38.54
audioseal,2,109,chinese:SSB0341,2,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,"[62985, 51794]",62985,4.6171,0.9996,41.92,41.922244,41.919624,0.002244,4.98038365,41.92
audioseal,2,110,chinese:SSB0341,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,"[14528, 33319]",14528,4.6015,0.9997,39.08,39.080124,39.080717,0.000124,4.95062803,39.08
audioseal,2,111,chinese:SSB0342,1,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,"[48733, 29441]",48733,4.5882,0.9993,35.11,35.105752,35.106868,0.004248,4.91996029,35.11
audioseal,2,112,chinese:SSB0342,2,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,"[31576, 32368]",31576,4.608,0.9991,41.53,41.528552,41.528916,0.001448,4.96378472,41.53
audioseal,2,113,chinese:SSB0342,3,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,"[39524, 38220]",39524,4.5897,0.9989,37.89,37.885978,37.886798,0.004022,4.97326645,37.89
audioseal,2,114,chinese:SSB0354,1,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,"[58285, 18677]",58285,4.6132,0.9993,40.93,40.928924,40.927913,0.001076,4.95995049,40.93
audioseal,2,115,chinese:SSB0354,2,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,"[43835, 278]",43835,4.5893,0.9992,37.16,37.162949,37.163859,0.002949,4.94159031,37.16
audioseal,2,116,chinese:SSB0354,3,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,"[18705, 16467]",18705,4.6174,0.9999,42.94,42.943136,42.943258,0.003136,4.99016577,42.94
audioseal,2,117,chinese:SSB0366,1,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,"[19295, 54160]",19295,4.5649,0.999,30.21,30.211428,30.214989,0.001428,4.94552237,30.21
audioseal,2,118,chinese:SSB0366,2,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_02.wav,"[151, 4595]",151,4.6086,0.9995,34.31,34.306832,34.307999,0.003168,4.99255236,34.31
audioseal,2,119,chinese:SSB0366,3,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_03.wav,"[20527, 14928]",20527,4.5608,0.9994,30.15,30.147262,30.15179,0.002738,4.98316027,30.15
audioseal,2,120,chinese:SSB0375,1,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_01.wav,"[22840, 56465]",22840,4.6243,0.9997,33.85,33.85492,33.855879,0.00492,4.98550357,33.85
audioseal,2,121,chinese:SSB0375,2,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_02.wav,"[53644, 55188]",53644,4.6114,0.9999,34.58,34.582147,34.58325,0.002147,4.99138482,34.58
audioseal,2,122,chinese:SSB0375,3,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_03.wav,"[48224, 8287]",48224,4.6016,0.9997,31.12,31.122073,31.124762,0.002073,4.93336827,31.12
audioseal,2,123,chinese:SSB0379,1,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_01.wav,"[30173, 49357]",30173,4.606,0.9998,35.93,35.930698,35.927702,0.000698,4.96378343,35.93
audioseal,2,124,chinese:SSB0379,2,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_02.wav,"[51330, 42655]",51330,4.6056,0.9999,34.05,34.053649,34.052953,0.003649,4.91456133,34.05
audioseal,2,125,chinese:SSB0379,3,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_03.wav,"[29668, 54247]",29668,4.574,0.9996,33.37,33.373997,33.375528,0.003997,4.95888955,33.37
audioseal,2,126,chinese:SSB0380,1,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_01.wav,"[63488, 31443]",63488,4.6011,0.9996,31.29,31.288512,31.291235,0.001488,4.98161153,31.29
audioseal,2,127,chinese:SSB0380,2,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_02.wav,"[28728, 54649]",28728,4.5921,0.9997,30.37,30.372456,30.373297,0.002456,4.90210362,30.37
