model,k,trial_id,speaker,clip_index,source_path,coalition_payloads,reference_payload,published_pesq,published_stoi,published_si_sdr,recomputed_si_sdr,snr,si_sdr_abs_error,visqol,si_sdr_for_table
wavmark,3,67,chinese:SSB0246,2,dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_02.wav,"[20521, 17804, 28829]",20521,4.57,0.9993,44.11,44.109858,44.109839,0.000142,4.96685095,44.11
wavmark,3,68,chinese:SSB0246,3,dataset/collusion_300/chinese/SSB0246/chinese_SSB0246_03.wav,"[9271, 1645, 16545]",9271,4.5734,0.9995,42.68,42.684904,42.685073,0.004904,4.89824989,42.68
wavmark,3,69,chinese:SSB0261,1,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_01.wav,"[65089, 55193, 1861]",65089,4.5486,0.9999,42.89,42.886236,42.886252,0.003764,4.74391096,42.89
wavmark,3,70,chinese:SSB0261,2,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_02.wav,"[57428, 30257, 57338]",57428,4.4307,0.9999,43.48,43.483844,43.483752,0.003844,4.77639018,43.48
wavmark,3,71,chinese:SSB0261,3,dataset/collusion_300/chinese/SSB0261/chinese_SSB0261_03.wav,"[56572, 36386, 43162]",56572,4.4843,0.9998,41.38,41.380425,41.380114,0.000425,4.89153382,41.38
wavmark,3,72,chinese:SSB0267,1,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_01.wav,"[10925, 29134, 64119]",10925,4.5734,0.9996,42.15,42.151618,42.147265,0.001618,4.94600207,42.15
wavmark,3,73,chinese:SSB0267,2,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_02.wav,"[1920, 44564, 9684]",1920,4.5267,0.9996,41.65,41.647534,41.641388,0.002466,4.92276811,41.65
wavmark,3,74,chinese:SSB0267,3,dataset/collusion_300/chinese/SSB0267/chinese_SSB0267_03.wav,"[43338, 8461, 10311]",43338,4.5745,0.9997,43.16,43.163002,43.161029,0.003002,4.9120787,43.16
wavmark,3,75,chinese:SSB0273,1,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_01.wav,"[7189, 50429, 38534]",7189,4.4845,0.9996,45.36,45.35996,45.359752,4e-05,4.74822299,45.36
wavmark,3,76,chinese:SSB0273,2,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_02.wav,"[2740, 54099, 47794]",2740,4.4992,0.9996,44.97,44.972109,44.972038,0.002109,4.84744031,44.97
wavmark,3,77,chinese:SSB0273,3,dataset/collusion_300/chinese/SSB0273/chinese_SSB0273_03.wav,"[39046, 55759, 18997]",39046,4.5337,0.9997,45.06,45.064634,45.064641,0.004634,4.67951095,45.06
wavmark,3,78,chinese:SSB0287,1,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_01.wav,"[12367, 30785, 62113]",12367,4.5733,0.9998,45.14,45.137523,45.13765,0.002477,4.89234025,45.14
wavmark,3,79,chinese:SSB0287,2,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_02.wav,"[49122, 40686, 38846]",49122,4.5968,0.9995,44.07,44.07078,44.070921,0.00078,4.75799841,44.07
wavmark,3,80,chinese:SSB0287,3,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_03.wav,"[37391, 17514, 23059]",37391,4.5518,0.9997,42.11,42.111377,42.111385,0.001377,4.91967581,42.11
wavmark,3,81,chinese:SSB0288,1,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_01.wav,"[22833, 52268, 25165]",22833,4.5254,0.9963,43.2,43.19956,43.199022,0.00044,4.72488834,43.2
wavmark,3,82,chinese:SSB0288,2,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,"[13365, 39430, 46873]",13365,4.5474,0.9984,44.15,44.154709,44.15489,0.004709,4.86735311,44.15
wavmark,3,83,chinese:SSB0288,3,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_03.wav,"[14343, 21903, 60245]",14343,4.471,0.9969,42.85,42.84615,42.845403,0.00385,4.63598802,42.85
wavmark,3,84,chinese:SSB0299,1,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_01.wav,"[8141, 49347, 26451]",8141,4.5314,0.9999,41.26,41.25862,41.258659,0.00138,4.75195597,41.26
wavmark,3,85,chinese:SSB0299,2,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_02.wav,"[42525, 55843, 40693]",42525,4.546,0.9984,41.07,41.066702,41.066099,0.003298,4.69779258,41.07
wavmark,3,86,chinese:SSB0299,3,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_03.wav,"[40794, 14182, 53410]",40794,4.5797,0.9964,41.91,41.913555,41.913309,0.003555,4.88172537,41.91
wavmark,3,87,chinese:SSB0307,1,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,"[63643, 21962, 33696]",63643,4.4385,0.9953,37.02,37.018269,37.010751,0.001731,4.56357623,37.02
wavmark,3,88,chinese:SSB0307,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,"[61229, 29766, 33660]",61229,4.4881,0.9973,38.07,38.066106,38.057234,0.003894,4.51697948,38.07
wavmark,3,89,chinese:SSB0307,3,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,"[863, 37181, 22487]",863,4.4919,0.9991,40.87,40.871451,40.871107,0.001451,4.5590759,40.87
wavmark,3,90,chinese:SSB0309,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,"[55699, 45935, 51832]",55699,4.5536,0.9972,43.73,43.72914,43.729302,0.00086,4.86635399,43.73
wavmark,3,91,chinese:SSB0309,2,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,"[36069, 40570, 49754]",36069,4.5182,0.9981,42.67,42.669304,42.669335,0.000696,4.89832298,42.67
wavmark,3,92,chinese:SSB0309,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,"[31566, 464, 43786]",31566,4.567,0.9998,43.91,43.914748,43.910775,0.004748,4.81296649,43.91
wavmark,3,93,chinese:SSB0315,1,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,"[40195, 55691, 13443]",40195,4.5729,0.9999,46.38,46.379343,46.378931,0.000657,4.73092518,46.38
wavmark,3,94,chinese:SSB0315,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,"[25782, 50506, 56124]",25782,4.5477,0.9999,43.64,43.644728,43.644702,0.004728,4.88966787,43.64
wavmark,3,95,chinese:SSB0315,3,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,"[21576, 2502, 13302]",21576,4.5488,0.9999,43.79,43.785145,43.784545,0.004855,4.85264737,43.79
wavmark,3,96,chinese:SSB0316,1,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,"[59634, 26769, 5822]",59634,4.5974,0.9999,45.45,45.453904,45.453953,0.003904,4.97959411,45.45
wavmark,3,97,chinese:SSB0316,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,"[32153, 24988, 4735]",32153,4.513,0.9997,44.27,44.267787,44.267841,0.002213,4.9117979,44.27
wavmark,3,98,chinese:SSB0316,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,"[28566, 7332, 19649]",28566,4.5138,0.9997,44.15,44.147197,44.146964,0.002803,4.97100833,44.15
wavmark,3,99,chinese:SSB0323,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,"[10333, 40355, 23811]",10333,4.5839,0.9999,42.32,42.323737,42.323472,0.003737,4.85542211,42.32
wavmark,3,100,chinese:SSB0323,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,"[61039, 25213, 31728]",61039,4.5464,0.9997,44.33,44.33354,44.332652,0.00354,4.92542052,44.33
wavmark,3,101,chinese:SSB0323,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,"[40041, 61717, 16907]",40041,4.5705,0.9973,43.26,43.263174,43.26324,0.003174,4.93765713,43.26
wavmark,3,102,chinese:SSB0338,1,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,"[12751, 24435, 47523]",12751,4.5386,0.9997,40.31,40.309128,40.308793,0.000872,4.91670727,40.31
wavmark,3,103,chinese:SSB0338,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,"[16889, 6225, 53634]",16889,4.5004,0.9998,41.48,41.480069,41.480064,6.9e-05,4.66767592,41.48
wavmark,3,104,chinese:SSB0338,3,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,"[14779, 24917, 22621]",14779,4.4339,0.9998,40.75,40.750476,40.750786,0.000476,4.78649996,40.75
wavmark,3,105,chinese:SSB0339,1,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,"[15730, 12418, 18749]",15730,4.4489,0.9991,40.18,40.180256,40.179925,0.000256,4.6800967,40.18
wavmark,3,106,chinese:SSB0339,2,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,"[35219, 730, 11690]",35219,4.5187,0.9997,41.3,41.295958,41.296034,0.004042,4.696681,41.3
wavmark,3,107,chinese:SSB0339,3,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,"[21526, 4315, 35624]",21526,4.461,0.9992,38.97,38.970156,38.970637,0.000156,4.92134647,38.97
wavmark,3,108,chinese:SSB0341,1,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,"[9198, 52940, 29978]",9198,4.5174,0.9994,44.95,44.949666,44.949588,0.000334,4.83992477,44.95
wavmark,3,109,chinese:SSB0341,2,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,"[18535, 27151, 21196]",18535,4.5741,0.9998,45.78,45.775005,45.775018,0.004995,4.88579349,45.78
wavmark,3,110,chinese:SSB0341,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,"[63309, 47674, 147]",63309,4.4301,0.9995,43.05,43.048863,43.048386,0.001137,4.67142318,43.05
wavmark,3,111,chinese:SSB0342,1,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,"[51259, 34200, 63276]",51259,4.5643,0.999,43.26,43.256859,43.257009,0.003141,4.81507672,43.26
wavmark,3,112,chinese:SSB0342,2,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,"[31422, 30310, 44144]",31422,4.5278,0.9966,44.51,44.505318,44.503907,0.004682,4.80513447,44.51
wavmark,3,113,chinese:SSB0342,3,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,"[32257, 54847, 48090]",32257,4.4964,0.9982,43.89,43.890276,43.885582,0.000276,4.81727119,43.89
wavmark,3,114,chinese:SSB0354,1,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,"[61303, 12039, 49280]",61303,4.3672,0.9977,43.25,43.25211,43.241326,0.00211,4.70082166,43.25
wavmark,3,115,chinese:SSB0354,2,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,"[45131, 13521, 21672]",45131,4.5214,0.9984,43.68,43.678948,43.678456,0.001052,4.76690623,43.68
wavmark,3,116,chinese:SSB0354,3,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,"[30185, 15598, 7820]",30185,4.5441,0.9988,44.7,44.700476,44.700279,0.000476,4.91802983,44.7
wavmark,3,117,chinese:SSB0366,1,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,"[3038, 14777, 34655]",3038,4.568,0.9985,43.44,43.444683,43.444822,0.004683,4.95749814,43.44
wavmark,3,118,chinese:SSB0366,2,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_02.wav,"[29010, 44253, 13299]",29010,4.5433,0.9992,41.12,41.116755,41.111041,0.003245,4.93741971,41.12
wavmark,3,119,chinese:SSB0366,3,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_03.wav,"[2071, 62006, 49570]",2071,4.565,0.9993,41.06,41.056695,41.054811,0.003305,4.98238209,41.06
wavmark,3,120,chinese:SSB0375,1,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_01.wav,"[40453, 52273, 39049]",40453,4.6082,0.9999,44.91,44.910121,44.910076,0.000121,4.95506629,44.91
wavmark,3,121,chinese:SSB0375,2,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_02.wav,"[30486, 8858, 45932]",30486,4.5754,0.9999,44.6,44.596323,44.596302,0.003677,4.93360031,44.6
wavmark,3,122,chinese:SSB0375,3,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_03.wav,"[44952, 45267, 55675]",44952,4.5329,0.9999,43.47,43.474161,43.474275,0.004161,4.83553736,43.47
wavmark,3,123,chinese:SSB0379,1,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_01.wav,"[5140, 54890, 30607]",5140,4.4075,0.9959,41.19,41.191542,41.189113,0.001542,4.64850059,41.19
wavmark,3,124,chinese:SSB0379,2,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_02.wav,"[19470, 49586, 35275]",19470,4.5527,0.9997,43.57,43.571508,43.569875,0.001508,4.85137751,43.57
wavmark,3,125,chinese:SSB0379,3,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_03.wav,"[60780, 63303, 32808]",60780,4.5606,0.9991,43.05,43.054756,43.054286,0.004756,4.73282061,43.05
wavmark,3,126,chinese:SSB0380,1,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_01.wav,"[35570, 55424, 28298]",35570,4.5253,0.9991,39.67,39.669269,39.667445,0.000731,4.95349806,39.67
wavmark,3,127,chinese:SSB0380,2,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_02.wav,"[37854, 54010, 59120]",37854,4.5452,0.9993,39.76,39.761159,39.759276,0.001159,4.82147783,39.76
wavmark,3,128,chinese:SSB0380,3,dataset/collusion_300/chinese/SSB0380/chinese_SSB0380_03.wav,"[8420, 64922, 18597]",8420,4.4705,0.999,39.43,39.428488,39.427141,0.001512,4.9052288,39.43
wavmark,3,129,chinese:SSB0382,1,dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_01.wav,"[55188, 30228, 25194]",55188,4.5655,0.9995,41.46,41.457144,41.454916,0.002856,4.86165686,41.46
wavmark,3,130,chinese:SSB0382,2,dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_02.wav,"[50478, 36912, 32597]",50478,4.5819,0.9996,41.41,41.41397,41.413553,0.00397,4.93540681,41.41
wavmark,3,131,chinese:SSB0382,3,dataset/collusion_300/chinese/SSB0382/chinese_SSB0382_03.wav,"[48255, 43551, 57040]",48255,4.5564,0.9996,42.87,42.8695,42.867981,0.0005,4.86852528,42.87
wavmark,3,132,chinese:SSB0385,1,dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_01.wav,"[3442, 11888, 62377]",3442,4.5977,0.9994,43.88,43.881589,43.88137,0.001589,4.86532569,43.88
wavmark,3,133,chinese:SSB0385,2,dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_02.wav,"[3766, 37225, 41793]",3766,4.5848,0.9992,40.74,40.737249,40.737536,0.002751,4.903224,40.74
wavmark,3,134,chinese:SSB0385,3,dataset/collusion_300/chinese/SSB0385/chinese_SSB0385_03.wav,"[8092, 17842, 28325]",8092,4.5936,0.9992,43.27,43.26885,43.269035,0.00115,4.91229338,43.27
wavmark,3,135,chinese:SSB0393,1,dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_01.wav,"[51261, 38658, 4821]",51261,4.5593,0.9998,42.0,42.001987,42.002239,0.001987,4.95224745,42.0
wavmark,3,136,chinese:SSB0393,2,dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_02.wav,"[4864, 38387, 2429]",4864,4.435,0.9995,41.86,41.855921,41.855308,0.004079,4.82371209,41.86
wavmark,3,137,chinese:SSB0393,3,dataset/collusion_300/chinese/SSB0393/chinese_SSB0393_03.wav,"[41715, 56321, 43504]",41715,4.5483,0.9999,44.49,44.488253,44.48838,0.001747,4.88309577,44.49
wavmark,3,138,chinese:SSB0394,1,dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_01.wav,"[33397, 38668, 26933]",33397,4.546,0.9974,44.5,44.49991,44.500011,9e-05,4.8087427,44.5
wavmark,3,139,chinese:SSB0394,2,dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_02.wav,"[20585, 39176, 44426]",20585,4.5267,0.9996,41.31,41.310817,41.311069,0.000817,4.81908916,41.31
wavmark,3,140,chinese:SSB0394,3,dataset/collusion_300/chinese/SSB0394/chinese_SSB0394_03.wav,"[7047, 8371, 40499]",7047,4.537,0.9977,43.22,43.222681,43.222894,0.002681,4.81948524,43.22
wavmark,3,141,chinese:SSB0395,1,dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_01.wav,"[21676, 53103, 45782]",21676,4.4553,0.9924,42.68,42.677346,42.672215,0.002654,4.80936,42.68
wavmark,3,142,chinese:SSB0395,2,dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_02.wav,"[22504, 12135, 25575]",22504,4.527,0.9982,42.63,42.632079,42.632147,0.002079,4.67881432,42.63
wavmark,3,143,chinese:SSB0395,3,dataset/collusion_300/chinese/SSB0395/chinese_SSB0395_03.wav,"[40113, 28241, 49245]",40113,4.5539,0.9985,41.51,41.505882,41.506189,0.004118,4.84384269,41.51
wavmark,3,144,chinese:SSB0407,1,dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_01.wav,"[25309, 23299, 27498]",25309,4.461,0.9996,44.0,43.999952,43.999924,4.8e-05,4.75708056,44.0
wavmark,3,145,chinese:SSB0407,2,dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_02.wav,"[26802, 3681, 26638]",26802,4.5557,0.9995,45.15,45.148727,45.148823,0.001273,4.82447188,45.15
wavmark,3,146,chinese:SSB0407,3,dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_03.wav,"[9578, 26958, 11534]",9578,4.5318,0.9996,45.1,45.104165,45.10415,0.004165,4.82062981,45.1
wavmark,3,147,chinese:SSB0415,1,dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_01.wav,"[48045, 44372, 25442]",48045,4.577,0.9997,42.95,42.953888,42.953824,0.003888,4.82524353,42.95
wavmark,3,148,chinese:SSB0415,2,dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_02.wav,"[31343, 44395, 6716]",31343,4.5553,0.9954,46.05,46.051409,46.050343,0.001409,4.83566359,46.05
wavmark,3,149,chinese:SSB0415,3,dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_03.wav,"[7433, 42467, 16202]",7433,4.5313,0.9941,44.45,44.44557,44.444812,0.00443,4.70767285,44.45
wavmark,3,150,english:103,1,dataset/collusion_300/english/103/english_103_01.wav,"[52255, 17777, 62914]",52255,4.6005,0.9975,39.1,39.102539,39.10437,0.002539,4.8797269,39.1
wavmark,3,151,english:103,2,dataset/collusion_300/english/103/english_103_02.wav,"[9255, 17447, 58104]",9255,4.6195,0.9992,40.42,40.415063,40.416544,0.004937,4.99140633,40.42
wavmark,3,152,english:103,3,dataset/collusion_300/english/103/english_103_03.wav,"[41227, 15764, 13265]",41227,4.6196,0.9994,39.58,39.580529,39.581811,0.000529,4.99434233,39.58
wavmark,3,153,english:1034,1,dataset/collusion_300/english/1034/english_1034_01.wav,"[39928, 26815, 26082]",39928,4.5214,0.9889,43.97,43.965591,44.043531,0.004409,4.93470365,43.97
wavmark,3,154,english:1034,2,dataset/collusion_300/english/1034/english_1034_02.wav,"[20311, 49944, 36371]",20311,4.5217,0.9983,45.81,45.813337,45.87441,0.003337,4.90641304,45.81
wavmark,3,155,english:1034,3,dataset/collusion_300/english/1034/english_1034_03.wav,"[9285, 4189, 33818]",9285,4.5869,0.9996,45.1,45.097287,45.184595,0.002713,4.95098935,45.1
wavmark,3,156,english:1040,1,dataset/collusion_300/english/1040/english_1040_01.wav,"[34326, 21373, 49990]",34326,4.6147,0.9999,44.37,44.37081,44.370414,0.00081,4.95835894,44.37
wavmark,3,157,english:1040,2,dataset/collusion_300/english/1040/english_1040_02.wav,"[49462, 48834, 17152]",49462,4.6052,0.9999,44.42,44.41978,44.419941,0.00022,4.88281004,44.42
wavmark,3,158,english:1040,3,dataset/collusion_300/english/1040/english_1040_03.wav,"[40625, 54076, 4226]",40625,4.6127,0.9999,43.02,43.024528,43.024464,0.004528,4.96847866,43.02
wavmark,3,159,english:1069,1,dataset/collusion_300/english/1069/english_1069_01.wav,"[26030, 52114, 4939]",26030,4.5734,0.9995,44.17,44.171942,44.172098,0.001942,4.88719102,44.17
wavmark,3,160,english:1069,2,dataset/collusion_300/english/1069/english_1069_02.wav,"[52240, 64097, 57727]",52240,4.5387,0.9996,44.29,44.29487,44.291936,0.00487,4.94360181,44.29
wavmark,3,161,english:1069,3,dataset/collusion_300/english/1069/english_1069_03.wav,"[63212, 59802, 49011]",63212,4.576,0.9999,44.14,44.141797,44.141958,0.001797,4.98535928,44.14
wavmark,3,162,english:1081,1,dataset/collusion_300/english/1081/english_1081_01.wav,"[53240, 5438, 13067]",53240,4.5821,0.9999,43.58,43.576261,43.575797,0.003739,4.96194247,43.58
wavmark,3,163,english:1081,2,dataset/collusion_300/english/1081/english_1081_02.wav,"[4572, 36573, 46688]",4572,4.6064,0.9995,43.94,43.93706,43.936954,0.00294,4.97682243,43.94
wavmark,3,164,english:1081,3,dataset/collusion_300/english/1081/english_1081_03.wav,"[20994, 3756, 21424]",20994,4.5899,0.9995,45.5,45.495071,45.494961,0.004929,4.97187968,45.5
wavmark,3,165,english:1088,1,dataset/collusion_300/english/1088/english_1088_01.wav,"[59718, 35723, 45527]",59718,4.5682,0.9998,45.74,45.740817,45.740908,0.000817,4.91052678,45.74
wavmark,3,166,english:1088,2,dataset/collusion_300/english/1088/english_1088_02.wav,"[9570, 13528, 59218]",9570,4.6182,0.9999,45.59,45.594478,45.594588,0.004478,4.98555505,45.59
wavmark,3,167,english:1088,3,dataset/collusion_300/english/1088/english_1088_03.wav,"[32520, 62882, 30952]",32520,4.6155,0.9999,45.76,45.761018,45.761132,0.001018,4.95925516,45.76
wavmark,3,168,english:1098,1,dataset/collusion_300/english/1098/english_1098_01.wav,"[24432, 23122, 25870]",24432,4.5945,0.9999,45.5,45.497354,45.496501,0.002646,4.89516354,45.5
wavmark,3,169,english:1098,2,dataset/collusion_300/english/1098/english_1098_02.wav,"[38580, 36200, 62480]",38580,4.6047,0.9999,44.96,44.962938,44.962806,0.002938,4.93564461,44.96
wavmark,3,170,english:1098,3,dataset/collusion_300/english/1098/english_1098_03.wav,"[673, 63239, 32797]",673,4.5797,0.9997,44.28,44.284564,44.284171,0.004564,4.91994944,44.28
wavmark,3,171,english:1116,1,dataset/collusion_300/english/1116/english_1116_01.wav,"[14422, 53463, 602]",14422,4.5932,1.0,40.46,40.45777,40.458163,0.00223,4.94025544,40.46
wavmark,3,172,english:1116,2,dataset/collusion_300/english/1116/english_1116_02.wav,"[19166, 53021, 27281]",19166,4.5231,1.0,40.71,40.706669,40.706971,0.003331,4.95903362,40.71
wavmark,3,173,english:1116,3,dataset/collusion_300/english/1116/english_1116_03.wav,"[46834, 38368, 50662]",46834,4.5602,0.9999,40.41,40.405394,40.405753,0.004606,4.99444935,40.41
wavmark,3,174,english:118,1,dataset/collusion_300/english/118/english_118_01.wav,"[63581, 16386, 4785]",63581,4.606,0.9963,42.67,42.671387,42.670905,0.001387,4.97662744,42.67
wavmark,3,175,english:118,2,dataset/collusion_300/english/118/english_118_02.wav,"[50601, 52592, 20373]",50601,4.6164,0.9993,45.09,45.09126,45.091448,0.00126,4.96640218,45.09
wavmark,3,176,english:118,3,dataset/collusion_300/english/118/english_118_03.wav,"[8207, 52627, 19226]",8207,4.5915,0.9998,44.7,44.695229,44.694757,0.004771,4.81893777,44.7
wavmark,3,177,english:1183,1,dataset/collusion_300/english/1183/english_1183_01.wav,"[60824, 47412, 20748]",60824,4.6041,0.9995,40.92,40.916651,40.916615,0.003349,4.88718289,40.92
wavmark,3,178,english:1183,2,dataset/collusion_300/english/1183/english_1183_02.wav,"[39944, 49963, 38655]",39944,4.5601,0.9999,39.67,39.671463,39.669494,0.001463,4.65841277,39.67
wavmark,3,179,english:1183,3,dataset/collusion_300/english/1183/english_1183_03.wav,"[25657, 30440, 17980]",25657,4.6156,0.9999,43.74,43.741229,43.7414,0.001229,4.92113577,43.74
wavmark,3,180,english:1235,1,dataset/collusion_300/english/1235/english_1235_01.wav,"[51663, 17172, 19505]",51663,4.5778,0.9952,38.3,38.301087,38.299215,0.001087,4.87670361,38.3
wavmark,3,181,english:1235,2,dataset/collusion_300/english/1235/english_1235_02.wav,"[16548, 59702, 9982]",16548,4.5827,0.9992,41.51,41.511325,41.510543,0.001325,4.96458673,41.51
wavmark,3,182,english:1235,3,dataset/collusion_300/english/1235/english_1235_03.wav,"[23629, 24713, 14302]",23629,4.5925,0.9925,40.86,40.860269,40.860584,0.000269,4.84535285,40.86
wavmark,3,183,english:1246,1,dataset/collusion_300/english/1246/english_1246_01.wav,"[63124, 15629, 9439]",63124,4.5496,0.9997,39.32,39.320673,39.321163,0.000673,4.99424489,39.32
wavmark,3,184,english:1246,2,dataset/collusion_300/english/1246/english_1246_02.wav,"[35250, 51211, 794]",35250,4.6037,1.0,41.64,41.644091,41.64402,0.004091,4.94564835,41.64
wavmark,3,185,english:1246,3,dataset/collusion_300/english/1246/english_1246_03.wav,"[43991, 12727, 7544]",43991,4.5973,0.9995,40.35,40.351913,40.352031,0.001913,4.98218969,40.35
wavmark,3,186,english:125,1,dataset/collusion_300/english/125/english_125_01.wav,"[43681, 13504, 4300]",43681,4.58,0.9957,38.34,38.33889,38.339285,0.00111,4.79653956,38.34
wavmark,3,187,english:125,2,dataset/collusion_300/english/125/english_125_02.wav,"[46470, 25684, 62150]",46470,4.5965,0.9975,40.0,40.004209,40.004476,0.004209,4.99323601,40.0
wavmark,3,188,english:125,3,dataset/collusion_300/english/125/english_125_03.wav,"[4978, 35085, 54835]",4978,4.5965,0.9982,39.65,39.654406,39.654854,0.004406,4.9696095,39.65
wavmark,3,189,english:1263,1,dataset/collusion_300/english/1263/english_1263_01.wav,"[53284, 21500, 25545]",53284,4.5605,0.9999,42.15,42.145673,42.145055,0.004327,4.90492498,42.15
wavmark,3,190,english:1263,2,dataset/collusion_300/english/1263/english_1263_02.wav,"[21591, 30777, 62003]",21591,4.5733,0.9999,42.65,42.651267,42.651349,0.001267,4.84775904,42.65
wavmark,3,191,english:1263,3,dataset/collusion_300/english/1263/english_1263_03.wav,"[55302, 46725, 29890]",55302,4.6,0.9999,44.29,44.294093,44.294254,0.004093,4.91290489,44.29
wavmark,3,192,english:1334,1,dataset/collusion_300/english/1334/english_1334_01.wav,"[50745, 3983, 26535]",50745,4.5954,0.9973,43.12,43.122181,43.122313,0.002181,4.79055375,43.12
wavmark,3,193,english:1334,2,dataset/collusion_300/english/1334/english_1334_02.wav,"[1806, 53541, 53144]",1806,4.5998,0.9994,43.36,43.356096,43.355882,0.003904,4.79885775,43.36
wavmark,3,194,english:1334,3,dataset/collusion_300/english/1334/english_1334_03.wav,"[47098, 18003, 47518]",47098,4.6173,0.9976,44.06,44.056286,44.056111,0.003714,4.97902,44.06
wavmark,3,195,english:1355,1,dataset/collusion_300/english/1355/english_1355_01.wav,"[45477, 61508, 44897]",45477,4.5937,0.9999,45.94,45.938113,45.938033,0.001887,4.98969088,45.94
wavmark,3,196,english:1355,2,dataset/collusion_300/english/1355/english_1355_02.wav,"[9313, 48370, 20597]",9313,4.6085,0.9999,45.18,45.179255,45.178677,0.000745,4.93458086,45.18
wavmark,3,197,english:1355,3,dataset/collusion_300/english/1355/english_1355_03.wav,"[27957, 37977, 27313]",27957,4.6106,0.9999,45.07,45.071505,45.07155,0.001505,4.93186013,45.07
