model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
audioseal,5,4,chinese:SSB0016,0,mean,-50,4,1,3.11495590,2.2846,0.9762
audioseal,5,4,chinese:SSB0016,0,fwp,-50,4,1,2.36989641,1.5229,0.7677
audioseal,5,4,chinese:SSB0016,0,mean,50,4,1,2.96903706,3.2520,0.9768
audioseal,5,4,chinese:SSB0016,0,fwp,50,4,1,2.88265514,1.5462,0.7490
audioseal,5,5,chinese:SSB0018,0,mean,0,-1,1,2.95987177,4.5608,0.9996
audioseal,5,5,chinese:SSB0018,0,fwp,0,-1,1,1.47423553,4.6089,0.9997
audioseal,5,5,chinese:SSB0018,0,mean,-10,0,1,2.07877111,3.9586,0.9834
audioseal,5,5,chinese:SSB0018,0,fwp,-10,0,1,1.53034973,2.4810,0.8644
audioseal,5,5,chinese:SSB0018,0,mean,10,0,1,2.18126297,4.3654,0.9833
audioseal,5,5,chinese:SSB0018,0,fwp,10,0,1,1.58565855,2.4538,0.8637
audioseal,5,5,chinese:SSB0018,0,mean,-20,0,1,1.78722143,2.9846,0.9786
audioseal,5,5,chinese:SSB0018,0,fwp,-20,0,1,0.34021521,1.8333,0.8200
audioseal,5,5,chinese:SSB0018,0,mean,20,0,1,1.64104795,4.0131,0.9799
audioseal,5,5,chinese:SSB0018,0,fwp,20,0,1,1.93550682,1.8340,0.8145
audioseal,5,5,chinese:SSB0018,0,mean,-50,0,1,1.18423176,1.9244,0.9729
audioseal,5,5,chinese:SSB0018,0,fwp,-50,0,1,0.75133467,1.3499,0.7669
audioseal,5,5,chinese:SSB0018,0,mean,50,0,1,1.31580353,2.7091,0.9742
audioseal,5,5,chinese:SSB0018,0,fwp,50,0,1,1.00344515,1.3561,0.7495
audioseal,5,6,chinese:SSB0033,0,mean,0,-1,1,3.70847130,4.5876,0.9996
audioseal,5,6,chinese:SSB0033,0,fwp,0,-1,1,3.34376907,4.5518,0.9992
audioseal,5,6,chinese:SSB0033,0,mean,-10,1,1,2.96904659,4.0365,0.9867
audioseal,5,6,chinese:SSB0033,0,fwp,-10,1,1,0.67578077,2.3834,0.8903
audioseal,5,6,chinese:SSB0033,0,mean,10,1,1,2.16235113,4.4109,0.9865
audioseal,5,6,chinese:SSB0033,0,fwp,10,1,1,1.28998995,2.3808,0.8892
audioseal,5,6,chinese:SSB0033,0,mean,-20,1,1,3.72599697,3.0174,0.9826
audioseal,5,6,chinese:SSB0033,0,fwp,-20,1,0,-0.37026215,1.6167,0.8377
audioseal,5,6,chinese:SSB0033,0,mean,20,1,1,3.60917568,3.8888,0.9832
audioseal,5,6,chinese:SSB0033,0,fwp,20,1,0,-0.71928358,1.6475,0.8358
audioseal,5,6,chinese:SSB0033,0,mean,-50,1,1,2.62462759,2.1276,0.9763
audioseal,5,6,chinese:SSB0033,0,fwp,-50,1,1,2.19348955,1.3865,0.7722
audioseal,5,6,chinese:SSB0033,0,mean,50,1,1,2.22670031,3.0028,0.9777
audioseal,5,6,chinese:SSB0033,0,fwp,50,1,1,2.33273077,1.3763,0.7482
audioseal,5,7,chinese:SSB0038,0,mean,0,-1,1,3.59189796,4.5870,0.9990
audioseal,5,7,chinese:SSB0038,0,fwp,0,-1,1,4.32367277,4.5607,0.9988
audioseal,5,7,chinese:SSB0038,0,mean,-10,2,1,2.56172180,4.0097,0.9862
audioseal,5,7,chinese:SSB0038,0,fwp,-10,2,1,2.85664511,2.5427,0.8938
audioseal,5,7,chinese:SSB0038,0,mean,10,2,1,3.17683125,4.4400,0.9863
audioseal,5,7,chinese:SSB0038,0,fwp,10,2,1,4.40443611,2.5875,0.8929
audioseal,5,7,chinese:SSB0038,0,mean,-20,2,1,3.51353502,3.2063,0.9796
audioseal,5,7,chinese:SSB0038,0,fwp,-20,2,1,3.90492821,1.6892,0.8003
audioseal,5,7,chinese:SSB0038,0,mean,20,2,1,3.85003471,3.9883,0.9798
audioseal,5,7,chinese:SSB0038,0,fwp,20,2,1,3.09448242,1.6935,0.8089
audioseal,5,7,chinese:SSB0038,0,mean,-50,2,1,2.42551422,1.9738,0.9736
audioseal,5,7,chinese:SSB0038,0,fwp,-50,2,1,1.46112347,1.3753,0.7578
audioseal,5,7,chinese:SSB0038,0,mean,50,2,1,2.58023548,2.9642,0.9753
audioseal,5,7,chinese:SSB0038,0,fwp,50,2,1,3.71426868,1.3685,0.7083
audioseal,5,8,chinese:SSB0043,0,mean,0,-1,1,1.27954674,4.5346,0.9988
audioseal,5,8,chinese:SSB0043,0,fwp,0,-1,1,4.00372171,4.4855,0.9980
audioseal,5,8,chinese:SSB0043,0,mean,-10,3,1,3.34258366,4.0664,0.9825
audioseal,5,8,chinese:SSB0043,0,fwp,-10,3,1,1.51516867,1.9836,0.8436
audioseal,5,8,chinese:SSB0043,0,mean,10,3,1,3.43460083,4.3950,0.9823
audioseal,5,8,chinese:SSB0043,0,fwp,10,3,1,1.77308798,1.9637,0.8417
audioseal,5,8,chinese:SSB0043,0,mean,-20,3,1,4.44681263,3.0624,0.9798
audioseal,5,8,chinese:SSB0043,0,fwp,-20,3,1,2.05040169,1.9624,0.8300
audioseal,5,8,chinese:SSB0043,0,mean,20,3,1,4.49935150,4.1196,0.9807
audioseal,5,8,chinese:SSB0043,0,fwp,20,3,1,1.81103182,1.9556,0.8389
audioseal,5,8,chinese:SSB0043,0,mean,-50,3,1,3.25518513,2.0791,0.9728
audioseal,5,8,chinese:SSB0043,0,fwp,-50,3,1,0.57113361,1.4359,0.7457
audioseal,5,8,chinese:SSB0043,0,mean,50,3,1,3.15816975,3.2467,0.9741
audioseal,5,8,chinese:SSB0043,0,fwp,50,3,1,0.64196444,1.4826,0.7285
audioseal,5,9,chinese:SSB0057,0,mean,0,-1,1,2.68425655,4.5816,0.9989
audioseal,5,9,chinese:SSB0057,0,fwp,0,-1,1,4.73641586,4.6150,0.9994
audioseal,5,9,chinese:SSB0057,0,mean,-10,4,1,1.18968582,4.1713,0.9868
