model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
wavmark,5,8,chinese:SSB0043,0,fwp,10,3,1,3.00000000,1.8672,0.8363
wavmark,5,8,chinese:SSB0043,0,mean,-20,3,1,2.00000000,3.3455,0.9788
wavmark,5,8,chinese:SSB0043,0,fwp,-20,3,1,3.00000000,1.8890,0.8273
wavmark,5,8,chinese:SSB0043,0,mean,20,3,1,3.00000000,4.0264,0.9803
wavmark,5,8,chinese:SSB0043,0,fwp,20,3,1,5.00000000,1.8913,0.8387
wavmark,5,8,chinese:SSB0043,0,mean,-50,3,1,4.00000000,2.1919,0.9719
wavmark,5,8,chinese:SSB0043,0,fwp,-50,3,1,2.00000000,1.4056,0.7445
wavmark,5,8,chinese:SSB0043,0,mean,50,3,1,5.00000000,3.0661,0.9733
wavmark,5,8,chinese:SSB0043,0,fwp,50,3,1,5.00000000,1.4376,0.7264
wavmark,5,9,chinese:SSB0057,0,mean,0,-1,1,2.00000000,4.4920,0.9931
wavmark,5,9,chinese:SSB0057,0,fwp,0,-1,1,3.00000000,4.5223,0.9956
wavmark,5,9,chinese:SSB0057,0,mean,-10,4,1,2.00000000,4.1632,0.9812
wavmark,5,9,chinese:SSB0057,0,fwp,-10,4,1,4.00000000,2.6182,0.8865
wavmark,5,9,chinese:SSB0057,0,mean,10,4,1,2.00000000,4.3706,0.9813
wavmark,5,9,chinese:SSB0057,0,fwp,10,4,1,4.00000000,2.7206,0.8859
wavmark,5,9,chinese:SSB0057,0,mean,-20,4,1,3.00000000,3.4665,0.9787
wavmark,5,9,chinese:SSB0057,0,fwp,-20,4,1,4.00000000,1.9707,0.8365
wavmark,5,9,chinese:SSB0057,0,mean,20,4,1,3.00000000,4.0191,0.9782
wavmark,5,9,chinese:SSB0057,0,fwp,20,4,1,4.00000000,1.9702,0.8321
wavmark,5,9,chinese:SSB0057,0,mean,-50,4,1,1.00000000,2.1505,0.9708
wavmark,5,9,chinese:SSB0057,0,fwp,-50,4,1,3.00000000,1.5233,0.7786
wavmark,5,9,chinese:SSB0057,0,mean,50,4,1,2.00000000,2.9928,0.9711
wavmark,5,9,chinese:SSB0057,0,fwp,50,4,1,2.00000000,1.4984,0.7658
wavmark,5,10,chinese:SSB0073,0,mean,0,-1,1,3.00000000,4.5198,0.9998
wavmark,5,10,chinese:SSB0073,0,fwp,0,-1,1,4.00000000,4.4419,0.9998
wavmark,5,10,chinese:SSB0073,0,mean,-10,0,1,3.00000000,4.0787,0.9837
wavmark,5,10,chinese:SSB0073,0,fwp,-10,0,1,1.00000000,2.3751,0.8541
wavmark,5,10,chinese:SSB0073,0,mean,10,0,1,3.00000000,4.3329,0.9841
wavmark,5,10,chinese:SSB0073,0,fwp,10,0,1,2.00000000,2.3492,0.8524
wavmark,5,10,chinese:SSB0073,0,mean,-20,0,1,3.00000000,3.3049,0.9797
wavmark,5,10,chinese:SSB0073,0,fwp,-20,0,1,2.00000000,1.8300,0.8300
wavmark,5,10,chinese:SSB0073,0,mean,20,0,1,3.00000000,4.0779,0.9806
wavmark,5,10,chinese:SSB0073,0,fwp,20,0,1,3.00000000,1.8242,0.8334
wavmark,5,10,chinese:SSB0073,0,mean,-50,0,1,3.00000000,2.3277,0.9744
wavmark,5,10,chinese:SSB0073,0,fwp,-50,0,1,3.00000000,1.5953,0.7571
wavmark,5,10,chinese:SSB0073,0,mean,50,0,1,3.00000000,3.3315,0.9758
wavmark,5,10,chinese:SSB0073,0,fwp,50,0,1,4.00000000,1.5860,0.7407
wavmark,5,11,chinese:SSB0080,0,mean,0,-1,1,5.00000000,4.5347,0.9967
wavmark,5,11,chinese:SSB0080,0,fwp,0,-1,1,3.00000000,4.5657,0.9976
wavmark,5,11,chinese:SSB0080,0,mean,-10,1,1,5.00000000,4.0813,0.9794
wavmark,5,11,chinese:SSB0080,0,fwp,-10,1,1,3.00000000,2.3180,0.8626
wavmark,5,11,chinese:SSB0080,0,mean,10,1,1,4.00000000,4.4141,0.9790
wavmark,5,11,chinese:SSB0080,0,fwp,10,1,1,2.00000000,2.2539,0.8616
wavmark,5,11,chinese:SSB0080,0,mean,-20,1,1,5.00000000,3.2810,0.9741
wavmark,5,11,chinese:SSB0080,0,fwp,-20,1,1,2.00000000,1.7283,0.8027
wavmark,5,11,chinese:SSB0080,0,mean,20,1,1,4.00000000,4.0805,0.9741
wavmark,5,11,chinese:SSB0080,0,fwp,20,1,1,2.00000000,1.7130,0.7986
wavmark,5,11,chinese:SSB0080,0,mean,-50,1,1,4.00000000,2.2563,0.9656
wavmark,5,11,chinese:SSB0080,0,fwp,-50,1,1,2.00000000,1.3145,0.7392
wavmark,5,11,chinese:SSB0080,0,mean,50,1,1,4.00000000,2.7581,0.9683
wavmark,5,11,chinese:SSB0080,0,fwp,50,1,1,2.00000000,1.3131,0.7171
wavmark,5,12,chinese:SSB0112,0,mean,0,-1,1,3.00000000,4.5224,0.9987
wavmark,5,12,chinese:SSB0112,0,fwp,0,-1,1,3.00000000,4.4339,0.9977
wavmark,5,12,chinese:SSB0112,0,mean,-10,2,1,5.00000000,3.9520,0.9859
wavmark,5,12,chinese:SSB0112,0,fwp,-10,2,1,5.00000000,2.2912,0.8801
wavmark,5,12,chinese:SSB0112,0,mean,10,2,1,5.00000000,4.3611,0.9859
wavmark,5,12,chinese:SSB0112,0,fwp,10,2,1,5.00000000,2.2868,0.8845
wavmark,5,12,chinese:SSB0112,0,mean,-20,2,1,5.00000000,3.0248,0.9801
wavmark,5,12,chinese:SSB0112,0,fwp,-20,2,1,5.00000000,1.6939,0.8294
wavmark,5,12,chinese:SSB0112,0,mean,20,2,1,5.00000000,4.0341,0.9802
wavmark,5,12,chinese:SSB0112,0,fwp,20,2,1,5.00000000,1.6889,0.8186
wavmark,5,12,chinese:SSB0112,0,mean,-50,2,1,4.00000000,2.0199,0.9734
wavmark,5,12,chinese:SSB0112,0,fwp,-50,2,1,4.00000000,1.3598,0.7784
wavmark,5,12,chinese:SSB0112,0,mean,50,2,1,3.00000000,2.9145,0.9725
wavmark,5,12,chinese:SSB0112,0,fwp,50,2,1,4.00000000,1.3561,0.7424
wavmark,5,13,chinese:SSB0122,0,mean,0,-1,1,4.00000000,4.4624,0.9998
wavmark,5,13,chinese:SSB0122,0,fwp,0,-1,1,5.00000000,4.4706,0.9999
wavmark,5,13,chinese:SSB0122,0,mean,-10,3,1,4.00000000,4.0759,0.9856
wavmark,5,13,chinese:SSB0122,0,fwp,-10,3,1,4.00000000,2.4903,0.8809
wavmark,5,13,chinese:SSB0122,0,mean,10,3,1,4.00000000,4.2897,0.9854
wavmark,5,13,chinese:SSB0122,0,fwp,10,3,1,3.00000000,2.5040,0.8839
wavmark,5,13,chinese:SSB0122,0,mean,-20,3,1,4.00000000,3.0150,0.9815
wavmark,5,13,chinese:SSB0122,0,fwp,-20,3,1,3.00000000,1.6173,0.8128
wavmark,5,13,chinese:SSB0122,0,mean,20,3,1,3.00000000,3.8507,0.9817
wavmark,5,13,chinese:SSB0122,0,fwp,20,3,1,3.00000000,1.6191,0.8055
wavmark,5,13,chinese:SSB0122,0,mean,-50,3,1,4.00000000,1.8319,0.9758
wavmark,5,13,chinese:SSB0122,0,fwp,-50,3,1,3.00000000,1.2168,0.7567
wavmark,5,13,chinese:SSB0122,0,mean,50,3,1,3.00000000,2.5217,0.9757
wavmark,5,13,chinese:SSB0122,0,fwp,50,3,1,3.00000000,1.2212,0.7149
wavmark,5,14,chinese:SSB0133,0,mean,0,-1,1,4.00000000,4.2302,0.9994
wavmark,5,14,chinese:SSB0133,0,fwp,0,-1,1,5.00000000,4.3386,0.9995
wavmark,5,14,chinese:SSB0133,0,mean,-10,4,1,2.00000000,3.7827,0.9850
wavmark,5,14,chinese:SSB0133,0,fwp,-10,4,1,4.00000000,1.7301,0.8690
wavmark,5,14,chinese:SSB0133,0,mean,10,4,1,2.00000000,4.0518,0.9855
wavmark,5,14,chinese:SSB0133,0,fwp,10,4,1,4.00000000,1.6902,0.8648
wavmark,5,14,chinese:SSB0133,0,mean,-20,4,1,2.00000000,3.0074,0.9818
wavmark,5,14,chinese:SSB0133,0,fwp,-20,4,1,4.00000000,1.5919,0.8419
wavmark,5,14,chinese:SSB0133,0,mean,20,4,1,2.00000000,3.5776,0.9833
wavmark,5,14,chinese:SSB0133,0,fwp,20,4,1,4.00000000,1.6053,0.8514
wavmark,5,14,chinese:SSB0133,0,mean,-50,4,1,4.00000000,1.8597,0.9764
wavmark,5,14,chinese:SSB0133,0,fwp,-50,4,1,2.00000000,1.2651,0.7931
wavmark,5,14,chinese:SSB0133,0,mean,50,4,1,3.00000000,2.6016,0.9788
wavmark,5,14,chinese:SSB0133,0,fwp,50,4,1,5.00000000,1.2621,0.7706
wavmark,5,15,chinese:SSB0139,0,mean,0,-1,1,2.00000000,4.4519,0.9999
wavmark,5,15,chinese:SSB0139,0,fwp,0,-1,1,4.00000000,4.4796,0.9999
wavmark,5,15,chinese:SSB0139,0,mean,-10,0,1,3.00000000,4.0332,0.9845
wavmark,5,15,chinese:SSB0139,0,fwp,-10,0,1,1.00000000,2.1220,0.8349
wavmark,5,15,chinese:SSB0139,0,mean,10,0,1,3.00000000,4.2278,0.9846
wavmark,5,15,chinese:SSB0139,0,fwp,10,0,1,1.00000000,2.1033,0.8435
wavmark,5,15,chinese:SSB0139,0,mean,-20,0,1,3.00000000,3.1168,0.9816
wavmark,5,15,chinese:SSB0139,0,fwp,-20,0,1,2.00000000,1.6901,0.8478
wavmark,5,15,chinese:SSB0139,0,mean,20,0,1,3.00000000,3.8030,0.9829
wavmark,5,15,chinese:SSB0139,0,fwp,20,0,0,-1.00000000,1.7030,0.8495
wavmark,5,15,chinese:SSB0139,0,mean,-50,0,1,1.00000000,2.1209,0.9748
wavmark,5,15,chinese:SSB0139,0,fwp,-50,0,1,3.00000000,1.4113,0.7472
wavmark,5,15,chinese:SSB0139,0,mean,50,0,1,2.00000000,2.7286,0.9735
wavmark,5,15,chinese:SSB0139,0,fwp,50,0,1,3.00000000,1.3939,0.7326
wavmark,5,16,chinese:SSB0145,0,mean,0,-1,1,1.00000000,4.5300,0.9999
wavmark,5,16,chinese:SSB0145,0,fwp,0,-1,1,6.00000000,4.4760,0.9999
wavmark,5,16,chinese:SSB0145,0,mean,-10,1,1,2.00000000,3.9597,0.9865
wavmark,5,16,chinese:SSB0145,0,fwp,-10,1,1,3.00000000,2.3472,0.8826
wavmark,5,16,chinese:SSB0145,0,mean,10,1,1,3.00000000,4.3015,0.9857
wavmark,5,16,chinese:SSB0145,0,fwp,10,1,1,3.00000000,2.3550,0.8816
wavmark,5,16,chinese:SSB0145,0,mean,-20,1,1,3.00000000,2.9974,0.9831
wavmark,5,16,chinese:SSB0145,0,fwp,-20,1,1,4.00000000,1.6456,0.8333
wavmark,5,16,chinese:SSB0145,0,mean,20,1,1,2.00000000,3.9121,0.9820
wavmark,5,16,chinese:SSB0145,0,fwp,20,1,1,2.00000000,1.6678,0.8171
wavmark,5,16,chinese:SSB0145,0,mean,-50,1,1,2.00000000,1.9803,0.9781
wavmark,5,16,chinese:SSB0145,0,fwp,-50,1,1,4.00000000,1.3628,0.7766
wavmark,5,16,chinese:SSB0145,0,mean,50,1,1,1.00000000,2.8949,0.9785
wavmark,5,16,chinese:SSB0145,0,fwp,50,1,1,4.00000000,1.3537,0.7467
wavmark,5,17,chinese:SSB0149,0,mean,0,-1,1,3.00000000,4.3301,0.9995
