model,K,trial_id,spk,local_t,method,codec,codec_setting,ASR,attribution_margin,PESQ,STOI,SI_SDR
timbrewm,5,29,chinese:SSB0057,2,fwp,opus_64k,Opus 64 kbps,1,0.14155579,4.5056,0.9955,27.94
timbrewm,5,30,chinese:SSB0073,0,mean,none,none,1,0.11294365,4.6039,0.9988,35.55
timbrewm,5,30,chinese:SSB0073,0,fwp,none,none,1,0.09026957,4.5053,0.9965,31.51
timbrewm,5,30,chinese:SSB0073,0,mean,mp3_128k,MP3 128 kbps,1,0.32582760,4.5128,0.9988,32.86
timbrewm,5,30,chinese:SSB0073,0,fwp,mp3_128k,MP3 128 kbps,1,0.04759836,4.4471,0.9965,30.23
timbrewm,5,30,chinese:SSB0073,0,mean,opus_64k,Opus 64 kbps,1,0.11823606,4.5997,0.9986,30.35
timbrewm,5,30,chinese:SSB0073,0,fwp,opus_64k,Opus 64 kbps,1,0.14204407,4.5447,0.9967,28.38
timbrewm,5,31,chinese:SSB0073,1,mean,none,none,1,0.58998013,4.5235,0.9980,32.49
timbrewm,5,31,chinese:SSB0073,1,fwp,none,none,1,0.21073818,4.4412,0.9984,33.01
timbrewm,5,31,chinese:SSB0073,1,mean,mp3_128k,MP3 128 kbps,1,0.82660818,4.4552,0.9980,30.98
timbrewm,5,31,chinese:SSB0073,1,fwp,mp3_128k,MP3 128 kbps,1,0.40106106,4.3779,0.9984,31.33
timbrewm,5,31,chinese:SSB0073,1,mean,opus_64k,Opus 64 kbps,1,0.61242867,4.5210,0.9979,29.36
timbrewm,5,31,chinese:SSB0073,1,fwp,opus_64k,Opus 64 kbps,1,0.19304180,4.4399,0.9982,29.10
timbrewm,5,32,chinese:SSB0073,2,mean,none,none,1,0.57646036,4.6021,0.9978,32.56
timbrewm,5,32,chinese:SSB0073,2,fwp,none,none,1,0.09859705,4.5790,0.9987,34.01
timbrewm,5,32,chinese:SSB0073,2,mean,mp3_128k,MP3 128 kbps,1,0.45114994,4.5029,0.9978,30.77
timbrewm,5,32,chinese:SSB0073,2,fwp,mp3_128k,MP3 128 kbps,1,0.58934784,4.4841,0.9986,31.65
timbrewm,5,32,chinese:SSB0073,2,mean,opus_64k,Opus 64 kbps,1,0.56969643,4.5983,0.9976,29.28
timbrewm,5,32,chinese:SSB0073,2,fwp,opus_64k,Opus 64 kbps,1,0.08436823,4.5733,0.9984,29.41
timbrewm,5,33,chinese:SSB0080,0,mean,none,none,1,0.42351913,4.4324,0.9955,30.87
timbrewm,5,33,chinese:SSB0080,0,fwp,none,none,1,0.16967297,4.2092,0.9965,30.29
timbrewm,5,33,chinese:SSB0080,0,mean,mp3_128k,MP3 128 kbps,1,0.70909834,4.3337,0.9955,27.90
timbrewm,5,33,chinese:SSB0080,0,fwp,mp3_128k,MP3 128 kbps,1,0.35646200,4.1339,0.9965,27.59
timbrewm,5,33,chinese:SSB0080,0,mean,opus_64k,Opus 64 kbps,1,0.45060110,4.4303,0.9953,28.09
timbrewm,5,33,chinese:SSB0080,0,fwp,opus_64k,Opus 64 kbps,1,0.15607738,4.2066,0.9961,27.34
timbrewm,5,34,chinese:SSB0080,1,mean,none,none,1,0.56491804,4.4298,0.9930,29.65
timbrewm,5,34,chinese:SSB0080,1,fwp,none,none,1,0.46896076,4.1719,0.9885,27.02
timbrewm,5,34,chinese:SSB0080,1,mean,mp3_128k,MP3 128 kbps,1,0.56943798,4.3333,0.9930,27.17
timbrewm,5,34,chinese:SSB0080,1,fwp,mp3_128k,MP3 128 kbps,1,0.33364582,4.1002,0.9885,25.49
timbrewm,5,34,chinese:SSB0080,1,mean,opus_64k,Opus 64 kbps,1,0.56376505,4.4256,0.9929,27.39
timbrewm,5,34,chinese:SSB0080,1,fwp,opus_64k,Opus 64 kbps,1,0.46571922,4.1646,0.9881,25.39
timbrewm,5,35,chinese:SSB0080,2,mean,none,none,1,0.53773880,4.5076,0.9946,29.49
timbrewm,5,35,chinese:SSB0080,2,fwp,none,none,1,0.19683647,4.4547,0.9972,31.13
timbrewm,5,35,chinese:SSB0080,2,mean,mp3_128k,MP3 128 kbps,1,0.15759993,4.4104,0.9946,27.26
timbrewm,5,35,chinese:SSB0080,2,fwp,mp3_128k,MP3 128 kbps,1,0.37250328,4.4431,0.9953,28.17
timbrewm,5,35,chinese:SSB0080,2,mean,opus_64k,Opus 64 kbps,1,0.57677126,4.5012,0.9944,27.40
timbrewm,5,35,chinese:SSB0080,2,fwp,opus_64k,Opus 64 kbps,1,0.37692308,4.3918,0.9890,25.17
timbrewm,5,36,chinese:SSB0112,0,mean,none,none,1,0.43569899,4.5733,0.9966,28.77
timbrewm,5,36,chinese:SSB0112,0,fwp,none,none,1,0.35557413,4.5149,0.9942,26.32
timbrewm,5,36,chinese:SSB0112,0,mean,mp3_128k,MP3 128 kbps,1,0.16079712,4.4025,0.9966,25.53
timbrewm,5,36,chinese:SSB0112,0,fwp,mp3_128k,MP3 128 kbps,1,0.16221237,4.3723,0.9942,24.19
timbrewm,5,36,chinese:SSB0112,0,mean,opus_64k,Opus 64 kbps,1,0.40917063,4.5610,0.9965,27.18
timbrewm,5,36,chinese:SSB0112,0,fwp,opus_64k,Opus 64 kbps,1,0.32275200,4.5079,0.9939,25.03
timbrewm,5,37,chinese:SSB0112,1,mean,none,none,1,0.13252926,4.4731,0.9932,26.26
timbrewm,5,37,chinese:SSB0112,1,fwp,none,none,1,0.10196495,4.5769,0.9967,29.02
timbrewm,5,37,chinese:SSB0112,1,mean,mp3_128k,MP3 128 kbps,1,0.05317354,4.3478,0.9932,24.30
timbrewm,5,37,chinese:SSB0112,1,fwp,mp3_128k,MP3 128 kbps,1,0.11727953,4.4096,0.9967,25.83
timbrewm,5,37,chinese:SSB0112,1,mean,opus_64k,Opus 64 kbps,1,0.13485050,4.4675,0.9930,25.27
timbrewm,5,37,chinese:SSB0112,1,fwp,opus_64k,Opus 64 kbps,1,0.09905052,4.5576,0.9964,26.80
timbrewm,5,38,chinese:SSB0112,2,mean,none,none,0,-0.02849245,4.3080,0.9929,25.55
timbrewm,5,38,chinese:SSB0112,2,fwp,none,none,1,0.48707485,4.1944,0.9952,27.02
