model,K,trial_id,spk,local_t,method,codec,codec_setting,ASR,attribution_margin,PESQ,STOI,SI_SDR
wmcodec,5,38,chinese:SSB0112,2,fwp,mp3_128k,MP3 128 kbps,1,5.82145911,4.2758,0.9832,12.81
wmcodec,5,38,chinese:SSB0112,2,mean,opus_64k,Opus 64 kbps,1,5.31737754,4.4061,0.9898,15.58
wmcodec,5,38,chinese:SSB0112,2,fwp,opus_64k,Opus 64 kbps,1,6.29407394,4.2924,0.9828,12.71
wmcodec,5,39,chinese:SSB0122,0,mean,none,none,1,15.24817029,4.4202,0.9886,16.09
wmcodec,5,39,chinese:SSB0122,0,fwp,none,none,1,22.15956996,4.2025,0.9828,13.45
wmcodec,5,39,chinese:SSB0122,0,mean,mp3_128k,MP3 128 kbps,1,14.37540787,4.3612,0.9886,15.96
wmcodec,5,39,chinese:SSB0122,0,fwp,mp3_128k,MP3 128 kbps,1,25.70646174,4.1696,0.9827,13.38
wmcodec,5,39,chinese:SSB0122,0,mean,opus_64k,Opus 64 kbps,1,14.94304940,4.4187,0.9886,15.98
wmcodec,5,39,chinese:SSB0122,0,fwp,opus_64k,Opus 64 kbps,1,22.61032155,4.1917,0.9825,13.32
wmcodec,5,40,chinese:SSB0122,1,mean,none,none,1,14.93346351,4.4366,0.9877,15.66
wmcodec,5,40,chinese:SSB0122,1,fwp,none,none,1,27.31180618,4.4788,0.9922,17.46
wmcodec,5,40,chinese:SSB0122,1,mean,mp3_128k,MP3 128 kbps,1,12.70782162,4.4074,0.9878,15.54
wmcodec,5,40,chinese:SSB0122,1,fwp,mp3_128k,MP3 128 kbps,1,22.47453951,4.4205,0.9922,17.29
wmcodec,5,40,chinese:SSB0122,1,mean,opus_64k,Opus 64 kbps,1,15.11015604,4.4343,0.9877,15.62
wmcodec,5,40,chinese:SSB0122,1,fwp,opus_64k,Opus 64 kbps,1,26.37009108,4.4669,0.9920,17.38
wmcodec,5,41,chinese:SSB0122,2,mean,none,none,1,20.39115643,4.3630,0.9888,15.21
wmcodec,5,41,chinese:SSB0122,2,fwp,none,none,1,11.01099239,4.4412,0.9919,17.35
wmcodec,5,41,chinese:SSB0122,2,mean,mp3_128k,MP3 128 kbps,1,18.23293673,4.3169,0.9888,15.13
wmcodec,5,41,chinese:SSB0122,2,fwp,mp3_128k,MP3 128 kbps,1,7.63447354,4.3896,0.9919,17.20
wmcodec,5,41,chinese:SSB0122,2,mean,opus_64k,Opus 64 kbps,1,20.56165615,4.3594,0.9887,15.16
wmcodec,5,41,chinese:SSB0122,2,fwp,opus_64k,Opus 64 kbps,1,11.40282886,4.4302,0.9917,17.19
wmcodec,5,42,chinese:SSB0133,0,mean,none,none,1,15.87340437,4.3194,0.9855,17.25
wmcodec,5,42,chinese:SSB0133,0,fwp,none,none,1,13.96782615,3.9536,0.9763,14.18
wmcodec,5,42,chinese:SSB0133,0,mean,mp3_128k,MP3 128 kbps,1,22.24553757,4.2930,0.9855,17.21
wmcodec,5,42,chinese:SSB0133,0,fwp,mp3_128k,MP3 128 kbps,1,24.03809333,3.9379,0.9763,14.16
wmcodec,5,42,chinese:SSB0133,0,mean,opus_64k,Opus 64 kbps,1,15.55533686,4.3179,0.9854,17.13
wmcodec,5,42,chinese:SSB0133,0,fwp,opus_64k,Opus 64 kbps,1,15.39154097,3.9499,0.9760,14.10
wmcodec,5,43,chinese:SSB0133,1,mean,none,none,1,9.20972614,4.1722,0.9853,16.34
wmcodec,5,43,chinese:SSB0133,1,fwp,none,none,1,13.60205617,3.8602,0.9784,13.38
wmcodec,5,43,chinese:SSB0133,1,mean,mp3_128k,MP3 128 kbps,1,5.13945478,4.1374,0.9853,16.29
wmcodec,5,43,chinese:SSB0133,1,fwp,mp3_128k,MP3 128 kbps,1,14.01653315,3.8425,0.9784,13.35
wmcodec,5,43,chinese:SSB0133,1,mean,opus_64k,Opus 64 kbps,1,8.68584597,4.1690,0.9850,16.15
wmcodec,5,43,chinese:SSB0133,1,fwp,opus_64k,Opus 64 kbps,1,13.51078907,3.8538,0.9777,13.25
wmcodec,5,44,chinese:SSB0133,2,mean,none,none,1,24.27710361,3.8217,0.9847,15.73
wmcodec,5,44,chinese:SSB0133,2,fwp,none,none,1,23.45040737,3.4806,0.9777,13.01
wmcodec,5,44,chinese:SSB0133,2,mean,mp3_128k,MP3 128 kbps,1,19.64492582,3.8049,0.9847,15.69
wmcodec,5,44,chinese:SSB0133,2,fwp,mp3_128k,MP3 128 kbps,1,21.40106608,3.4685,0.9777,12.99
wmcodec,5,44,chinese:SSB0133,2,mean,opus_64k,Opus 64 kbps,1,23.12263087,3.7966,0.9846,15.65
wmcodec,5,44,chinese:SSB0133,2,fwp,opus_64k,Opus 64 kbps,1,22.53371165,3.4612,0.9772,12.94
wmcodec,5,45,chinese:SSB0139,0,mean,none,none,1,29.72146782,4.3943,0.9927,16.40
wmcodec,5,45,chinese:SSB0139,0,fwp,none,none,1,5.31230636,4.4827,0.9945,18.22
wmcodec,5,45,chinese:SSB0139,0,mean,mp3_128k,MP3 128 kbps,1,26.61200595,4.3784,0.9927,16.39
wmcodec,5,45,chinese:SSB0139,0,fwp,mp3_128k,MP3 128 kbps,1,6.50480139,4.4590,0.9945,18.21
wmcodec,5,45,chinese:SSB0139,0,mean,opus_64k,Opus 64 kbps,1,28.04081487,4.3973,0.9926,16.10
wmcodec,5,45,chinese:SSB0139,0,fwp,opus_64k,Opus 64 kbps,1,4.79648468,4.4826,0.9943,17.70
wmcodec,5,46,chinese:SSB0139,1,mean,none,none,1,4.55931544,4.4394,0.9934,17.01
wmcodec,5,46,chinese:SSB0139,1,fwp,none,none,1,28.44489552,4.4821,0.9948,18.22
wmcodec,5,46,chinese:SSB0139,1,mean,mp3_128k,MP3 128 kbps,1,3.25638866,4.4188,0.9934,17.00
wmcodec,5,46,chinese:SSB0139,1,fwp,mp3_128k,MP3 128 kbps,1,25.98895200,4.4538,0.9948,18.21
wmcodec,5,46,chinese:SSB0139,1,mean,opus_64k,Opus 64 kbps,1,4.28410214,4.4369,0.9933,16.67
wmcodec,5,46,chinese:SSB0139,1,fwp,opus_64k,Opus 64 kbps,1,26.85678626,4.4784,0.9946,17.72
wmcodec,5,47,chinese:SSB0139,2,mean,none,none,1,30.01322040,4.4658,0.9936,17.15
wmcodec,5,47,chinese:SSB0139,2,fwp,none,none,1,6.07534837,4.5069,0.9941,18.28
wmcodec,5,47,chinese:SSB0139,2,mean,mp3_128k,MP3 128 kbps,1,27.38698970,4.4464,0.9936,17.15
wmcodec,5,47,chinese:SSB0139,2,fwp,mp3_128k,MP3 128 kbps,1,4.91811464,4.4802,0.9942,18.28
wmcodec,5,47,chinese:SSB0139,2,mean,opus_64k,Opus 64 kbps,1,29.50954596,4.4606,0.9936,16.77
wmcodec,5,47,chinese:SSB0139,2,fwp,opus_64k,Opus 64 kbps,1,5.63473977,4.4970,0.9941,17.77
wmcodec,5,48,chinese:SSB0145,0,mean,none,none,1,15.80810844,4.2941,0.9819,15.33
wmcodec,5,48,chinese:SSB0145,0,fwp,none,none,1,18.21644781,4.0828,0.9763,12.59
wmcodec,5,48,chinese:SSB0145,0,mean,mp3_128k,MP3 128 kbps,1,13.91472009,4.2907,0.9819,15.30
wmcodec,5,48,chinese:SSB0145,0,fwp,mp3_128k,MP3 128 kbps,1,17.63985043,4.0805,0.9763,12.57
wmcodec,5,48,chinese:SSB0145,0,mean,opus_64k,Opus 64 kbps,1,14.69453306,4.2956,0.9818,15.28
wmcodec,5,48,chinese:SSB0145,0,fwp,opus_64k,Opus 64 kbps,1,18.30793970,4.0798,0.9762,12.55
wmcodec,5,49,chinese:SSB0145,1,mean,none,none,1,10.10577500,4.3189,0.9843,15.10
wmcodec,5,49,chinese:SSB0145,1,fwp,none,none,1,34.80043292,4.0817,0.9779,12.30
wmcodec,5,49,chinese:SSB0145,1,mean,mp3_128k,MP3 128 kbps,1,11.59271370,4.3053,0.9843,15.06
wmcodec,5,49,chinese:SSB0145,1,fwp,mp3_128k,MP3 128 kbps,1,33.42277489,4.0703,0.9779,12.29
wmcodec,5,49,chinese:SSB0145,1,mean,opus_64k,Opus 64 kbps,1,10.12438955,4.3193,0.9843,15.06
wmcodec,5,49,chinese:SSB0145,1,fwp,opus_64k,Opus 64 kbps,1,34.48997586,4.0751,0.9777,12.24
wmcodec,5,50,chinese:SSB0145,2,mean,none,none,1,26.48661750,4.2066,0.9834,14.49
wmcodec,5,50,chinese:SSB0145,2,fwp,none,none,1,14.17599021,3.9505,0.9783,11.94
wmcodec,5,50,chinese:SSB0145,2,mean,mp3_128k,MP3 128 kbps,1,19.80819976,4.1926,0.9834,14.45
wmcodec,5,50,chinese:SSB0145,2,fwp,mp3_128k,MP3 128 kbps,1,14.18443593,3.9461,0.9783,11.93
wmcodec,5,50,chinese:SSB0145,2,mean,opus_64k,Opus 64 kbps,1,26.27869629,4.2017,0.9833,14.40
wmcodec,5,50,chinese:SSB0145,2,fwp,opus_64k,Opus 64 kbps,1,14.59430276,3.9559,0.9780,11.88
wmcodec,5,51,chinese:SSB0149,0,mean,none,none,1,14.80958619,4.3160,0.9889,12.88
wmcodec,5,51,chinese:SSB0149,0,fwp,none,none,1,16.27710785,4.4259,0.9919,14.64
wmcodec,5,51,chinese:SSB0149,0,mean,mp3_128k,MP3 128 kbps,1,15.92667187,4.3052,0.9889,12.88
wmcodec,5,51,chinese:SSB0149,0,fwp,mp3_128k,MP3 128 kbps,1,15.07566393,4.4134,0.9919,14.63
wmcodec,5,51,chinese:SSB0149,0,mean,opus_64k,Opus 64 kbps,1,14.35267266,4.3135,0.9888,12.88
wmcodec,5,51,chinese:SSB0149,0,fwp,opus_64k,Opus 64 kbps,1,15.61842598,4.4152,0.9916,14.59
wmcodec,5,52,chinese:SSB0149,1,mean,none,none,1,16.50846919,4.4325,0.9891,13.60
wmcodec,5,52,chinese:SSB0149,1,fwp,none,none,1,9.54868944,4.1132,0.9827,9.99
wmcodec,5,52,chinese:SSB0149,1,mean,mp3_128k,MP3 128 kbps,1,18.74260301,4.4180,0.9891,13.60
wmcodec,5,52,chinese:SSB0149,1,fwp,mp3_128k,MP3 128 kbps,1,12.75924931,4.1035,0.9826,9.98
wmcodec,5,52,chinese:SSB0149,1,mean,opus_64k,Opus 64 kbps,1,16.18039489,4.4280,0.9890,13.54
wmcodec,5,52,chinese:SSB0149,1,fwp,opus_64k,Opus 64 kbps,1,9.16851003,4.1011,0.9824,9.97
wmcodec,5,53,chinese:SSB0149,2,mean,none,none,1,22.06826289,4.3921,0.9884,13.42
wmcodec,5,53,chinese:SSB0149,2,fwp,none,none,1,33.48111151,4.1962,0.9807,10.23
wmcodec,5,53,chinese:SSB0149,2,mean,mp3_128k,MP3 128 kbps,1,15.53511305,4.3794,0.9884,13.42
wmcodec,5,53,chinese:SSB0149,2,fwp,mp3_128k,MP3 128 kbps,1,30.77313041,4.1898,0.9807,10.23
wmcodec,5,53,chinese:SSB0149,2,mean,opus_64k,Opus 64 kbps,1,21.38743962,4.3911,0.9884,13.38
wmcodec,5,53,chinese:SSB0149,2,fwp,opus_64k,Opus 64 kbps,1,32.31356008,4.1908,0.9806,10.20
wmcodec,5,54,chinese:SSB0193,0,mean,none,none,1,12.65881686,4.3853,0.9875,15.12
wmcodec,5,54,chinese:SSB0193,0,fwp,none,none,1,11.31888188,4.1304,0.9788,12.25
wmcodec,5,54,chinese:SSB0193,0,mean,mp3_128k,MP3 128 kbps,1,13.65818471,4.3633,0.9875,15.11
wmcodec,5,54,chinese:SSB0193,0,fwp,mp3_128k,MP3 128 kbps,1,11.07587536,4.1152,0.9788,12.25
wmcodec,5,54,chinese:SSB0193,0,mean,opus_64k,Opus 64 kbps,1,11.55199972,4.3796,0.9873,15.07
wmcodec,5,54,chinese:SSB0193,0,fwp,opus_64k,Opus 64 kbps,1,10.68689198,4.1181,0.9782,12.20
wmcodec,5,55,chinese:SSB0193,1,mean,none,none,1,12.16581979,4.3645,0.9847,13.72
wmcodec,5,55,chinese:SSB0193,1,fwp,none,none,1,30.03371878,4.4175,0.9876,15.56
wmcodec,5,55,chinese:SSB0193,1,mean,mp3_128k,MP3 128 kbps,1,11.01710549,4.3473,0.9847,13.72
wmcodec,5,55,chinese:SSB0193,1,fwp,mp3_128k,MP3 128 kbps,1,30.74729960,4.4021,0.9876,15.56
wmcodec,5,55,chinese:SSB0193,1,mean,opus_64k,Opus 64 kbps,1,12.50343621,4.3612,0.9845,13.70
wmcodec,5,55,chinese:SSB0193,1,fwp,opus_64k,Opus 64 kbps,1,30.40320421,4.4046,0.9873,15.50
wmcodec,5,56,chinese:SSB0193,2,mean,none,none,1,21.88790975,4.3883,0.9856,14.06
wmcodec,5,56,chinese:SSB0193,2,fwp,none,none,1,31.19104099,4.2307,0.9794,11.53
wmcodec,5,56,chinese:SSB0193,2,mean,mp3_128k,MP3 128 kbps,1,18.67801715,4.3681,0.9856,14.05
wmcodec,5,56,chinese:SSB0193,2,fwp,mp3_128k,MP3 128 kbps,1,29.58590000,4.2137,0.9794,11.52
wmcodec,5,56,chinese:SSB0193,2,mean,opus_64k,Opus 64 kbps,1,21.51725207,4.3862,0.9857,14.01
wmcodec,5,56,chinese:SSB0193,2,fwp,opus_64k,Opus 64 kbps,1,31.17396848,4.2257,0.9795,11.48
wmcodec,5,57,chinese:SSB0197,0,mean,none,none,1,3.72600740,4.3621,0.9851,15.15
wmcodec,5,57,chinese:SSB0197,0,fwp,none,none,1,17.54025323,4.1533,0.9753,12.58
wmcodec,5,57,chinese:SSB0197,0,mean,mp3_128k,MP3 128 kbps,1,6.21856754,4.3195,0.9851,15.00
wmcodec,5,57,chinese:SSB0197,0,fwp,mp3_128k,MP3 128 kbps,1,11.97908615,4.1188,0.9753,12.49
wmcodec,5,57,chinese:SSB0197,0,mean,opus_64k,Opus 64 kbps,1,3.57803163,4.3633,0.9849,15.04
wmcodec,5,57,chinese:SSB0197,0,fwp,opus_64k,Opus 64 kbps,1,16.76084433,4.1523,0.9748,12.45
wmcodec,5,58,chinese:SSB0197,1,mean,none,none,1,19.32992618,4.3888,0.9836,15.12
wmcodec,5,58,chinese:SSB0197,1,fwp,none,none,1,16.64457944,4.4195,0.9894,16.80
wmcodec,5,58,chinese:SSB0197,1,mean,mp3_128k,MP3 128 kbps,1,17.51940698,4.3554,0.9836,15.10
wmcodec,5,58,chinese:SSB0197,1,fwp,mp3_128k,MP3 128 kbps,1,6.67289737,4.3855,0.9894,16.73
wmcodec,5,58,chinese:SSB0197,1,mean,opus_64k,Opus 64 kbps,1,18.63919422,4.3810,0.9833,15.02
wmcodec,5,58,chinese:SSB0197,1,fwp,opus_64k,Opus 64 kbps,1,16.36509515,4.4088,0.9890,16.58
wmcodec,5,59,chinese:SSB0197,2,mean,none,none,1,17.31910611,4.4323,0.9841,15.90
wmcodec,5,59,chinese:SSB0197,2,fwp,none,none,1,12.99165731,4.2640,0.9730,12.44
wmcodec,5,59,chinese:SSB0197,2,mean,mp3_128k,MP3 128 kbps,1,12.77645563,4.3848,0.9841,15.64
wmcodec,5,59,chinese:SSB0197,2,fwp,mp3_128k,MP3 128 kbps,1,11.42085532,4.2360,0.9731,12.32
wmcodec,5,59,chinese:SSB0197,2,mean,opus_64k,Opus 64 kbps,1,16.99961403,4.4262,0.9839,15.75
wmcodec,5,59,chinese:SSB0197,2,fwp,opus_64k,Opus 64 kbps,1,12.55927113,4.2441,0.9726,12.34
wmcodec,5,60,chinese:SSB0200,0,mean,none,none,1,11.32106428,4.1472,0.9805,14.55
wmcodec,5,60,chinese:SSB0200,0,fwp,none,none,1,24.45138619,3.8588,0.9685,11.60
wmcodec,5,60,chinese:SSB0200,0,mean,mp3_128k,MP3 128 kbps,1,13.74223743,4.1296,0.9805,14.54
wmcodec,5,60,chinese:SSB0200,0,fwp,mp3_128k,MP3 128 kbps,1,22.89117257,3.8453,0.9685,11.59
wmcodec,5,60,chinese:SSB0200,0,mean,opus_64k,Opus 64 kbps,1,11.46670746,4.1421,0.9803,14.50
wmcodec,5,60,chinese:SSB0200,0,fwp,opus_64k,Opus 64 kbps,1,18.84569053,3.8782,0.9683,11.26
wmcodec,5,61,chinese:SSB0200,1,mean,none,none,1,13.45994575,4.2020,0.9803,14.48
wmcodec,5,61,chinese:SSB0200,1,fwp,none,none,1,23.21042776,3.8658,0.9695,11.39
wmcodec,5,61,chinese:SSB0200,1,mean,mp3_128k,MP3 128 kbps,1,13.39705548,4.1927,0.9802,14.47
wmcodec,5,61,chinese:SSB0200,1,fwp,mp3_128k,MP3 128 kbps,1,20.70763156,3.8557,0.9695,11.39
wmcodec,5,61,chinese:SSB0200,1,mean,opus_64k,Opus 64 kbps,1,14.10386203,4.1961,0.9801,14.47
wmcodec,5,61,chinese:SSB0200,1,fwp,opus_64k,Opus 64 kbps,1,23.26452494,3.8524,0.9692,11.38
wmcodec,5,62,chinese:SSB0200,2,mean,none,none,1,22.66897484,4.2470,0.9786,14.15
wmcodec,5,62,chinese:SSB0200,2,fwp,none,none,1,20.76710397,3.9348,0.9677,11.24
wmcodec,5,62,chinese:SSB0200,2,mean,mp3_128k,MP3 128 kbps,1,16.17875176,4.2368,0.9786,14.14
wmcodec,5,62,chinese:SSB0200,2,fwp,mp3_128k,MP3 128 kbps,1,15.19996658,3.9318,0.9677,11.24
wmcodec,5,62,chinese:SSB0200,2,mean,opus_64k,Opus 64 kbps,1,22.69052805,4.2437,0.9784,14.17
wmcodec,5,62,chinese:SSB0200,2,fwp,opus_64k,Opus 64 kbps,1,21.10791125,3.9265,0.9673,11.26
wmcodec,5,63,chinese:SSB0241,0,mean,none,none,1,0.87295961,4.3348,0.9896,16.30
wmcodec,5,63,chinese:SSB0241,0,fwp,none,none,1,15.65404320,4.1015,0.9823,13.41
wmcodec,5,63,chinese:SSB0241,0,mean,mp3_128k,MP3 128 kbps,1,3.40739626,4.3295,0.9896,16.29
wmcodec,5,63,chinese:SSB0241,0,fwp,mp3_128k,MP3 128 kbps,1,14.67086722,4.1047,0.9823,13.40
wmcodec,5,63,chinese:SSB0241,0,mean,opus_64k,Opus 64 kbps,1,1.32491082,4.3306,0.9894,16.20
wmcodec,5,63,chinese:SSB0241,0,fwp,opus_64k,Opus 64 kbps,1,15.89242832,4.1013,0.9820,13.35
wmcodec,5,64,chinese:SSB0241,1,mean,none,none,1,19.25250488,4.3887,0.9900,15.46
wmcodec,5,64,chinese:SSB0241,1,fwp,none,none,1,9.03813009,4.3865,0.9913,17.08
wmcodec,5,64,chinese:SSB0241,1,mean,mp3_128k,MP3 128 kbps,1,15.61808740,4.3723,0.9900,15.45
wmcodec,5,64,chinese:SSB0241,1,fwp,mp3_128k,MP3 128 kbps,1,5.54306419,4.3661,0.9913,17.06
wmcodec,5,64,chinese:SSB0241,1,mean,opus_64k,Opus 64 kbps,1,19.45506019,4.3808,0.9899,15.40
wmcodec,5,64,chinese:SSB0241,1,fwp,opus_64k,Opus 64 kbps,1,9.82869351,4.3605,0.9911,16.94
wmcodec,5,65,chinese:SSB0241,2,mean,none,none,1,9.75492534,4.3669,0.9892,15.32
wmcodec,5,65,chinese:SSB0241,2,fwp,none,none,1,19.55252270,4.4308,0.9909,17.06
wmcodec,5,65,chinese:SSB0241,2,mean,mp3_128k,MP3 128 kbps,1,9.90206422,4.3517,0.9892,15.31
wmcodec,5,65,chinese:SSB0241,2,fwp,mp3_128k,MP3 128 kbps,1,19.39276538,4.4141,0.9909,17.04
wmcodec,5,65,chinese:SSB0241,2,mean,opus_64k,Opus 64 kbps,1,9.52649526,4.3571,0.9891,15.21
wmcodec,5,65,chinese:SSB0241,2,fwp,opus_64k,Opus 64 kbps,1,20.52562704,4.4039,0.9906,16.81
wmcodec,5,66,chinese:SSB0246,0,mean,none,none,1,12.10347982,4.2089,0.9859,16.98
wmcodec,5,66,chinese:SSB0246,0,fwp,none,none,1,25.54190087,3.9229,0.9810,14.17
wmcodec,5,66,chinese:SSB0246,0,mean,mp3_128k,MP3 128 kbps,1,14.88812332,4.1858,0.9860,16.97
wmcodec,5,66,chinese:SSB0246,0,fwp,mp3_128k,MP3 128 kbps,1,25.58310113,3.9064,0.9810,14.16
wmcodec,5,66,chinese:SSB0246,0,mean,opus_64k,Opus 64 kbps,1,11.89198031,4.2059,0.9859,16.67
wmcodec,5,66,chinese:SSB0246,0,fwp,opus_64k,Opus 64 kbps,1,25.77108049,3.9150,0.9807,13.97
wmcodec,5,67,chinese:SSB0246,1,mean,none,none,1,14.82588362,4.3466,0.9873,17.28
wmcodec,5,67,chinese:SSB0246,1,fwp,none,none,1,28.42681925,4.1846,0.9812,14.75
wmcodec,5,67,chinese:SSB0246,1,mean,mp3_128k,MP3 128 kbps,1,11.76741789,4.3213,0.9873,17.25
wmcodec,5,67,chinese:SSB0246,1,fwp,mp3_128k,MP3 128 kbps,1,30.42741676,4.1621,0.9812,14.73
wmcodec,5,67,chinese:SSB0246,1,mean,opus_64k,Opus 64 kbps,1,14.41460074,4.3415,0.9873,16.95
wmcodec,5,67,chinese:SSB0246,1,fwp,opus_64k,Opus 64 kbps,1,27.91710127,4.1200,0.9802,13.96
wmcodec,5,68,chinese:SSB0246,2,mean,none,none,1,14.84400312,4.2403,0.9867,16.97
wmcodec,5,68,chinese:SSB0246,2,fwp,none,none,1,25.16715800,3.9360,0.9817,14.29
wmcodec,5,68,chinese:SSB0246,2,mean,mp3_128k,MP3 128 kbps,1,9.72507133,4.2104,0.9867,16.96
wmcodec,5,68,chinese:SSB0246,2,fwp,mp3_128k,MP3 128 kbps,1,22.87860642,3.9126,0.9817,14.28
wmcodec,5,68,chinese:SSB0246,2,mean,opus_64k,Opus 64 kbps,1,14.78799846,4.2353,0.9865,16.65
wmcodec,5,68,chinese:SSB0246,2,fwp,opus_64k,Opus 64 kbps,1,24.98385339,3.9294,0.9813,14.09
wmcodec,5,69,chinese:SSB0261,0,mean,none,none,1,11.45755287,4.2850,0.9826,14.64
wmcodec,5,69,chinese:SSB0261,0,fwp,none,none,1,32.19158097,4.0660,0.9749,11.83
wmcodec,5,69,chinese:SSB0261,0,mean,mp3_128k,MP3 128 kbps,1,11.91459127,4.2755,0.9826,14.64
wmcodec,5,69,chinese:SSB0261,0,fwp,mp3_128k,MP3 128 kbps,1,39.42103196,4.0586,0.9749,11.83
wmcodec,5,69,chinese:SSB0261,0,mean,opus_64k,Opus 64 kbps,1,11.66260393,4.2825,0.9825,14.61
wmcodec,5,69,chinese:SSB0261,0,fwp,opus_64k,Opus 64 kbps,1,32.02553575,4.0656,0.9747,11.82
wmcodec,5,70,chinese:SSB0261,1,mean,none,none,1,6.64051349,4.3681,0.9830,14.95
wmcodec,5,70,chinese:SSB0261,1,fwp,none,none,1,16.30461385,4.1149,0.9738,11.72
wmcodec,5,70,chinese:SSB0261,1,mean,mp3_128k,MP3 128 kbps,1,8.58905398,4.3567,0.9830,14.95
wmcodec,5,70,chinese:SSB0261,1,fwp,mp3_128k,MP3 128 kbps,1,9.35867495,4.1053,0.9738,11.72
wmcodec,5,70,chinese:SSB0261,1,mean,opus_64k,Opus 64 kbps,1,6.97285162,4.3679,0.9830,14.91
wmcodec,5,70,chinese:SSB0261,1,fwp,opus_64k,Opus 64 kbps,1,15.89979796,4.1172,0.9737,11.68
wmcodec,5,71,chinese:SSB0261,2,mean,none,none,1,12.59717548,4.3508,0.9836,14.16
wmcodec,5,71,chinese:SSB0261,2,fwp,none,none,1,12.04364976,4.0588,0.9754,11.34
wmcodec,5,71,chinese:SSB0261,2,mean,mp3_128k,MP3 128 kbps,1,14.31997791,4.3378,0.9836,14.15
wmcodec,5,71,chinese:SSB0261,2,fwp,mp3_128k,MP3 128 kbps,1,8.52892337,4.0473,0.9753,11.34
wmcodec,5,71,chinese:SSB0261,2,mean,opus_64k,Opus 64 kbps,1,13.02701333,4.3456,0.9835,14.10
wmcodec,5,71,chinese:SSB0261,2,fwp,opus_64k,Opus 64 kbps,1,12.81780238,4.0704,0.9753,11.29
wmcodec,5,72,chinese:SSB0267,0,mean,none,none,1,10.55118426,4.0895,0.9808,16.70
wmcodec,5,72,chinese:SSB0267,0,fwp,none,none,1,8.35375128,4.1751,0.9859,18.00
wmcodec,5,72,chinese:SSB0267,0,mean,mp3_128k,MP3 128 kbps,1,15.11754322,4.0825,0.9808,16.69
wmcodec,5,72,chinese:SSB0267,0,fwp,mp3_128k,MP3 128 kbps,1,8.59672084,4.1671,0.9859,17.99
wmcodec,5,72,chinese:SSB0267,0,mean,opus_64k,Opus 64 kbps,1,10.92163169,4.0850,0.9807,16.70
wmcodec,5,72,chinese:SSB0267,0,fwp,opus_64k,Opus 64 kbps,1,8.15933464,4.1652,0.9856,17.96
wmcodec,5,73,chinese:SSB0267,1,mean,none,none,1,18.98832762,3.9357,0.9805,17.07
wmcodec,5,73,chinese:SSB0267,1,fwp,none,none,1,17.68786540,3.6037,0.9706,14.15
wmcodec,5,73,chinese:SSB0267,1,mean,mp3_128k,MP3 128 kbps,1,18.54634354,3.9310,0.9804,17.06
wmcodec,5,73,chinese:SSB0267,1,fwp,mp3_128k,MP3 128 kbps,1,17.99419913,3.5988,0.9705,14.15
wmcodec,5,73,chinese:SSB0267,1,mean,opus_64k,Opus 64 kbps,1,19.70969902,3.9355,0.9804,17.06
wmcodec,5,73,chinese:SSB0267,1,fwp,opus_64k,Opus 64 kbps,1,18.11258398,3.5918,0.9706,14.15
wmcodec,5,74,chinese:SSB0267,2,mean,none,none,1,18.41366331,4.0907,0.9760,16.25
wmcodec,5,74,chinese:SSB0267,2,fwp,none,none,1,12.24801206,4.1917,0.9811,17.83
wmcodec,5,74,chinese:SSB0267,2,mean,mp3_128k,MP3 128 kbps,1,15.58620622,4.0815,0.9760,16.24
wmcodec,5,74,chinese:SSB0267,2,fwp,mp3_128k,MP3 128 kbps,1,11.52640701,4.1841,0.9812,17.82
wmcodec,5,74,chinese:SSB0267,2,mean,opus_64k,Opus 64 kbps,1,18.17441673,4.0749,0.9759,16.22
wmcodec,5,74,chinese:SSB0267,2,fwp,opus_64k,Opus 64 kbps,1,12.39936351,4.1822,0.9808,17.75
wmcodec,5,75,chinese:SSB0273,0,mean,none,none,1,12.03270705,4.4032,0.9881,16.99
wmcodec,5,75,chinese:SSB0273,0,fwp,none,none,1,10.97980075,4.1727,0.9825,14.52
wmcodec,5,75,chinese:SSB0273,0,mean,mp3_128k,MP3 128 kbps,1,10.35776076,4.3802,0.9881,16.97
wmcodec,5,75,chinese:SSB0273,0,fwp,mp3_128k,MP3 128 kbps,1,7.41043468,4.1706,0.9825,14.51
wmcodec,5,75,chinese:SSB0273,0,mean,opus_64k,Opus 64 kbps,1,12.14998209,4.3985,0.9880,16.95
wmcodec,5,75,chinese:SSB0273,0,fwp,opus_64k,Opus 64 kbps,1,11.34293019,4.1639,0.9823,14.48
wmcodec,5,76,chinese:SSB0273,1,mean,none,none,1,6.78488159,4.2827,0.9873,16.61
wmcodec,5,76,chinese:SSB0273,1,fwp,none,none,1,19.35553014,4.4276,0.9899,18.22
wmcodec,5,76,chinese:SSB0273,1,mean,mp3_128k,MP3 128 kbps,1,8.07594329,4.2548,0.9873,16.59
wmcodec,5,76,chinese:SSB0273,1,fwp,mp3_128k,MP3 128 kbps,1,18.94289397,4.3971,0.9899,18.19
wmcodec,5,76,chinese:SSB0273,1,mean,opus_64k,Opus 64 kbps,1,6.61210436,4.2821,0.9872,16.48
wmcodec,5,76,chinese:SSB0273,1,fwp,opus_64k,Opus 64 kbps,1,20.20735653,4.4323,0.9897,17.97
wmcodec,5,77,chinese:SSB0273,2,mean,none,none,1,16.71919445,4.2956,0.9877,17.21
wmcodec,5,77,chinese:SSB0273,2,fwp,none,none,1,24.52538629,4.0021,0.9818,14.32
