model,K,n_trials,n_restarts,starts_per_restart,restart_cosine_mean,restart_cosine_median,all_start_cosine_mean,all_start_cosine_median,restart_objective_std_mean,detail_csv
timbrewm,8,20,4,7,0.997876,0.999926,0.991258,0.998638,0.0000000001,dm_restart_stability_detail_timbrewm_K8.csv
