model,K,spk,local_t,gi,restart,start_id,objective,weights
wmcodec,5,chinese:SSB0012,0,3,0,4,0.0001910434,0.18325160;0.15325207;0.20274711;0.20808789;0.25266133
wmcodec,5,chinese:SSB0012,0,3,0,5,0.0001910434,0.18324341;0.15328197;0.20270840;0.20812253;0.25264369
wmcodec,5,chinese:SSB0012,0,3,0,6,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0012,0,3,1,0,0.0001910434,0.18322708;0.15328586;0.20271987;0.20812642;0.25264076
wmcodec,5,chinese:SSB0012,0,3,1,1,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0012,0,3,1,2,0.0001910434,0.18323239;0.15332391;0.20269932;0.20812726;0.25261712
wmcodec,5,chinese:SSB0012,0,3,1,3,0.0001910434,0.18319546;0.15317412;0.20277594;0.20814409;0.25271040
wmcodec,5,chinese:SSB0012,0,3,1,4,0.0001910434,0.18319546;0.15317412;0.20277594;0.20814409;0.25271040
wmcodec,5,chinese:SSB0012,0,3,1,5,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0012,0,3,1,6,0.0001910434,0.18319546;0.15317412;0.20277594;0.20814409;0.25271040
wmcodec,5,chinese:SSB0012,0,3,2,0,0.0001910434,0.18322708;0.15328586;0.20271987;0.20812642;0.25264076
wmcodec,5,chinese:SSB0012,0,3,2,1,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0012,0,3,2,2,0.0001910434,0.18324340;0.15328197;0.20270840;0.20812254;0.25264369
wmcodec,5,chinese:SSB0012,0,3,2,3,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0012,0,3,2,4,0.0001910434,0.18320660;0.15320010;0.20264035;0.20825590;0.25269705
wmcodec,5,chinese:SSB0012,0,3,2,5,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0012,0,3,2,6,0.0001910434,0.18341298;0.15321751;0.20267005;0.20801434;0.25268512
wmcodec,5,chinese:SSB0012,0,3,3,0,0.0001910434,0.18322708;0.15328586;0.20271987;0.20812642;0.25264076
wmcodec,5,chinese:SSB0012,0,3,3,1,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0012,0,3,3,2,0.0001910434,0.18324341;0.15328197;0.20270840;0.20812253;0.25264369
wmcodec,5,chinese:SSB0012,0,3,3,3,0.0001910434,0.18321927;0.15328555;0.20272691;0.20812783;0.25264044
wmcodec,5,chinese:SSB0012,0,3,3,4,0.0001910434,0.18321927;0.15328555;0.20272691;0.20812783;0.25264044
wmcodec,5,chinese:SSB0012,0,3,3,5,0.0001910434,0.18324340;0.15328197;0.20270841;0.20812254;0.25264368
wmcodec,5,chinese:SSB0012,0,3,3,6,0.0001910434,0.18340021;0.15317560;0.20264694;0.20806455;0.25271270
wmcodec,5,chinese:SSB0016,0,4,0,0,0.0000061823,0.13674870;0.23055239;0.15224480;0.22932385;0.25113025
wmcodec,5,chinese:SSB0016,0,4,0,1,0.0000061823,0.13695496;0.22931797;0.15156247;0.22965104;0.25251356
wmcodec,5,chinese:SSB0016,0,4,0,2,0.0000061822,0.13901456;0.23010014;0.15046077;0.22740550;0.25301902
wmcodec,5,chinese:SSB0016,0,4,0,3,0.0000061823,0.13586236;0.23083942;0.15303345;0.22891105;0.25135371
wmcodec,5,chinese:SSB0016,0,4,0,4,0.0000061823,0.13576461;0.23027639;0.15313130;0.22929285;0.25153485
wmcodec,5,chinese:SSB0016,0,4,0,5,0.0000061823,0.13570764;0.23099649;0.15308123;0.22882497;0.25138967
wmcodec,5,chinese:SSB0016,0,4,0,6,0.0000061823,0.13576461;0.23027639;0.15313130;0.22929285;0.25153485
wmcodec,5,chinese:SSB0016,0,4,1,0,0.0000061823,0.13674870;0.23055239;0.15224480;0.22932385;0.25113025
wmcodec,5,chinese:SSB0016,0,4,1,1,0.0000061823,0.13695496;0.22931797;0.15156247;0.22965104;0.25251356
wmcodec,5,chinese:SSB0016,0,4,1,2,0.0000061823,0.13576461;0.23027639;0.15313130;0.22929285;0.25153485
wmcodec,5,chinese:SSB0016,0,4,1,3,0.0000061823,0.13588725;0.22995815;0.15353987;0.22964285;0.25097188
wmcodec,5,chinese:SSB0016,0,4,1,4,0.0000061822,0.13901456;0.23010014;0.15046077;0.22740550;0.25301902
wmcodec,5,chinese:SSB0016,0,4,1,5,0.0000061822,0.13901456;0.23010014;0.15046077;0.22740550;0.25301902
wmcodec,5,chinese:SSB0016,0,4,1,6,0.0000061823,0.13695496;0.22931797;0.15156247;0.22965104;0.25251356
wmcodec,5,chinese:SSB0016,0,4,2,0,0.0000061823,0.13674870;0.23055239;0.15224480;0.22932385;0.25113025
wmcodec,5,chinese:SSB0016,0,4,2,1,0.0000061823,0.13695496;0.22931797;0.15156247;0.22965104;0.25251356
wmcodec,5,chinese:SSB0016,0,4,2,2,0.0000061823,0.13590031;0.23055386;0.15312418;0.22915806;0.25126359
wmcodec,5,chinese:SSB0016,0,4,2,3,0.0000061822,0.13901456;0.23010014;0.15046077;0.22740550;0.25301902
wmcodec,5,chinese:SSB0016,0,4,2,4,0.0000061823,0.13586236;0.23083942;0.15303345;0.22891105;0.25135371
wmcodec,5,chinese:SSB0016,0,4,2,5,0.0000061822,0.13901456;0.23010014;0.15046077;0.22740550;0.25301902
wmcodec,5,chinese:SSB0016,0,4,2,6,0.0000061823,0.13590031;0.23055386;0.15312418;0.22915806;0.25126359
wmcodec,5,chinese:SSB0016,0,4,3,0,0.0000061823,0.13674870;0.23055239;0.15224480;0.22932385;0.25113025
wmcodec,5,chinese:SSB0016,0,4,3,1,0.0000061823,0.13695496;0.22931797;0.15156247;0.22965104;0.25251356
wmcodec,5,chinese:SSB0016,0,4,3,2,0.0000061823,0.13558839;0.23044221;0.15248557;0.22975519;0.25172865
wmcodec,5,chinese:SSB0016,0,4,3,3,0.0000061822,0.13901456;0.23010014;0.15046077;0.22740550;0.25301902
wmcodec,5,chinese:SSB0016,0,4,3,4,0.0000061823,0.13576461;0.23027639;0.15313130;0.22929285;0.25153485
wmcodec,5,chinese:SSB0016,0,4,3,5,0.0000061823,0.13570764;0.23099649;0.15308123;0.22882497;0.25138967
wmcodec,5,chinese:SSB0016,0,4,3,6,0.0000061822,0.13913454;0.23100439;0.14998429;0.22934091;0.25053587
wmcodec,5,chinese:SSB0018,0,5,0,0,0.0000904909,0.22537332;0.22250316;0.19718219;0.18225864;0.17268269
wmcodec,5,chinese:SSB0018,0,5,0,1,0.0000904909,0.22518469;0.22256636;0.19758303;0.18250305;0.17216287
wmcodec,5,chinese:SSB0018,0,5,0,2,0.0000904909,0.22518469;0.22256636;0.19758303;0.18250305;0.17216287
wmcodec,5,chinese:SSB0018,0,5,0,3,0.0000904909,0.22546008;0.22236176;0.19734739;0.18234720;0.17248357
wmcodec,5,chinese:SSB0018,0,5,0,4,0.0000904909,0.22524640;0.22228254;0.19753623;0.18253769;0.17239714
wmcodec,5,chinese:SSB0018,0,5,0,5,0.0000904909,0.22547128;0.22225563;0.19734598;0.18234941;0.17257769
wmcodec,5,chinese:SSB0018,0,5,0,6,0.0000904909,0.22546008;0.22236176;0.19734739;0.18234720;0.17248357
wmcodec,5,chinese:SSB0018,0,5,1,0,0.0000904909,0.22537332;0.22250316;0.19718219;0.18225864;0.17268269
wmcodec,5,chinese:SSB0018,0,5,1,1,0.0000904909,0.22518469;0.22256636;0.19758303;0.18250305;0.17216287
wmcodec,5,chinese:SSB0018,0,5,1,2,0.0000904909,0.22524640;0.22228254;0.19753623;0.18253769;0.17239714
