model,K,spk,local_t,gi,restart,start_id,objective,weights
voicemark,8,chinese:SSB0011,0,2,3,1,0.0000730916,0.19191888;0.25828322;0.10543415;0.27933093;0.00000000;0.00000000;0.07772671;0.08730611
voicemark,8,chinese:SSB0011,0,2,3,2,0.0000730915,0.19125972;0.25828225;0.10623859;0.27956970;0.00000000;0.00000000;0.07759151;0.08705824
voicemark,8,chinese:SSB0011,0,2,3,3,0.0000730915,0.19168007;0.25818298;0.10572506;0.27979378;0.00000000;0.00000000;0.07703915;0.08757897
voicemark,8,chinese:SSB0011,0,2,3,4,0.0000730916,0.19192091;0.25828310;0.10543176;0.27933164;0.00000000;0.00000000;0.07772503;0.08730756
voicemark,8,chinese:SSB0011,0,2,3,5,0.0000730915,0.19121856;0.25832092;0.10620214;0.27942018;0.00000000;0.00000000;0.07769123;0.08714696
voicemark,8,chinese:SSB0011,0,2,3,6,0.0000730916,0.19192021;0.25828326;0.10543243;0.27933021;0.00000000;0.00000000;0.07772742;0.08730646
voicemark,8,chinese:SSB0012,0,3,0,0,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816553;0.15003398;0.00000000;0.23092230;0.40087820
voicemark,8,chinese:SSB0012,0,3,0,1,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816540;0.15003410;0.00000000;0.23092226;0.40087824
voicemark,8,chinese:SSB0012,0,3,0,2,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816738;0.15003444;0.00000000;0.23092033;0.40087785
voicemark,8,chinese:SSB0012,0,3,0,3,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816503;0.15003278;0.00000000;0.23092448;0.40087771
voicemark,8,chinese:SSB0012,0,3,0,4,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816394;0.15003509;0.00000000;0.23092327;0.40087769
voicemark,8,chinese:SSB0012,0,3,0,5,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816427;0.15003567;0.00000000;0.23092359;0.40087647
voicemark,8,chinese:SSB0012,0,3,0,6,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816540;0.15003411;0.00000000;0.23092225;0.40087824
voicemark,8,chinese:SSB0012,0,3,1,0,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816553;0.15003398;0.00000000;0.23092230;0.40087820
voicemark,8,chinese:SSB0012,0,3,1,1,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816540;0.15003410;0.00000000;0.23092226;0.40087824
voicemark,8,chinese:SSB0012,0,3,1,2,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816537;0.15003411;0.00000000;0.23092228;0.40087823
voicemark,8,chinese:SSB0012,0,3,1,3,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816540;0.15003411;0.00000000;0.23092225;0.40087824
voicemark,8,chinese:SSB0012,0,3,1,4,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816503;0.15003278;0.00000000;0.23092448;0.40087771
voicemark,8,chinese:SSB0012,0,3,1,5,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816651;0.15003219;0.00000000;0.23092234;0.40087896
voicemark,8,chinese:SSB0012,0,3,1,6,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816314;0.15003432;0.00000000;0.23092506;0.40087748
voicemark,8,chinese:SSB0012,0,3,2,0,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816553;0.15003398;0.00000000;0.23092230;0.40087820
voicemark,8,chinese:SSB0012,0,3,2,1,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816540;0.15003410;0.00000000;0.23092226;0.40087824
voicemark,8,chinese:SSB0012,0,3,2,2,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816374;0.15003418;0.00000000;0.23092287;0.40087921
voicemark,8,chinese:SSB0012,0,3,2,3,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816542;0.15003412;0.00000000;0.23092223;0.40087823
voicemark,8,chinese:SSB0012,0,3,2,4,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816427;0.15003567;0.00000000;0.23092359;0.40087647
voicemark,8,chinese:SSB0012,0,3,2,5,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816539;0.15003410;0.00000000;0.23092227;0.40087824
voicemark,8,chinese:SSB0012,0,3,2,6,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816357;0.15003540;0.00000000;0.23092418;0.40087684
voicemark,8,chinese:SSB0012,0,3,3,0,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816553;0.15003398;0.00000000;0.23092230;0.40087820
voicemark,8,chinese:SSB0012,0,3,3,1,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816540;0.15003410;0.00000000;0.23092226;0.40087824
voicemark,8,chinese:SSB0012,0,3,3,2,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816738;0.15003444;0.00000000;0.23092033;0.40087785
voicemark,8,chinese:SSB0012,0,3,3,3,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816651;0.15003219;0.00000000;0.23092234;0.40087896
voicemark,8,chinese:SSB0012,0,3,3,4,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816539;0.15003410;0.00000000;0.23092227;0.40087824
voicemark,8,chinese:SSB0012,0,3,3,5,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816598;0.15003380;0.00000000;0.23092281;0.40087741
voicemark,8,chinese:SSB0012,0,3,3,6,0.0004866475,0.00000000;0.00000000;0.00000000;0.21816374;0.15003418;0.00000000;0.23092287;0.40087921
voicemark,8,chinese:SSB0016,0,4,0,0,0.0000291686,0.33374905;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,0,1,0.0000291686,0.33374904;0.20002906;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,0,2,0.0000291686,0.33374935;0.20002900;0.00000000;0.00000000;0.08045945;0.00000000;0.00000000;0.38576220
voicemark,8,chinese:SSB0016,0,4,0,3,0.0000291686,0.33375302;0.20001908;0.00000000;0.00000000;0.08046873;0.00000000;0.00000000;0.38575917
voicemark,8,chinese:SSB0016,0,4,0,4,0.0000291686,0.33374905;0.20002904;0.00000000;0.00000000;0.08046005;0.00000000;0.00000000;0.38576187
voicemark,8,chinese:SSB0016,0,4,0,5,0.0000291686,0.33374903;0.20002906;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576187
voicemark,8,chinese:SSB0016,0,4,0,6,0.0000291686,0.33374904;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576187
voicemark,8,chinese:SSB0016,0,4,1,0,0.0000291686,0.33374905;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,1,1,0.0000291686,0.33374904;0.20002906;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,1,2,0.0000291686,0.33374906;0.20002904;0.00000000;0.00000000;0.08046005;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,1,3,0.0000291686,0.33374559;0.20003727;0.00000000;0.00000000;0.08044872;0.00000000;0.00000000;0.38576842
voicemark,8,chinese:SSB0016,0,4,1,4,0.0000291686,0.33375302;0.20001908;0.00000000;0.00000000;0.08046873;0.00000000;0.00000000;0.38575917
voicemark,8,chinese:SSB0016,0,4,1,5,0.0000291686,0.33374987;0.20002835;0.00000000;0.00000000;0.08046014;0.00000000;0.00000000;0.38576164
voicemark,8,chinese:SSB0016,0,4,1,6,0.0000291686,0.33374910;0.20002827;0.00000000;0.00000000;0.08046036;0.00000000;0.00000000;0.38576227
voicemark,8,chinese:SSB0016,0,4,2,0,0.0000291686,0.33374905;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,2,1,0.0000291686,0.33374904;0.20002906;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,2,2,0.0000291686,0.33374905;0.20002903;0.00000000;0.00000000;0.08046005;0.00000000;0.00000000;0.38576187
voicemark,8,chinese:SSB0016,0,4,2,3,0.0000291686,0.33374985;0.20002959;0.00000000;0.00000000;0.08045554;0.00000000;0.00000000;0.38576502
voicemark,8,chinese:SSB0016,0,4,2,4,0.0000291686,0.33374905;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576187
voicemark,8,chinese:SSB0016,0,4,2,5,0.0000291686,0.33374905;0.20002904;0.00000000;0.00000000;0.08046005;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,2,6,0.0000291686,0.33374904;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,3,0,0.0000291686,0.33374905;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,3,1,0.0000291686,0.33374904;0.20002906;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,3,2,0.0000291686,0.33374905;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576187
voicemark,8,chinese:SSB0016,0,4,3,3,0.0000291686,0.33374906;0.20002904;0.00000000;0.00000000;0.08046005;0.00000000;0.00000000;0.38576186
voicemark,8,chinese:SSB0016,0,4,3,4,0.0000291686,0.33374904;0.20002905;0.00000000;0.00000000;0.08046004;0.00000000;0.00000000;0.38576187
voicemark,8,chinese:SSB0016,0,4,3,5,0.0000291686,0.33375584;0.20002021;0.00000000;0.00000000;0.08046785;0.00000000;0.00000000;0.38575610
voicemark,8,chinese:SSB0016,0,4,3,6,0.0000291686,0.33374877;0.20002948;0.00000000;0.00000000;0.08045707;0.00000000;0.00000000;0.38576469
voicemark,8,chinese:SSB0018,0,5,0,0,0.0002155301,0.02750929;0.31830402;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,0,1,0.0002155301,0.02750931;0.31830400;0.00000000;0.00000000;0.00000000;0.25996124;0.24102383;0.15320161
voicemark,8,chinese:SSB0018,0,5,0,2,0.0002155301,0.02750929;0.31830403;0.00000000;0.00000000;0.00000000;0.25996127;0.24102383;0.15320159
voicemark,8,chinese:SSB0018,0,5,0,3,0.0002155301,0.02750910;0.31830437;0.00000000;0.00000000;0.00000000;0.25996277;0.24102256;0.15320119
voicemark,8,chinese:SSB0018,0,5,0,4,0.0002155301,0.02750931;0.31830400;0.00000000;0.00000000;0.00000000;0.25996124;0.24102383;0.15320161
voicemark,8,chinese:SSB0018,0,5,0,5,0.0002155301,0.02750929;0.31830402;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,0,6,0.0002155301,0.02750931;0.31830400;0.00000000;0.00000000;0.00000000;0.25996126;0.24102382;0.15320161
voicemark,8,chinese:SSB0018,0,5,1,0,0.0002155301,0.02750929;0.31830402;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,1,1,0.0002155301,0.02750931;0.31830400;0.00000000;0.00000000;0.00000000;0.25996124;0.24102383;0.15320161
voicemark,8,chinese:SSB0018,0,5,1,2,0.0002155301,0.02750929;0.31830403;0.00000000;0.00000000;0.00000000;0.25996127;0.24102383;0.15320159
