model,K,n_trials,n_restarts,starts_per_restart,restart_cosine_mean,restart_cosine_median,all_start_cosine_mean,all_start_cosine_median,restart_objective_std_mean,detail_csv
wavmark,5,20,4,7,0.975429,0.994321,0.826183,0.932062,0.0000000004,dm_restart_stability_detail_wavmark_K5.csv
