model,K,spk,local_t,gi,restart,start_id,objective,weights
wavmark,8,chinese:SSB0016,0,4,3,6,0.0000000175,0.00000000;0.00000000;0.00000000;0.00000000;0.50000000;0.00000000;0.00000000;0.50000000
wavmark,8,chinese:SSB0018,0,5,0,0,0.0000001553,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
wavmark,8,chinese:SSB0018,0,5,0,1,0.0000001565,0.03408435;0.27268006;0.17262766;0.00000001;0.27268023;0.04344141;0.14563783;0.05884846
wavmark,8,chinese:SSB0018,0,5,0,2,0.0000001563,0.17900924;0.07730430;0.17418299;0.13532475;0.19129956;0.00599051;0.06270556;0.17418310
wavmark,8,chinese:SSB0018,0,5,0,3,0.0000001556,0.22034919;0.16496665;0.18135493;0.00000003;0.22034970;0.07112353;0.00000003;0.14185592
wavmark,8,chinese:SSB0018,0,5,0,4,0.0000001486,0.00000014;0.22441514;0.00000008;0.05664944;0.29364851;0.22441465;0.04418493;0.15668710
wavmark,8,chinese:SSB0018,0,5,0,5,0.0000001512,0.17654166;0.08760213;0.02314233;0.21157790;0.09366795;0.20373384;0.00000003;0.20373416
wavmark,8,chinese:SSB0018,0,5,0,6,0.0000001529,0.00000004;0.23746915;0.08152221;0.09782662;0.28975977;0.00000000;0.23746875;0.05595345
wavmark,8,chinese:SSB0018,0,5,1,0,0.0000001553,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
wavmark,8,chinese:SSB0018,0,5,1,1,0.0000001565,0.03408435;0.27268006;0.17262766;0.00000001;0.27268023;0.04344141;0.14563783;0.05884846
wavmark,8,chinese:SSB0018,0,5,1,2,0.0000001563,0.17900924;0.07730430;0.17418299;0.13532475;0.19129956;0.00599051;0.06270556;0.17418310
wavmark,8,chinese:SSB0018,0,5,1,3,0.0000001516,0.15968867;0.23788057;0.04942396;0.00890477;0.21773744;0.21773681;0.00000002;0.10862775
wavmark,8,chinese:SSB0018,0,5,1,4,0.0000001540,0.06792463;0.26566611;0.14065476;0.04983631;0.22879879;0.00000000;0.22879836;0.01832105
wavmark,8,chinese:SSB0018,0,5,1,5,0.0000001530,0.05245233;0.17884521;0.03172767;0.21526320;0.13848379;0.11692453;0.11692465;0.14937862
wavmark,8,chinese:SSB0018,0,5,1,6,0.0000001542,0.14172548;0.05371680;0.12682266;0.18457865;0.20591136;0.00000003;0.14172536;0.14551966
wavmark,8,chinese:SSB0018,0,5,2,0,0.0000001553,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
wavmark,8,chinese:SSB0018,0,5,2,1,0.0000001565,0.03408435;0.27268006;0.17262766;0.00000001;0.27268023;0.04344141;0.14563783;0.05884846
wavmark,8,chinese:SSB0018,0,5,2,2,0.0000001490,0.13734250;0.04918526;0.00000005;0.19437892;0.05300512;0.19437872;0.07544322;0.29626621
wavmark,8,chinese:SSB0018,0,5,2,3,0.0000001535,0.21947824;0.00000006;0.12244490;0.16514288;0.15997231;0.11348327;0.00000002;0.21947832
wavmark,8,chinese:SSB0018,0,5,2,4,0.0000001558,0.14362015;0.22230555;0.24673883;0.00000001;0.24673932;0.00000000;0.05465109;0.08594505
wavmark,8,chinese:SSB0018,0,5,2,5,0.0000001542,0.14172548;0.05371680;0.12682266;0.18457865;0.20591136;0.00000003;0.14172536;0.14551966
wavmark,8,chinese:SSB0018,0,5,2,6,0.0000001556,0.22034919;0.16496665;0.18135493;0.00000003;0.22034970;0.07112353;0.00000003;0.14185592
wavmark,8,chinese:SSB0018,0,5,3,0,0.0000001553,0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000;0.12500000
wavmark,8,chinese:SSB0018,0,5,3,1,0.0000001565,0.03408435;0.27268006;0.17262766;0.00000001;0.27268023;0.04344141;0.14563783;0.05884846
wavmark,8,chinese:SSB0018,0,5,3,2,0.0000001559,0.01661693;0.18850660;0.09441376;0.09173641;0.24405146;0.09211569;0.08405282;0.18850634
wavmark,8,chinese:SSB0018,0,5,3,3,0.0000001530,0.05245233;0.17884521;0.03172767;0.21526320;0.13848379;0.11692453;0.11692465;0.14937862
wavmark,8,chinese:SSB0018,0,5,3,4,0.0000001529,0.00000004;0.23746915;0.08152221;0.09782662;0.28975977;0.00000000;0.23746875;0.05595345
wavmark,8,chinese:SSB0018,0,5,3,5,0.0000001520,0.06526305;0.13504383;0.13388567;0.22394187;0.06606285;0.00573288;0.18503486;0.18503498
wavmark,8,chinese:SSB0018,0,5,3,6,0.0000001518,0.19227829;0.00000006;0.04419739;0.19227826;0.11862266;0.10193936;0.08646683;0.26421715
wavmark,8,chinese:SSB0033,0,6,0,0,0.0000003337,0.19441491;0.03969138;0.14479425;0.11333546;0.07291202;0.06631899;0.22791891;0.14061407
wavmark,8,chinese:SSB0033,0,6,0,1,0.0000003323,0.19434990;0.01493868;0.11166861;0.13555814;0.08053236;0.02696363;0.24163935;0.19434932
wavmark,8,chinese:SSB0033,0,6,0,2,0.0000003341,0.19987026;0.00000000;0.11023832;0.14514936;0.09963869;0.06734257;0.20874696;0.16901386
wavmark,8,chinese:SSB0033,0,6,0,3,0.0000003341,0.19987026;0.00000000;0.11023832;0.14514936;0.09963869;0.06734257;0.20874696;0.16901386
