dataset,model,k,method,trial_id,speaker,clip_index,source_path,coalition_payloads,valid_copy_count,payloads_tested,target_rank,target_payload,selection_rule,candidate_count,selection_score,payload_distance,weights,effective_members,max_weight,weights_valid,decoded_payload,target_hit,target_margin,hits_out_of_10,escaped,closest_member_bit_accuracy,watermark_score,decoded_bits,target_bit_accuracy,quality_reference,pesq,stoi,si_sdr
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,1,995,nearest_nonmember_payloads,1019,-0.70710678,0.70710678,"[3.824101510269852e-15, 0.2499999995860806, 3.3641143501585695e-15, 0.2500000004139158, 0.49999999999999656]",2.66666667,0.50000000,1,995,1,0.04122257,2,1,0.90000000,,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",1.00000000,first_coalition_copy,4.3992,0.9934,31.30
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,2,619,nearest_nonmember_payloads,1019,-0.73854895,0.73854895,"[0.1999999911363454, 0.5000000000000002, 1.6653345369377353e-16, 0.0, 0.3000000088636543]",2.63157894,0.50000000,1,747,0,-0.06656742,2,0,1.00000000,,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0.90000000,first_coalition_copy,4.5150,0.9971,33.95
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,3,835,nearest_nonmember_payloads,1019,-0.75592895,0.75592895,"[0.16666665935440905, 7.632783294297951e-16, 5.065392549852277e-16, 0.3333333406455901, 0.49999999999999967]",2.57142856,0.50000000,1,867,0,-0.07272243,2,0,1.00000000,,"[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",0.90000000,first_coalition_copy,4.4656,0.9934,31.88
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,4,715,nearest_nonmember_payloads,1019,-0.76696499,0.76696499,"[0.21428571439508912, 0.4999999999999999, 0.07142857335007156, 0.2142857122548393, 1.7327838135066323e-16]",2.88235295,0.50000000,1,747,0,-0.05367947,2,0,1.00000000,,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0.90000000,first_coalition_copy,4.5273,0.9978,34.34
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,5,963,nearest_nonmember_payloads,1019,-0.78783860,0.78783860,"[0.04545454509162599, 0.13636363432377077, 5.204170427930421e-17, 0.5, 0.31818182058460315]",2.68888888,0.50000000,1,993,0,-0.19084358,2,1,0.90000000,,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",0.80000000,first_coalition_copy,4.4223,0.9935,31.32
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,6,1003,nearest_nonmember_payloads,1019,-0.79056942,0.79056942,"[1.3033304304548182e-16, 0.49999999999999983, 3.9818692675954255e-09, 0.16666665656045176, 0.33333333945767907]",2.57142857,0.50000000,1,747,0,-0.06191444,2,0,1.00000000,,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0.90000000,first_coalition_copy,4.4103,0.9953,31.98
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,7,993,nearest_nonmember_payloads,1019,-0.79056942,0.79056942,"[0.0, 0.1666666414567335, 1.4856128753258496e-08, 0.5, 0.33333334368713785]",2.57142858,0.50000000,1,993,1,0.10889578,2,1,0.90000000,,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1.00000000,first_coalition_copy,4.3966,0.9931,31.01
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,8,739,nearest_nonmember_payloads,1019,-0.79056942,0.79056942,"[1.5515838406428735e-16, 0.4999999999999999, 3.3830227902885954e-09, 0.1666666569283255, 0.3333333396886517]",2.57142856,0.50000000,1,747,0,-0.19735289,2,0,1.00000000,,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0.90000000,first_coalition_copy,4.4103,0.9953,31.98
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,9,611,nearest_nonmember_payloads,1019,-0.79772404,0.79772404,"[0.12500000053673097, 0.37499999946326945, 3.126194188261107e-16, 1.2232933780152157e-16, 0.49999999999999906]",2.46153846,0.50000000,1,619,0,-0.14563274,2,1,0.90000000,,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",0.90000000,first_coalition_copy,4.4681,0.9955,32.78
collusion_300,timbrewm,5,payload_match,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,"[607, 747, 652, 961, 867]",5,5,10,875,nearest_nonmember_payloads,1019,-0.79772404,0.79772404,"[0.12500000053672986, 0.37499999946326984, 6.116466984802144e-16, 1.133074140841042e-16, 0.49999999999999967]",2.46153846,0.50000000,1,619,0,-0.04311275,2,1,0.90000000,,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",0.90000000,first_coalition_copy,4.4681,0.9955,32.78
