model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
timbrewm,3,chinese:SSB0005,0,0,96,mean,0,1024,-2.11090851
timbrewm,3,chinese:SSB0005,0,0,96,tct,0,1024,-1.54588938
timbrewm,3,chinese:SSB0005,0,0,623,mean,0,1024,-2.46329165
timbrewm,3,chinese:SSB0005,0,0,623,tct,0,1024,-2.42240143
timbrewm,3,chinese:SSB0005,0,0,268,mean,0,1024,-1.62822819
timbrewm,3,chinese:SSB0005,0,0,268,tct,0,1024,-0.36277199
timbrewm,3,chinese:SSB0005,0,0,889,mean,0,1024,-0.63461208
timbrewm,3,chinese:SSB0005,0,0,889,tct,0,1024,-0.36612225
timbrewm,3,chinese:SSB0005,0,0,530,mean,0,1024,-3.39890432
timbrewm,3,chinese:SSB0005,0,0,530,tct,0,1024,-2.88723516
timbrewm,3,chinese:SSB0005,0,0,1010,mean,0,1024,-2.29148865
timbrewm,3,chinese:SSB0005,0,0,1010,tct,0,1024,-1.34165478
timbrewm,3,chinese:SSB0005,0,0,293,mean,0,1024,-2.18485069
timbrewm,3,chinese:SSB0005,0,0,293,tct,0,1024,-1.92575455
timbrewm,3,chinese:SSB0005,0,0,0,mean,0,1024,-2.97276020
timbrewm,3,chinese:SSB0005,0,0,0,tct,0,1024,-2.73817253
timbrewm,3,chinese:SSB0005,0,0,46,mean,0,1024,-3.00103855
timbrewm,3,chinese:SSB0005,0,0,46,tct,0,1024,-2.76591682
timbrewm,3,chinese:SSB0005,0,0,150,mean,0,1024,-3.72544241
timbrewm,3,chinese:SSB0005,0,0,150,tct,0,1024,-3.66633844
timbrewm,3,chinese:SSB0005,1,1,608,mean,0,1024,-2.42885733
timbrewm,3,chinese:SSB0005,1,1,608,tct,0,1024,-1.49006701
timbrewm,3,chinese:SSB0005,1,1,898,mean,0,1024,-2.31137943
timbrewm,3,chinese:SSB0005,1,1,898,tct,0,1024,-2.26110744
timbrewm,3,chinese:SSB0005,1,1,102,mean,0,1024,-2.45474672
timbrewm,3,chinese:SSB0005,1,1,102,tct,0,1024,-1.82531595
timbrewm,3,chinese:SSB0005,1,1,767,mean,0,1024,-4.75036192
timbrewm,3,chinese:SSB0005,1,1,767,tct,0,1024,-4.32689667
timbrewm,3,chinese:SSB0005,1,1,873,mean,0,1024,-4.66805410
timbrewm,3,chinese:SSB0005,1,1,873,tct,0,1024,-3.29816294
timbrewm,3,chinese:SSB0005,1,1,285,mean,0,1024,-3.08255863
timbrewm,3,chinese:SSB0005,1,1,285,tct,0,1024,-2.44917679
timbrewm,3,chinese:SSB0005,1,1,393,mean,0,1024,-2.53018856
timbrewm,3,chinese:SSB0005,1,1,393,tct,0,1024,-2.30514574
timbrewm,3,chinese:SSB0005,1,1,762,mean,0,1024,-3.25578356
timbrewm,3,chinese:SSB0005,1,1,762,tct,0,1024,-3.16265392
timbrewm,3,chinese:SSB0005,1,1,880,mean,0,1024,-2.41388988
timbrewm,3,chinese:SSB0005,1,1,880,tct,0,1024,-1.30026007
timbrewm,3,chinese:SSB0005,1,1,63,mean,0,1024,-3.79008722
timbrewm,3,chinese:SSB0005,1,1,63,tct,0,1024,-3.44885683
timbrewm,3,chinese:SSB0005,2,2,334,mean,0,1024,-4.11627150
timbrewm,3,chinese:SSB0005,2,2,334,tct,0,1024,-3.69846869
timbrewm,3,chinese:SSB0005,2,2,290,mean,0,1024,-2.93513870
timbrewm,3,chinese:SSB0005,2,2,290,tct,0,1024,-1.56275129
timbrewm,3,chinese:SSB0005,2,2,324,mean,0,1024,-3.41467047
timbrewm,3,chinese:SSB0005,2,2,324,tct,0,1024,-2.60350943
timbrewm,3,chinese:SSB0005,2,2,525,mean,0,1024,-2.92868185
timbrewm,3,chinese:SSB0005,2,2,525,tct,0,1024,-2.38015509
timbrewm,3,chinese:SSB0005,2,2,513,mean,0,1024,-2.39622927
timbrewm,3,chinese:SSB0005,2,2,513,tct,0,1024,-2.38947392
timbrewm,3,chinese:SSB0005,2,2,766,mean,0,1024,-2.84420252
timbrewm,3,chinese:SSB0005,2,2,766,tct,0,1024,-2.49163437
timbrewm,3,chinese:SSB0005,2,2,496,mean,0,1024,-1.15891457
timbrewm,3,chinese:SSB0005,2,2,496,tct,0,1024,-0.40255308
timbrewm,3,chinese:SSB0005,2,2,278,mean,0,1024,-3.98686361
timbrewm,3,chinese:SSB0005,2,2,278,tct,0,1024,-3.71021414
timbrewm,3,chinese:SSB0005,2,2,76,mean,0,1024,-2.50703716
timbrewm,3,chinese:SSB0005,2,2,76,tct,0,1024,-2.25007439
timbrewm,3,chinese:SSB0005,2,2,363,mean,0,1024,-3.02419043
timbrewm,3,chinese:SSB0005,2,2,363,tct,0,1024,-2.64173222
timbrewm,3,chinese:SSB0009,0,3,380,mean,0,1024,-4.19906616
timbrewm,3,chinese:SSB0009,0,3,380,tct,0,1024,-4.12301111
timbrewm,3,chinese:SSB0009,0,3,397,mean,0,1024,-3.52726936
timbrewm,3,chinese:SSB0009,0,3,397,tct,0,1024,-3.01465797
timbrewm,3,chinese:SSB0009,0,3,610,mean,0,1024,-3.27560329
timbrewm,3,chinese:SSB0009,0,3,610,tct,0,1024,-3.20009995
timbrewm,3,chinese:SSB0009,0,3,632,mean,0,1024,-1.87509823
timbrewm,3,chinese:SSB0009,0,3,632,tct,0,1024,-1.20408678
timbrewm,3,chinese:SSB0009,0,3,215,mean,0,1024,-2.54505873
timbrewm,3,chinese:SSB0009,0,3,215,tct,0,1024,-2.18312645
timbrewm,3,chinese:SSB0009,0,3,576,mean,0,1024,-2.35679245
timbrewm,3,chinese:SSB0009,0,3,576,tct,0,1024,-2.29850483
timbrewm,3,chinese:SSB0009,0,3,128,mean,0,1024,-2.39933300
timbrewm,3,chinese:SSB0009,0,3,128,tct,0,1024,-1.18666267
timbrewm,3,chinese:SSB0009,0,3,990,mean,0,1024,-2.87567997
timbrewm,3,chinese:SSB0009,0,3,990,tct,0,1024,-2.20781136
timbrewm,3,chinese:SSB0009,0,3,161,mean,0,1024,-3.15633917
timbrewm,3,chinese:SSB0009,0,3,161,tct,0,1024,-2.29878139
timbrewm,3,chinese:SSB0009,0,3,907,mean,0,1024,-2.00589848
timbrewm,3,chinese:SSB0009,0,3,907,tct,0,1024,-1.96022034
timbrewm,3,chinese:SSB0009,1,4,512,mean,0,1024,-2.41320324
timbrewm,3,chinese:SSB0009,1,4,512,tct,0,1024,-2.41320324
timbrewm,3,chinese:SSB0009,1,4,840,mean,0,1024,-3.16922808
timbrewm,3,chinese:SSB0009,1,4,840,tct,0,1024,-2.84367037
timbrewm,3,chinese:SSB0009,1,4,31,mean,0,1024,-1.90878534
timbrewm,3,chinese:SSB0009,1,4,31,tct,0,1024,-1.64393616
timbrewm,3,chinese:SSB0009,1,4,503,mean,0,1024,-4.16630936
timbrewm,3,chinese:SSB0009,1,4,503,tct,0,1024,-3.42299652
timbrewm,3,chinese:SSB0009,1,4,471,mean,0,1024,-3.83570099
timbrewm,3,chinese:SSB0009,1,4,471,tct,0,1024,-3.40969276
timbrewm,3,chinese:SSB0009,1,4,904,mean,0,1024,-2.21759939
timbrewm,3,chinese:SSB0009,1,4,904,tct,0,1024,-2.04565573
timbrewm,3,chinese:SSB0009,1,4,539,mean,0,1024,-2.44966221
timbrewm,3,chinese:SSB0009,1,4,539,tct,0,1024,-2.11606836
timbrewm,3,chinese:SSB0009,1,4,614,mean,0,1024,-4.04309559
timbrewm,3,chinese:SSB0009,1,4,614,tct,0,1024,-3.63767910
timbrewm,3,chinese:SSB0009,1,4,803,mean,0,1024,-3.15763521
timbrewm,3,chinese:SSB0009,1,4,803,tct,0,1024,-2.48177671
timbrewm,3,chinese:SSB0009,1,4,770,mean,0,1024,-3.81731892
timbrewm,3,chinese:SSB0009,1,4,770,tct,0,1024,-3.62223196
timbrewm,3,chinese:SSB0009,2,5,955,mean,0,1024,-2.20392084
timbrewm,3,chinese:SSB0009,2,5,955,tct,0,1024,-2.19330454
timbrewm,3,chinese:SSB0009,2,5,654,mean,0,1024,-1.99419165
timbrewm,3,chinese:SSB0009,2,5,654,tct,0,1024,-1.73204279
timbrewm,3,chinese:SSB0009,2,5,745,mean,0,1024,-1.29016447
timbrewm,3,chinese:SSB0009,2,5,745,tct,0,1024,-1.23915768
timbrewm,3,chinese:SSB0009,2,5,855,mean,0,1024,-2.15648794
timbrewm,3,chinese:SSB0009,2,5,855,tct,0,1024,-1.90132284
timbrewm,3,chinese:SSB0009,2,5,819,mean,0,1024,-2.50929403
timbrewm,3,chinese:SSB0009,2,5,819,tct,0,1024,-2.52051258
timbrewm,3,chinese:SSB0009,2,5,727,mean,0,1024,-1.29225206
timbrewm,3,chinese:SSB0009,2,5,727,tct,0,1024,-1.31230068
timbrewm,3,chinese:SSB0009,2,5,916,mean,0,1024,-1.17345285
timbrewm,3,chinese:SSB0009,2,5,916,tct,0,1024,-0.49868488
timbrewm,3,chinese:SSB0009,2,5,940,mean,0,1024,-2.16401148
timbrewm,3,chinese:SSB0009,2,5,940,tct,0,1024,-1.31929874
timbrewm,3,chinese:SSB0009,2,5,379,mean,0,1024,-2.65665627
timbrewm,3,chinese:SSB0009,2,5,379,tct,0,1024,-1.48505020
timbrewm,3,chinese:SSB0009,2,5,137,mean,0,1024,-1.57820225
