model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
timbrewm,5,chinese:SSB0005,0,0,565,mean,0,1024,-3.01786327
timbrewm,5,chinese:SSB0005,0,0,565,tct,0,1024,-1.85780096
timbrewm,5,chinese:SSB0005,0,0,595,mean,0,1024,-1.85439873
timbrewm,5,chinese:SSB0005,0,0,595,tct,0,1024,-0.52753448
timbrewm,5,chinese:SSB0005,0,0,836,mean,0,1024,-1.39084005
timbrewm,5,chinese:SSB0005,0,0,836,tct,0,1024,-0.34364033
timbrewm,5,chinese:SSB0005,0,0,118,mean,0,1024,-3.52963066
timbrewm,5,chinese:SSB0005,0,0,118,tct,0,1024,-1.70884991
timbrewm,5,chinese:SSB0005,0,0,224,mean,0,1024,-1.46562481
timbrewm,5,chinese:SSB0005,0,0,224,tct,0,1024,-1.12344694
timbrewm,5,chinese:SSB0005,0,0,778,mean,0,1024,-1.70494509
timbrewm,5,chinese:SSB0005,0,0,778,tct,0,1024,-0.55589771
timbrewm,5,chinese:SSB0005,0,0,442,mean,0,1024,-3.21746254
timbrewm,5,chinese:SSB0005,0,0,442,tct,0,1024,-2.56255341
timbrewm,5,chinese:SSB0005,0,0,739,mean,0,1024,-1.09369278
timbrewm,5,chinese:SSB0005,0,0,739,tct,0,1024,-0.29177284
timbrewm,5,chinese:SSB0005,0,0,937,mean,0,1024,-1.25445652
timbrewm,5,chinese:SSB0005,0,0,937,tct,0,1024,-1.09904146
timbrewm,5,chinese:SSB0005,0,0,601,mean,0,1024,-1.06924963
timbrewm,5,chinese:SSB0005,0,0,601,tct,0,1024,-0.08959532
timbrewm,5,chinese:SSB0005,1,1,673,mean,0,1024,-0.68161297
timbrewm,5,chinese:SSB0005,1,1,673,tct,0,1024,-0.11030912
timbrewm,5,chinese:SSB0005,1,1,610,mean,0,1024,-2.09151554
timbrewm,5,chinese:SSB0005,1,1,610,tct,0,1024,-1.34274864
timbrewm,5,chinese:SSB0005,1,1,389,mean,0,1024,-0.86526871
timbrewm,5,chinese:SSB0005,1,1,389,tct,0,1024,-0.03603315
timbrewm,5,chinese:SSB0005,1,1,532,mean,0,1024,-1.51167870
timbrewm,5,chinese:SSB0005,1,1,532,tct,0,1024,-0.60656357
timbrewm,5,chinese:SSB0005,1,1,440,mean,0,1024,-0.66438198
timbrewm,5,chinese:SSB0005,1,1,440,tct,0,1024,-0.14916182
timbrewm,5,chinese:SSB0005,1,1,827,mean,0,1024,-1.74765491
timbrewm,5,chinese:SSB0005,1,1,827,tct,0,1024,-1.26328993
timbrewm,5,chinese:SSB0005,1,1,816,mean,0,1024,-0.64132404
timbrewm,5,chinese:SSB0005,1,1,816,tct,0,1024,-0.13661909
timbrewm,5,chinese:SSB0005,1,1,386,mean,0,1024,-1.89720106
timbrewm,5,chinese:SSB0005,1,1,386,tct,0,1024,-0.55694962
timbrewm,5,chinese:SSB0005,1,1,286,mean,0,1024,-2.36837816
timbrewm,5,chinese:SSB0005,1,1,286,tct,0,1024,-1.71535206
timbrewm,5,chinese:SSB0005,1,1,125,mean,0,1024,-1.15738201
timbrewm,5,chinese:SSB0005,1,1,125,tct,0,1024,-0.62939930
timbrewm,5,chinese:SSB0005,2,2,755,mean,0,1024,-1.47494030
timbrewm,5,chinese:SSB0005,2,2,755,tct,0,1024,-0.51587963
timbrewm,5,chinese:SSB0005,2,2,998,mean,0,1024,-1.45472860
timbrewm,5,chinese:SSB0005,2,2,998,tct,0,1024,-0.20581007
timbrewm,5,chinese:SSB0005,2,2,558,mean,0,1024,-1.01621723
timbrewm,5,chinese:SSB0005,2,2,558,tct,0,1024,-0.37340879
timbrewm,5,chinese:SSB0005,2,2,437,mean,0,1024,-2.46853590
timbrewm,5,chinese:SSB0005,2,2,437,tct,0,1024,-1.78334904
timbrewm,5,chinese:SSB0005,2,2,379,mean,0,1024,-2.53886271
timbrewm,5,chinese:SSB0005,2,2,379,tct,0,1024,-1.58140850
timbrewm,5,chinese:SSB0005,2,2,421,mean,0,1024,-2.24149275
timbrewm,5,chinese:SSB0005,2,2,421,tct,0,1024,-1.66891336
timbrewm,5,chinese:SSB0005,2,2,824,mean,0,1024,-1.57266188
timbrewm,5,chinese:SSB0005,2,2,824,tct,0,1024,-0.38962746
timbrewm,5,chinese:SSB0005,2,2,217,mean,0,1024,-2.32641459
timbrewm,5,chinese:SSB0005,2,2,217,tct,0,1024,-1.11629343
timbrewm,5,chinese:SSB0005,2,2,598,mean,0,1024,-2.47066116
timbrewm,5,chinese:SSB0005,2,2,598,tct,0,1024,-1.90872002
timbrewm,5,chinese:SSB0005,2,2,800,mean,0,1024,-1.79697371
timbrewm,5,chinese:SSB0005,2,2,800,tct,0,1024,-0.65633202
timbrewm,5,chinese:SSB0009,0,3,490,mean,0,1024,-2.04266739
timbrewm,5,chinese:SSB0009,0,3,490,tct,0,1024,-1.13736248
timbrewm,5,chinese:SSB0009,0,3,841,mean,0,1024,-2.82134104
timbrewm,5,chinese:SSB0009,0,3,841,tct,0,1024,-1.28548670
timbrewm,5,chinese:SSB0009,0,3,980,mean,0,1024,-1.93872976
timbrewm,5,chinese:SSB0009,0,3,980,tct,0,1024,-1.10201931
timbrewm,5,chinese:SSB0009,0,3,515,mean,0,1024,-2.51690292
