model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
voicemark,2,chinese:SSB0005,0,0,9481,mean,0,1024,-41.03642815
voicemark,2,chinese:SSB0005,0,0,9481,tct,0,1024,-41.03642815
voicemark,2,chinese:SSB0005,0,0,49591,mean,0,1024,-57.62734550
voicemark,2,chinese:SSB0005,0,0,49591,tct,0,1024,-57.62734550
voicemark,2,chinese:SSB0005,0,0,39580,mean,0,1024,-41.00786731
voicemark,2,chinese:SSB0005,0,0,39580,tct,0,1024,-41.00786731
voicemark,2,chinese:SSB0005,0,0,49113,mean,0,1024,-52.66167038
voicemark,2,chinese:SSB0005,0,0,49113,tct,0,1024,-52.66167038
voicemark,2,chinese:SSB0005,0,0,23325,mean,0,1024,-28.27738064
voicemark,2,chinese:SSB0005,0,0,23325,tct,0,1024,-28.27738064
voicemark,2,chinese:SSB0005,0,0,53390,mean,0,1024,-56.30277579
voicemark,2,chinese:SSB0005,0,0,53390,tct,0,1024,-56.30277579
voicemark,2,chinese:SSB0005,0,0,54473,mean,0,1024,-49.05620163
voicemark,2,chinese:SSB0005,0,0,54473,tct,0,1024,-49.05620163
voicemark,2,chinese:SSB0005,0,0,6544,mean,0,1024,-31.83512446
voicemark,2,chinese:SSB0005,0,0,6544,tct,0,1024,-31.83512446
voicemark,2,chinese:SSB0005,0,0,2082,mean,0,1024,-41.11213150
voicemark,2,chinese:SSB0005,0,0,2082,tct,0,1024,-41.11213150
voicemark,2,chinese:SSB0005,0,0,36578,mean,0,1024,-60.88469260
voicemark,2,chinese:SSB0005,0,0,36578,tct,0,1024,-60.88469260
voicemark,2,chinese:SSB0005,1,1,65344,mean,0,1024,-51.46917321
voicemark,2,chinese:SSB0005,1,1,65344,tct,0,1024,-51.46917321
voicemark,2,chinese:SSB0005,1,1,2864,mean,0,1024,-45.23731782
voicemark,2,chinese:SSB0005,1,1,2864,tct,0,1024,-45.23731782
voicemark,2,chinese:SSB0005,1,1,38532,mean,0,1024,-54.98498609
voicemark,2,chinese:SSB0005,1,1,38532,tct,0,1024,-54.98498609
voicemark,2,chinese:SSB0005,1,1,40716,mean,0,1024,-51.47423913
voicemark,2,chinese:SSB0005,1,1,40716,tct,0,1024,-51.47423913
voicemark,2,chinese:SSB0005,1,1,62844,mean,0,1024,-44.72550943
voicemark,2,chinese:SSB0005,1,1,62844,tct,0,1024,-44.72550943
voicemark,2,chinese:SSB0005,1,1,14345,mean,0,1024,-57.34697797
voicemark,2,chinese:SSB0005,1,1,14345,tct,0,1024,-57.34697797
voicemark,2,chinese:SSB0005,1,1,59355,mean,0,1024,-40.80507447
voicemark,2,chinese:SSB0005,1,1,59355,tct,0,1024,-40.80507447
voicemark,2,chinese:SSB0005,1,1,23149,mean,0,1024,-45.76213243
voicemark,2,chinese:SSB0005,1,1,23149,tct,0,1024,-45.76213243
voicemark,2,chinese:SSB0005,1,1,23760,mean,0,1024,-28.61946084
voicemark,2,chinese:SSB0005,1,1,23760,tct,0,1024,-28.61946084
voicemark,2,chinese:SSB0005,1,1,18053,mean,0,1024,-33.17776942
voicemark,2,chinese:SSB0005,1,1,18053,tct,0,1024,-33.17776942
voicemark,2,chinese:SSB0005,2,2,10001,mean,0,1024,-51.64663641
voicemark,2,chinese:SSB0005,2,2,10001,tct,0,1024,-51.64663641
voicemark,2,chinese:SSB0005,2,2,35330,mean,0,1024,-29.51948980
voicemark,2,chinese:SSB0005,2,2,35330,tct,0,1024,-29.51948980
voicemark,2,chinese:SSB0005,2,2,62737,mean,0,1024,-53.85803454
voicemark,2,chinese:SSB0005,2,2,62737,tct,0,1024,-53.85803454
voicemark,2,chinese:SSB0005,2,2,29166,mean,0,1024,-52.66362135
voicemark,2,chinese:SSB0005,2,2,29166,tct,0,1024,-52.66362135
voicemark,2,chinese:SSB0005,2,2,6314,mean,0,1024,-27.62944770
voicemark,2,chinese:SSB0005,2,2,6314,tct,0,1024,-27.62944770
voicemark,2,chinese:SSB0005,2,2,46758,mean,0,1024,-66.40088408
voicemark,2,chinese:SSB0005,2,2,46758,tct,0,1024,-66.40088408
voicemark,2,chinese:SSB0005,2,2,3078,mean,0,1024,-37.59216157
voicemark,2,chinese:SSB0005,2,2,3078,tct,0,1024,-37.59216157
voicemark,2,chinese:SSB0005,2,2,14765,mean,0,1024,-57.58114187
voicemark,2,chinese:SSB0005,2,2,14765,tct,0,1024,-57.58114187
voicemark,2,chinese:SSB0005,2,2,1894,mean,0,1024,-61.25637858
voicemark,2,chinese:SSB0005,2,2,1894,tct,0,1024,-61.25637858
voicemark,2,chinese:SSB0005,2,2,13692,mean,0,1024,-48.86355154
voicemark,2,chinese:SSB0005,2,2,13692,tct,0,1024,-48.86355154
voicemark,2,chinese:SSB0009,0,3,16791,mean,0,1024,-51.32342857
voicemark,2,chinese:SSB0009,0,3,16791,tct,0,1024,-51.32342857
voicemark,2,chinese:SSB0009,0,3,19890,mean,0,1024,-55.01426357
voicemark,2,chinese:SSB0009,0,3,19890,tct,0,1024,-55.01426357
voicemark,2,chinese:SSB0009,0,3,35433,mean,0,1024,-52.06026977
voicemark,2,chinese:SSB0009,0,3,35433,tct,0,1024,-52.06026977
voicemark,2,chinese:SSB0009,0,3,65115,mean,0,1024,-60.50729316
voicemark,2,chinese:SSB0009,0,3,65115,tct,0,1024,-60.50729316
voicemark,2,chinese:SSB0009,0,3,29157,mean,0,1024,-66.03320545
voicemark,2,chinese:SSB0009,0,3,29157,tct,0,1024,-66.03320545
voicemark,2,chinese:SSB0009,0,3,19293,mean,0,1024,-41.13295744
voicemark,2,chinese:SSB0009,0,3,19293,tct,0,1024,-41.13295744
voicemark,2,chinese:SSB0009,0,3,50627,mean,0,1024,-60.06788677
voicemark,2,chinese:SSB0009,0,3,50627,tct,0,1024,-60.06788677
voicemark,2,chinese:SSB0009,0,3,5858,mean,0,1024,-54.66286891
voicemark,2,chinese:SSB0009,0,3,5858,tct,0,1024,-54.66286891
