model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
wavmark,3,chinese:SSB0005,0,0,5939,mean,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,0,0,5939,tct,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,0,0,40294,mean,0,1024,-4.00000000
wavmark,3,chinese:SSB0005,0,0,40294,tct,0,1024,-1.00000000
wavmark,3,chinese:SSB0005,0,0,16625,mean,0,1024,-11.00000000
wavmark,3,chinese:SSB0005,0,0,16625,tct,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,0,0,57508,mean,0,1024,-11.00000000
wavmark,3,chinese:SSB0005,0,0,57508,tct,0,1024,-9.00000000
wavmark,3,chinese:SSB0005,0,0,34246,mean,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,0,0,34246,tct,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,0,0,64513,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,0,0,64513,tct,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,0,0,18295,mean,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,0,0,18295,tct,0,1024,-3.00000000
wavmark,3,chinese:SSB0005,0,0,60,mean,0,1024,-9.00000000
wavmark,3,chinese:SSB0005,0,0,60,tct,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,0,0,2986,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,0,0,2986,tct,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,0,0,8823,mean,0,1024,-9.00000000
wavmark,3,chinese:SSB0005,0,0,8823,tct,0,1024,-4.00000000
wavmark,3,chinese:SSB0005,1,1,39405,mean,0,1024,-9.00000000
wavmark,3,chinese:SSB0005,1,1,39405,tct,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,1,1,58121,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,1,1,58121,tct,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,1,1,6256,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,1,1,6256,tct,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,1,1,49773,mean,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,1,1,49773,tct,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,1,1,56645,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,1,1,56645,tct,0,1024,-4.00000000
wavmark,3,chinese:SSB0005,1,1,17671,mean,0,1024,-3.00000000
wavmark,3,chinese:SSB0005,1,1,17671,tct,0,1024,-1.00000000
wavmark,3,chinese:SSB0005,1,1,24604,mean,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,1,1,24604,tct,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,1,1,49670,mean,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,1,1,49670,tct,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,1,1,57059,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,1,1,57059,tct,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,1,1,4086,mean,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,1,1,4086,tct,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,2,2,20877,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,2,2,20877,tct,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,2,2,18365,mean,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,2,2,18365,tct,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,2,2,20222,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,2,2,20222,tct,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,2,2,33215,mean,0,1024,-10.00000000
wavmark,3,chinese:SSB0005,2,2,33215,tct,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,2,2,32529,mean,0,1024,-4.00000000
wavmark,3,chinese:SSB0005,2,2,32529,tct,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,2,2,49529,mean,0,1024,-9.00000000
wavmark,3,chinese:SSB0005,2,2,49529,tct,0,1024,-6.00000000
wavmark,3,chinese:SSB0005,2,2,31545,mean,0,1024,-5.00000000
wavmark,3,chinese:SSB0005,2,2,31545,tct,0,1024,-4.00000000
wavmark,3,chinese:SSB0005,2,2,17617,mean,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,2,2,17617,tct,0,1024,-7.00000000
wavmark,3,chinese:SSB0005,2,2,5239,mean,0,1024,-9.00000000
wavmark,3,chinese:SSB0005,2,2,5239,tct,0,1024,-9.00000000
wavmark,3,chinese:SSB0005,2,2,22858,mean,0,1024,-8.00000000
wavmark,3,chinese:SSB0005,2,2,22858,tct,0,1024,-8.00000000
wavmark,3,chinese:SSB0009,0,3,24809,mean,0,1024,-6.00000000
wavmark,3,chinese:SSB0009,0,3,24809,tct,0,1024,-6.00000000
wavmark,3,chinese:SSB0009,0,3,25929,mean,0,1024,-8.00000000
