model,K,scheme,code_bits,info_bits,codebook_size,spk,local_t,gi,method,ASR,R3_escape,R5_escape,ACC_near,ACC_near_norm,PESQ,STOI,SI_SDR
timbrewm,5,ecc1,10,6,64,chinese:SSB0005,0,0,mean,0,0,0,6,1.0000,4.5597,0.9939,33.67
timbrewm,5,ecc1,10,6,64,chinese:SSB0005,0,0,fwp,0,0,0,4,0.6667,4.4235,0.9968,35.24
timbrewm,5,ecc1,10,6,64,chinese:SSB0005,1,1,mean,0,0,0,6,1.0000,4.5505,0.9970,35.34
timbrewm,5,ecc1,10,6,64,chinese:SSB0005,1,1,fwp,0,0,0,6,1.0000,4.4463,0.9950,32.51
timbrewm,5,ecc1,10,6,64,chinese:SSB0005,2,2,mean,1,0,0,6,1.0000,4.5419,0.9958,33.60
timbrewm,5,ecc1,10,6,64,chinese:SSB0005,2,2,fwp,1,1,0,4,0.6667,4.4806,0.9932,31.97
timbrewm,5,ecc1,10,6,64,chinese:SSB0009,0,3,mean,1,0,0,4,0.6667,4.5482,0.9978,29.23
timbrewm,5,ecc1,10,6,64,chinese:SSB0009,0,3,fwp,1,0,0,5,0.8333,4.5480,0.9985,30.57
timbrewm,5,ecc1,10,6,64,chinese:SSB0009,1,4,mean,1,0,0,6,1.0000,4.5603,0.9982,30.68
timbrewm,5,ecc1,10,6,64,chinese:SSB0009,1,4,fwp,0,0,0,6,1.0000,4.5607,0.9984,31.40
timbrewm,5,ecc1,10,6,64,chinese:SSB0009,2,5,mean,0,0,0,6,1.0000,4.5319,0.9966,28.85
timbrewm,5,ecc1,10,6,64,chinese:SSB0009,2,5,fwp,1,0,0,5,0.8333,4.3867,0.9947,26.64
timbrewm,5,ecc1,10,6,64,chinese:SSB0011,0,6,mean,0,0,0,6,1.0000,4.4635,0.9947,31.60
timbrewm,5,ecc1,10,6,64,chinese:SSB0011,0,6,fwp,0,0,0,6,1.0000,4.3151,0.9913,29.03
timbrewm,5,ecc1,10,6,64,chinese:SSB0011,1,7,mean,0,0,0,6,1.0000,4.5759,0.9972,32.35
timbrewm,5,ecc1,10,6,64,chinese:SSB0011,1,7,fwp,0,0,0,5,0.8333,4.4455,0.9943,29.19
timbrewm,5,ecc1,10,6,64,chinese:SSB0011,2,8,mean,0,0,0,6,1.0000,4.5245,0.9954,31.11
timbrewm,5,ecc1,10,6,64,chinese:SSB0011,2,8,fwp,1,0,0,6,1.0000,4.3210,0.9918,28.55
timbrewm,5,ecc1,10,6,64,chinese:SSB0012,0,9,mean,0,0,0,5,0.8333,4.5374,0.9966,31.38
timbrewm,5,ecc1,10,6,64,chinese:SSB0012,0,9,fwp,0,0,0,5,0.8333,4.5961,0.9977,32.94
timbrewm,5,ecc1,10,6,64,chinese:SSB0012,1,10,mean,0,0,0,6,1.0000,4.4814,0.9964,31.35
timbrewm,5,ecc1,10,6,64,chinese:SSB0012,1,10,fwp,1,1,1,5,0.8333,4.4765,0.9978,33.01
timbrewm,5,ecc1,10,6,64,chinese:SSB0012,2,11,mean,1,1,1,5,0.8333,4.5333,0.9970,31.73
timbrewm,5,ecc1,10,6,64,chinese:SSB0012,2,11,fwp,1,0,0,6,1.0000,4.4800,0.9973,32.69
timbrewm,5,ecc1,10,6,64,chinese:SSB0016,0,12,mean,0,0,0,5,0.8333,4.4983,0.9949,26.69
timbrewm,5,ecc1,10,6,64,chinese:SSB0016,0,12,fwp,1,1,1,5,0.8333,4.5253,0.9954,28.04
timbrewm,5,ecc1,10,6,64,chinese:SSB0016,1,13,mean,1,0,0,6,1.0000,4.4802,0.9889,23.94
timbrewm,5,ecc1,10,6,64,chinese:SSB0016,1,13,fwp,1,0,0,5,0.8333,4.5627,0.9944,26.54
timbrewm,5,ecc1,10,6,64,chinese:SSB0016,2,14,mean,1,0,0,5,0.8333,4.4612,0.9926,26.36
timbrewm,5,ecc1,10,6,64,chinese:SSB0016,2,14,fwp,1,0,0,6,1.0000,4.2893,0.9892,24.40
timbrewm,5,ecc1,10,6,64,chinese:SSB0018,0,15,mean,0,0,0,6,1.0000,4.5823,0.9981,34.68
timbrewm,5,ecc1,10,6,64,chinese:SSB0018,0,15,fwp,1,1,0,4,0.6667,4.5121,0.9964,32.38
timbrewm,5,ecc1,10,6,64,chinese:SSB0018,1,16,mean,1,0,0,4,0.6667,4.5527,0.9982,34.13
timbrewm,5,ecc1,10,6,64,chinese:SSB0018,1,16,fwp,1,1,0,5,0.8333,4.4736,0.9970,31.55
timbrewm,5,ecc1,10,6,64,chinese:SSB0018,2,17,mean,0,0,0,6,1.0000,4.5280,0.9963,33.83
timbrewm,5,ecc1,10,6,64,chinese:SSB0018,2,17,fwp,0,0,0,5,0.8333,4.4774,0.9943,32.01
timbrewm,5,ecc1,10,6,64,chinese:SSB0033,0,18,mean,0,0,0,5,0.8333,4.5369,0.9966,35.08
timbrewm,5,ecc1,10,6,64,chinese:SSB0033,0,18,fwp,0,0,0,6,1.0000,4.5882,0.9979,37.18
timbrewm,5,ecc1,10,6,64,chinese:SSB0033,1,19,mean,1,0,0,5,0.8333,4.5627,0.9972,35.79
timbrewm,5,ecc1,10,6,64,chinese:SSB0033,1,19,fwp,0,0,0,5,0.8333,4.4734,0.9961,33.73
timbrewm,5,ecc1,10,6,64,chinese:SSB0033,2,20,mean,0,0,0,5,0.8333,4.5606,0.9969,36.19
timbrewm,5,ecc1,10,6,64,chinese:SSB0033,2,20,fwp,1,0,0,5,0.8333,4.5443,0.9983,37.91
timbrewm,5,ecc1,10,6,64,chinese:SSB0038,0,21,mean,0,0,0,6,1.0000,4.4942,0.9974,31.30
timbrewm,5,ecc1,10,6,64,chinese:SSB0038,0,21,fwp,1,0,0,4,0.6667,4.4731,0.9978,32.85
timbrewm,5,ecc1,10,6,64,chinese:SSB0038,1,22,mean,0,0,0,6,1.0000,4.5279,0.9943,30.44
timbrewm,5,ecc1,10,6,64,chinese:SSB0038,1,22,fwp,0,0,0,5,0.8333,4.5659,0.9969,32.80
timbrewm,5,ecc1,10,6,64,chinese:SSB0038,2,23,mean,0,0,0,6,1.0000,4.5503,0.9961,31.80
timbrewm,5,ecc1,10,6,64,chinese:SSB0038,2,23,fwp,1,0,0,4,0.6667,4.5992,0.9981,33.74
timbrewm,5,ecc1,10,6,64,chinese:SSB0043,0,24,mean,1,0,0,5,0.8333,4.3929,0.9931,29.06
timbrewm,5,ecc1,10,6,64,chinese:SSB0043,0,24,fwp,1,0,0,5,0.8333,4.3644,0.9950,29.73
timbrewm,5,ecc1,10,6,64,chinese:SSB0043,1,25,mean,1,0,0,4,0.6667,4.4386,0.9933,29.70
timbrewm,5,ecc1,10,6,64,chinese:SSB0043,1,25,fwp,1,1,1,4,0.6667,4.1552,0.9882,26.57
timbrewm,5,ecc1,10,6,64,chinese:SSB0043,2,26,mean,0,0,0,6,1.0000,4.5216,0.9960,31.76
timbrewm,5,ecc1,10,6,64,chinese:SSB0043,2,26,fwp,0,0,0,5,0.8333,4.4655,0.9962,31.60
timbrewm,5,ecc1,10,6,64,chinese:SSB0057,0,27,mean,1,0,0,4,0.6667,4.5918,0.9976,34.82
timbrewm,5,ecc1,10,6,64,chinese:SSB0057,0,27,fwp,0,0,0,5,0.8333,4.4931,0.9950,31.85
timbrewm,5,ecc1,10,6,64,chinese:SSB0057,1,28,mean,1,1,1,5,0.8333,4.5563,0.9961,33.34
timbrewm,5,ecc1,10,6,64,chinese:SSB0057,1,28,fwp,1,1,0,5,0.8333,4.5151,0.9972,34.96
timbrewm,5,ecc1,10,6,64,chinese:SSB0057,2,29,mean,0,0,0,6,1.0000,4.5416,0.9980,34.08
timbrewm,5,ecc1,10,6,64,chinese:SSB0057,2,29,fwp,1,1,1,5,0.8333,4.5093,0.9982,35.25
timbrewm,5,ecc1,10,6,64,chinese:SSB0073,0,30,mean,0,0,0,5,0.8333,4.6081,0.9990,35.05
timbrewm,5,ecc1,10,6,64,chinese:SSB0073,0,30,fwp,1,0,0,5,0.8333,4.5683,0.9983,32.68
timbrewm,5,ecc1,10,6,64,chinese:SSB0073,1,31,mean,0,0,0,6,1.0000,4.5492,0.9968,31.23
timbrewm,5,ecc1,10,6,64,chinese:SSB0073,1,31,fwp,1,1,1,5,0.8333,4.5809,0.9980,33.60
timbrewm,5,ecc1,10,6,64,chinese:SSB0073,2,32,mean,0,0,0,6,1.0000,4.6114,0.9985,33.72
timbrewm,5,ecc1,10,6,64,chinese:SSB0073,2,32,fwp,1,0,0,4,0.6667,4.5707,0.9974,31.53
timbrewm,5,ecc1,10,6,64,chinese:SSB0080,0,33,mean,1,0,0,5,0.8333,4.4947,0.9932,28.33
timbrewm,5,ecc1,10,6,64,chinese:SSB0080,0,33,fwp,1,0,0,5,0.8333,4.4967,0.9944,29.08
timbrewm,5,ecc1,10,6,64,chinese:SSB0080,1,34,mean,0,0,0,6,1.0000,4.4391,0.9918,28.44
timbrewm,5,ecc1,10,6,64,chinese:SSB0080,1,34,fwp,1,1,0,5,0.8333,4.4412,0.9943,30.15
timbrewm,5,ecc1,10,6,64,chinese:SSB0080,2,35,mean,0,0,0,6,1.0000,4.5326,0.9951,31.42
timbrewm,5,ecc1,10,6,64,chinese:SSB0080,2,35,fwp,1,0,0,5,0.8333,4.4077,0.9901,29.55
timbrewm,5,ecc1,10,6,64,chinese:SSB0112,0,36,mean,0,0,0,6,1.0000,4.4995,0.9955,27.71
timbrewm,5,ecc1,10,6,64,chinese:SSB0112,0,36,fwp,1,1,1,5,0.8333,4.3691,0.9926,25.44
timbrewm,5,ecc1,10,6,64,chinese:SSB0112,1,37,mean,1,0,0,5,0.8333,4.3669,0.9935,25.81
timbrewm,5,ecc1,10,6,64,chinese:SSB0112,1,37,fwp,0,0,0,6,1.0000,4.4049,0.9954,27.43
timbrewm,5,ecc1,10,6,64,chinese:SSB0112,2,38,mean,1,0,0,4,0.6667,4.4808,0.9910,25.82
timbrewm,5,ecc1,10,6,64,chinese:SSB0112,2,38,fwp,1,0,0,5,0.8333,4.5136,0.9949,27.84
timbrewm,5,ecc1,10,6,64,chinese:SSB0122,0,39,mean,0,0,0,6,1.0000,4.5888,0.9987,34.01
timbrewm,5,ecc1,10,6,64,chinese:SSB0122,0,39,fwp,0,0,0,6,1.0000,4.4281,0.9971,30.31
timbrewm,5,ecc1,10,6,64,chinese:SSB0122,1,40,mean,0,0,0,5,0.8333,4.5353,0.9970,30.80
timbrewm,5,ecc1,10,6,64,chinese:SSB0122,1,40,fwp,0,0,0,5,0.8333,4.5804,0.9980,32.98
timbrewm,5,ecc1,10,6,64,chinese:SSB0122,2,41,mean,1,0,0,6,1.0000,4.4468,0.9978,30.93
timbrewm,5,ecc1,10,6,64,chinese:SSB0122,2,41,fwp,0,0,0,6,1.0000,4.4574,0.9983,32.51
timbrewm,5,ecc1,10,6,64,chinese:SSB0133,0,42,mean,1,0,0,5,0.8333,4.4234,0.9945,28.57
timbrewm,5,ecc1,10,6,64,chinese:SSB0133,0,42,fwp,1,0,0,5,0.8333,4.4007,0.9967,30.31
timbrewm,5,ecc1,10,6,64,chinese:SSB0133,1,43,mean,1,1,0,5,0.8333,4.5209,0.9952,29.23
timbrewm,5,ecc1,10,6,64,chinese:SSB0133,1,43,fwp,1,0,0,4,0.6667,4.4547,0.9935,27.90
timbrewm,5,ecc1,10,6,64,chinese:SSB0133,2,44,mean,1,0,0,5,0.8333,4.5360,0.9950,29.59
timbrewm,5,ecc1,10,6,64,chinese:SSB0133,2,44,fwp,1,0,0,5,0.8333,4.5182,0.9958,31.05
timbrewm,5,ecc1,10,6,64,chinese:SSB0139,0,45,mean,1,0,0,6,1.0000,4.4796,0.9987,33.10
timbrewm,5,ecc1,10,6,64,chinese:SSB0139,0,45,fwp,1,1,0,4,0.6667,4.5628,0.9990,34.39
timbrewm,5,ecc1,10,6,64,chinese:SSB0139,1,46,mean,0,0,0,6,1.0000,4.5754,0.9994,34.90
timbrewm,5,ecc1,10,6,64,chinese:SSB0139,1,46,fwp,0,0,0,4,0.6667,4.4559,0.9985,31.38
timbrewm,5,ecc1,10,6,64,chinese:SSB0139,2,47,mean,0,0,0,6,1.0000,4.5841,0.9989,34.69
timbrewm,5,ecc1,10,6,64,chinese:SSB0139,2,47,fwp,1,1,0,4,0.6667,4.5125,0.9982,32.67
timbrewm,5,ecc1,10,6,64,chinese:SSB0145,0,48,mean,1,0,0,5,0.8333,4.5374,0.9973,29.34
timbrewm,5,ecc1,10,6,64,chinese:SSB0145,0,48,fwp,1,0,0,5,0.8333,4.5435,0.9983,30.98
timbrewm,5,ecc1,10,6,64,chinese:SSB0145,1,49,mean,1,0,0,6,1.0000,4.5614,0.9956,28.50
timbrewm,5,ecc1,10,6,64,chinese:SSB0145,1,49,fwp,1,1,1,4,0.6667,4.5988,0.9973,30.46
timbrewm,5,ecc1,10,6,64,chinese:SSB0145,2,50,mean,0,0,0,6,1.0000,4.5390,0.9976,30.12
timbrewm,5,ecc1,10,6,64,chinese:SSB0145,2,50,fwp,1,1,0,5,0.8333,4.5159,0.9960,28.17
timbrewm,5,ecc1,10,6,64,chinese:SSB0149,0,51,mean,0,0,0,6,1.0000,4.5344,0.9973,31.66
timbrewm,5,ecc1,10,6,64,chinese:SSB0149,0,51,fwp,1,0,0,4,0.6667,4.5771,0.9981,32.98
timbrewm,5,ecc1,10,6,64,chinese:SSB0149,1,52,mean,0,0,0,6,1.0000,4.5284,0.9978,33.69
timbrewm,5,ecc1,10,6,64,chinese:SSB0149,1,52,fwp,1,0,0,5,0.8333,4.3967,0.9963,30.92
timbrewm,5,ecc1,10,6,64,chinese:SSB0149,2,53,mean,1,0,0,5,0.8333,4.4888,0.9975,31.84
timbrewm,5,ecc1,10,6,64,chinese:SSB0149,2,53,fwp,1,1,0,5,0.8333,4.3443,0.9958,29.61
timbrewm,5,ecc1,10,6,64,chinese:SSB0193,0,54,mean,0,0,0,5,0.8333,4.5235,0.9957,28.60
timbrewm,5,ecc1,10,6,64,chinese:SSB0193,0,54,fwp,0,0,0,5,0.8333,4.5161,0.9966,29.66
timbrewm,5,ecc1,10,6,64,chinese:SSB0193,1,55,mean,1,0,0,5,0.8333,4.5232,0.9957,28.67
timbrewm,5,ecc1,10,6,64,chinese:SSB0193,1,55,fwp,1,1,0,4,0.6667,4.3163,0.9932,26.56
timbrewm,5,ecc1,10,6,64,chinese:SSB0193,2,56,mean,0,0,0,6,1.0000,4.4429,0.9913,25.70
timbrewm,5,ecc1,10,6,64,chinese:SSB0193,2,56,fwp,1,0,0,5,0.8333,4.4664,0.9952,27.80
timbrewm,5,ecc1,10,6,64,chinese:SSB0197,0,57,mean,0,0,0,6,1.0000,4.3324,0.9918,24.25
timbrewm,5,ecc1,10,6,64,chinese:SSB0197,0,57,fwp,1,0,0,5,0.8333,4.0573,0.9951,25.03
timbrewm,5,ecc1,10,6,64,chinese:SSB0197,1,58,mean,1,0,0,5,0.8333,4.5258,0.9898,24.36
timbrewm,5,ecc1,10,6,64,chinese:SSB0197,1,58,fwp,0,0,0,6,1.0000,4.5606,0.9929,25.82
timbrewm,5,ecc1,10,6,64,chinese:SSB0197,2,59,mean,0,0,0,6,1.0000,4.5294,0.9916,24.78
timbrewm,5,ecc1,10,6,64,chinese:SSB0197,2,59,fwp,0,0,0,6,1.0000,4.4243,0.9869,22.53
timbrewm,5,ecc1,10,6,64,chinese:SSB0200,0,60,mean,0,0,0,6,1.0000,4.5250,0.9954,27.54
timbrewm,5,ecc1,10,6,64,chinese:SSB0200,0,60,fwp,0,0,0,6,1.0000,4.5465,0.9969,28.87
timbrewm,5,ecc1,10,6,64,chinese:SSB0200,1,61,mean,0,0,0,5,0.8333,4.5647,0.9970,29.75
timbrewm,5,ecc1,10,6,64,chinese:SSB0200,1,61,fwp,1,0,0,4,0.6667,4.4662,0.9951,26.83
timbrewm,5,ecc1,10,6,64,chinese:SSB0200,2,62,mean,0,0,0,5,0.8333,4.4725,0.9958,28.20
timbrewm,5,ecc1,10,6,64,chinese:SSB0200,2,62,fwp,1,1,1,5,0.8333,4.3445,0.9965,30.02
timbrewm,5,ecc1,10,6,64,chinese:SSB0241,0,63,mean,0,0,0,5,0.8333,4.5780,0.9982,32.66
timbrewm,5,ecc1,10,6,64,chinese:SSB0241,0,63,fwp,0,0,0,4,0.6667,4.5998,0.9987,34.07
timbrewm,5,ecc1,10,6,64,chinese:SSB0241,1,64,mean,0,0,0,6,1.0000,4.5972,0.9977,32.25
timbrewm,5,ecc1,10,6,64,chinese:SSB0241,1,64,fwp,1,0,0,5,0.8333,4.6033,0.9980,33.40
timbrewm,5,ecc1,10,6,64,chinese:SSB0241,2,65,mean,0,0,0,6,1.0000,4.5422,0.9983,32.04
timbrewm,5,ecc1,10,6,64,chinese:SSB0241,2,65,fwp,1,0,0,5,0.8333,4.4918,0.9975,30.27
timbrewm,5,ecc1,10,6,64,chinese:SSB0246,0,66,mean,0,0,0,6,1.0000,4.3755,0.9955,28.91
timbrewm,5,ecc1,10,6,64,chinese:SSB0246,0,66,fwp,0,0,0,5,0.8333,4.4172,0.9972,30.86
timbrewm,5,ecc1,10,6,64,chinese:SSB0246,1,67,mean,0,0,0,6,1.0000,4.5497,0.9977,31.49
timbrewm,5,ecc1,10,6,64,chinese:SSB0246,1,67,fwp,1,1,0,4,0.6667,4.3423,0.9943,27.70
timbrewm,5,ecc1,10,6,64,chinese:SSB0246,2,68,mean,1,0,0,6,1.0000,4.5239,0.9956,28.80
timbrewm,5,ecc1,10,6,64,chinese:SSB0246,2,68,fwp,0,0,0,6,1.0000,4.5563,0.9969,30.47
timbrewm,5,ecc1,10,6,64,chinese:SSB0261,0,69,mean,0,0,0,6,1.0000,4.5351,0.9955,31.07
timbrewm,5,ecc1,10,6,64,chinese:SSB0261,0,69,fwp,0,0,0,4,0.6667,4.5764,0.9970,33.00
timbrewm,5,ecc1,10,6,64,chinese:SSB0261,1,70,mean,0,0,0,6,1.0000,4.5428,0.9960,31.00
timbrewm,5,ecc1,10,6,64,chinese:SSB0261,1,70,fwp,1,0,0,5,0.8333,4.4670,0.9940,28.99
timbrewm,5,ecc1,10,6,64,chinese:SSB0261,2,71,mean,0,0,0,6,1.0000,4.5711,0.9964,31.36
timbrewm,5,ecc1,10,6,64,chinese:SSB0261,2,71,fwp,1,0,0,5,0.8333,4.4489,0.9934,28.81
timbrewm,5,ecc1,10,6,64,chinese:SSB0267,0,72,mean,1,0,0,5,0.8333,4.5477,0.9966,33.04
timbrewm,5,ecc1,10,6,64,chinese:SSB0267,0,72,fwp,1,0,0,6,1.0000,4.4253,0.9948,31.04
timbrewm,5,ecc1,10,6,64,chinese:SSB0267,1,73,mean,0,0,0,6,1.0000,4.4172,0.9948,29.70
timbrewm,5,ecc1,10,6,64,chinese:SSB0267,1,73,fwp,0,0,0,6,1.0000,4.5119,0.9968,30.55
timbrewm,5,ecc1,10,6,64,chinese:SSB0267,2,74,mean,1,0,0,6,1.0000,4.5673,0.9965,31.85
timbrewm,5,ecc1,10,6,64,chinese:SSB0267,2,74,fwp,0,0,0,6,1.0000,4.5361,0.9966,32.76
timbrewm,5,ecc1,10,6,64,chinese:SSB0273,0,75,mean,1,0,0,5,0.8333,4.5362,0.9984,35.66
timbrewm,5,ecc1,10,6,64,chinese:SSB0273,0,75,fwp,1,1,0,5,0.8333,4.4729,0.9990,37.22
timbrewm,5,ecc1,10,6,64,chinese:SSB0273,1,76,mean,0,0,0,6,1.0000,4.5861,0.9973,34.83
timbrewm,5,ecc1,10,6,64,chinese:SSB0273,1,76,fwp,1,0,0,5,0.8333,4.6089,0.9985,36.82
timbrewm,5,ecc1,10,6,64,chinese:SSB0273,2,77,mean,1,1,1,6,1.0000,4.5972,0.9974,35.05
timbrewm,5,ecc1,10,6,64,chinese:SSB0273,2,77,fwp,1,1,1,5,0.8333,4.6065,0.9985,36.67
timbrewm,5,ecc1,10,6,64,chinese:SSB0287,0,78,mean,1,1,0,5,0.8333,4.5844,0.9981,36.93
timbrewm,5,ecc1,10,6,64,chinese:SSB0287,0,78,fwp,1,1,0,5,0.8333,4.5251,0.9973,35.16
